zh_hk_cue,zh_hk_target,type,cue_type,target_type,zh_hk_cosine
強壯,零慕,nonword,word,nonword,
卑微,吼本,nonword,word,nonword,
黑熊,存乳從養,nonword,word,nonword,
憤恨,區盛,nonword,word,nonword,
麵包,票言,nonword,word,nonword,
錯覺,賤老,nonword,word,nonword,
價值,遮延,nonword,word,nonword,
拖車,真力,nonword,word,nonword,
絞刑,高週,nonword,word,nonword,
聯盟,嫁管,nonword,word,nonword,
守衛,郵新,nonword,word,nonword,
到達,達程,nonword,word,nonword,
女同性戀,稱租,nonword,word,nonword,
出去,函軌,nonword,word,nonword,
清楚,差賣,nonword,word,nonword,
匙羹,理敵,nonword,word,nonword,
控制,發帽,nonword,word,nonword,
症狀,道種,nonword,word,nonword,
買入,設隔,nonword,word,nonword,
動機,牆追,nonword,word,nonword,
男人,短碰,nonword,word,nonword,
獎盃,質婦,nonword,word,nonword,
操作,商草,nonword,word,nonword,
通話,句溫,nonword,word,nonword,
真確,棚利,nonword,word,nonword,
經理,療假古,nonword,word,nonword,
治療,亭幼,nonword,word,nonword,
聯邦,米辦,nonword,word,nonword,
駕駛,常驚,nonword,word,nonword,
夏天,謝版,nonword,word,nonword,
特權,待環,nonword,word,nonword,
命運,藏抱,nonword,word,nonword,
耐心,焦罷,nonword,word,nonword,
章節,原怯,nonword,word,nonword,
液體,爵與,nonword,word,nonword,
最低,翻拯,nonword,word,nonword,
命令,石電,nonword,word,nonword,
頻率,薪遠,nonword,word,nonword,
蝸牛,火權,nonword,word,nonword,
船艙,辱隊,nonword,word,nonword,
活着,友辦,nonword,word,nonword,
等待,成焚,nonword,word,nonword,
勝利,星液,nonword,word,nonword,
優秀,來誣,nonword,word,nonword,
印象,尖法,nonword,word,nonword,
附近,為幸,nonword,word,nonword,
產業,迷送,nonword,word,nonword,
薯仔,緊疆,nonword,word,nonword,
難民,緊員,nonword,word,nonword,
核突,酒道,nonword,word,nonword,
優秀,講居,nonword,word,nonword,
篇章,導急,nonword,word,nonword,
嘗試,人沼,nonword,word,nonword,
日落,閃膽,nonword,word,nonword,
短裙,拋香,nonword,word,nonword,
承認,挑夜,nonword,word,nonword,
窗戶,懷間,nonword,word,nonword,
行政,笛火,nonword,word,nonword,
偏執,紅大,nonword,word,nonword,
主人,火長,nonword,word,nonword,
幾滴,去蘇,nonword,word,nonword,
足夠,行舊,nonword,word,nonword,
雷達,包軸,nonword,word,nonword,
蘋果,熒伍,nonword,word,nonword,
徽章,畫車乾,nonword,word,nonword,
野餐,莊診,nonword,word,nonword,
月台,素增幼,nonword,word,nonword,
有時,貨熬,nonword,word,nonword,
偽造,狂牌,nonword,word,nonword,
神經,書逆,nonword,word,nonword,
親吻,用裝,nonword,word,nonword,
機票,詩僑,nonword,word,nonword,
破裂,粉完,nonword,word,nonword,
變化,許表,nonword,word,nonword,
觀點,癌紅,nonword,word,nonword,
次要,資定,nonword,word,nonword,
空氣,罪扭藍,nonword,word,nonword,
檢驗,殿高刷,nonword,word,nonword,
天真,欽字,nonword,word,nonword,
爬行,起民,nonword,word,nonword,
晶片,戶析,nonword,word,nonword,
意見,厄責,nonword,word,nonword,
間諜,完到,nonword,word,nonword,
西方,擾砌,nonword,word,nonword,
縣市,示化,nonword,word,nonword,
目的,令通意,nonword,word,nonword,
錯處,冬逼,nonword,word,nonword,
綁匪,出豐,nonword,word,nonword,
綁架,分准,nonword,word,nonword,
同情,癥酋,nonword,word,nonword,
褲袋,浸差,nonword,word,nonword,
轉動,省筆,nonword,word,nonword,
無用,心要,nonword,word,nonword,
迫切,出問,nonword,word,nonword,
跑步,飛疚,nonword,word,nonword,
煤炭,馬動搭,nonword,word,nonword,
意義,筒漆,nonword,word,nonword,
殭屍,發押,nonword,word,nonword,
惡夢,知開,nonword,word,nonword,
壯健,事蹤,nonword,word,nonword,
嘉年華,土冷,nonword,word,nonword,
恐怖,改件源,nonword,word,nonword,
數量,布時天,nonword,word,nonword,
三文治,歸樓,nonword,word,nonword,
體面,字受,nonword,word,nonword,
銀行家,道物,nonword,word,nonword,
零食,這洗,nonword,word,nonword,
可能性,除讚,nonword,word,nonword,
小休,光書,nonword,word,nonword,
喉嚨,位放,nonword,word,nonword,
演說,凳淡行,nonword,word,nonword,
棉被,家鱔免,nonword,word,nonword,
打開,重祭,nonword,word,nonword,
儀式,爆境,nonword,word,nonword,
南方,選水,nonword,word,nonword,
糟糕,決質,nonword,word,nonword,
宗族,周位,nonword,word,nonword,
此處,回福,nonword,word,nonword,
山墳,誌菜,nonword,word,nonword,
畫廊,水僻,nonword,word,nonword,
分析師,琴親,nonword,word,nonword,
九月,增胃角,nonword,word,nonword,
研究,笑掛,nonword,word,nonword,
太空人,霄初主,nonword,word,nonword,
大使館,澤且,nonword,word,nonword,
打中,歲弦,nonword,word,nonword,
營地,廚俗心死,nonword,word,nonword,
羅馬,船尉,nonword,word,nonword,
演出,脫言,nonword,word,nonword,
看見,走壓,nonword,word,nonword,
吹捧,遮慌,nonword,word,nonword,
尊重,性置,nonword,word,nonword,
物理,破羊,nonword,word,nonword,
咪錶,差早,nonword,word,nonword,
包含,尖眾,nonword,word,nonword,
頒眾,務賓,nonword,nonword,nonword,
添淨,澤且,nonword,nonword,nonword,
籤稅,心頁,nonword,nonword,nonword,
往庇,米辦,nonword,nonword,nonword,
行達,來衣,nonword,nonword,nonword,
提藝,處節,nonword,nonword,nonword,
單沮,牧通,nonword,nonword,nonword,
監取,火長,nonword,nonword,nonword,
行銀下拘,尚向,nonword,nonword,nonword,
紅奪,動從,nonword,nonword,nonword,
改緩失,節相,nonword,nonword,nonword,
液合,捕反,nonword,nonword,nonword,
分長,哀光,nonword,nonword,nonword,
工雕風,灣出,nonword,nonword,nonword,
故割,好呼,nonword,nonword,nonword,
冰修,留投,nonword,nonword,nonword,
頓票,要燭,nonword,nonword,nonword,
修子,大掩,nonword,nonword,nonword,
舊得,和投,nonword,nonword,nonword,
前嫂,覓羞,nonword,nonword,nonword,
滑頒,人擺,nonword,nonword,nonword,
刊恨,伏垂訟專,nonword,nonword,nonword,
事敵,生點,nonword,nonword,nonword,
會豁,姿刀,nonword,nonword,nonword,
遺碟,連延,nonword,nonword,nonword,
酵歌,巾事,nonword,nonword,nonword,
妻得,病制生,nonword,nonword,nonword,
做隊,色銬,nonword,nonword,nonword,
消降,霄初主,nonword,nonword,nonword,
直然,食盲,nonword,nonword,nonword,
事活,樓取,nonword,nonword,nonword,
手管,國遺檢,nonword,nonword,nonword,
白離,光亂,nonword,nonword,nonword,
市撇,鷹浪,nonword,nonword,nonword,
氣鬍,乾報,nonword,nonword,nonword,
現橋,橫價,nonword,nonword,nonword,
茶大,懶陰,nonword,nonword,nonword,
珍標,級詞,nonword,nonword,nonword,
母筆,牆追,nonword,nonword,nonword,
原軸,進登,nonword,nonword,nonword,
禍定,現球,nonword,nonword,nonword,
語費,認語,nonword,nonword,nonword,
奏餵,鳥選,nonword,nonword,nonword,
慳茶,著更,nonword,nonword,nonword,
對癬嘉,巢好,nonword,nonword,nonword,
冷蝗,到以,nonword,nonword,nonword,
飛渾預,越視捉,nonword,nonword,nonword,
無圖猛,鞋去,nonword,nonword,nonword,
接以,事蹤,nonword,nonword,nonword,
市指,滾煤,nonword,nonword,nonword,
價端,徵抗,nonword,nonword,nonword,
持標,賬訪,nonword,nonword,nonword,
刑停,觀卻,nonword,nonword,nonword,
弱門,拼馬,nonword,nonword,nonword,
逃獎,見情,nonword,nonword,nonword,
表察,詢戲,nonword,nonword,nonword,
擬心,實諒護試,nonword,nonword,nonword,
數敗,共泊,nonword,nonword,nonword,
度閒,斷量,nonword,nonword,nonword,
膀瓜,牛夫,nonword,nonword,nonword,
示祇,白論,nonword,nonword,nonword,
勻魚,讀惶,nonword,nonword,nonword,
藝配,庫雜,nonword,nonword,nonword,
皈找,話賂,nonword,nonword,nonword,
課道,手醫,nonword,nonword,nonword,
鋒豈,記細,nonword,nonword,nonword,
說街,場鋼,nonword,nonword,nonword,
衰來,笛火,nonword,nonword,nonword,
平說,岳亡,nonword,nonword,nonword,
聽貨,足凡,nonword,nonword,nonword,
菜吸所,重觀,nonword,nonword,nonword,
日竹,活密,nonword,nonword,nonword,
傳鈪,翻拯,nonword,nonword,nonword,
煙登,湧訴,nonword,nonword,nonword,
腿吹,人掩,nonword,nonword,nonword,
乾撤,兵幸,nonword,nonword,nonword,
月催,患聯,nonword,nonword,nonword,
受塑,溜現,nonword,nonword,nonword,
票痛,搞五,nonword,nonword,nonword,
幫棄,記翹,nonword,nonword,nonword,
個辛趁,少常,nonword,nonword,nonword,
地承,墓冰,nonword,nonword,nonword,
美平,氣吉,nonword,nonword,nonword,
視位為,盈沖,nonword,nonword,nonword,
都書,預輕,nonword,nonword,nonword,
確遠,主種,nonword,nonword,nonword,
放鰾,求黃,nonword,nonword,nonword,
主水,節鄭,nonword,nonword,nonword,
家尖,小身,nonword,nonword,nonword,
堂配恰,情樂,nonword,nonword,nonword,
魚先,角刷,nonword,nonword,nonword,
手者,懷間,nonword,nonword,nonword,
擁瑣,地態,nonword,nonword,nonword,
預悔雪,叫亮,nonword,nonword,nonword,
朧業,訊月,nonword,nonword,nonword,
巧遞,擄罷,nonword,nonword,nonword,
夭直,警得,nonword,nonword,nonword,
通實,花議,nonword,nonword,nonword,
速血,少喜,nonword,nonword,nonword,
售腰,刻方,nonword,nonword,nonword,
實慘,食拘,nonword,nonword,nonword,
忙北,斷聚,nonword,nonword,nonword,
鏡年山官,撤編,nonword,nonword,nonword,
散餚扁,勸盈,nonword,nonword,nonword,
還戲,分跳,nonword,nonword,nonword,
參解,席果,nonword,nonword,nonword,
拍宴正,然分,nonword,nonword,nonword,
糠預,貶覺,nonword,nonword,nonword,
鬆池,積次,nonword,nonword,nonword,
可國,風姑,nonword,nonword,nonword,
地誣,素訓,nonword,nonword,nonword,
空趕勢,諷師,nonword,nonword,nonword,
起型,場然,nonword,nonword,nonword,
草蠻,線縮,nonword,nonword,nonword,
睇邊,田過,nonword,nonword,nonword,
自吻,戰住,nonword,nonword,nonword,
燒撫,蔬匣,nonword,nonword,nonword,
樸鑑,輕承,nonword,nonword,nonword,
場良,脫面,nonword,nonword,nonword,
費疫,取怪,nonword,nonword,nonword,
演謀,牙考,nonword,nonword,nonword,
舊子,光墨,nonword,nonword,nonword,
感戶,尾舅,nonword,nonword,nonword,
通頭,調鍊,nonword,nonword,nonword,
莽洗,輪示,nonword,nonword,nonword,
域打,賤老,nonword,nonword,nonword,
拼軍,厭革,nonword,nonword,nonword,
液急,質婦,nonword,nonword,nonword,
狐台,重股,nonword,nonword,nonword,
途驅,方掉,nonword,nonword,nonword,
濕礎,累童,nonword,nonword,nonword,
敘光,脫言,nonword,nonword,nonword,
效海,奸飛,nonword,nonword,nonword,
制慈,殘賄,nonword,nonword,nonword,
兒下,齦性,nonword,nonword,nonword,
瘀布,軟理,nonword,nonword,nonword,
男趕,進拌,nonword,nonword,nonword,
球卷,訪亡,nonword,nonword,nonword,
雕面,包軸,nonword,nonword,nonword,
東有,抽要,nonword,nonword,nonword,
興力,令通意,nonword,nonword,nonword,
妥源,飲街,nonword,nonword,nonword,
補頭,足蔭,nonword,nonword,nonword,
貨體,烈宮,nonword,nonword,nonword,
指嚼,盼施,nonword,nonword,nonword,
稿陪,菜景削,nonword,nonword,nonword,
太飯,荒質,nonword,nonword,nonword,
收貶,去迷頭,nonword,nonword,nonword,
戶息,遮慌,nonword,nonword,nonword,
奇休,辯油,nonword,nonword,nonword,
繳枝,版坐,nonword,nonword,nonword,
列彩,置魂,nonword,nonword,nonword,
待麵,錯平,nonword,nonword,nonword,
一鬆,布時天,nonword,nonword,nonword,
勾稿,史擊,nonword,nonword,nonword,
讖違,務舊,nonword,nonword,nonword,
難金,答賦,nonword,nonword,nonword,
放打,笑掛,nonword,nonword,nonword,
麵定,侄車,nonword,nonword,nonword,
反偶,盤曆,nonword,nonword,nonword,
熱開,出問,nonword,nonword,nonword,
知輩,師藏,nonword,nonword,nonword,
講斷,圖落,nonword,nonword,nonword,
錢射,城錢,nonword,nonword,nonword,
速封成,誌菜,nonword,nonword,nonword,
生難,苦下,nonword,nonword,nonword,
蓋權,菜若,nonword,nonword,nonword,
司好,早區,nonword,nonword,nonword,
緊主,抗手,nonword,nonword,nonword,
勞音,魔閉,nonword,nonword,nonword,
滾實,破稿,nonword,nonword,nonword,
勸症,即人,nonword,nonword,nonword,
出望銷,諷碳,nonword,nonword,nonword,
強寒,語數,nonword,nonword,nonword,
實古,撬辦,nonword,nonword,nonword,
於無踞,順想盤績,nonword,nonword,nonword,
歸念衍體念,王損,nonword,nonword,nonword,
迷石,得下,nonword,nonword,nonword,
懼妙認,戶析,nonword,nonword,nonword,
錯鳴,罪迸,nonword,nonword,nonword,
餌色,傳形,nonword,nonword,nonword,
親豬羞,當善,nonword,nonword,nonword,
算出甲,喻淺,nonword,nonword,nonword,
白洞調,樂蒼,nonword,nonword,nonword,
奶秀,增胃角,nonword,nonword,nonword,
著臼,喪胚,nonword,nonword,nonword,
兇胞,咐掉,nonword,nonword,nonword,
念手,土輩鏗,nonword,nonword,nonword,
陷水,板時,nonword,nonword,nonword,
量主,葬慈,nonword,nonword,nonword,
典內,耍新,nonword,nonword,nonword,
簽溫易流,事細,nonword,nonword,nonword,
油住,達程,nonword,nonword,nonword,
惡閒,堪吧推,nonword,nonword,nonword,
淫剷,光書,nonword,nonword,nonword,
下炮,緊疆,nonword,nonword,nonword,
洞碎,如機,nonword,nonword,nonword,
認願,刑別,nonword,nonword,nonword,
堂充,刀忌餘過忌,nonword,nonword,nonword,
征退臟,量鋼,nonword,nonword,nonword,
骨警,缺觸,nonword,nonword,nonword,
通彩,心要,nonword,nonword,nonword,
車奮,壯嘴,nonword,nonword,nonword,
狹船,眼說,nonword,nonword,nonword,
誇外,普善,nonword,nonword,nonword,
燒偵,柔近,nonword,nonword,nonword,
捐壇,孫趕,nonword,nonword,nonword,
工配,逼砸,nonword,nonword,nonword,
回彎,味半,nonword,nonword,nonword,
弄巴,原倒,nonword,nonword,nonword,
照掉,刊塵,nonword,nonword,nonword,
別會,心脫,nonword,nonword,nonword,
弄特,駕禮,nonword,nonword,nonword,
狂貨,體割,nonword,nonword,nonword,
打為枯受,道汗,nonword,nonword,nonword,
中柳,工慾,nonword,nonword,nonword,
聲運,世鼻,nonword,nonword,nonword,
向樹,母正,nonword,nonword,nonword,
用科,和援,nonword,nonword,nonword,
叱詳,毛平,nonword,nonword,nonword,
字荼,幽千,nonword,nonword,nonword,
屬采,景片,nonword,nonword,nonword,
傳怎,降不,nonword,nonword,nonword,
徹翻徒,有標,nonword,nonword,nonword,
鬱斜類,角約,nonword,nonword,nonword,
得種,妒速,nonword,nonword,nonword,
泛僧,疑力,nonword,nonword,nonword,
低得,黑時,nonword,nonword,nonword,
鏈信,姪富,nonword,nonword,nonword,
北油,上窪,nonword,nonword,nonword,
傾共,安火,nonword,nonword,nonword,
依頭,約涼,nonword,nonword,nonword,
內刀,袒茗,nonword,nonword,nonword,
疫掉,晚賣,nonword,nonword,nonword,
盛凡,孽區,nonword,nonword,nonword,
權友,進山,nonword,nonword,nonword,
掌葉,屬扣,nonword,nonword,nonword,
折她,框羊,nonword,nonword,nonword,
貼玩,酒閉,nonword,nonword,nonword,
趣暗,崩神,nonword,nonword,nonword,
骨結,船尉,nonword,nonword,nonword,
招除,令巨,nonword,nonword,nonword,
求凝,會輒,nonword,nonword,nonword,
油中,後青,nonword,nonword,nonword,
嘗本,餘水,nonword,nonword,nonword,
非居,問水,nonword,nonword,nonword,
店捐,這洗,nonword,nonword,nonword,
損水,號喝,nonword,nonword,nonword,
補往,級指,nonword,nonword,nonword,
孽憲,淺死,nonword,nonword,nonword,
小貌,改花,nonword,nonword,nonword,
低笑實,全勢,nonword,nonword,nonword,
出望,蟲漁,nonword,nonword,nonword,
種崗,藍典,nonword,nonword,nonword,
聽小,有咱,nonword,nonword,nonword,
高國,條奴,nonword,nonword,nonword,
赤付妻,狗著,nonword,nonword,nonword,
稅掠,位放,nonword,nonword,nonword,
子選,約冠,nonword,nonword,nonword,
嗆室,布營,nonword,nonword,nonword,
濫辦,西正,nonword,nonword,nonword,
成賽,茶紅,nonword,nonword,nonword,
受痠,肉犯,nonword,nonword,nonword,
好才制,懸色,nonword,nonword,nonword,
歷茶,學項,nonword,nonword,nonword,
身完,性置,nonword,nonword,nonword,
高金,細閉,nonword,nonword,nonword,
春器,帶罰,nonword,nonword,nonword,
頰火,被滴,nonword,nonword,nonword,
被詳,抄等,nonword,nonword,nonword,
外過,歸樓,nonword,nonword,nonword,
乳蹤,引濕,nonword,nonword,nonword,
弄勞,向倒,nonword,nonword,nonword,
刻配,望纏,nonword,nonword,nonword,
上湛,水大,nonword,nonword,nonword,
修藤,豌板,nonword,nonword,nonword,
鐵嚷,手橋,nonword,nonword,nonword,
收歧,房嫌,nonword,nonword,nonword,
著凸,長磁,nonword,nonword,nonword,
聖災,談持,nonword,nonword,nonword,
手報,人沼,nonword,nonword,nonword,
難俗,何多,nonword,nonword,nonword,
藏喬,供士,nonword,nonword,nonword,
釋健,手卉,nonword,nonword,nonword,
問諒擁,畫車乾,nonword,nonword,nonword,
態滾,字受,nonword,nonword,nonword,
蒸積手,有起,nonword,nonword,nonword,
心羊,具宵,nonword,nonword,nonword,
親緊,救膠,nonword,nonword,nonword,
做蓮,破人,nonword,nonword,nonword,
巨當,發仁,nonword,nonword,nonword,
況炮,圓生,nonword,nonword,nonword,
投灘,心熊,nonword,nonword,nonword,
意員,幕舞,nonword,nonword,nonword,
礦杯籌,法攜,nonword,nonword,nonword,
常酥,撈案,nonword,nonword,nonword,
賭飽,報風,nonword,nonword,nonword,
情惠,讓舉,nonword,nonword,nonword,
剛棧,許色,nonword,nonword,nonword,
審口,挑夜,nonword,nonword,nonword,
腰頰,提雜,nonword,nonword,nonword,
作渾,水僻,nonword,nonword,nonword,
潮道,子避隊,nonword,nonword,nonword,
會妓,到原,nonword,nonword,nonword,
道農,代弱,nonword,nonword,nonword,
市臉,空方,nonword,nonword,nonword,
見賣,吻油,nonword,nonword,nonword,
點頂槍視,社強,nonword,nonword,nonword,
廁暢,周位,nonword,nonword,nonword,
來瓷,礦人,nonword,nonword,nonword,
店授,亂股,nonword,nonword,nonword,
示子,亭幼,nonword,nonword,nonword,
合紙,用政,nonword,nonword,nonword,
落順,一賽,nonword,nonword,nonword,
宏地,悔群,nonword,nonword,nonword,
蕉石,化橡,nonword,nonword,nonword,
啟土,吞日,nonword,nonword,nonword,
屎報,塢通,nonword,nonword,nonword,
軍課,成焚,nonword,nonword,nonword,
景急,柵讚,nonword,nonword,nonword,
看整,石電,nonword,nonword,nonword,
書始從止,殿高刷,nonword,nonword,nonword,
美還,間講,nonword,nonword,nonword,
蛋艱,涉將,nonword,nonword,nonword,
輪場,玉拆,nonword,nonword,nonword,
戰麗座,鍾丈,nonword,nonword,nonword,
獨託,餬屑,nonword,nonword,nonword,
貞摸,濟多,nonword,nonword,nonword,
印精,燒映,nonword,nonword,nonword,
孤語,竭污,nonword,nonword,nonword,
眺線,欽字,nonword,nonword,nonword,
景笑,掠庶,nonword,nonword,nonword,
林變,窮甲,nonword,nonword,nonword,
承片,省筆,nonword,nonword,nonword,
璨地,哲影,nonword,nonword,nonword,
拳寒,進罰,nonword,nonword,nonword,
除女,漏狀,nonword,nonword,nonword,
國貼,重安,nonword,nonword,nonword,
極子,預樹,nonword,nonword,nonword,
