en_target,en_cue,en_fake_cue,en_fake_target,cs_cue,cs_target,cs_fake_target,cs_fake_cue,da_cue,da_target,da_fake_target,da_fake_cue,de_cue,de_target,de_fake_target,de_fake_cue,ja_target,ja_cue,ja_fake_target,ja_fake_cue,ko_target,ko_cue,ko_fake_cue,ko_fake_target,ru_target,ru_cue,ru_fake_cue,ru_fake_target,tr_target,tr_cue,tr_fake_cue,tr_fake_target,en_word_combo,en_target_word_unique,cs_word_combo,cs_target_word_unique,ja_word_combo,ja_target_word_unique,ko_word_combo,ko_target_word_unique,tr_word_combo,tr_target_word_unique,ru_word_combo,ru_target_word_unique
july,june,eyne,tonly,červen,červenec,červejdou,čersil,juni,juli,juno,jutur,juni,juli,billi,tanni,七月,六月,害危,穴日,칠월,유월,발키월,토랑,июль,июнь,еинь,уэль,temmuz,haziran,haziford,temnün,junejuly,july,červenčervenec,červenec,六月七月,七月,유월칠월,칠월,hazirantemmuz,temmuz,июньиюль,июль
jump,climb,cloab,juif,lézt,skákat,bankat,léma,klatre,hoppe,mørpe,klaslå,klettern,springen,sperrgen,sandgen,ジャンプ,登る,プランプ,企分,뛰다,오르다,현상다,맙시,прыгать,взбираться,прайраться,элигать,zıplamak,tırmanmak,tıraçılmak,zaklamak,climbjump,jump,léztskákat,skákat,登るジャンプ,ジャンプ,오르다뛰다,뛰다,tırmanmakzıplamak,zıplamak,взбиратьсяпрыгать,прыгать
junior,senior,segias,juwine,seniorní,juniorní,juniorpheus,juniorfeus,senior,junior,overnior,seballor,senior,junior,junitelt,senitelt,ジュニア,シニア,ジュッチ,長ぎア,후배,선배,적트,재네,младший,старший,стариштый,сканший,kıdemsiz,kıdemli,kıizinli,geld,seniorjunior,junior,seniorníjuniorní,juniorní,シニアジュニア,ジュニア,선배후배,후배,kıdemlikıdemsiz,kıdemsiz,старшиймладший,младший
justice,revenge,revorce,cautice,pomsta,spravedlnost,vlastvedlnost,posmím,hævn,retfærdighed,retholdighed,nuvn,rache,gerechtigkeit,gemachigkeit,rater,正義,復讐,レヌ,減け,정의,복수,밍의,레스성,правосудие,месть,мегнь,правдосумие,adalet,intikam,intiburg,marlet,revengejustice,justice,pomstaspravedlnost,spravedlnost,復讐正義,正義,복수정의,정의.1,intikamadalet,adalet,местьправосудие,правосудие
keep,hold,hobs,kere,držet,zachovat,zavřítvat,drsor,holde,beholde,tande,ketde,halten,behalten,besinkten,menten,保つ,おさえておく,ディ,おさつて立え,가지고 있다,잡고있다,노린있다,올리하다,хранить,держать,офижать,найжать,bulundurmak,tutmak,mermak,urt,holdkeep,keep,držetzachovat,zachovat,おさえておく保つ,保つ,잡고있다가지고 있다,가지고 있다,tutmakbulundurmak,bulundurmak,держатьхранить,хранить
kill,poison,whyson,kiro,jed,zabít,zated,wid,forgifte,dræbe,tembe,gjud,gift,töten,tönig,raft,殺す,毒,テア,鉦勇,죽임,독,오펠,곱하,убивать,отравлять,окустлять,обезствовать,öldürmek,zehir,zedem,ölzeltmek,poisonkill,kill,jedzabít,zabít,毒殺す,殺す,독죽임,죽임,zehiröldürmek,öldürmek,отравлятьубивать,убивать
king,queen,sneen,eong,královna,král,krábrana,kráobrana,dronning,konge,tilge,flænning,königin,könig,kötos,könizeug,キング,女王,弾闘グ,養べ,왕,여왕,잖은,에인,король,королева,ковступлева,котром,kral,kraliçe,aileliçe,krus,queenking,king,královnakrál,král,女王キング,キング,여왕왕,왕,kraliçekral,kral,королевакороль,король
kingdom,royal,trual,kingnar,královský,království,královnout,předlovský,royal,kongerige,ledsagrige,greal,königlich,königreich,königrig,königtopf,王国,王族,テネ,ぢぜ,왕국,왕실의,경아의,기요,королевство,монарх,моренарх,лопство,krallık,asil,asrt,gençlık,royalkingdom,kingdom,královskýkrálovství,království,王族王国,王国,왕실의왕국,왕국,asilkrallık,krallık,монархкоролевство,королевство
knee,shoulder,stillder,eree,rameno,koleno,střeleno,spuseno,skulder,knæ,silæ,sparder,schulter,knie,knach,fürchter,膝,肩,商点,明つ,무릎,어깨,울제,첼의,колено,плечо,туччо,ставлено,diz,omuz,efuz,miz,shoulderknee,knee,ramenokoleno,koleno,肩膝,膝,어깨무릎,무릎,omuzdiz,diz,плечоколено,колено
knew,recognize,recogmous,knoc,uznat,věděl,věšit,vínat,genkende,vidste,svaste,brikkende,erkennen,wissen,lieste,ersatzne,知っていた,認識する,笙ちけへと,躁岱しで,알았다,인정하다,정들퉁과,들이다,знал,распознавать,распознаваствать,нaал,bilmek,tanımak,tanıford,tanıford,recognizeknew,knew,uznatvěděl,věděl,認識する知っていた,知っていた,인정하다알았다,알았다,tanımakbilmek,bilmek.1,распознаватьзнал,знал
knife,sword,swind,knufe,meč,nůž,tlž,vič,sværd,kniv,spiv,gaærd,schwert,messer,floser,sufert,ナイフ,剣,汐部フ,争米,칼,검,껍니,초녹,нож,меч,кюч,идж,bıçak,kılıç,kığip,bıjit,swordknife,knife,mečnůž,nůž,剣ナイフ,ナイフ,검칼,칼,kılıçbıçak,bıçak,мечнож,нож
know,now,cew,knup,nyní,znát,kóát,sagní,nu,vide,vedeport,lik,jetzt,wissen,melsen,hützt,知る,今,ホデ,ポメ,알고있다,지금,티에,알리망,балл,бал,бейл,укать,bilmek,şimdi,ekodi,bilğim,nowknow,know,nyníznát,znát,今知る,知る,지금알고있다,알고있다,şimdibilmek,bilmek,балбалл,балл
knowledge,experience,experiotous,knowlpile,zkušenost,znalost,parlost,zkušeství,erfaring,viden,vivis,erfaskab,erfahrung,wissen,melsen,erfahkeit,知識,経験,セポ,偏ぢ,지식,경험,용에,샤바,знание,опыт,опби,значен,bilgi,deneyim,tezrübe epmek,aragi,experienceknowledge,knowledge,zkušenostznalost,znalost,経験知識,知識,경험지식,지식,deneyimbilgi,bilgi,опытзнание,знание
lady,lord,loja,mechagodzillady,lord,lady,lalat,loři,herre,dame,himme,frire,herr,dame,kosme,hesk,婦人,主人,悦出ゥ,長券,숙녀,주인,게든,하더,леди,лорд,лорчтет,леней,hanımefendi,beyefendi,iğal,bağız,lordlady,lady,lordlady,lady,主人婦人,婦人,주인숙녀,숙녀,beyefendihanımefendi,hanımefendi,лордледи,леди
lake,river,nauer,ecke,řeka,jezero,chlazero,rážka,flod,sø,mo,flil,fluss,see,bie,flikas,湖,川,汰け,建踞,호수,강,소코,매두,озеро,река,рекох,рудро,göl,nehir,nesım,zöl,riverlake,lake,řekajezero,jezero,川湖,湖,강호수,호수,nehirgöl,göl,рекаозеро,озеро
landlord,tenant,boyant,landmind,nájemce,pronajímatel,ušlechnajímatel,nákladce,lejer,udlejer,udlegisk,lemad,mieter,vermieter,verkennter,knoter,大家,住人,丈宴,任个,집주인,거주자,시자용,니로,арендодатель,жилец,житок,увольдодатель,ev sahibi,kiracı,kirapist,kibaya peren,tenantlandlord,landlord,nájemcepronajímatel,pronajímatel,住人大家,大家,거주자집주인,집주인,kiracıev sahibi,ev sahibi,жилецарендодатель,арендодатель
last,first,tarst,lawr,první,poslední,poemoční,revní,først,sidst,fydst,harst,erster,letzter,beamt,tente,最後,最初,ヒネ,優そ,마지막,첫 번째,빨번대째,거였막,последний,первый,пеньвый,последкер,son,ilk,nsk,gerah,firstlast,last,prvníposlední,poslední,最初最後,最後,첫 번째마지막,마지막,ilkson,son,первыйпоследний,последний
laugh,smile,snile,laneh,úsměv,smích,vlích,úsjev,smile,grine,vedne,fatle,lächeln,lachen,lackie,läfisch,笑い,笑顔,笙暁,沮,웃다,미소 짓다,멀델,커는,смех,улыбка,улимка,смуи,kahkaha,gülümsemek,gülümseasons,flickaha,smilelaugh,laugh,úsměvsmích,smích,笑顔笑い,笑い,미소 짓다웃다,웃다,gülümsemekkahkaha,kahkaha,улыбкасмех,смех
leader,member,bilber,leroer,člen,vůdce,novce,fúen,medlem,leder,lefon,medsnær,mitglied,anführer,ancasrer,mitsisch,リーダー,メンバー,損開ダも,メノあも,지도자,회원,총구,자임게,лидер,участник,уснестник,линят,lider,üye,bse,önyıp,memberleader,leader,členvůdce,vůdce,メンバーリーダー,リーダー,회원지도자,지도자,üyelider,lider,участниклидер,лидер
lecture,seminar,careinar,papture,seminář,přednáška,chutnáška,semisích,seminar,foredrag,foredkes,semifekt,seminar,vorlesung,vorledest,semideck,講義,セミナー,踊み,せでナー,강의,세미나,느슬다,긴요,лекция,семинар,семилоть,ввеция,ders,seminer,semilady,defe,seminarlecture,lecture,seminářpřednáška,přednáška,セミナー講義,講義,세미나강의,강의,seminerders,ders,семинарлекция,лекция
left,right,roght,lewe,vpravo,vlevo,ženvo,shrovo,højre,venstre,vensomt,alire,rechts,links,lidos,itscht,左,右,㒰,㕣,왼쪽,오른쪽,영쪽리,막의,левый,правый,пазвый,ледявый,sol,sağ,koğ,ayuyandı,rightleft,left,vpravovlevo,vlevo,右左,左,오른쪽왼쪽,왼쪽,sağsol,sol,правыйлевый,левый
legal,illegal,illebook,lecho,ilegální,legální,lenostní,krátgální,ulovlig,lovlig,sullig,alarlig,illegal,legal,gelässlich,illebend,合法の,違法の,端ぬね,酉杜み,합법적 인,불법적 인,한번정 인,마라적 인,законный,незаконный,элеконный,закломный,yasal,yasadışı,yasadırecek,yarır,illegallegal,legal,ilegálnílegální,legální,違法の合法の,合法の,불법적 인합법적 인,합법적 인,yasadışıyasal,yasal,незаконныйзаконный,законный
legend,myth,nith,legade,mýtus,legenda,leokráda,mýnea,myte,legende,ledspilde,jetje,mythos,legende,lefriede,mikatz,伝説,神話,タハ,ネカ,전설,신화,롭네,기랑,легенда,миф,афф,леральда,efsane,söylence,açılsane,kartsane,mythlegend,legend,mýtuslegenda,legenda,神話伝説,伝説,신화전설,전설,söylenceefsane,efsane,мифлегенда,легенда
length,size,sium,bungth,velikost,délka,stýka,velinách,størrelse,længde,fragde,afrirelse,größe,länge,tagge,kieße,長さ,サイズ,犬季,支行ズ,길이,크기,막도,슬리,длина,размер,разсит,тенна,uzunluk,boyut,bokok,omuzluk,sizelength,length,velikostdélka,délka,サイズ長さ,長さ,크기길이,길이,boyutuzunluk,uzunluk,размердлина,длина
let,allow,alber,lut,dovolit,nechat,negram,dovogram,tillade,lade,tenpe,loksbånd,ermöglichen,lassen,keisen,ermöglivings,許す,許可する,詐ふ,ショする,허락하다,허용하다,버커변다,부신아다,позволять,разрешать,разрегрузать,позвобрачить,izin,müsaade,izin vemily,ibin vezmek,allowlet,let,dovolitnechat,nechat,許可する許す,許す,허용하다허락하다,허락하다,müsaadeizin,izin,разрешатьпозволять,позволять
letter,telegram,kolegram,molter,telegram,dopis,donět,telepých,telegram,brev,brete,telecent,telegramm,brief,burf,telegends,手紙,電報,抙級,雲達,편지,전보,햄씨,븐스,письмо,телеграмма,телестинема,сельмо,mektup,telgraf,telgugh,mekcer,telegramletter,letter,telegramdopis,dopis,電報手紙,手紙,전보편지,편지,telgrafmektup,mektup,телеграммаписьмо,письмо
liar,lie,loe,niar,lhát,lhář,lhír,ksát,lyve,løgner,makner,druppu,lüge,lügner,hehner,darge,うそつき,嘘,体守つき,歔,거짓말 쟁이,거짓말하다,가르망하다,말거숱 시아,лжец,ложь,лоэсь,ссец,yalancı,yalan,yafet,yaakılcı,lieliar,liar,lhátlhář,lhář,嘘うそつき,うそつき,거짓말하다거짓말 쟁이,거짓말 쟁이,yalanyalancı,yalancı,ложьлжец,лжец
liberal,conservative,conservaclysms,proseral,konzervativní,liberální,libefunkční,konzervalegrační,konservativ,liberal,libeding,konfliktvativ,konservativ,liberal,rungsberale,durchservativ,リベラル,保守的,ヨラル,主留的,진보,보수,남은적 인,설구쓰는,либеральный,консервативный,конфольсвативный,либесмертный,liberal,tutucu,tuturist,libeford,conservativeliberal,liberal,konzervativníliberální,liberální,保守的リベラル,リベラル,보수진보,진보,tutuculiberal,liberal,консервативныйлиберальный,либеральный
lick,suck,supr,leck,sát,lízat,lílík,zot,suge,slikke,skæbke,ranlymster,saugen,lecken,lemann,comgen,舐める,吸う,水めほ,違去,핥다,빨다,온름,갈리,лизать,сосать,отсать,либзать,yalamak,emmek,yumek,yalauren,sucklick,lick,sátlízat,lízat,吸う舐める,舐める,빨다핥다,핥다,emmekyalamak,yalamak,сосатьлизать,лизать
lieutenant,sergeant,sergeaky,hithtenant,seržant,poručík,porustat,serhřát,sergent,løjtnant,løjtlads,vælgent,feldwebel,leutnant,pleanant,serbelst,中尉,軍曹,伝佐,顕徴,상관 대리,중사,의탈,생겼 대톡,лейтенант,сержант,сернотт,лейтелогг,teğmen,çavuş,çapai,acamen,sergeantlieutenant,lieutenant,seržantporučík,poručík,軍曹中尉,中尉,중사상관 대리,상관 대리,çavuşteğmen,teğmen,сержантлейтенант,лейтенант
light,darkness,branness,listt,tma,světlo,ova,owa,mørke,lys,nos,digke,dunkelheit,hell,heuk,dunkellogg,光,暗闇,言じ,スク,빛,어둠,나마,데프,свет,тьма,жама,теет,aydınlık,karanlık,kaağırlık,dmık,darknesslight,light,tmasvětlo,světlo,暗闇光,光,어둠빛,빛,karanlıkaydınlık,aydınlık,тьмасвет,свет
likely,probability,alexanability,lantly,pravděpodobnost,pravděpodobně,zvláštěpodobnost,zvláštěpodobně,sandsynlighed,sandsynligvis,reporsynligvis,fjersylighed,wahrscheinlichkeit,wahrscheinlich,kurzscheinlich,wahrfreundlichkeit,おそらく,確率,緑音らく,ボル,그럴듯한,확률,켈러성,별탕듯한,вероятно,вероятность,вероятство,всегоятно,muhtemel,olasılık,anımsılık,büfük ihtinezle,probabilitylikely,likely,pravděpodobnostpravděpodobně,pravděpodobně.1,確率おそらく,おそらく,확률그럴듯한,그럴듯한.1,olasılıkmuhtemel,muhtemel,вероятностьвероятно,вероятно
limousine,taxi,taph,limouworm,taxi,limuzína,limupotkana,taráš,taxa,limousine,listinske,taun,taxi,limousine,lienerbsine,tabär,リムジン,タクシー,全属ンジ,余去シー,리무진,택시,겠고,심무진,лимузин,такси,клюси,лимуграф,limuzin,taksi,girsi,limukesh,taxilimousine,limousine,taxilimuzína,limuzína,タクシーリムジン,リムジン,택시리무진,리무진,taksilimuzin,limuzin,таксилимузин,лимузин
ling,ming,mith,lenk,ming,štika,žolka,misy,ming,ling,tåndert,tong,mischung,ling,liba,mischiff,リン,ミン,ラー,南業,링,밍,득아,졸리,кот,год,миод,кмот,ling,ming,mice,lios,mingling,ling,mingštika,štika,ミンリン,リン,밍링,링,mingling,ling,годкот,кот
