fa_cue,fa_target,type,cue_type,target_type,fa_cosine
بخوان,تحمی,nonword,word,nonword,
مسافر,فيا,nonword,word,nonword,
کافی,جرگب,nonword,word,nonword,
شجاعت,رعیایو,nonword,word,nonword,
ذوب شدن,نجرمانی,nonword,word,nonword,
قوی,صیص,nonword,word,nonword,
عامل,دغط,nonword,word,nonword,
فرشته,گلیاک,nonword,word,nonword,
کشاورز,کلمهرلبور,nonword,word,nonword,
وارد شو,مرشه,nonword,word,nonword,
دیوار,هيد,nonword,word,nonword,
آتش,فسی,nonword,word,nonword,
کالبد شکافی,قرعهدنشی,nonword,word,nonword,
تنبیه کردن,آلگوش,nonword,word,nonword,
حفظ کردن,اورن,nonword,word,nonword,
رقابت,دریادی,nonword,word,nonword,
کیف,گشتگی,nonword,word,nonword,
پختن,مراست,nonword,word,nonword,
زیبا,تکميک,nonword,word,nonword,
شایعه,املیت,nonword,word,nonword,
رانندگی کردن,هانانی,nonword,word,nonword,
افزایش دادن,یدش,nonword,word,nonword,
پویش,يرک,nonword,word,nonword,
مد روز,شمانخ,nonword,word,nonword,
آبجو,صناله,nonword,word,nonword,
اشتباه,صدرو,nonword,word,nonword,
غرور,روژی,nonword,word,nonword,
رژ لب,پرریز,nonword,word,nonword,
تغییر,انسیار,nonword,word,nonword,
راست,مودکه,nonword,word,nonword,
تقدیر,ضماب,nonword,word,nonword,
سگ,مرست,nonword,word,nonword,
غمگین,زنده ماناپ,nonword,word,nonword,
کف,فلتن,nonword,word,nonword,
سزار,گرلوب,nonword,word,nonword,
هیجان انگیز,قاكس,nonword,word,nonword,
عالیجناب,عموجکردن,nonword,word,nonword,
گفتن,چيکتور,nonword,word,nonword,
به علاوه,دیلای,nonword,word,nonword,
تحسین,سیرپدن,nonword,word,nonword,
محبوب,سالآ,nonword,word,nonword,
پایتخت,ساسين,nonword,word,nonword,
مشابه,مجاح,nonword,word,nonword,
پیشرفت,اروپش,nonword,word,nonword,
تهیه کننده,روحزت,nonword,word,nonword,
دغدغه,معموهب,nonword,word,nonword,
بانکدار,همبرسم,nonword,word,nonword,
شیر,تالاک,nonword,word,nonword,
کربن,نارنزو,nonword,word,nonword,
دلنشین,متصلرم,nonword,word,nonword,
اصل,اکمپر,nonword,word,nonword,
توالت,زرجتپوش,nonword,word,nonword,
رنگ قهوه ای,ربت,nonword,word,nonword,
کمک کردن,جیبه,nonword,word,nonword,
صلاحیت قضایی,حها,nonword,word,nonword,
صفحه نمایش,دريوهایت,nonword,word,nonword,
گران,جنآشو,nonword,word,nonword,
اعدام,اص,nonword,word,nonword,
پرچم,نوقت,nonword,word,nonword,
درخشش,وررس,nonword,word,nonword,
ساکت,بتر,nonword,word,nonword,
امضا,اينوشت,nonword,word,nonword,
به هم ریخته,کشهداری,nonword,word,nonword,
درست کردن,صو,nonword,word,nonword,
شاهد,ارزشتاد,nonword,word,nonword,
استخوان,مااينز,nonword,word,nonword,
بنای تاریخی,وزارهدانه,nonword,word,nonword,
دریچه,دشاه,nonword,word,nonword,
کوچولو,وزاب,nonword,word,nonword,
اسطوره,شپافر,nonword,word,nonword,
فرد مشهور,ایارگاه,nonword,word,nonword,
ارزشمند,گروگ,nonword,word,nonword,
مدیریت,خدا حاثم,nonword,word,nonword,
ازمایش,تحزيلات,nonword,word,nonword,
رنگ کردن,امپريشوری,nonword,word,nonword,
بتن,عشمت,nonword,word,nonword,
حرفه,پارااهی,nonword,word,nonword,
پست,تعدان,nonword,word,nonword,
کاناپه,نگتن,nonword,word,nonword,
نان تست,سخابانی,nonword,word,nonword,
استادیوم,راتتن,nonword,word,nonword,
سپاسگزار,فرستيمه,nonword,word,nonword,
گارسون,بپگ,nonword,word,nonword,
اکنون,بهطردت,nonword,word,nonword,
مدیر,توعنانه,nonword,word,nonword,
زیردریایی,ساکند,nonword,word,nonword,
استراحت,کسمن,nonword,word,nonword,
پل,دردند,nonword,word,nonword,
دو,نانگ,nonword,word,nonword,
لیگ,مسق,nonword,word,nonword,
بعضی وقت ها,چهارغون,nonword,word,nonword,
برده,دموار,nonword,word,nonword,
مزدور,میپا,nonword,word,nonword,
پیر,گوجهديرنگی,nonword,word,nonword,
اقیانوس آرام,ملاز,nonword,word,nonword,
میلیون,ظرش,nonword,word,nonword,
خون,اخاستیکی,nonword,word,nonword,
سرفه,صراتر,nonword,word,nonword,
اماتور,نتیک,nonword,word,nonword,
الهام بخشیدن,نوترنده,nonword,word,nonword,
تجاری,صبجونه,nonword,word,nonword,
رگ,نکام,nonword,word,nonword,
لبخند,آزنو,nonword,word,nonword,
کم,شهدمت,nonword,word,nonword,
ماهی تن,شاتفاده,nonword,word,nonword,
قرآن,محلتم,nonword,word,nonword,
سم,ايوایی,nonword,word,nonword,
مدرن,ثر,nonword,word,nonword,
پاكت نامه,ندستم,nonword,word,nonword,
نظارت,مقم,nonword,word,nonword,
صبر,کبصی,nonword,word,nonword,
قاتل,برافروسان,nonword,word,nonword,
تمیز,لزیمی,nonword,word,nonword,
فروردین,شخبتت,nonword,word,nonword,
همکار,شاهااین,nonword,word,nonword,
مرگ,جرانس,nonword,word,nonword,
امید,رهدرا,nonword,word,nonword,
در حقیقت,وایکون,nonword,word,nonword,
سلسله,قفاع,nonword,word,nonword,
مایع,محژت,nonword,word,nonword,
به وضوح,جادوسم,nonword,word,nonword,
امتیاز,کوشدکن,nonword,word,nonword,
کابینت,فدارچی,nonword,word,nonword,
جنوب,ماگرگیری,nonword,word,nonword,
خوراندن,کمهام,nonword,word,nonword,
آمپول,خارقينلعاده,nonword,word,nonword,
ملکه,محلهبه,nonword,word,nonword,
واقعیت,چاگس,nonword,word,nonword,
زخم,یکشندش,nonword,word,nonword,
جستجو کردن,زامایش,nonword,word,nonword,
دوز,نانسه,nonword,word,nonword,
شمردن,درمک,nonword,word,nonword,
نگاه کردن,خندهوسار,nonword,word,nonword,
اجازه,همئو,nonword,word,nonword,
بازی کردن,سوچيزدن,nonword,word,nonword,
سرگرمی,آبدریوه,nonword,word,nonword,
پتو,دئویه,nonword,word,nonword,
آماده سازی,ذجداب,nonword,word,nonword,
وحشی,تدری,nonword,word,nonword,
زنده,بیولوژمتی,nonword,word,nonword,
پروتئین,سزوید,nonword,word,nonword,
فدرال,اندوار,nonword,word,nonword,
توجه,مشنهی,nonword,word,nonword,
سریال,گفبت,nonword,word,nonword,
دارایی,رؤجه,nonword,word,nonword,
در نظر گرفتن,میس همدور,nonword,word,nonword,
به سادگی,ماسنتور,nonword,word,nonword,
گلوله,پنرت,nonword,word,nonword,
استعفا,اقیانويتاطلس,nonword,word,nonword,
بی کس,کسب کپکار,nonword,word,nonword,
دادگاه,فجده,nonword,word,nonword,
با شکوه,بیماریتکمه گیر,nonword,word,nonword,
خوراک مختصر,سابچگی,nonword,word,nonword,
رسما,برنارو,nonword,word,nonword,
بیمارستان,راهبيا,nonword,word,nonword,
خشم,یز,nonword,word,nonword,
دسر,ازدومر,nonword,word,nonword,
اینترنت,قفدن,nonword,word,nonword,
ممتاز,طوجون,nonword,word,nonword,
تائیدیه,گردبیر,nonword,word,nonword,
فرصت,توانشنی,nonword,word,nonword,
خانه,تقاس,nonword,word,nonword,
روزانه,معموهب,nonword,word,nonword,
تاج پادشاهی,پسلی,nonword,word,nonword,
گرما,کاراميه,nonword,word,nonword,
سیب زمینی,وفصر,nonword,word,nonword,
جیب,قادرمحبود,nonword,word,nonword,
سفید,تمانی,nonword,word,nonword,
دراماتیک,شکصله,nonword,word,nonword,
بوسه,میداقشجنگ,nonword,word,nonword,
رودخانه,اسباضابازی,nonword,word,nonword,
تشخیص,کوقد,nonword,word,nonword,
توصیه,هنه,nonword,word,nonword,
حادثه,ماهیئت,nonword,word,nonword,
شکایت,رهئي,nonword,word,nonword,
پی بردن,بزقای,nonword,word,nonword,
قبر,سنرشم,nonword,word,nonword,
شبکه,زیسترلناسی,nonword,word,nonword,
رقصنده,عمل جرپزي,nonword,word,nonword,
دو برابر,زکاری,nonword,word,nonword,
استخدام,باگه,nonword,word,nonword,
طاعون,سرسبگ,nonword,word,nonword,
سلول,رهشز,nonword,word,nonword,
مبارزه کردن,کلاهيوبه دار,nonword,word,nonword,
یاد گرفتن,ارچن,nonword,word,nonword,
جراح,زعدایی,nonword,word,nonword,
فروتن,ویق,nonword,word,nonword,
قطره,شنچیکردن,nonword,word,nonword,
مافیا,گریده دم,nonword,word,nonword,
شراب,کرريت,nonword,word,nonword,
سرمایه,زانش,nonword,word,nonword,
تحلیلگر,تند,nonword,word,nonword,
تاریکی,غمچينگیز,nonword,word,nonword,
گلف,اباز,nonword,word,nonword,
مکیدن,صحیب,nonword,word,nonword,
گل و لای,خيان,nonword,word,nonword,
رد کردن,پتیفه نشناس,nonword,word,nonword,
آدم ربایی,خجال,nonword,word,nonword,
هزار,حلمره,nonword,word,nonword,
هشدار,سرتس,nonword,word,nonword,
رعد,بپد,nonword,word,nonword,
تشریفات,دودا,nonword,word,nonword,
باروت,اجاقیشاز,nonword,word,nonword,
جاده,تدریدجکردن,nonword,word,nonword,
مو,درطيفتن,nonword,word,nonword,
شک,یاینآوردن,nonword,word,nonword,
شیپور,ستنده,nonword,word,nonword,
چوب,جيح,nonword,word,nonword,
عینک,خنتر,nonword,word,nonword,
پیروزی,شیگدن,nonword,word,nonword,
قطب نما,کیامت,nonword,word,nonword,
بانکداری,امضابنکردن,nonword,word,nonword,
آشوب,مزارش,nonword,word,nonword,
کارخانه,صداتور,nonword,word,nonword,
میلیونر,کاشتتان,nonword,word,nonword,
درمانده,ييدن,nonword,word,nonword,
جنوبی,نتارت,nonword,word,nonword,
درج کردن,ضعوات,nonword,word,nonword,
گنج,پرریز,nonword,word,nonword,
مدل,آلیدار,nonword,word,nonword,
فرزند,افسربلی,nonword,word,nonword,
خاکستر,کشهمن,nonword,word,nonword,
فرمان,آتبان,nonword,word,nonword,
گزارش دادن,فعالمن,nonword,word,nonword,
یتیم خانه,ارائــدادن,nonword,word,nonword,
حفر کردن,بدمیتی,nonword,word,nonword,
خواننده,به تباگی,nonword,word,nonword,
غاز,رخوتمند,nonword,word,nonword,
کثیف,تاثیارگذاشتن,nonword,word,nonword,
پارانوئید,مذدث,nonword,word,nonword,
ابریشم,علوميوایه,nonword,word,nonword,
اکثریت,صحوه,nonword,word,nonword,
شام,نفانیکی,nonword,word,nonword,
تعارض,شوخیتوردن,nonword,word,nonword,
سزاوار,گسطراری,nonword,word,nonword,
فراطبیعی,ماوراء الطبیدر,nonword,word,nonword,
ساخت و ساز,ریاضيدت,nonword,word,nonword,
رادار,قااط,nonword,word,nonword,
میز,چنبول,nonword,word,nonword,
عادلانه,پروتيه,nonword,word,nonword,
زغال سنگ,قانوپیاساسي,nonword,word,nonword,
بستن,یترستان,nonword,word,nonword,
راه انداختن,هندر,nonword,word,nonword,
جریان,جونواده,nonword,word,nonword,
سرسپردگی,انزگی,nonword,word,nonword,
بالا رفتن,وجان,nonword,word,nonword,
شریف,توضیق,nonword,word,nonword,
بودجه,حملهسگننده,nonword,word,nonword,
ایستادن,دلز,nonword,word,nonword,
پارچه,دهبکاله,nonword,word,nonword,
مریض,عهقل,nonword,word,nonword,
خداوند,اتپيوس,nonword,word,nonword,
بهار,نقرا,nonword,word,nonword,
عضو,وبز,nonword,word,nonword,
نرم افزار,کجعه,nonword,word,nonword,
سبز,كاته,nonword,word,nonword,
نام,پوين,nonword,word,nonword,
زنبور عسل,خوبمیدی,nonword,word,nonword,
ترسناک,پالات,nonword,word,nonword,
سیب,جنسیده,nonword,word,nonword,
منطقه ای,جنیب,nonword,word,nonword,
داده,ماسکولک,nonword,word,nonword,
ارگاسم,ضعمس,nonword,word,nonword,
قرن,کهاتان,nonword,word,nonword,
از بین بردن,يسم,nonword,word,nonword,
خرس,رولش,nonword,word,nonword,
بمب,اقشه,nonword,word,nonword,
تجهیزات,کماطلباس,nonword,word,nonword,
قند,مسکجی,nonword,word,nonword,
تاثیرگذار,ستر,nonword,word,nonword,
پنجره,توهيد,nonword,word,nonword,
تبریک گفتن,متصيص,nonword,word,nonword,
مقاومت,خوراژ,nonword,word,nonword,
منظره,رجنواره,nonword,word,nonword,
خبرنگار,صفرث,nonword,word,nonword,
سیاره,خوتیار,nonword,word,nonword,
همه,تس,nonword,word,nonword,
قرمز,لحتیز,nonword,word,nonword,
امنیت,گلرـه,nonword,word,nonword,
جنون,بهباور,nonword,word,nonword,
بسیار,چکتر,nonword,word,nonword,
هدف,پلبار,nonword,word,nonword,
بین المللی,پوپاگر,nonword,word,nonword,
پاداش,کتیر,nonword,word,nonword,
قورباغه,گيزه,nonword,word,nonword,
درست کردن,نيدش آور,nonword,word,nonword,
توجه,شمدروژن,nonword,word,nonword,
جنگ,رتر,nonword,word,nonword,
کوسه,سبش,nonword,word,nonword,
ویسکی,تعفول,nonword,word,nonword,
توهم,پیروحي,nonword,word,nonword,
اندازه,زررت,nonword,word,nonword,
چی,ضات,nonword,word,nonword,
بخشش,وجش,nonword,word,nonword,
زن روز,مدیمه,nonword,word,nonword,
قصر,شهباار,nonword,word,nonword,
بلیط,هااه,nonword,word,nonword,
به معنای واقعی کلمه,زیله,nonword,word,nonword,
ارتباط,نذل,nonword,word,nonword,
باز,چالر,nonword,word,nonword,
نبض,تعد,nonword,word,nonword,
ویروس,اراد,nonword,word,nonword,
فرار کردن,بینمرین,nonword,word,nonword,
بازتاب,کمریکردن,nonword,word,nonword,
شنوایی,کمعیه,nonword,word,nonword,
اینجا,دستکارفـکردن,nonword,word,nonword,
بی گناه,ملدهات,nonword,word,nonword,
تلگراف,طورکنی,nonword,word,nonword,
مغرور,يز,nonword,word,nonword,
تور,ندهی,nonword,word,nonword,
بشقاب پرنده,هرهنین,nonword,word,nonword,
عصب,يته,nonword,word,nonword,
لایه,تادان,nonword,word,nonword,
زنگ زدن,علام,nonword,word,nonword,
صدا,تمر,nonword,word,nonword,
پوست,پیشخنست,nonword,word,nonword,
شرکت,سولن,nonword,word,nonword,
شماره,نمایتشاه,nonword,word,nonword,
سیر,به نومت,nonword,word,nonword,
صخره,کيلبا,nonword,word,nonword,
جانور,غلک,nonword,word,nonword,
به طور معمول,اراين,nonword,word,nonword,
مهمان نوازی,تشيهی,nonword,word,nonword,
سیمان,ارچيل,nonword,word,nonword,
صبر,گريين,nonword,word,nonword,
کیلو,لبد,nonword,word,nonword,
دایره,تعدانی,nonword,word,nonword,
پول نقد,زهوان,nonword,word,nonword,
بار,به اطلاعیاساندن,nonword,word,nonword,
موشک,کهث,nonword,word,nonword,
تولد,قهتن,nonword,word,nonword,
ابزار,تع,nonword,word,nonword,
غیر مجاز,تنکت,nonword,word,nonword,
عذاب,گرشه,nonword,word,nonword,
گاو,نسم,nonword,word,nonword,
بسکتبال,ضدوت,nonword,word,nonword,
وحشتناک,تحتوران,nonword,word,nonword,
گوشه,شنمین,nonword,word,nonword,
زرنگ,گوبی,nonword,word,nonword,
مایل,کوکت,nonword,word,nonword,
برهنه,عي,nonword,word,nonword,
طلاق,شيکارونی,nonword,word,nonword,
دارچین,نیازاحاشتن,nonword,word,nonword,
محیط,خضیم,nonword,word,nonword,
ماه,شمتمشمع,nonword,word,nonword,
هیولا,تخايمرغ,nonword,word,nonword,
خوش بین,وتح,nonword,word,nonword,
معنی,نهگ,nonword,word,nonword,
نظر,هسده,nonword,word,nonword,
