"fa_target","fa_cue","type","target_type","cue_type","fa_cosine"
"مسئله","ستر","nonword","word","nonword",NA
"برنامه","توصیلمکردن","nonword","word","nonword",NA
"چمدان","تونلح","nonword","word","nonword",NA
"ظریف","توئره","nonword","word","nonword",NA
"گذرنامه","توزم","nonword","word","nonword",NA
"کارایی","توصير","nonword","word","nonword",NA
"فرودگاه","توال","nonword","word","nonword",NA
"عروس","تونتن","nonword","word","nonword",NA
"بسته","خبرانداز","nonword","word","nonword",NA
"بوقلمون","foبت","nonword","word","nonword",NA
"رقص","وصنوی","nonword","word","nonword",NA
"به تازگی","جاوز","nonword","word","nonword",NA
"سیم","تتری","nonword","word","nonword",NA
"ریاضیات","رکز","nonword","word","nonword",NA
"تولید - محصول","انسوسی","nonword","word","nonword",NA
"ساختمان","انسوسی","nonword","word","nonword",NA
"سه گانه","جاکزه","nonword","word","nonword",NA
"دینگ","جااير","nonword","word","nonword",NA
"مادر","جامیه","nonword","word","nonword",NA
"مجسمه","جامیه","nonword","word","nonword",NA
"شیر نر","جایگزیهاکردن","nonword","word","nonword",NA
"حریف","كوهه","nonword","word","nonword",NA
"پاراگراف","عقول","nonword","word","nonword",NA
"چشم انداز","جذبی","nonword","word","nonword",NA
"برافروختن","جرte","nonword","word","nonword",NA
"گرداب","جستجبنکردن","nonword","word","nonword",NA
"آرزو کردن","عضبه","nonword","word","nonword",NA
"توپخانه","زالی","nonword","word","nonword",NA
"منفجر کردن","جلوگیرتشکردن","nonword","word","nonword",NA
"تکنیک","ایع","nonword","word","nonword",NA
"فارغ التحصیل","جمفـکردن","nonword","word","nonword",NA
"ماموریت","جمرکت","nonword","word","nonword",NA
"فکر","جمرکت","nonword","word","nonword",NA
"والدین","هيسی","nonword","word","nonword",NA
"آلت تناسلی","نيگ","nonword","word","nonword",NA
"هروئین","جنفم","nonword","word","nonword",NA
"ساحل","هيگی","nonword","word","nonword",NA
"امکان پذیری","لکوب","nonword","word","nonword",NA
"خنده","جنتای","nonword","word","nonword",NA
"مطبوعات","طشون","nonword","word","nonword",NA
"تب","جهبخیابی","nonword","word","nonword",NA
"کمونیست","ؤول","nonword","word","nonword",NA
"صدمه","جودهان","nonword","word","nonword",NA
"مدار","جوشو","nonword","word","nonword",NA
"محلی","كيب","nonword","word","nonword",NA
"شاهزاده","سخپ","nonword","word","nonword",NA
"حضار","چرت لسن","nonword","word","nonword",NA
"جالب هست","صتم","nonword","word","nonword",NA
"جبران کردن","چشحرانداز","nonword","word","nonword",NA
"قرص","سفمگیر","nonword","word","nonword",NA
"هیدروژن","يکب","nonword","word","nonword",NA
"بی نیرو","يب","nonword","word","nonword",NA
"نجات دهنده","حایاه","nonword","word","nonword",NA
"مالک","حاسر","nonword","word","nonword",NA
"بد شانسی","تیاج","nonword","word","nonword",NA
"روستا","مجارت","nonword","word","nonword",NA
"واقعی","حروز","nonword","word","nonword",NA
"پرنده","حریس","nonword","word","nonword",NA
"دستگاه","ولادت","nonword","word","nonword",NA
"ثروت","ولاس","nonword","word","nonword",NA
"سکوت","وهور","nonword","word","nonword",NA
"غم انگیز","حفپرکردن","nonword","word","nonword",NA
"بر خلاف انتظار","آقظ","nonword","word","nonword",NA
"مرطوب","حقوقپرازنشستگی","nonword","word","nonword",NA
"اتهام","اگزون","nonword","word","nonword",NA
"حیوان","عکقه","nonword","word","nonword",NA
"سرمایه گذاری","حلنبی","nonword","word","nonword",NA
"وام","حمایخاکردن","nonword","word","nonword",NA
"نوجوان","حوال","nonword","word","nonword",NA
"اثبات","خارجمپز","nonword","word","nonword",NA
"حرفه ای","خارجمبردن","nonword","word","nonword",NA
"بازرسی","خاستتر","nonword","word","nonword",NA
"سرقت","خایدکوبی","nonword","word","nonword",NA
"آب میوه","ایلی","nonword","word","nonword",NA
"انتخاب کنید","نينه","nonword","word","nonword",NA
"سمبل","خبدوگار","nonword","word","nonword",NA
"صبح","تلاوند","nonword","word","nonword",NA
"درجه حرارت","تلاوند","nonword","word","nonword",NA
"مدال","آشمه","nonword","word","nonword",NA
"قهوه","اص","nonword","word","nonword",NA
"سطح","آلاش","nonword","word","nonword",NA
"ملاقات","طیس","nonword","word","nonword",NA
"یخ زدگی","خرچت","nonword","word","nonword",NA
"قسمت","آلید","nonword","word","nonword",NA
"محتمل","وضته","nonword","word","nonword",NA
"جهان","يرک","nonword","word","nonword",NA
"کاراگاه","نـم","nonword","word","nonword",NA
"آدم کشی","خصرپی","nonword","word","nonword",NA
"مردم","خطرـشی","nonword","word","nonword",NA
"آسمانی","لکا","nonword","word","nonword",NA
"خدمتگزار","ونر","nonword","word","nonword",NA
"این","خطرنئي","nonword","word","nonword",NA
"می دانند","خليم","nonword","word","nonword",NA
"ایستگاه","خوانتک","nonword","word","nonword",NA
"دوران کودکی","خوانتک","nonword","word","nonword",NA
"آبی","خوندنده","nonword","word","nonword",NA
"تحصیلات","خوصبر","nonword","word","nonword",NA
"بابا","واب","nonword","word","nonword",NA
"گذشته","واب","nonword","word","nonword",NA
"گیج کردن","خونگکار","nonword","word","nonword",NA
"کمک کردن","خودکشیدیردن","nonword","word","nonword",NA
"سنگ","گاراک","nonword","word","nonword",NA
"حمله","خوراک مخوكر","nonword","word","nonword",NA
"نقاش","خوتطبینانه","nonword","word","nonword",NA
"متخصص","خوکمطعم","nonword","word","nonword",NA
"کافی","نسن","nonword","word","nonword",NA
"پیدا کردن","گزابان","nonword","word","nonword",NA
"خشمگین","خیالنسردازی","nonword","word","nonword",NA
"قیمت","شتریه","nonword","word","nonword",NA
"قطعه","دانساه","nonword","word","nonword",NA
"شکمی","دادهـسا","nonword","word","nonword",NA
"پرسیدن","داراییظلمالیه، سرمایه گذاری","nonword","word","nonword",NA
"اچآیوی","داشوین","nonword","word","nonword",NA
"بازی","ابغ","nonword","word","nonword",NA
"کمدی","دااسد","nonword","word","nonword",NA
"منفی","دازش","nonword","word","nonword",NA
"آفتاب","دانشre","nonword","word","nonword",NA
"فروشگاه","دانشجیه","nonword","word","nonword",NA
"فروش","داوطنج","nonword","word","nonword",NA
"همخوانی داشتن","داتیه","nonword","word","nonword",NA
"خوک","دبیرخامنشی","nonword","word","nonword",NA
"وانیل","دخانهيت","nonword","word","nonword",NA
"شکوه","دخید","nonword","word","nonword",NA
"قرار دادن","رفین","nonword","word","nonword",NA
"آژانس","در جای داپر","nonword","word","nonword",NA
"پایان دادن","درآغقیقت","nonword","word","nonword",NA
"رعد و برق","در نظرهيرفتن","nonword","word","nonword",NA
"دقیقه","درخاکردن","nonword","word","nonword",NA
"مخالف","درهمش","nonword","word","nonword",NA
"اپارتمان","درخواسمسدادن","nonword","word","nonword",NA
"اضافی","درني","nonword","word","nonword",NA
"توافق","درست استـتواقعی","nonword","word","nonword",NA
"مرض","درلين","nonword","word","nonword",NA
"زنگ تفريح","درمااره","nonword","word","nonword",NA
"افسانه","درهمجروبیدن","nonword","word","nonword",NA
"جادوگر","درقل","nonword","word","nonword",NA
"سیاسی","درونسم داخلی","nonword","word","nonword",NA
"لیبرال","درلش","nonword","word","nonword",NA
"چرت زدن","دریانت","nonword","word","nonword",NA
"جذاب","دریانت","nonword","word","nonword",NA
"روانشناسی","اصد","nonword","word","nonword",NA
"نشان دادن","دزفلدریایی","nonword","word","nonword",NA
"مبارزه کردن","محت","nonword","word","nonword",NA
"ایمنی","دست کملبرفتن","nonword","word","nonword",NA
"جذاب","بلته","nonword","word","nonword",NA
"استفاده کنید","ذير","nonword","word","nonword",NA
"ربودن","كرمن","nonword","word","nonword",NA
"مورفین","غيمه","nonword","word","nonword",NA
"بزرگی","دلسوئد","nonword","word","nonword",NA
"رستوران","دلخو","nonword","word","nonword",NA
"پسر خواهر یا برادر","دنبادرکردن","nonword","word","nonword",NA
"ساخت","لنان","nonword","word","nonword",NA
"متاهل","یت","nonword","word","nonword",NA
"پروتکل","دوهکرابر","nonword","word","nonword",NA
"فروش","یلد","nonword","word","nonword",NA
"سخنرانی","ذار","nonword","word","nonword",NA
"گرگ","دویسزدن","nonword","word","nonword",NA
"پیشنهاد می دهد","دوونین","nonword","word","nonword",NA
"امضاء کردن","يرز","nonword","word","nonword",NA
"شکلات","يفش","nonword","word","nonword",NA
"فرستنده","کيشنبه","nonword","word","nonword",NA
"سوار کردن","دویون","nonword","word","nonword",NA
"ظلم و ستم","دی وزندی","nonword","word","nonword",NA
"قهرمانی","دیجزم","nonword","word","nonword",NA
"اتمسفر","دیشه","nonword","word","nonword",NA
"متر","لشر","nonword","word","nonword",NA
"برادر","آموار","nonword","word","nonword",NA
"زود","مئنی","nonword","word","nonword",NA
"تایید کنید","زکب شدن","nonword","word","nonword",NA
"طعمه","راطم","nonword","word","nonword",NA
"سیگار","راهير","nonword","word","nonword",NA
"برنده","رايگو","nonword","word","nonword",NA
"اسباب بازی","نگز","nonword","word","nonword",NA
"وب","رايز","nonword","word","nonword",NA
"بیولوژیکی","رااون","nonword","word","nonword",NA
"صفحه","راقۀ","nonword","word","nonword",NA
"موشک","راقۀ","nonword","word","nonword",NA
"تاریک","پتات","nonword","word","nonword",NA
"بینش","ردمهردن","nonword","word","nonword",NA
"تلاش کردن","رژلبب","nonword","word","nonword",NA
"منتقل کردن","فلما","nonword","word","nonword",NA
"رومانتیک","تحیدن","nonword","word","nonword",NA
"زیبا","اغوه","nonword","word","nonword",NA
"تصادف","رعد نگبرق","nonword","word","nonword",NA
"راهبرد","بیابت","nonword","word","nonword",NA
"دستگیری","چوصنده","nonword","word","nonword",NA
"پیروزی","ويورد","nonword","word","nonword",NA
"جذب کردن","مف","nonword","word","nonword",NA
"تظاهرات","يکز","nonword","word","nonword",NA
"شفا دادن","رنهابردن","nonword","word","nonword",NA
"قادر نبود","رنانکشیدن","nonword","word","nonword",NA
"تهویه","رنگ قهوهرأی","nonword","word","nonword",NA
"اشتباه کردن","رنپاکردن","nonword","word","nonword",NA
"شکست دادن","رودـه","nonword","word","nonword",NA
"مهمانی - جشن","لاح","nonword","word","nonword",NA
"بیسبال","رولاانه","nonword","word","nonword",NA
"روانشناسی","رورينه","nonword","word","nonword",NA
"لباس","روزنامتجنگاری","nonword","word","nonword",NA
"کودک","یدش","nonword","word","nonword",NA
"واتسون","آزمو","nonword","word","nonword",NA
"زنگ خطر. هشدار","رووم","nonword","word","nonword",NA
"خیابان","کاند","nonword","word","nonword",NA
"حرف","ریقا","nonword","word","nonword",NA
"طولانی","زادقی","nonword","word","nonword",NA
"یاد آوردن","زبالكيها","nonword","word","nonword",NA
"معلم","زخمیدیردن","nonword","word","nonword",NA
"مخلوط","زغالپینگ","nonword","word","nonword",NA
"ادم سفیه و احمق","سفین","nonword","word","nonword",NA
"جوان","زمینینرزه","nonword","word","nonword",NA
"متل","زنبوشکعسل","nonword","word","nonword",NA
"سرنگ","زنتگر","nonword","word","nonword",NA
"بیماری همه گیر","زنست","nonword","word","nonword",NA
