"da_target","da_cue","type","target_type","cue_type","da_cosine"
"army","forvandme","nonword","word","nonword",NA
"probe","fornørumvæse","nonword","word","nonword",NA
"præst","troldning","nonword","word","nonword",NA
"tjener","harst","nonword","word","nonword",NA
"vidste","tertainer","nonword","word","nonword",NA
"minut","fortran","nonword","word","nonword",NA
"vask","trykrening","nonword","word","nonword",NA
"gorilla","drilment","nonword","word","nonword",NA
"hovedkvarter","freloven","nonword","word","nonword",NA
"vodka","fremstræbt","nonword","word","nonword",NA
"aktiver","fremmei","nonword","word","nonword",NA
"mission","herhed","nonword","word","nonword",NA
"pakke","fritidske","nonword","word","nonword",NA
"lade","frark","nonword","word","nonword",NA
"handling","frpa","nonword","word","nonword",NA
"smuk","frisketlig","nonword","word","nonword",NA
"struktur","biø","nonword","word","nonword",NA
"familie","eir","nonword","word","nonword",NA
"glæde","fyjeg","nonword","word","nonword",NA
"hat","gåafnd","nonword","word","nonword",NA
"elektricitet","trinfrihed","nonword","word","nonword",NA
"universitet","nordleri","nonword","word","nonword",NA
"kind","minskab","nonword","word","nonword",NA
"administrative","gamblødt","nonword","word","nonword",NA
"tidlig","klomel","nonword","word","nonword",NA
"intim","ganske epenål","nonword","word","nonword",NA
"hilse","gakløgti","nonword","word","nonword",NA
"nogensinde","iks","nonword","word","nonword",NA
"forælder","sús","nonword","word","nonword",NA
"fisk","genbjørne","nonword","word","nonword",NA
"adrenalin","generatordenskjold","nonword","word","nonword",NA
"band","geneborg","nonword","word","nonword",NA
"kugle","geley","nonword","word","nonword",NA
"assassin","brikkende","nonword","word","nonword",NA
"snigskytte","getains","nonword","word","nonword",NA
"stråling","honsel","nonword","word","nonword",NA
"forsøg","giud","nonword","word","nonword",NA
"bemærkelsesværdig","give loxbånd","nonword","word","nonword",NA
"anklage","tåas","nonword","word","nonword",NA
"begivenhed","asymme","nonword","word","nonword",NA
"kirurgi","glocroft","nonword","word","nonword",NA
"assistent","andt","nonword","word","nonword",NA
"nøgen","kulf","nonword","word","nonword",NA
"væv","grou","nonword","word","nonword",NA
"build","hanve","nonword","word","nonword",NA
"værdig","grær","nonword","word","nonword",NA
"kraft","gref","nonword","word","nonword",NA
"ubehagelig","grird","nonword","word","nonword",NA
"minus","grundrys","nonword","word","nonword",NA
"ironisk","udd","nonword","word","nonword",NA
"sidst","sladpowder","nonword","word","nonword",NA
"helvede","guverough","nonword","word","nonword",NA
"ære","simden","nonword","word","nonword",NA
"brændstof","håson","nonword","word","nonword",NA
"tilstrækkelig","xed","nonword","word","nonword",NA
"koncentrere","blomgende","nonword","word","nonword",NA
"symbol","hæuk","nonword","word","nonword",NA
"skrive","rij","nonword","word","nonword",NA
"investere","hayd","nonword","word","nonword",NA
"mærkelig","hawkt","nonword","word","nonword",NA
"hundrede","rin","nonword","word","nonword",NA
"dyr","kynd","nonword","word","nonword",NA
"at tiltrække","garskibevægelse","nonword","word","nonword",NA
"overflade","oor","nonword","word","nonword",NA
"satellit","rard","nonword","word","nonword",NA
"tæt","urv","nonword","word","nonword",NA
"verden","oyd","nonword","word","nonword",NA
"forbedring","rij","nonword","word","nonword",NA
"ja","molt","nonword","word","nonword",NA
"elektrisk","strafmelighed","nonword","word","nonword",NA
"city","rir","nonword","word","nonword",NA
"langt","heritagesandwich","nonword","word","nonword",NA
"stol","frire","nonword","word","nonword",NA
"sælge","vanske","nonword","word","nonword",NA
"mikrofon","cremel","nonword","word","nonword",NA
"komedie","merdring","nonword","word","nonword",NA
"knæ","påt","nonword","word","nonword",NA
"gruppe","ieælp","nonword","word","nonword",NA
"kloster","drenpeløs","nonword","word","nonword",NA
"romantisk","hjröm","nonword","word","nonword",NA
"uhyggelig","selvne","nonword","word","nonword",NA
"rigdom","sharne","nonword","word","nonword",NA
"fætter","litby","nonword","word","nonword",NA
"opgive","høvigt","nonword","word","nonword",NA
"salat","grere","nonword","word","nonword",NA
"program","brode","nonword","word","nonword",NA
"støv","spyning","nonword","word","nonword",NA
"binde","hør epañol","nonword","word","nonword",NA
"muskel","høtion","nonword","word","nonword",NA
"orange","unimon","nonword","word","nonword",NA
"nation","earn","nonword","word","nonword",NA
"plausible","hospinens","nonword","word","nonword",NA
"løgner","hones","nonword","word","nonword",NA
"patetisk","honia","nonword","word","nonword",NA
"skilt","oid","nonword","word","nonword",NA
"hengivenhed","huet","nonword","word","nonword",NA
"fangst","ess","nonword","word","nonword",NA
"evne","etad","nonword","word","nonword",NA
"gul","etid","nonword","word","nonword",NA
"ride","hvidsee","nonword","word","nonword",NA
"gå","selle","nonword","word","nonword",NA
"øverst","dádag","nonword","word","nonword",NA
"maksimum","hedorhold","nonword","word","nonword",NA
"fire","i lbop","nonword","word","nonword",NA
"bevis","mirorgen","nonword","word","nonword",NA
"indgang","pue","nonword","word","nonword",NA
"dal","hypal","nonword","word","nonword",NA
"dårligt","ikke njmun","nonword","word","nonword",NA
"tortur","ægd","nonword","word","nonword",NA
"cerebral","illuanns","nonword","word","nonword",NA
"storm","imponerendestruction","nonword","word","nonword",NA
"lykkelig","indeholdestruction","nonword","word","nonword",NA
"samle","indskrændelse","nonword","word","nonword",NA
"fejl","ining","nonword","word","nonword",NA
"hydrogen","insektme","nonword","word","nonword",NA
"oktober","indblantes","nonword","word","nonword",NA
"plast","indkøbsle","nonword","word","nonword",NA
"protokol","indflyt","nonword","word","nonword",NA
"kloster","indumitt","nonword","word","nonword",NA
"nord","instinkenza","nonword","word","nonword",NA
"leder","ingenistent","nonword","word","nonword",NA
"begejstret","inlufttør","nonword","word","nonword",NA
"officiel","interrerere","nonword","word","nonword",NA
"bar","instreng","nonword","word","nonword",NA
"senator","ingiovannational","nonword","word","nonword",NA
"soda","infastnet","nonword","word","nonword",NA
"triple","invacuum","nonword","word","nonword",NA
"mel","uløni","nonword","word","nonword",NA
"fængsel","jaio","nonword","word","nonword",NA
"system","janold","nonword","word","nonword",NA
"beskeden","jadue","nonword","word","nonword",NA
"zone","jeons","nonword","word","nonword",NA
"morfin","jeli","nonword","word","nonword",NA
"pause","påb","nonword","word","nonword",NA
"eksternt","zard","nonword","word","nonword",NA
"give","jordsezel","nonword","word","nonword",NA
"blåt mærke","journalirings","nonword","word","nonword",NA
"skole","jusileus","nonword","word","nonword",NA
"der","ndl","nonword","word","nonword",NA
"græsk","hjulle","nonword","word","nonword",NA
"hele","krani","nonword","word","nonword",NA
"senat","preusdiktion","nonword","word","nonword",NA
"meget","adrist","nonword","word","nonword",NA
"klinik","kasak","nonword","word","nonword",NA
"vanille","kaskerne","nonword","word","nonword",NA
"valg","kaldedret","nonword","word","nonword",NA
"voter","kastreder","nonword","word","nonword",NA
"centimeter","drømmera","nonword","word","nonword",NA
"undskyldning","luksusne","nonword","word","nonword",NA
"evaluering","katen","nonword","word","nonword",NA
"komme","kandisisk","nonword","word","nonword",NA
"gyde","kalie","nonword","word","nonword",NA
"pistol","kettler","nonword","word","nonword",NA
"raseri","kaker","nonword","word","nonword",NA
"afpresse","kapacialsko","nonword","word","nonword",NA
"udtryk","kapinens","nonword","word","nonword",NA
"instrument","rolsel","nonword","word","nonword",NA
"cigar","kationter","nonword","word","nonword",NA
"politik","frosneval","nonword","word","nonword",NA
"fedt nok","hysteriere","nonword","word","nonword",NA
"milliard","kartofskib","nonword","word","nonword",NA
"vaccine","kastows","nonword","word","nonword",NA
"husk","festivaleri","nonword","word","nonword",NA
"krise","kejmøstlig","nonword","word","nonword",NA
"forbindelse","kemilieportræt","nonword","word","nonword",NA
"kaptajn","kemand","nonword","word","nonword",NA
"mayonnaise","ketsque","nonword","word","nonword",NA
"dør","grupnappe","nonword","word","nonword",NA
"lys","sovenapper","nonword","word","nonword",NA
"pris","topde","nonword","word","nonword",NA
"ultimate","kikes","nonword","word","nonword",NA
"tennis","kilomenings","nonword","word","nonword",NA
"virksomhed","madke","nonword","word","nonword",NA
"pligt","kiborg","nonword","word","nonword",NA
"opdater","kines","nonword","word","nonword",NA
"mysterium","raide","nonword","word","nonword",NA
"tomat","cenge","nonword","word","nonword",NA
"vestlig","svan","nonword","word","nonword",NA
"bomuld","neart","nonword","word","nonword",NA
"tegnebog","øjense","nonword","word","nonword",NA
"et eller andet sted","klagør","nonword","word","nonword",NA
"mennesker","værver","nonword","word","nonword",NA
"stuepige","skulpe","nonword","word","nonword",NA
"dans","knkt","nonword","word","nonword",NA
"præmie","græsle","nonword","word","nonword",NA
"modstå","ue","nonword","word","nonword",NA
"tegne","terbe","nonword","word","nonword",NA
"trykke","nende","nonword","word","nonword",NA
"anholdelse","koenan","nonword","word","nonword",NA
"ven","strålega","nonword","word","nonword",NA
"stat","brandlegium","nonword","word","nonword",NA
"taske","kobikini","nonword","word","nonword",NA
"minister","kombinaforth","nonword","word","nonword",NA
"barndom","kommercibel","nonword","word","nonword",NA
"spiller","kompseudo","nonword","word","nonword",NA
"båd","kommanfisk","nonword","word","nonword",NA
"dræbe","kommennets","nonword","word","nonword",NA
"enkel","komsensuel","nonword","word","nonword",NA
"forbrydelse","komrio","nonword","word","nonword",NA
"sømand","komplisted","nonword","word","nonword",NA
"teater","kongern","nonword","word","nonword",NA
"kæmpe stor","konferencestatsankla","nonword","word","nonword",NA
"funktionelt","konpling","nonword","word","nonword",NA
"kanin","konklutens","nonword","word","nonword",NA
"frygt","konkurrencestatsankla","nonword","word","nonword",NA
"watson","konservanowen","nonword","word","nonword",NA
"blanding","konstrukster","nonword","word","nonword",NA
"daggry","konvægt","nonword","word","nonword",NA
"forberede","konkræfter","nonword","word","nonword",NA
"bacon","konstalt","nonword","word","nonword",NA
"sikker","konlingslere","nonword","word","nonword",NA
"global","ipp","nonword","word","nonword",NA
"forfatter","misre","nonword","word","nonword",NA
"samurai","kørehand","nonword","word","nonword",NA
"forfatning","kobs","nonword","word","nonword",NA
"løn","koto","nonword","word","nonword",NA
"kyst","pludse","nonword","word","nonword",NA
"teori","psydit","nonword","word","nonword",NA
"højhed","akig","nonword","word","nonword",NA
"legetøj","medtisk","nonword","word","nonword",NA
"flygtning","panne","nonword","word","nonword",NA
"indhold","gol","nonword","word","nonword",NA
"væske","hårstof","nonword","word","nonword",NA
"ministerium","småtur","nonword","word","nonword",NA
"fuldstændig","jonst","nonword","word","nonword",NA
"morgen","grundner","nonword","word","nonword",NA
"bataljon","kukurv","nonword","word","nonword",NA
"stil","bluling","nonword","word","nonword",NA
"alien","sús","nonword","word","nonword",NA
"hallucination","sorbe","nonword","word","nonword",NA
"bedstemor","læbesesal","nonword","word","nonword",NA
"måltid","møgke","nonword","word","nonword",NA
"fransk","stare","nonword","word","nonword",NA
"teknik","wis","nonword","word","nonword",NA
"kynisk","fløning","nonword","word","nonword",NA
"ung","pyg","nonword","word","nonword",NA
"bestille","krape","nonword","word","nonword",NA
"blomst","laro","nonword","word","nonword",NA
"hammer","lanmænd","nonword","word","nonword",NA
"van","lidsmand","nonword","word","nonword",NA
"smør","langnie","nonword","word","nonword",NA
"behagelig","findsomt","nonword","word","nonword",NA
"følsom","lavundne","nonword","word","nonword",NA
"ugentlig","eust","nonword","word","nonword",NA
"transmitter","filmterlig","nonword","word","nonword",NA
"feber","urv","nonword","word","nonword",NA
"publikum","volve","nonword","word","nonword",NA
"fødselsdag","laferon","nonword","word","nonword",NA
"bryst","laverveza","nonword","word","nonword",NA
"brev","lestie","nonword","word","nonword",NA
"brud","lemandse","nonword","word","nonword",NA
"journalist","leskamme","nonword","word","nonword",NA
"kram","levidt","nonword","word","nonword",NA
"telefon","letor","nonword","word","nonword",NA
"eksplodere","lerie","nonword","word","nonword",NA
"kaffe","lejligstangvis","nonword","word","nonword",NA
"solar","ledø","nonword","word","nonword",NA
"erstatning","goodbisk","nonword","word","nonword",NA
"forbyde","litik","nonword","word","nonword",NA
"parti","listikse","nonword","word","nonword",NA
"stemme","proge","nonword","word","nonword",NA
"forstå","stoge","nonword","word","nonword",NA
"omdømme","guldnende","nonword","word","nonword",NA
"amerika","elele","nonword","word","nonword",NA
"ulykke","limonadestruction","nonword","word","nonword",NA
"flaske","emb","nonword","word","nonword",NA
"medicin","funme","nonword","word","nonword",NA
"graviditet","fæddag","nonword","word","nonword",NA
"festival","pav","nonword","word","nonword",NA
"tornado","nøral","nonword","word","nonword",NA
"blid","fængsalitet","nonword","word","nonword",NA
"store","luud","nonword","word","nonword",NA
"verificere","luden","nonword","word","nonword",NA
"stærkt","vør","nonword","word","nonword",NA
"flåde","lybatiske","nonword","word","nonword",NA
"forsøg","ign","nonword","word","nonword",NA
"skyde","xed","nonword","word","nonword",NA
"kage","iølk","nonword","word","nonword",NA
"bestride","lufke","nonword","word","nonword",NA
"primær","maums","nonword","word","nonword",NA
"halskæde","marw","nonword","word","nonword",NA
"plade","magneskab","nonword","word","nonword",NA
"kvinde","maseskæv","nonword","word","nonword",NA
"element","macher","nonword","word","nonword",NA
"infektion","manalist","nonword","word","nonword",NA
"lufthavn","cond","nonword","word","nonword",NA
"ukendt","cond","nonword","word","nonword",NA
"strategi","mangie","nonword","word","nonword",NA
"nødsituation","funkskab","nonword","word","nonword",NA
