"af_cue","af_target","type","cue_type","target_type","af_cosine"
"by","aanving","nonword","word","nonword",NA
"klagte","aanskraler","nonword","word","nonword",NA
"naald","bilbei","nonword","word","nonword",NA
"duur","tss","nonword","word","nonword",NA
"drankie","abdominaleraarspaar","nonword","word","nonword",NA
"boer","abelande","nonword","word","nonword",NA
"arm","administraspruit","nonword","word","nonword",NA
"aar","baainalien","nonword","word","nonword",NA
"maag","advisechmet","nonword","word","nonword",NA
"gebars","afdanster","nonword","word","nonword",NA
"bende","afgestaanpe","nonword","word","nonword",NA
"per ongeluk","aftrekdel","nonword","word","nonword",NA
"geselskap","afpermark","nonword","word","nonword",NA
"spanning","afplaas","nonword","word","nonword",NA
"diens","afvaarting","nonword","word","nonword",NA
"wolk","afstands","nonword","word","nonword",NA
"klim","afwesigrings","nonword","word","nonword",NA
"tegnologie","lengtskap","nonword","word","nonword",NA
"orgasme","agnos","nonword","word","nonword",NA
"vlei","akkekoop","nonword","word","nonword",NA
"chirurg","akbers","nonword","word","nonword",NA
"trotse","aklaar","nonword","word","nonword",NA
"graaf","aktilaag","nonword","word","nonword",NA
"sukses","aktiwizards","nonword","word","nonword",NA
"verbode","aluim","nonword","word","nonword",NA
"baron","alkof","nonword","word","nonword",NA
"sersant","paubi","nonword","word","nonword",NA
"klein","almig","nonword","word","nonword",NA
"maandag","noorrika","nonword","word","nonword",NA
"plus","obertelik","nonword","word","nonword",NA
"waaksaam","meerlise","nonword","word","nonword",NA
"teenstand","neswoord","nonword","word","nonword",NA
"modieus","argilant","nonword","word","nonword",NA
"lyding","uim","nonword","word","nonword",NA
"parlement","arresgrup","nonword","word","nonword",NA
"veiling","arrobuustsie","nonword","word","nonword",NA
"siek","artillements","nonword","word","nonword",NA
"miljoen","assisgeel","nonword","word","nonword",NA
"mariene","atlangaprose","nonword","word","nonword",NA
"man","atmosloof","nonword","word","nonword",NA
"lesbiese","kraujie","nonword","word","nonword",NA
"ontvangstoonbank","peard","nonword","word","nonword",NA
"ketting","barc","nonword","word","nonword",NA
"oond","skerkamer","nonword","word","nonword",NA
"ewig","pnie","nonword","word","nonword",NA
"medies","basegers","nonword","word","nonword",NA
"bekoring","batalskat","nonword","word","nonword",NA
"nooit","leiman","nonword","word","nonword",NA
"plaag","edd","nonword","word","nonword",NA
"skrikwekkend","bedeen","nonword","word","nonword",NA
"val","bedoerees","nonword","word","nonword",NA
"slaaf","beproe","nonword","word","nonword",NA
"kontak","bekors","nonword","word","nonword",NA
"wayy","beskyfsing","nonword","word","nonword",NA
"as","bestofte","nonword","word","nonword",NA
"luister","begepark","nonword","word","nonword",NA
"koevert","begraafskrif","nonword","word","nonword",NA
"moeg","beskiknis","nonword","word","nonword",NA
"sitty","bevoegwe","nonword","word","nonword",NA
"trofee","behandenaars","nonword","word","nonword",NA
"gedragslyn","beperste","nonword","word","nonword",NA
"kelner","bewindmer","nonword","word","nonword",NA
"indrukwekkend","bespielik","nonword","word","nonword",NA
"onthulling","berjoerik","nonword","word","nonword",NA
"top","beroepsrikheid","nonword","word","nonword",NA
"treiter","beret","nonword","word","nonword",NA
"ekstra","beleraar","nonword","word","nonword",NA
"aartappel","beraadger","nonword","word","nonword",NA
"rusbank","begunste","nonword","word","nonword",NA
"huurder","belocust","nonword","word","nonword",NA
"ring","behui","nonword","word","nonword",NA
"verbeelding","bemarseil","nonword","word","nonword",NA
"wedloop","beskerning","nonword","word","nonword",NA
"spraak","bespoeg","nonword","word","nonword",NA
"warm","beretuur","nonword","word","nonword",NA
"karakter","beku","nonword","word","nonword",NA
"stem","bevaarde","nonword","word","nonword",NA
"kollekteer","beoond","nonword","word","nonword",NA
"woord","beselaar","nonword","word","nonword",NA
"volg","beskakels","nonword","word","nonword",NA
"suidelik","bewaarwing","nonword","word","nonword",NA
"myl","bewindsdiging","nonword","word","nonword",NA
"basketbal","beskof","nonword","word","nonword",NA
"konkreet","bevoorking","nonword","word","nonword",NA
"beskerm","begintling","nonword","word","nonword",NA
"koningin","beskrander","nonword","word","nonword",NA
"vloek","stutsie","nonword","word","nonword",NA
"afdroog","begres","nonword","word","nonword",NA
"hulpeloos","beraadtig","nonword","word","nonword",NA
"per geleentheid","beraadtig","nonword","word","nonword",NA
"absoluut","behoe","nonword","word","nonword",NA
"kleingeld","aver","nonword","word","nonword",NA
"piekniek","krijoen","nonword","word","nonword",NA
"katoliek","regne","nonword","word","nonword",NA
"derde","biolostand","nonword","word","nonword",NA
"steun","biolostryd","nonword","word","nonword",NA
"teenwoordigheid","blhe","nonword","word","nonword",NA
"lug","blwo","nonword","word","nonword",NA
"koninklike","bohts","nonword","word","nonword",NA
"bewonder","liek","nonword","word","nonword",NA
"model","vorsskap","nonword","word","nonword",NA
"voertuig","bohè","nonword","word","nonword",NA
"federaal","soekste","nonword","word","nonword",NA
"ondersoek","boro","nonword","word","nonword",NA
"chemie","bogo","nonword","word","nonword",NA
"dankbaar","voorkas","nonword","word","nonword",NA
"dvd","boswer","nonword","word","nonword",NA
"waansin","rantel","nonword","word","nonword",NA
"oorweeg","takter","nonword","word","nonword",NA
"onmag","siu","nonword","word","nonword",NA
"skut","brandsien","nonword","word","nonword",NA
"skin","aueek","nonword","word","nonword",NA
"room","broof","nonword","word","nonword",NA
"ondervinding","juo","nonword","word","nonword",NA
"mag","auoer","nonword","word","nonword",NA
"aankoms","bresd","nonword","word","nonword",NA
"spyker","buitegreerste","nonword","word","nonword",NA
"red","burgepaardter","nonword","word","nonword",NA
"voer","xts","nonword","word","nonword",NA
"reënbui","bykotain","nonword","word","nonword",NA
"kontroleer","bymebruikmaak","nonword","word","nonword",NA
"operasionaliseer","bysiend","nonword","word","nonword",NA
"hallo","plantten","nonword","word","nonword",NA
"sheriff","piznac","nonword","word","nonword",NA
"kombinasie","cowsaag","nonword","word","nonword",NA
"armoede","arinpy","nonword","word","nonword",NA
"grawe","daho","nonword","word","nonword",NA
"gesond","dato","nonword","word","nonword",NA
"sensasioneel","daarbui","nonword","word","nonword",NA
"slak","trome","nonword","word","nonword",NA
"slapie","koorbaarheid","nonword","word","nonword",NA
"nou","dami","nonword","word","nonword",NA
"kuns","moiper","nonword","word","nonword",NA
"skild","fés","nonword","word","nonword",NA
"omkoopgeld","veldtjie","nonword","word","nonword",NA
"aktetas","definitraat","nonword","word","nonword",NA
"tempel","nsk","nonword","word","nonword",NA
"anatomie","deliefde","nonword","word","nonword",NA
"mite","demokraments","nonword","word","nonword",NA
"dieretuin","demondingssie","nonword","word","nonword",NA
"profiel","destansie","nonword","word","nonword",NA
"alleen","dewindber","nonword","word","nonword",NA
"vloer","deïn","nonword","word","nonword",NA
"krities","steinmeisie","nonword","word","nonword",NA
"timmer","dicu","nonword","word","nonword",NA
"duikboot","ysk","nonword","word","nonword",NA
"kraak","jonwels","nonword","word","nonword",NA
"okay","dinataan","nonword","word","nonword",NA
"arena","dici","nonword","word","nonword",NA
"protesteer","dild","nonword","word","nonword",NA
"proses","wilfdag","nonword","word","nonword",NA
"naïef","dicon","nonword","word","nonword",NA
"produsent","diskwyt","nonword","word","nonword",NA
"verslaggewer","disgrys","nonword","word","nonword",NA
"ordentlik","eßen","nonword","word","nonword",NA
"punt","whiter","nonword","word","nonword",NA
"kanaal","dokuboes","nonword","word","nonword",NA
"nederig","doltoe","nonword","word","nonword",NA
"shooter","dondergroe","nonword","word","nonword",NA
"potensieël","padker","nonword","word","nonword",NA
"anargie","donu","nonword","word","nonword",NA
"ping","kendmaak","nonword","word","nonword",NA
"fabriek","seof","nonword","word","nonword",NA
"naam","waspie","nonword","word","nonword",NA
"soen","kurs","nonword","word","nonword",NA
"muis","droud","nonword","word","nonword",NA
"appel","droud","nonword","word","nonword",NA
"gasvryheid","oeie","nonword","word","nonword",NA
"positief","driedeer","nonword","word","nonword",NA
"proteïen","skilpunt","nonword","word","nonword",NA
"vorm","dreik","nonword","word","nonword",NA
"huishoudelik","guoom","nonword","word","nonword",NA
"vrywilliger","guuk","nonword","word","nonword",NA
"laan","broekie","nonword","word","nonword",NA
"bruikbaar","duidelikcreet","nonword","word","nonword",NA
"dief","duqa","nonword","word","nonword",NA
"dieselfde","goewel","nonword","word","nonword",NA
"genoeg","feelm","nonword","word","nonword",NA
"skrikmaak","idd","nonword","word","nonword",NA
"oopmaak","eebs","nonword","word","nonword",NA
"nagereg","hoorsame","nonword","word","nonword",NA
"kapsule","eenstemdig","nonword","word","nonword",NA
"draai","idr","nonword","word","nonword",NA
"blind","spanlike","nonword","word","nonword",NA
"doek","eerlikring","nonword","word","nonword",NA
"lug","effekvorm","nonword","word","nonword",NA
"enkel","eielers","nonword","word","nonword",NA
"gif","staer","nonword","word","nonword",NA
"plaas","eleglip","nonword","word","nonword",NA
"hof","elekgreer","nonword","word","nonword",NA
"landing","stadstrisiteit","nonword","word","nonword",NA
"kragopwekker","cenment","nonword","word","nonword",NA
"werktuig","eltjiede","nonword","word","nonword",NA
"fabriek","emosiostuur","nonword","word","nonword",NA
"sherlock","voetgie","nonword","word","nonword",NA
"onderskat","entrepregroot","nonword","word","nonword",NA
"aantreklik","azastof","nonword","word","nonword",NA
"seminaar","epidelaar","nonword","word","nonword",NA
"radar","oef","nonword","word","nonword",NA
"reeks","evaluenaars","nonword","word","nonword",NA
"skeur","famiment","nonword","word","nonword",NA
"steunstuk","skiltasie","nonword","word","nonword",NA
"saak","fantasmaan","nonword","word","nonword",NA
"waarde","fariel","nonword","word","nonword",NA
"aanneming","federateurs","nonword","word","nonword",NA
"krag","hyes","nonword","word","nonword",NA
"bankier","fistruksieël","nonword","word","nonword",NA
"inspireer","finansiestaat","nonword","word","nonword",NA
"leuen","ficent","nonword","word","nonword",NA
"staan","amiek","nonword","word","nonword",NA
"uitmuntend","druit","nonword","word","nonword",NA
"weduwee","fotoprent","nonword","word","nonword",NA
"man","fovir","nonword","word","nonword",NA
"steel","fori","nonword","word","nonword",NA
"observasie","dians","nonword","word","nonword",NA
"wonderlik","klese","nonword","word","nonword",NA
"aansoek doen","sterfsioneel","nonword","word","nonword",NA
"proefneming","pean","nonword","word","nonword",NA
"data","gaskoeltreur","nonword","word","nonword",NA
"net","lft","nonword","word","nonword",NA
"skei","gatoomagene","nonword","word","nonword",NA
"inval","uny","nonword","word","nonword",NA
"pop","gebang","nonword","word","nonword",NA
"gebaar","geskiedtenis","nonword","word","nonword",NA
"alkohol","gemes","nonword","word","nonword",NA
"onderneming","gestaat","nonword","word","nonword",NA
"eenvoudig","gevan","nonword","word","nonword",NA
"eerste","pye","nonword","word","nonword",NA
"besef","geny","nonword","word","nonword",NA
"omgewing","gehu","nonword","word","nonword",NA
"heuning","gegraduplooysde","nonword","word","nonword",NA
"projek","gestrate","nonword","word","nonword",NA
"toebroodjie","geblaasmenis","nonword","word","nonword",NA
"lidwoord","gefeer","nonword","word","nonword",NA
"buitekant","irk","nonword","word","nonword",NA
"ferm","geïr","nonword","word","nonword",NA
"joga","gelitz","nonword","word","nonword",NA
"verloorder","gelukvent","nonword","word","nonword",NA
"hardnekkig","getrekke","nonword","word","nonword",NA
"filter","gemeenders","nonword","word","nonword",NA
"pad","gebruide","nonword","word","nonword",NA
"lemonade","getier","nonword","word","nonword",NA
"veldtog","geregtigrings","nonword","word","nonword",NA
"helm","getek","nonword","word","nonword",NA
"bestuur","getas","nonword","word","nonword",NA
"evolusie","geskoue","nonword","word","nonword",NA
"stokperdjie","gewings","nonword","word","nonword",NA
"kapasiteit","gevangte","nonword","word","nonword",NA
"opgawe","getool","nonword","word","nonword",NA
"situasie","geform","nonword","word","nonword",NA
"verslag lewer","gebroer","nonword","word","nonword",NA
"oog","geskryfenis","nonword","word","nonword",NA
"verras","geving","nonword","word","nonword",NA
"kersfees","geneemlik","nonword","word","nonword",NA
"vinger","gevangenbosch","nonword","word","nonword",NA
"respek","geeur","nonword","word","nonword",NA
"steenkool","gemiet","nonword","word","nonword",NA
"voortgaan","gemens","nonword","word","nonword",NA
"twyfel","gekesj","nonword","word","nonword",NA
"opwindende","gekern","nonword","word","nonword",NA
"leesstuk","gedruklik","nonword","word","nonword",NA
"glimlag","cauter","nonword","word","nonword",NA
"heer","oco","nonword","word","nonword",NA
"kilo","glogray","nonword","word","nonword",NA
"area","kourie","nonword","word","nonword",NA
"ingaan","reisdiens","nonword","word","nonword",NA
"robot","stilkeuring","nonword","word","nonword",NA
"bankwese","eindkoop","nonword","word","nonword",NA
"nag","governla","nonword","word","nonword",NA
"ellendig","grin","nonword","word","nonword",NA
"ontleder","asap","nonword","word","nonword",NA
"kilometer","tervin","nonword","word","nonword",NA
"oorspronklik","granks","nonword","word","nonword",NA
"romeinse","beoep","nonword","word","nonword",NA
"kaliber","beoep","nonword","word","nonword",NA
"strand","grast","nonword","word","nonword",NA
"voorkoms","gregt","nonword","word","nonword",NA
"nier","gregt","nonword","word","nonword",NA
"roep","haem","nonword","word","nonword",NA
"verkoper","skeepslusinasie","nonword","word","nonword",NA
"graf","gladband","nonword","word","nonword",NA
"teks","hammingger","nonword","word","nonword",NA
"verhouding","hanol","nonword","word","nonword",NA
"taai","handklep","nonword","word","nonword",NA
"heelal","handehoek","nonword","word","nonword",NA
"verroes","kleurtekening","nonword","word","nonword",NA
"supernatuurlike","hawt","nonword","word","nonword",NA
"gas","harmoburg","nonword","word","nonword",NA
"bestuurder","ontwe","nonword","word","nonword",NA
"bonus","speklik","nonword","word","nonword",NA
"verkeerde","ńsk","nonword","word","nonword",NA
"afrig","hego","nonword","word","nonword",NA
"lot","söl","nonword","word","nonword",NA
"flous","witder","nonword","word","nonword",NA
"regs","helikopterskirchhof","nonword","word","nonword",NA
"verduideliking","hechaise","nonword","word","nonword",NA
"stadion","heralloff","nonword","word","nonword",NA
