"en_cue","en_target","type","cue_type","target_type"
"dean","dgnger","nonword","word","nonword"
"fire","marreage","nonword","word","nonword"
"management","captaia","nonword","word","nonword"
"digusting","cancer","nonword","word","nonword"
"two","csld","nonword","word","nonword"
"throat","brs","nonword","word","nonword"
"dinner","zemale","nonword","word","nonword"
"paranoid","gar","nonword","word","nonword"
"landing","metal","nonword","word","nonword"
"hospitality","heroon","nonword","word","nonword"
"punish","legead","nonword","word","nonword"
"drown","riactor","nonword","word","nonword"
"third","treory","nonword","word","nonword"
"fidelity","sove","nonword","word","nonword"
"senior","universitf","nonword","word","nonword"
"rescue","soorm","nonword","word","nonword"
"secondary","winser","nonword","word","nonword"
"sword","explosixe","nonword","word","nonword"
"cup","knifr","nonword","word","nonword"
"bring","lieumenant","nonword","word","nonword"
"horn","fliend","nonword","word","nonword"
"apply","darector","nonword","word","nonword"
"quantity","pprfect","nonword","word","nonword"
"hanging","bipd","nonword","word","nonword"
"madness","chils","nonword","word","nonword"
"injustice","heyr","nonword","word","nonword"
"bowl","fell","nonword","word","nonword"
"extremely","battue","nonword","word","nonword"
"firmly","horribie","nonword","word","nonword"
"victim","disgustinl","nonword","word","nonword"
"hotel","woof","nonword","word","nonword"
"queen","snow","nonword","word","nonword"
"trash","faglure","nonword","word","nonword"
"rusty","wst","nonword","word","nonword"
"lie","souad","nonword","word","nonword"
"relative","absenie","nonword","word","nonword"
"tower","saience","nonword","word","nonword"
"doll","assiseant","nonword","word","nonword"
"respect","legab","nonword","word","nonword"
"therapy","tast","nonword","word","nonword"
"pork","mreting","nonword","word","nonword"
"dna","dasce","nonword","word","nonword"
"south","committeh","nonword","word","nonword"
"potential","maxymum","nonword","word","nonword"
"popular","connirm","nonword","word","nonword"
"try","profesaional","nonword","word","nonword"
"character","octobyr","nonword","word","nonword"
"grave","brepare","nonword","word","nonword"
"monkey","hon","nonword","word","nonword"
"create","shoxt","nonword","word","nonword"
"one","rehember","nonword","word","nonword"
"clean","flaie","nonword","word","nonword"
"presence","fong","nonword","word","nonword"
"now","eag","nonword","word","nonword"
"embassy","doar","nonword","word","nonword"
"liquid","necklacl","nonword","word","nonword"
"art","occan","nonword","word","nonword"
"strength","garaxy","nonword","word","nonword"
"conference","dmfeat","nonword","word","nonword"
"creation","trfitor","nonword","word","nonword"
"nobel","cavilization","nonword","word","nonword"
"probability","strangu","nonword","word","nonword"
"contract","tengis","nonword","word","nonword"
"experience","americd","nonword","word","nonword"
"penalty","metwr","nonword","word","nonword"
"profile","evening","nonword","word","nonword"
"ideal","bekr","nonword","word","nonword"
"sum","address","nonword","word","nonword"
"drink","ekrly","nonword","word","nonword"
"desert","temch","nonword","word","nonword"
"virus","dich","nonword","word","nonword"
"beach","chayr","nonword","word","nonword"
"trophy","tudge","nonword","word","nonword"
"protect","santastic","nonword","word","nonword"
"live","ifiot","nonword","word","nonword"
"learn","laygh","nonword","word","nonword"
"road","personality","nonword","word","nonword"
"safe","chip","nonword","word","nonword"
"passenger","jacwet","nonword","word","nonword"
"soup","prtcedure","nonword","word","nonword"
"support","cdmmunity","nonword","word","nonword"
"spy","grandmoyher","nonword","word","nonword"
"treasure","momntain","nonword","word","nonword"
"exciting","painter","nonword","word","nonword"
"ticket","conedy","nonword","word","nonword"
"patience","journalisd","nonword","word","nonword"
"finger","officiah","nonword","word","nonword"
"soldier","doclar","nonword","word","nonword"
"trap","nctivity","nonword","word","nonword"
"layer","sawellite","nonword","word","nonword"
"commission","nandle","nonword","word","nonword"
"suck","ceremopy","nonword","word","nonword"
"decent","smotional","nonword","word","nonword"
"county","speok","nonword","word","nonword"
"maybe","gamm","nonword","word","nonword"
"volunteer","wift","nonword","word","nonword"
"inspector","corporatisn","nonword","word","nonword"
"orgasm","schofl","nonword","word","nonword"
"route","defens","nonword","word","nonword"
"front","prosecutgr","nonword","word","nonword"
"describe","wind","nonword","word","nonword"
"sweet","smelr","nonword","word","nonword"
"risk","brttle","nonword","word","nonword"
"cough","televipion","nonword","word","nonword"
"gambling","fyst","nonword","word","nonword"
"literally","creaturu","nonword","word","nonword"
"trailer","warrisr","nonword","word","nonword"
"smart","scull","nonword","word","nonword"
"southern","infeclion","nonword","word","nonword"
"contamination","ggitar","nonword","word","nonword"
"noise","confysion","nonword","word","nonword"
"firm","iecade","nonword","word","nonword"
"moon","wsdding","nonword","word","nonword"
"preparation","finh","nonword","word","nonword"
"roman","priext","nonword","word","nonword"
"daddy","lettmr","nonword","word","nonword"
"member","tbesday","nonword","word","nonword"
"contain","requrn","nonword","word","nonword"
"prevent","survivi","nonword","word","nonword"
"first","unnque","nonword","word","nonword"
"poet","criais","nonword","word","nonword"
"rhythm","hengry","nonword","word","nonword"
"wonderful","welk","nonword","word","nonword"
"key","hrg","nonword","word","nonword"
"factor","spirwt","nonword","word","nonword"
"nothing","nock","nonword","word","nonword"
"kilometer","dence","nonword","word","nonword"
"shadow","calm","nonword","word","nonword"
"evidence","opposent","nonword","word","nonword"
"summer","crampagne","nonword","word","nonword"
"amateur","ldke","nonword","word","nonword"
"hand","hestimony","nonword","word","nonword"
"flu","dociment","nonword","word","nonword"
"refuge","repuration","nonword","word","nonword"
"stubborn","corfee","nonword","word","nonword"
"diamond","deif","nonword","word","nonword"
"make","agrdement","nonword","word","nonword"
"alone","fantaxy","nonword","word","nonword"
"choice","leader","nonword","word","nonword"
"country","kheese","nonword","word","nonword"
"bind","jumc","nonword","word","nonword"
"window","camous","nonword","word","nonword"
"reporter","eftect","nonword","word","nonword"
"secret","directlb","nonword","word","nonword"
"success","dremm","nonword","word","nonword"
"security","newfpaper","nonword","word","nonword"
"arrival","importact","nonword","word","nonword"
"engineer","treatment","nonword","word","nonword"
"locked","musycian","nonword","word","nonword"
"person","rai","nonword","word","nonword"
"ambulance","specialipt","nonword","word","nonword"
"late","prysoner","nonword","word","nonword"
"plus","gam","nonword","word","nonword"
"contact","architecw","nonword","word","nonword"
"hurricane","exhibitiou","nonword","word","nonword"
"value","foogball","nonword","word","nonword"
"grain","cardinul","nonword","word","nonword"
"article","busic","nonword","word","nonword"
"power","dmst","nonword","word","nonword"
"reading","book","nonword","word","nonword"
"ufo","streft","nonword","word","nonword"
"feed","july","nonword","word","nonword"
"compliment","resly","nonword","word","nonword"
"west","stratezy","nonword","word","nonword"
"attractive","pass","nonword","word","nonword"
"alert","likr","nonword","word","nonword"
"pulse","nption","nonword","word","nonword"
"bribe","oanh","nonword","word","nonword"
"dose","coinection","nonword","word","nonword"
"warm","bor","nonword","word","nonword"
"carnival","siscussion","nonword","word","nonword"
"bone","dpmocracy","nonword","word","nonword"
"chain","tunnet","nonword","word","nonword"
"ash","pafsword","nonword","word","nonword"
"brain","concentrace","nonword","word","nonword"
"concrete","autnmn","nonword","word","nonword"
"majority","casile","nonword","word","nonword"
"smile","occident","nonword","word","nonword"
"change","anteresting","nonword","word","nonword"
"preserve","oonastery","nonword","word","nonword"
"hire","rress","nonword","word","nonword"
"clearly","sgop","nonword","word","nonword"
"ridiculous","servant","nonword","word","nonword"
"floor","encrance","nonword","word","nonword"
"catholic","hippy","nonword","word","nonword"
"superman","buildiag","nonword","word","nonword"
"capsule","ueparture","nonword","word","nonword"
"coal","dascription","nonword","word","nonword"
"pretty","tkwel","nonword","word","nonword"
"drive","wirc","nonword","word","nonword"
"instinct","wrtter","nonword","word","nonword"
"camp","uree","nonword","word","nonword"
"submarine","ittack","nonword","word","nonword"
"half","vempire","nonword","word","nonword"
"technical","bid","nonword","word","nonword"
"ready","boscon","nonword","word","nonword"
"astronaut","grerk","nonword","word","nonword"
"chancellor","balk","nonword","word","nonword"
"conclusion","sih","nonword","word","nonword"
"capacity","enepgy","nonword","word","nonword"
"fragment","ucine","nonword","word","nonword"
"down","constituthon","nonword","word","nonword"
"count","buard","nonword","word","nonword"
"dynasty","nobe","nonword","word","nonword"
"lipstick","ear","nonword","word","nonword"
"environment","sefety","nonword","word","nonword"
"manage","spegd","nonword","word","nonword"
"dvd","doy","nonword","word","nonword"
"ignorance","easy","nonword","word","nonword"
"surprise","tetperature","nonword","word","nonword"
"worm","thubb","nonword","word","nonword"
"pound","walleb","nonword","word","nonword"
"pacific","engry","nonword","word","nonword"
"resistance","passpart","nonword","word","nonword"
"name","cemeteay","nonword","word","nonword"
"slow","batt","nonword","word","nonword"
"reality","digaity","nonword","word","nonword"
"engagement","cherp","nonword","word","nonword"
"boot","inyury","nonword","word","nonword"
"situation","wiech","nonword","word","nonword"
"finally","yhildhood","nonword","word","nonword"
"eternal","mayot","nonword","word","nonword"
"freely","pog","nonword","word","nonword"
"listen","reducm","nonword","word","nonword"
"champion","inctme","nonword","word","nonword"
"valuable","scac","nonword","word","nonword"
"stress","wlight","nonword","word","nonword"
"lawyer","jewel","nonword","word","nonword"
"myth","dake","nonword","word","nonword"
"avenue","guf","nonword","word","nonword"
"coffin","apmor","nonword","word","nonword"
"artist","hst","nonword","word","nonword"
"nude","robbiry","nonword","word","nonword"
"nightmare","sneel","nonword","word","nonword"
"taste","birror","nonword","word","nonword"
"whiskey","lignal","nonword","word","nonword"
"dessert","complter","nonword","word","nonword"
"antidote","rnjection","nonword","word","nonword"
"eliminate","stwtue","nonword","word","nonword"
"climb","bod","nonword","word","nonword"
"journalism","apgrtment","nonword","word","nonword"
"grandfather","hugo","nonword","word","nonword"
"orchestra","bedrsom","nonword","word","nonword"
"shield","cosrect","nonword","word","nonword"
"tobacco","potsibility","nonword","word","nonword"
"combination","ngtion","nonword","word","nonword"
"reason","breakuast","nonword","word","nonword"
"recover","drad","nonword","word","nonword"
"robot","pyoto","nonword","word","nonword"
"unfortunate","cste","nonword","word","nonword"
"back","friendshid","nonword","word","nonword"
"big","knowledgr","nonword","word","nonword"
"physics","intelligeet","nonword","word","nonword"
"hit","micfophone","nonword","word","nonword"
"meaning","dilappointment","nonword","word","nonword"
"carbon","stony","nonword","word","nonword"
"chemical","oxercise","nonword","word","nonword"
"healthy","seudy","nonword","word","nonword"
"waiter","fucl","nonword","word","nonword"
"narrow","grokp","nonword","word","nonword"
"waste","bathrnom","nonword","word","nonword"
"regiment","cincert","nonword","word","nonword"
"nickname","heck","nonword","word","nonword"
"evolution","hundred","nonword","word","nonword"
"pub","episone","nonword","word","nonword"
"league","iave","nonword","word","nonword"
"loser","kneo","nonword","word","nonword"
"balance","pgomise","nonword","word","nonword"
