"gl_target","gl_cue","type","target_type","cue_type","gl_cosine"
"blt","run","nonword","nonword","word",NA
"pataquígrafo","progreso","nonword","nonword","word",NA
"practente","resultado","nonword","nonword","word",NA
"charterio","viuda","nonword","nonword","word",NA
"decación","freedom","nonword","nonword","word",NA
"primachos","queen","nonword","nonword","word",NA
"miamisto","porco","nonword","nonword","word",NA
"seabashiridade","equipamento","nonword","nonword","word",NA
"conferenpoñen","liquid","nonword","nonword","word",NA
"amañartantemente","dedo","nonword","nonword","word",NA
"juniguén","factor","nonword","nonword","word",NA
"sedy","planeta","nonword","nonword","word",NA
"estrañartacular","maxia","nonword","nonword","word",NA
"alquímisor","mud","nonword","nonword","word",NA
"outusiás","protesta","nonword","nonword","word",NA
"tegrarte","nanny","nonword","nonword","word",NA
"acousodio","trampa","nonword","nonword","word",NA
"mantedraisto","botón","nonword","nonword","word",NA
"prensica","achegada","nonword","nonword","word",NA
"bruxe","detonador","nonword","nonword","word",NA
"alofende","galería","nonword","nonword","word",NA
"ferson","pelo","nonword","nonword","word",NA
"ídoper","elección","nonword","nonword","word",NA
"perraultmance","forte","nonword","nonword","word",NA
"rah","barón","nonword","nonword","word",NA
"imaguantancia","fin","nonword","nonword","word",NA
"sirañace","dig","nonword","nonword","word",NA
"algomery","saturda","nonword","nonword","word",NA
"difegañarte","caliber","nonword","nonword","word",NA
"panme","financeira","nonword","nonword","word",NA
"cacióndo","señor","nonword","nonword","word",NA
"acerdrome","cantante","nonword","nonword","word",NA
"cosple","snacks","nonword","nonword","word",NA
"waother","culler","nonword","nonword","word",NA
"buíse","estómago","nonword","nonword","word",NA
"princido","vasos","nonword","nonword","word",NA
"abortido","combate","nonword","nonword","word",NA
"heatewan","preparación","nonword","nonword","word",NA
"atovo","condado","nonword","nonword","word",NA
"inteliamañarte","marte","nonword","nonword","word",NA
"schak","trigger","nonword","nonword","word",NA
"ciclónro","vehículo","nonword","nonword","word",NA
"pistar","ideal","nonword","nonword","word",NA
"lodolf","conde","nonword","nonword","word",NA
"borrazóns","propoñer","nonword","nonword","word",NA
"paplante","peste","nonword","nonword","word",NA
"comudesherdade","air","nonword","nonword","word",NA
"perma","allo","nonword","nonword","word",NA
"amanei","majesty","nonword","nonword","word",NA
"ordenacións","network","nonword","nonword","word",NA
"aboirior","oficialmente","nonword","nonword","word",NA
"danu","verán","nonword","nonword","word",NA
"entroullada","club","nonword","nonword","word",NA
"deceprías","tiro","nonword","nonword","word",NA
"wer","planta","nonword","nonword","word",NA
"miste","flatter","nonword","nonword","word",NA
"oputern","chave","nonword","nonword","word",NA
"inprésto","baloncesto","nonword","nonword","word",NA
"aristono","rum","nonword","nonword","word",NA
"traizóa","mal","nonword","nonword","word",NA
"kjelcoon","word","nonword","nonword","word",NA
"sinaciónsra","man","nonword","nonword","word",NA
"urt","verde","nonword","nonword","word",NA
"permanegróns","cabalería","nonword","nonword","word",NA
"submer","roubar","nonword","nonword","word",NA
"esaxeción","tormento","nonword","nonword","word",NA
"xeitar","romeo","nonword","nonword","word",NA
"vosco","aterraxe","nonword","nonword","word",NA
"substiaplaudo","preocupado","nonword","nonword","word",NA
"folber","bonus","nonword","nonword","word",NA
"surenskyciente","cloud","nonword","nonword","word",NA
"brr","tablet","nonword","nonword","word",NA
"morxan","dirty","nonword","nonword","word",NA
"prohisinato","sensor","nonword","nonword","word",NA
"prohitidade","axente","nonword","nonword","word",NA
"daco","ketchup","nonword","nonword","word",NA
"kurman","tolemia","nonword","nonword","word",NA
"paranorquiño","sufrimento","nonword","nonword","word",NA
"electado","mañá","nonword","nonword","word",NA
"efectigar","pode ser","nonword","nonword","word",NA
"ciclónro","superman","nonword","nonword","word",NA
"pigg","atención","nonword","nonword","word",NA
"caríanra","de cando en vez","nonword","nonword","word",NA
"gararían","natural","nonword","nonword","word",NA
"amañaxitude","final","nonword","nonword","word",NA
"morei","extra","nonword","nonword","word",NA
"gándo","lightning","nonword","nonword","word",NA
"opresion","mortal","nonword","nonword","word",NA
"owar","pub","nonword","nonword","word",NA
"transmusine","niño","nonword","nonword","word",NA
"meniñosnica","canciller","nonword","nonword","word",NA
"cienfron","mes","nonword","nonword","word",NA
"queillescente","mental","nonword","nonword","word",NA
"prota","arena","nonword","nonword","word",NA
"miguiñacopio","limpar","nonword","nonword","word",NA
"moschosro","research","nonword","nonword","word",NA
"entención","thousand","nonword","nonword","word",NA
"paseán","squirrel","nonword","nonword","word",NA
"cóida","stamp","nonword","nonword","word",NA
"incristo","bonito","nonword","nonword","word",NA
"exhortamento","chamar","nonword","nonword","word",NA
"en cuarto chersky","risco","nonword","nonword","word",NA
"aerotransto","pirate","nonword","nonword","word",NA
"explorarl","rexouba","nonword","nonword","word",NA
"planrible","sorriso","nonword","nonword","word",NA
"riapraza","xogar","nonword","nonword","word",NA
"testetong","necesario","nonword","nonword","word",NA
"atraema","xerente","nonword","nonword","word",NA
"eín","caída","nonword","nonword","word",NA
"pasaqueilte","audición","nonword","nonword","word",NA
"nii","ill","nonword","nonword","word",NA
"amansico","ponte","nonword","nonword","word",NA
"tumot","miserable","nonword","nonword","word",NA
"estupilangs","job","nonword","nonword","word",NA
"instruquiñoto","donkey","nonword","nonword","word",NA
"huntom","rocket","nonword","nonword","word",NA
"queitura","termina","nonword","nonword","word",NA
"shech","afogar","nonword","nonword","word",NA
"atratrución","inútil","nonword","nonword","word",NA
"fedeu","obxecto","nonword","nonword","word",NA
"comadapta","adestrador","nonword","nonword","word",NA
"condeño","fresh","nonword","nonword","word",NA
"haea","opinión","nonword","nonword","word",NA
"sert","literalmente","nonword","nonword","word",NA
"rín","neto","nonword","nonword","word",NA
"barl","aniversario","nonword","nonword","word",NA
"fórma","moi","nonword","nonword","word",NA
"plumbage","teenage","nonword","nonword","word",NA
"nys","piano","nonword","nonword","word",NA
"xukr","male","nonword","nonword","word",NA
"actituín","ready","nonword","nonword","word",NA
"bucou","máis baixo","nonword","nonword","word",NA
"meres","tamaño","nonword","nonword","word",NA
"proacálma","dragón","nonword","nonword","word",NA
"joxas","law","nonword","nonword","word",NA
"regri","humilde","nonword","nonword","word",NA
"iger","baby","nonword","nonword","word",NA
"trotsta","desagradable","nonword","nonword","word",NA
"canrel","amateur","nonword","nonword","word",NA
"xinei","poboación","nonword","nonword","word",NA
"baren","whisky","nonword","nonword","word",NA
"píes","rexistro","nonword","nonword","word",NA
"diviches","capsule","nonword","nonword","word",NA
"gabray","máis","nonword","nonword","word",NA
"asigxencia","jungle","nonword","nonword","word",NA
"efivet","ok","nonword","nonword","word",NA
"pegán","conclusión","nonword","nonword","word",NA
"rañanmportante","fidelity","nonword","nonword","word",NA
"beizo","asasina","nonword","nonword","word",NA
"ventiladaíña","éxito","nonword","nonword","word",NA
"epp","sad","nonword","nonword","word",NA
"yor","combinación","nonword","nonword","word",NA
"arteches","áfrica","nonword","nonword","word",NA
"comthéodor","queixa","nonword","nonword","word",NA
"stcum","bágoa","nonword","nonword","word",NA
"reutrúese","sky","nonword","nonword","word",NA
"inríanno","nude","nonword","nonword","word",NA
"friuge","telegram","nonword","nonword","word",NA
"ocórrelo","cinnamon","nonword","nonword","word",NA
"consrota","nail","nonword","nonword","word",NA
"reinpagne","subir","nonword","nonword","word",NA
"infecrías","claramente","nonword","nonword","word",NA
"bañarpectiva","recuperación","nonword","nonword","word",NA
"frescante","ironía","nonword","nonword","word",NA
"griler","garantía","nonword","nonword","word",NA
"desíg","conducir","nonword","nonword","word",NA
"inequívoluntariamente","persoa","nonword","nonword","word",NA
"ciénto","física","nonword","nonword","word",NA
"sise","cómodo","nonword","nonword","word",NA
"térce","radar","nonword","nonword","word",NA
"duntle","século","nonword","nonword","word",NA
"saúton","bravo","nonword","nonword","word",NA
"eaji","crítico","nonword","nonword","word",NA
"isóka","celoso","nonword","nonword","word",NA
"camta","direct","nonword","nonword","word",NA
"senapraza","gabinete","nonword","nonword","word",NA
"eeuke","tattoo","nonword","nonword","word",NA
"haill","paciente","nonword","nonword","word",NA
"reacclón","inspector","nonword","nonword","word",NA
"corochou","ufo","nonword","nonword","word",NA
"nortreñimente","bandeira","nonword","nonword","word",NA
"xeris","sangue","nonword","nonword","word",NA
"adminislingüístivo","sober","nonword","nonword","word",NA
"ter éxflans","imaxe","nonword","nonword","word",NA
"dango","trouble","nonword","nonword","word",NA
"poatractica","xerador","nonword","nonword","word",NA
"gaslo","merece","nonword","nonword","word",NA
"xurabuñarto","falar","nonword","nonword","word",NA
"autodesherdade","comando","nonword","nonword","word",NA
"inexipcia","cemento","nonword","nonword","word",NA
"anorpire","sufrir","nonword","nonword","word",NA
"níaco","sorpresa","nonword","nonword","word",NA
"spirit","arisxo","nonword","word","nonword",NA
"seguridade","absolufríos","nonword","word","nonword",NA
"triángulo","hollywocidentalmente","nonword","word","nonword",NA
"funeral","trangada","nonword","word","nonword",NA
"pai","actituín","nonword","word","nonword",NA
"criminal","substive","nonword","word","nonword",NA
"inverno","brantrador","nonword","word","nonword",NA
"lagarto","administratrañar","nonword","word","nonword",NA
"comunidade","adocórre","nonword","word","nonword",NA
"sorda","addré","nonword","word","nonword",NA
"danger","eín","nonword","word","nonword",NA
"produción","avóito","nonword","word","nonword",NA
"creatividade","siggar","nonword","word","nonword",NA
"foto","noirca","nonword","word","nonword",NA
"bus","agardán","nonword","word","nonword",NA
"cabalo","taira","nonword","word","nonword",NA
"still","inundable","nonword","word","nonword",NA
"lovely","orquídecido","nonword","word","nonword",NA
"egoísta","igrela","nonword","word","nonword",NA
"lady","flr","nonword","word","nonword",NA
"pai","áltáo","nonword","word","nonword",NA
"pasado","alcombs","nonword","word","nonword",NA
"know","clauta","nonword","word","nonword",NA
"concert","alimentamaños","nonword","word","nonword",NA
"adrenalina","pralo","nonword","word","nonword",NA
"programa","fórma","nonword","word","nonword",NA
"xornal","aluders","nonword","word","nonword",NA
"piloto","amatrea","nonword","word","nonword",NA
"posición","prohibiente","nonword","word","nonword",NA
"aceptar","ambulangráns","nonword","word","nonword",NA
"money","anatolyta","nonword","word","nonword",NA
"sabía","ankyquía","nonword","word","nonword",NA
"comprador","préstomía","nonword","word","nonword",NA
"samurai","annair","nonword","word","nonword",NA
"femia","anko","nonword","word","nonword",NA
"biolóxico","anlor","nonword","word","nonword",NA
"feek","aniversafeway","nonword","word","nonword",NA
"ao contrario","ucranimo","nonword","word","nonword",NA
"capela","antiriñento","nonword","word","nonword",NA
"western","esquéxonante","nonword","word","nonword",NA
"wish","fluctura","nonword","word","nonword",NA
"tema","apliten","nonword","word","nonword",NA
"salario","averar","nonword","word","nonword",NA
"tenente","aprengos","nonword","word","nonword",NA
"servo","aqír","nonword","word","nonword",NA
"poker","róea","nonword","word","nonword",NA
"martes","souna","nonword","word","nonword",NA
"resistir","arqueixar","nonword","word","nonword",NA
"traidor","arristophedo","nonword","word","nonword",NA
"buque","arsemión","nonword","word","nonword",NA
"venda","ent","nonword","word","nonword",NA
"break","artemuñosto","nonword","word","nonword",NA
"beleza","existigo","nonword","word","nonword",NA
"outono","arapunta","nonword","word","nonword",NA
"quitar","ás vpião","nonword","word","nonword",NA
"substituíndo","subssina","nonword","word","nonword",NA
"manter","ith","nonword","word","nonword",NA
"película","askatherina","nonword","word","nonword",NA
"pensas","ens","nonword","word","nonword",NA
"elección","astrotreinta","nonword","word","nonword",NA
"almorzo","obritado","nonword","word","nonword",NA
"witch","atuad","nonword","word","nonword",NA
"sinatura","acorción","nonword","word","nonword",NA
"ganador","trouraxe","nonword","word","nonword",NA
"warrior","coñémica","nonword","word","nonword",NA
"fiel","apañativo","nonword","word","nonword",NA
"ingresos","athu","nonword","word","nonword",NA
"ciencia","audireil","nonword","word","nonword",NA
"desgraza","auafastar","nonword","word","nonword",NA
"sip","auchampgrafo","nonword","word","nonword",NA
"depredador","aumetzsia","nonword","word","nonword",NA
"escola","audan","nonword","word","nonword",NA
"débil","ofenzar","nonword","word","nonword",NA
"devoción","cólnue","nonword","word","nonword",NA
"corporation","broso","nonword","word","nonword",NA
"política","cáó","nonword","word","nonword",NA
"comunista","churgado","nonword","word","nonword",NA
"esperar","clante","nonword","word","nonword",NA
"xoguete","porda","nonword","word","nonword",NA
