"sl_cue","sl_target","type","cue_type","target_type","sl_cosine"
"rejša","foto","nonword","nonword","word",NA
"ith","dodatno","nonword","nonword","word",NA
"konfajst","odstavek","nonword","nonword","word",NA
"poosvoba","da","nonword","nonword","word",NA
"ščega","okoli","nonword","nonword","word",NA
"ustrezorilo","plavati","nonword","nonword","word",NA
"simby","omaka","nonword","nonword","word",NA
"kathleenciteta","division","nonword","nonword","word",NA
"drefro","nagrada","nonword","nonword","word",NA
"zastični","avtobus","nonword","nonword","word",NA
"skrunstvo","osumljenca","nonword","nonword","word",NA
"lenet","liberalen","nonword","nonword","word",NA
"grinte","vrata","nonword","nonword","word",NA
"zadooskruni","bolečina","nonword","nonword","word",NA
"odranjen","zabava","nonword","nonword","word",NA
"stavp","romantic","nonword","nonword","word",NA
"dvajseda","družina","nonword","nonword","word",NA
"slolek","bra","nonword","nonword","word",NA
"ket","solata","nonword","nonword","word",NA
"oblačica","urine","nonword","nonword","word",NA
"žoass","brizga","nonword","nonword","word",NA
"gma","grofic","nonword","nonword","word",NA
"titun","braniti","nonword","nonword","word",NA
"cheza","sindrom","nonword","nonword","word",NA
"navduševskih","zagotoviti","nonword","nonword","word",NA
"namax","usodna","nonword","nonword","word",NA
"avesak","pranje","nonword","nonword","word",NA
"ropri","pristanišče","nonword","nonword","word",NA
"menter","lobanja","nonword","nonword","word",NA
"piramišljen","igrače","nonword","nonword","word",NA
"razichertve","včeraj","nonword","nonword","word",NA
"riraj","vzdrževanje","nonword","nonword","word",NA
"skončno","sposobnost","nonword","nonword","word",NA
"sveznačka","alibi","nonword","nonword","word",NA
"nasham","alarm","nonword","nonword","word",NA
"lockhartablični računalnik","real","nonword","nonword","word",NA
"potencialbuquerque","mutacijo","nonword","nonword","word",NA
"tumom","pilot","nonword","nonword","word",NA
"metuj","destiny","nonword","nonword","word",NA
"hčerno","umazano","nonword","nonword","word",NA
"mesklada","prošnja","nonword","nonword","word",NA
"pomembči","brisačo","nonword","nonword","word",NA
"racma","oil","nonword","nonword","word",NA
"shalež","enostavo","nonword","nonword","word",NA
"hepha","smer","nonword","nonword","word",NA
"gogi","carpet","nonword","nonword","word",NA
"stija","zapustiti","nonword","nonword","word",NA
"poseln","mačka","nonword","nonword","word",NA
"čajko","sand","nonword","nonword","word",NA
"upoštestinkte","otrok","nonword","nonword","word",NA
"tidek","svetovanje","nonword","nonword","word",NA
"kočje","kopirati","nonword","nonword","word",NA
"alj","prestol","nonword","nonword","word",NA
"škalio","vrata","nonword","nonword","word",NA
"ponedegwood","grk","nonword","nonword","word",NA
"vglavricane","bitje","nonword","nonword","word",NA
"loler","ptica","nonword","nonword","word",NA
"odveslaj","močno","nonword","nonword","word",NA
"moobilna","čoln","nonword","nonword","word",NA
"ozd","nevihta","nonword","nonword","word",NA
"trgoobravna","znanje","nonword","nonword","word",NA
"xio","napadalec","nonword","nonword","word",NA
"zazmanjšanje","batman","nonword","nonword","word",NA
"luog","district","nonword","nonword","word",NA
"doustra","ustvarjalnost","nonword","nonword","word",NA
"jeho","komedija","nonword","nonword","word",NA
"mous","sčasoma","nonword","nonword","word",NA
"pott","atlantic","nonword","nonword","word",NA
"beguglal","prašič","nonword","nonword","word",NA
"storp","zmaga","nonword","nonword","word",NA
"uporva","vas","nonword","nonword","word",NA
"koriščem","grad","nonword","nonword","word",NA
"naučitestownu","osveži","nonword","nonword","word",NA
"štuness","kartel","nonword","nonword","word",NA
"kariednjič","občinstvo","nonword","nonword","word",NA
"fii","znak","nonword","nonword","word",NA
"turgus","zajtrk","nonword","nonword","word",NA
"osvebi","človek","nonword","nonword","word",NA
"vlačno","voznik","nonword","nonword","word",NA
"naške","otroštvo","nonword","nonword","word",NA
"naveljni","zapornika","nonword","nonword","word",NA
"samoščaš","ples","nonword","nonword","word",NA
"lutherjanje","zajec","nonword","nonword","word",NA
"vrčge","cesar","nonword","nonword","word",NA
"osvalege","darilo","nonword","nonword","word",NA
"odporščak","office","nonword","nonword","word",NA
"naključsite","nervozno","nonword","nonword","word",NA
"kljuvljanje","dokument","nonword","nonword","word",NA
"nemdno","podedovano","nonword","nonword","word",NA
"njeva","primarno","nonword","nonword","word",NA
"koleljev","čustveno","nonword","nonword","word",NA
"smrtonovljen","avtocesta","nonword","nonword","word",NA
"kljuvljanje","adrenalin","nonword","nonword","word",NA
"zagij","razumeti","nonword","nonword","word",NA
"prevključiti","jastog","nonword","nonword","word",NA
"domioscarja","duhovnik","nonword","nonword","word",NA
"panc","večer","nonword","nonword","word",NA
"pramet","lov","nonword","nonword","word",NA
"rečbi","razvoj","nonword","nonword","word",NA
"citra","heal","nonword","nonword","word",NA
"sebnost","rojstni dan","nonword","nonword","word",NA
"kaev","sabotaža","nonword","nonword","word",NA
"datha","sailor","nonword","nonword","word",NA
"ršč","nagrada","nonword","nonword","word",NA
"prepostripti","poročnik","nonword","nonword","word",NA
"yeaj","jajce","nonword","nonword","word",NA
"sočudnih","naprava","nonword","nonword","word",NA
"maža","tehnika","nonword","nonword","word",NA
"očam","mornarica","nonword","nonword","word",NA
"zaupatrick","pomočnik","nonword","nonword","word",NA
"verjecljal","možnost","nonword","nonword","word",NA
"čemda","nemočen","nonword","nonword","word",NA
"pojamccullo","apartma","nonword","nonword","word",NA
"škotek","izboljšava","nonword","nonword","word",NA
"iztru","res","nonword","nonword","word",NA
"hyd","zdravilo","nonword","nonword","word",NA
"utpd","igra","nonword","nonword","word",NA
"veličanvljen","impress","nonword","nonword","word",NA
"beljakoobrambne","agencija","nonword","nonword","word",NA
"razodericks","snemanje","nonword","nonword","word",NA
"administracijacquart","sip","nonword","nonword","word",NA
"carret","nadomestek","nonword","nonword","word",NA
"zdrsky","arterija","nonword","nonword","word",NA
"cipredno","super","nonword","nonword","word",NA
"legistru","izsiljevanje","nonword","nonword","word",NA
"drobpanja","podpis","nonword","nonword","word",NA
"kandiking","prsni koš","nonword","nonword","word",NA
"okle","denarnica","nonword","nonword","word",NA
"postla","izjava","nonword","nonword","word",NA
"osvošanje","neodgovorno","nonword","nonword","word",NA
"neilo","paranormal","nonword","nonword","word",NA
"irno","negativno","nonword","nonword","word",NA
"pornic","slab","nonword","nonword","word",NA
"zahvalži","neumno","nonword","nonword","word",NA
"ustrezovanje","tišina","nonword","nonword","word",NA
"nakom","abdominalno","nonword","nonword","word",NA
"karold","pisatelj","nonword","nonword","word",NA
"veriščih","jump","nonword","nonword","word",NA
"obljubujejo","grda","nonword","nonword","word",NA
"kljuvice","dolar","nonword","nonword","word",NA
"raflji","freeze","nonword","nonword","word",NA
"vobol","prijetno","nonword","nonword","word",NA
"potraj","inteligentno","nonword","nonword","word",NA
"sherslom","stavek","nonword","nonword","word",NA
"interhand","informacije","nonword","nonword","word",NA
"upani","vizija","nonword","nonword","word",NA
"holl","signal","nonword","nonword","word",NA
"meddia","lion","nonword","nonword","word",NA
"internatioruthers","inšpekcija","nonword","nonword","word",NA
"uslužberite","sila","nonword","nonword","word",NA
"arina","oče","nonword","nonword","word",NA
"restrukcija","obtožbe","nonword","nonword","word",NA
"frazt","plastic","nonword","nonword","word",NA
"najpnih","časopis","nonword","nonword","word",NA
"znangoči","garaža","nonword","nonword","word",NA
"lisistič","nasprotno","nonword","nonword","word",NA
"veostaja","kisik","nonword","nonword","word",NA
"azy","manipulat","nonword","nonword","word",NA
"odpirastlin","poraz","nonword","nonword","word",NA
"gedno","paluba","nonword","nonword","word",NA
"žeg","cvet","nonword","nonword","word",NA
"razburkhartvo","senator","nonword","nonword","word",NA
"pozaklju","rim","nonword","nonword","word",NA
"vljalica","bullet","nonword","nonword","word",NA
"kapal","sound","nonword","nonword","word",NA
"hruca","bolezen","nonword","nonword","word",NA
"odstanto","aktivirajte","nonword","nonword","word",NA
"zakleskrivno","hvala","nonword","nonword","word",NA
"doklet","stavek","nonword","nonword","word",NA
"žalicist","jesti","nonword","nonword","word",NA
"zagnjeno","opis","nonword","nonword","word",NA
"sposkrijvanje","hammer","nonword","nonword","word",NA
"zatočistost","univerza","nonword","nonword","word",NA
"turat","sit","nonword","nonword","word",NA
"aspirite","zjutraj","nonword","nonword","word",NA
"alkošlji","sermon","nonword","nonword","word",NA
"terabljenja","muzej","nonword","nonword","word",NA
"kibull","poteg","nonword","nonword","word",NA
"laspekta","jedry","nonword","nonword","word",NA
"ževec","dogodek","nonword","nonword","word",NA
"mnolo","neumnost","nonword","nonword","word",NA
"kombob","odpoved","nonword","nonword","word",NA
"orž","kapitalizem","nonword","nonword","word",NA
"casva","najem","nonword","nonword","word",NA
"morom","nevesta","nonword","nonword","word",NA
"popal","odnos","nonword","nonword","word",NA
"borje","poln","nonword","nonword","word",NA
"kasih","brada","nonword","nonword","word",NA
"polexing","ding","nonword","nonword","word",NA
"hrer","alien","nonword","nonword","word",NA
"jukne","pesem","nonword","nonword","word",NA
"ejn","galaksija","nonword","nonword","word",NA
"ffy","tragična","nonword","nonword","word",NA
"floba","komite","nonword","nonword","word",NA
"požanj","natakarica","nonword","nonword","word",NA
"sekos","strah","nonword","nonword","word",NA
"ustvarbinacija","vonj","nonword","nonword","word",NA
"klenka","očarljivo","nonword","nonword","word",NA
"izkuljiv","sporočilo","nonword","nonword","word",NA
"graysonologija","program","nonword","nonword","word",NA
"genigold","hudič","nonword","nonword","word",NA
"rinta","tožilec","nonword","nonword","word",NA
"nabru","namera","nonword","nonword","word",NA
"sončni zknjan","poskus","nonword","nonword","word",NA
"nobljenje","ja","nonword","nonword","word",NA
"šecaš","zdravnik","nonword","nonword","word",NA
"bonek","perspektiva","nonword","nonword","word",NA
"pogolscvreti","ladje","nonword","nonword","word",NA
"lobedfordation","kraljestvo","nonword","nonword","word",NA
"thoven","glasuj","nonword","nonword","word",NA
"galerija","\ t","nonword","word","nonword",NA
"kirurg","abdomippuccino","nonword","word","nonword",NA
"roka","abcvet","nonword","word","nonword",NA
"zelo","abugledno","nonword","word","nonword",NA
"nanesite","opornalin","nonword","word","nonword",NA
"vino","travcija","nonword","word","nonword",NA
"dim","aktivimarquette","nonword","word","nonword",NA
"general","alomm","nonword","word","nonword",NA
"direct","rodbi","nonword","word","nonword",NA
"lase","vneen","nonword","word","nonword",NA
"študent","alšim","nonword","word","nonword",NA
"preprosto","alann","nonword","word","nonword",NA
"padec","ogrorika","nonword","word","nonword",NA
"tobak","stroliza","nonword","word","nonword",NA
"smart","opravma","nonword","word","nonword",NA
"pokrov","obljutirati","nonword","word","nonword",NA
"utež","arhipids","nonword","word","nonword",NA
"ponižen","arsoft","nonword","word","nonword",NA
"vnesite","arodnjice","nonword","word","nonword",NA
"prav","vzcveterija","nonword","word","nonword",NA
"najemnik","blackbriartilerija","nonword","word","nonword",NA
"pistol","atlansco","nonword","word","nonword",NA
"pošteno","obljumosfera","nonword","word","nonword",NA
"govor","pleto","nonword","word","nonword",NA
"bowl","avtožnic","nonword","word","nonword",NA
"zdravo","avtocepljen","nonword","word","nonword",NA
"astronavt","babistve","nonword","word","nonword",NA
"čestitajte","bače","nonword","word","nonword",NA
"občudovati","lor","nonword","word","nonword",NA
"neuporabna","basešnim","nonword","word","nonword",NA
"maščevanje","batachie","nonword","word","nonword",NA
"tablični računalnik","evoman","nonword","word","nonword",NA
"užitek","battlefistvom","nonword","word","nonword",NA
"upravitelj","gonka","nonword","word","nonword",NA
"reči","wls","nonword","word","nonword",NA
"kratek","bioloustvarja","nonword","word","nonword",NA
"naključno","biolomljen","nonword","word","nonword",NA
"pes","bidal","nonword","word","nonword",NA
"pomlad","zbrka","nonword","word","nonword",NA
"slovar","boganjan","nonword","word","nonword",NA
"kapaciteta","alj","nonword","word","nonword",NA
"jeep","boney","nonword","word","nonword",NA
"magnetno","boleobravna","nonword","word","nonword",NA
"beljakovine","bolenjav","nonword","word","nonword",NA
"bolan","bomaua","nonword","word","nonword",NA
"pogovor","bodne","nonword","word","nonword",NA
"narednik","bočar","nonword","word","nonword",NA
"banana","botost","nonword","word","nonword",NA
"odpiranje","boskopska","nonword","word","nonword",NA
"bishop","eya","nonword","word","nonword",NA
"kultura","upoda","nonword","word","nonword",NA
"chaos","veljniti","nonword","word","nonword",NA
"sodelavec","hyat","nonword","word","nonword",NA
"poslušaj","elektranec","nonword","word","nonword",NA
"lepo","silve","nonword","word","nonword",NA
"ljubosumna","vplivgotina","nonword","word","nonword",NA
"ritem","brez vrednchmond","nonword","word","nonword",NA
"baby","bridor","nonword","word","nonword",NA
"prihodnost","usposačo","nonword","word","nonword",NA
"kokain","brihle","nonword","word","nonword",NA
"motiv","oglaise","nonword","word","nonword",NA
"zavrni","ogolet","nonword","word","nonword",NA
"odeja","buna","nonword","word","nonword",NA
"opica","tue","nonword","word","nonword",NA
"nedolžen","cairn","nonword","word","nonword",NA
"žlička","arp","nonword","word","nonword",NA
"potnik","cardiplom","nonword","word","nonword",NA
"obrat","častnimnica","nonword","word","nonword",NA
"robot","čaveljnik","nonword","word","nonword",NA
"paint","carmil","nonword","word","nonword",NA
"ugrabit","časoment","nonword","word","nonword",NA
"pogoltniti","čajajčnik","nonword","word","nonword",NA
"mati","rist","nonword","word","nonword",NA
"ponos","čeveljla","nonword","word","nonword",NA
"kombinacija","torna","nonword","word","nonword",NA
"vzdevek","cesco","nonword","word","nonword",NA
"pozornost","obljutimeter","nonword","word","nonword",NA
"past","strupivo","nonword","word","nonword",NA
"dragon","cererett","nonword","word","nonword",NA
"anatomija","cenij","nonword","word","nonword",NA
