"hi_target","hi_cue","type","target_type","cue_type","hi_cosine"
"परंपरागत","घञ जांच","nonword","word","nonword",NA
"तोपें","कीतsunil","nonword","word","nonword",NA
"छोटा","മലचड़","nonword","word","nonword",NA
"मूर्ख","µgड़ा","nonword","word","nonword",NA
"कार्यालय","कुतsunil","nonword","word","nonword",NA
"जांच","લકत्ता","nonword","word","nonword",NA
"सस्ता","कुलयmayur","nonword","word","nonword",NA
"योद्धा","केंद४थ","nonword","word","nonword",NA
"प्रकरण","ऑखबल","nonword","word","nonword",NA
"गौरव","étबिन","nonword","word","nonword",NA
"जलयात्रा","खघला","nonword","word","nonword",NA
"कचरा","uuवल","nonword","word","nonword",NA
"शस्रशाला","चकश","nonword","word","nonword",NA
"वास्तविक","कैएन०ए०","nonword","word","nonword",NA
"रखरखाव","कैआर०ए०","nonword","word","nonword",NA
"नाक","एधमरा","nonword","word","nonword",NA
"चरवाहे","२जकीन","nonword","word","nonword",NA
"विस्फोटक","lmच","nonword","word","nonword",NA
"रेस्टोरेंट","آئड","nonword","word","nonword",NA
"विभिन्न","कोफ०","nonword","word","nonword",NA
"स्पष्टतः","ନହयला","nonword","word","nonword",NA
"रहस्य","তজर्ट","nonword","word","nonword",NA
"संगीत","कोशतsunil","nonword","word","nonword",NA
"तमन्ना","उएसना","nonword","word","nonword",NA
"सेना","ढ२या","nonword","word","nonword",NA
"हमलावर","क्रमागतधpardhi","nonword","word","nonword",NA
"खींचना","क्रभ दख","nonword","word","nonword",NA
"नाव","क्चलर","nonword","word","nonword",NA
"व्यक्ति","ॵररोध","nonword","word","nonword",NA
"कुर्सी","hfलब","nonword","word","nonword",NA
"शुक्र","क्हममद","nonword","word","nonword",NA
"दुल्हन","क्हममद","nonword","word","nonword",NA
"प्लेट","क्षमयmayur","nonword","word","nonword",NA
"धोखा","क्ष०पर०","nonword","word","nonword",NA
"हत्या","क्षेतधpardhi","nonword","word","nonword",NA
"के बारे में","क्षयmayur","nonword","word","nonword",NA
"कब्रिस्तान","keाना","nonword","word","nonword",NA
"hiv","खडधpardhi","nonword","word","nonword",NA
"अतिरंजना करना","खरगढ०२","nonword","word","nonword",NA
"उपहार","खरकउच","nonword","word","nonword",NA
"ऊर्जा","शठड़ी","nonword","word","nonword",NA
"साधारण","खासउ","nonword","word","nonword",NA
"गवाही","उएली","nonword","word","nonword",NA
"सुधार की","थlंसी","nonword","word","nonword",NA
"भोर","खिड़સથ","nonword","word","nonword",NA
"बेड़ा","સધराक","nonword","word","nonword",NA
"विशाल","खुज०म०म०","nonword","word","nonword",NA
"गद्दार","गड्ढतsunil","nonword","word","nonword",NA
"महिला","गंहi","nonword","word","nonword",NA
"अंदाज","ऐना","nonword","word","nonword",NA
"दर्शक","गपसइड","nonword","word","nonword",NA
"मुख्यालय","ञवभीर","nonword","word","nonword",NA
"किला","ञवभीर","nonword","word","nonword",NA
"कपास","अभज","nonword","word","nonword",NA
"पतझड़","coम","nonword","word","nonword",NA
"लिंग","coम","nonword","word","nonword",NA
"डाक्यूमेंट","गरशघ","nonword","word","nonword",NA
"वास्तुकार","गरपरी","nonword","word","nonword",NA
"बंदी","गरफली","nonword","word","nonword",NA
"भरा हुआ","गरफली","nonword","word","nonword",NA
"थिएटर","गरତଵ","nonword","word","nonword",NA
"कॉग्नेक","इमत","nonword","word","nonword",NA
"साम्राज्य","अवा","nonword","word","nonword",NA
"स्थानीय","یاय","nonword","word","nonword",NA
"दिलचस्प","रऑयक","nonword","word","nonword",NA
"बंद किया हुआ","तढरंटी","nonword","word","nonword",NA
"दोपहर","घइनती","nonword","word","nonword",NA
"निर्दयी","ଶରरना","nonword","word","nonword",NA
"चिकित्सक","बऱरोह","nonword","word","nonword",NA
"चहलक़दमी","गिहममद","nonword","word","nonword",NA
"महान","१बड़िया","nonword","word","nonword",NA
"स्वादिष्ट","गुनगतajay","nonword","word","nonword",NA
"भाषण","ଶରप्त","nonword","word","nonword",NA
"गलती","१अर्दा","nonword","word","nonword",NA
"छाप","वïलरी","nonword","word","nonword",NA
"विकास","ଏତस","nonword","word","nonword",NA
"बैठिये","मʌल","nonword","word","nonword",NA
"शायद ही कभी","लऱली","nonword","word","nonword",NA
"करना","गोल्જવ","nonword","word","nonword",NA
"संकेत मिलता है","१जरव","nonword","word","nonword",NA
"निराशा","औटरह","nonword","word","nonword",NA
"चचेरा भाई","घटgx","nonword","word","nonword",NA
"लोग","घटgx","nonword","word","nonword",NA
"यूनानी","घटितsunil","nonword","word","nonword",NA
"दया","हऑतक","nonword","word","nonword",NA
"स्थान","ॠगव","nonword","word","nonword",NA
"हैमबर्गर","घुड़सधpardhi","nonword","word","nonword",NA
"प्रतिष्ठा","घृसऩ","nonword","word","nonword",NA
"अनोखा","घृझकत","nonword","word","nonword",NA
"स्थानांतरण","अएंघा","nonword","word","nonword",NA
"खराब","ढवंसला","nonword","word","nonword",NA
"दिसंबर","चक्राकाधpardhi","nonword","word","nonword",NA
"अप्रिय","चटढठ","nonword","word","nonword",NA
"योजना","चटअलइन","nonword","word","nonword",NA
"मसविदा बनाना","चढलण","nonword","word","nonword",NA
"महिला","२२क","nonword","word","nonword",NA
"दोपहर का भोजन","चमझआग","nonword","word","nonword",NA
"विवरण","चरहममद","nonword","word","nonword",NA
"प्रभावी","चरjy","nonword","word","nonword",NA
"पूर्व","चलकटा","nonword","word","nonword",NA
"अभिनेता","छक्मा","nonword","word","nonword",NA
"आसान","चाओप","nonword","word","nonword",NA
"संचार","चाहo","nonword","word","nonword",NA
"हस्ताक्षर","کاंद्र","nonword","word","nonword",NA
"न्याय","चाए०एस०","nonword","word","nonword",NA
"भेजना","चाگی","nonword","word","nonword",NA
"बीता हुआ कल","चाdz","nonword","word","nonword",NA
"सोच","चिज०म०म०","nonword","word","nonword",NA
"थैला","चिडतsunil","nonword","word","nonword",NA
"पथ","	tंता","nonword","word","nonword",NA
"सिरिंज","ooंतित","nonword","word","nonword",NA
"सहायता देना","४जत्र","nonword","word","nonword",NA
"संकट","चीcb","nonword","word","nonword",NA
"उत्पाद","ऐषनें","nonword","word","nonword",NA
"रवि","ढएप","nonword","word","nonword",NA
"रस्सी","चुयbill","nonword","word","nonword",NA
"परास्त करना","تعम्मा","nonword","word","nonword",NA
"जवाब दे दो","चुराशaddition","nonword","word","nonword",NA
"निरंतर","चुराفى","nonword","word","nonword",NA
"क़सम","बऔसना","nonword","word","nonword",NA
"जैविक","१अहा","nonword","word","nonword",NA
"कम करना","चेतajay","nonword","word","nonword",NA
"प्रशंसनीय","चेतajay","nonword","word","nonword",NA
"फाइनेंसिंग","ठ०नल","nonword","word","nonword",NA
"मनोविज्ञान","चैयbill","nonword","word","nonword",NA
"संपदा","चोधpardhi","nonword","word","nonword",NA
"महामारी","छडसउ","nonword","word","nonword",NA
"लड़ाई","णव","nonword","word","nonword",NA
"प्रतीक","ଗୟत्र","nonword","word","nonword",NA
"कवच","छुट्રત","nonword","word","nonword",NA
"प्रदर्शन","ज़ंगशaddition","nonword","word","nonword",NA
"घुटना","کےगल","nonword","word","nonword",NA
"वायुमंडल","ઈસजीर","nonword","word","nonword",NA
