"sr_cue","sr_target","type","cue_type","target_type","sr_cosine"
"уствативан","удатељ","nonword","nonword","nonword",NA
"кинем","произвеглeдa","nonword","nonword","nonword",NA
"опуност","министарлност","nonword","nonword","nonword",NA
"костарца","хероском","nonword","nonword","nonword",NA
"шминнимни","оставдемија","nonword","nonword","nonword",NA
"мастерја","мозив","nonword","nonword","nonword",NA
"woв","шкарците","nonword","nonword","nonword",NA
"одлутити","брсрећна","nonword","nonword","nonword",NA
"вериш","нампу","nonword","nonword","nonword",NA
"нинуо","не мдрум","nonword","nonword","nonword",NA
"милосрлност","некретно","nonword","nonword","nonword",NA
"генерамплет","пиној","nonword","nonword","nonword",NA
"у субтљај","ветез","nonword","nonword","nonword",NA
"удаћи","ouо","nonword","nonword","nonword",NA
"nzуч","гредњи","nonword","nonword","nonword",NA
"плашититланд","пријатељлност","nonword","nonword","nonword",NA
"на вминг","опклаца","nonword","nonword","nonword",NA
"џунха","шваман","nonword","nonword","nonword",NA
"дефре","свије","nonword","nonword","nonword",NA
"довежбао","спосник","nonword","nonword","nonword",NA
"лестерја","ммин","nonword","nonword","nonword",NA
"разре","лиlk","nonword","nonword","nonword",NA
"кућко","концензнуо","nonword","nonword","nonword",NA
"гла","стома","nonword","nonword","nonword",NA
"морка","истинно поље","nonword","nonword","nonword",NA
"књија","nlук","nonword","nonword","nonword",NA
"трејмент","познаоћи","nonword","nonword","nonword",NA
"каумрети","церебраством","nonword","nonword","nonword",NA
"сврачиште","мудростција","nonword","nonword","nonword",NA
"тођај","искребедити","nonword","nonword","nonword",NA
"крab","пацир","nonword","nonword","nonword",NA
"овланетни","умреција","nonword","nonword","nonword",NA
"купих","фатастиш","nonword","nonword","nonword",NA
"гнесор","достојанлност","nonword","nonword","nonword",NA
"факурург","звола","nonword","nonword","nonword",NA
"слатштење","барба","nonword","nonword","nonword",NA
"отвозак","леувреда","nonword","nonword","nonword",NA
"подрквог","броне","nonword","nonword","nonword",NA
"мосор","дофом","nonword","nonword","nonword",NA
"ствујекат","пројеквреј","nonword","nonword","nonword",NA
"усталази","априлитет","nonword","nonword","nonword",NA
"хопад","сведочанлност","nonword","nonword","nonword",NA
"костимтар","теци","nonword","nonword","nonword",NA
"углавмистичан","свешња","nonword","nonword","nonword",NA
"свевоз","активство","nonword","nonword","nonword",NA
"цекић","стварживети","nonword","nonword","nonword",NA
"огромлепити","конна","nonword","nonword","nonword",NA
"проданпут","ведем","nonword","nonword","nonword",NA
"киломелност","амени","nonword","nonword","nonword",NA
"плелук","оптуно","nonword","nonword","nonword",NA
"шибот","преуметник","nonword","nonword","nonword",NA
"духоспао","стрпљетивирати","nonword","nonword","nonword",NA
"изузелност","локаквој","nonword","nonword","nonword",NA
"радга","разлископ","nonword","nonword","nonword",NA
"апела","озбиљмповање","nonword","nonword","nonword",NA
"нодњу","у утзних","nonword","nonword","nonword",NA
"инстронг","вешти","nonword","nonword","nonword",NA
"ваљџа","животизврат","nonword","nonword","nonword",NA
"грецем","винка","nonword","nonword","nonword",NA
"ковепсио","огромхвалити","nonword","nonword","nonword",NA
"теден","стварноставан","nonword","nonword","nonword",NA
"изљим","сјад","nonword","nonword","nonword",NA
"ситуацистронг","нои","nonword","nonword","nonword",NA
"држалост","вимак","nonword","nonword","nonword",NA
"dwао","ценот","nonword","nonword","nonword",NA
"понистра","педог","nonword","nonword","nonword",NA
"стаесн","комуникацијалност","nonword","nonword","nonword",NA
"патро","исправвероватно","nonword","nonword","nonword",NA
"раосновнати","вaр","nonword","nonword","nonword",NA
"популацистинкт","снаску","nonword","nonword","nonword",NA
"земљоској","бимог","nonword","nonword","nonword",NA
"погреског","лтета","nonword","nonword","nonword",NA
"баваш","авити","nonword","nonword","nonword",NA
"страдњу","проброј","nonword","nonword","nonword",NA
"хлvx","плашитиблдор","nonword","nonword","nonword",NA
"онт","исправнобарица","nonword","nonword","nonword",NA
"тврдојорк","стрпљетографија","nonword","nonword","nonword",NA
"тајга","вадљив","nonword","nonword","nonword",NA
"партка","поправисност","nonword","nonword","nonword",NA
"стварпознати","садрстер","nonword","nonword","nonword",NA
"зника","покуслио","nonword","nonword","nonword",NA
"трејса","огромцелити","nonword","nonword","nonword",NA
"слутребно","супротја","nonword","nonword","nonword",NA
"жио","проквим","nonword","nonword","nonword",NA
"наочалност","саагента","nonword","nonword","nonword",NA
"поврестварно","предража","nonword","nonword","nonword",NA
"шњење","изуметник","nonword","nonword","nonword",NA
"суперзнаш","поручилност","nonword","nonword","nonword",NA
"рожви","оставина","nonword","nonword","nonword",NA
"тваца","главрење","nonword","nonword","nonword",NA
"забринуздрав","утикон","nonword","nonword","nonword",NA
"тучег","дежиш","nonword","nonword","nonword",NA
"радионистинкт","стрпљеговорити","nonword","nonword","nonword",NA
"убрски","петон","nonword","nonword","nonword",NA
"пашак","поздравдити","nonword","nonword","nonword",NA
"смесем","ујаво","nonword","nonword","nonword",NA
"оставстручити","сенаглас","nonword","nonword","nonword",NA
