sr_cue,sr_target,type,cue_type,target_type,sr_cosine
сениор,оминал,nonword,word,nonword,0.584710982607377
пулс,систи,nonword,word,nonword,0.584710982607377
кромпир,фунбол,nonword,word,nonword,0.584710982607377
минимум,упродром,nonword,word,nonword,0.584710982607377
сачувати,систи,nonword,word,nonword,0.584710982607377
процес,кар,nonword,word,nonword,0.584710982607377
лимунада,сиштољ,nonword,word,nonword,0.584710982607377
годишњица,сканзде,nonword,word,nonword,0.584710982607377
битка,фрамнути,nonword,word,nonword,0.584710982607377
вредан,уртаниште,nonword,word,nonword,0.584710982607377
пумпа,одлачити,nonword,word,nonword,0.584710982607377
истопити,скрожем,nonword,word,nonword,0.584710982607377
спреман,златпити,nonword,word,nonword,0.584710982607377
будућност,ераб,nonword,word,nonword,0.584710982607377
неспособан,днева,nonword,word,nonword,0.584710982607377
адвокат,симлавој,nonword,word,nonword,0.584710982607377
хоби,дрешнина,nonword,word,nonword,0.584710982607377
мед,слибро,nonword,word,nonword,0.584710982607377
септембар,засмо,nonword,word,nonword,0.584710982607377
узбуна,прога,nonword,word,nonword,0.584710982607377
унук,слуоблака,nonword,word,nonword,0.584710982607377
отпор,одлуњити,nonword,word,nonword,0.584710982607377
снага,квиће,nonword,word,nonword,0.584710982607377
браво,смас,nonword,word,nonword,0.584710982607377
капацитет,изашавина,nonword,word,nonword,0.584710982607377
банана,смезио,nonword,word,nonword,0.584710982607377
аматерски,снаску,nonword,word,nonword,0.584710982607377
план,снаблем,nonword,word,nonword,0.584710982607377
декан,снисци,nonword,word,nonword,0.584710982607377
сличан,играмање,nonword,word,nonword,0.584710982607377
коцкање,кендани ток,nonword,word,nonword,0.584710982607377
карактер,хак,nonword,word,nonword,0.584710982607377
паметан,содневни,nonword,word,nonword,0.584710982607377
снага,чујда,nonword,word,nonword,0.584710982607377
посао,аус,nonword,word,nonword,0.584710982607377
канцелар,обровати,nonword,word,nonword,0.584710982607377
глас,споваћа ситингс,nonword,word,nonword,0.584710982607377
рукотворина,спасислио,nonword,word,nonword,0.584710982607377
сирена,нeкoлитакуларни,nonword,word,nonword,0.584710982607377
својевољно,нeкoлицијалиста,nonword,word,nonword,0.584710982607377
тежак,спољамљен,nonword,word,nonword,0.584710982607377
применити,свох,nonword,word,nonword,0.584710982607377
бубрег,објерт,nonword,word,nonword,0.584710982607377
путник,способство,nonword,word,nonword,0.584710982607377
рерна,отвобрна,nonword,word,nonword,0.584710982607377
фаза,срегле,nonword,word,nonword,0.584710982607377
гувернер,стор,nonword,word,nonword,0.584710982607377
неправда,паспом,nonword,word,nonword,0.584710982607377
слетети,предвити,nonword,word,nonword,0.584710982607377
пикник,умрза,nonword,word,nonword,0.584710982607377
тост,ставак,nonword,word,nonword,0.584710982607377
мозак,манамурс,nonword,word,nonword,0.584710982607377
шта,стир,nonword,word,nonword,0.584710982607377
понудити,уклоница,nonword,word,nonword,0.584710982607377
кабл,стаслевац,nonword,word,nonword,0.584710982607377
тело,стазач,nonword,word,nonword,0.584710982607377
хирург,главрење,nonword,word,nonword,0.584710982607377
фактор,стеј,nonword,word,nonword,0.584710982607377
текст,укралица,nonword,word,nonword,0.584710982607377
полупречник,обратина,nonword,word,nonword,0.584710982607377
пристојан,страпа,nonword,word,nonword,0.584710982607377
попети се,албертегија,nonword,word,nonword,0.584710982607377
прогутати,инстинтина,nonword,word,nonword,0.584710982607377
топао,обрадија,nonword,word,nonword,0.584710982607377
краљевски,зграбина,nonword,word,nonword,0.584710982607377
тих,супротја,nonword,word,nonword,0.584710982607377
шериф,опређење,nonword,word,nonword,0.584710982607377
патити,хтеце,nonword,word,nonword,0.584710982607377
килограм,суочајно,nonword,word,nonword,0.584710982607377
расиста,сухтевсти,nonword,word,nonword,0.584710982607377
лепушкаст,тајсле,nonword,word,nonword,0.584710982607377
колонија,талезбеј,nonword,word,nonword,0.584710982607377
море,слимо,nonword,word,nonword,0.584710982607377
грех,табет,nonword,word,nonword,0.584710982607377
нормално,тавог,nonword,word,nonword,0.584710982607377
бискуп,ташио,nonword,word,nonword,0.584710982607377
сто,чврџет,nonword,word,nonword,0.584710982607377
крпа,нeкoлилевизија,nonword,word,nonword,0.584710982607377
потребан,вeрoвaтлефон,nonword,word,nonword,0.584710982607377
велики,нeкoлимпература,nonword,word,nonword,0.584710982607377
перон,тетру,nonword,word,nonword,0.584710982607377
здраво,озбиљорија,nonword,word,nonword,0.584710982607377
благо,телет,nonword,word,nonword,0.584710982607377
конференција,тећој,nonword,word,nonword,0.584710982607377
сада,теџи,nonword,word,nonword,0.584710982607377
злочинац,опреника,nonword,word,nonword,0.584710982607377
опрема,момчан,nonword,word,nonword,0.584710982607377
кожа,ђам,nonword,word,nonword,0.584710982607377
повећати,тинејграм,nonword,word,nonword,0.584710982607377
сув,уплашина,nonword,word,nonword,0.584710982607377
амбасада,ујаво,nonword,word,nonword,0.584710982607377
софа,иј,nonword,word,nonword,0.584710982607377
отварање,срећнадо,nonword,word,nonword,0.584710982607377
ракета,дента,nonword,word,nonword,0.584710982607377
бежати,трагистим,nonword,word,nonword,0.584710982607377
равнотежа,традиционастрпљив,nonword,word,nonword,0.584710982607377
патња,датка,nonword,word,nonword,0.584710982607377
профит,трбустиш,nonword,word,nonword,0.584710982607377
сексуални,тргоспод,nonword,word,nonword,0.584710982607377
хлеб,остаба,nonword,word,nonword,0.584710982607377
фунта,нои,nonword,word,nonword,0.584710982607377
омогућити,ричка,nonword,word,nonword,0.584710982607377
африка,блиструк,nonword,word,nonword,0.584710982607377
подршка,троузмеш,nonword,word,nonword,0.584710982607377
кандидат,враноћа,nonword,word,nonword,0.584710982607377
извештавати,тужиству,nonword,word,nonword,0.584710982607377
бомба,тужак,nonword,word,nonword,0.584710982607377
туш,укока,nonword,word,nonword,0.584710982607377
статус,унуљео,nonword,word,nonword,0.584710982607377
мекан,окрутпуно,nonword,word,nonword,0.584710982607377
вена,утлених,nonword,word,nonword,0.584710982607377
хемијски,јанство,nonword,word,nonword,0.584710982607377
опоравити се,јефти,nonword,word,nonword,0.584710982607377
пасти,тваца,nonword,word,nonword,0.584710982607377
кашаљ,изјадити,nonword,word,nonword,0.584710982607377
цивилни,удапад,nonword,word,nonword,0.584710982607377
краљица,ужашиш,nonword,word,nonword,0.584710982607377
фабрика,вае,nonword,word,nonword,0.584710982607377
вечера,узбустим,nonword,word,nonword,0.584710982607377
коњица,вероватнетати,nonword,word,nonword,0.584710982607377
одељак,узфер,nonword,word,nonword,0.584710982607377
место,скамнорма,nonword,word,nonword,0.584710982607377
рећи,слупис,nonword,word,nonword,0.584710982607377
звер,краз,nonword,word,nonword,0.584710982607377
драматичан,женца,nonword,word,nonword,0.584710982607377
робот,ствачица,nonword,word,nonword,0.584710982607377
судба,мговити,nonword,word,nonword,0.584710982607377
паук,кратжити,nonword,word,nonword,0.584710982607377
идеалан,рофта,nonword,word,nonword,0.584710982607377
слободно,ушлати,nonword,word,nonword,0.584710982607377
