"ca_target,"ca_cue","type","target_type","cue_type","ca_cosine"
"a algún lloc","cock","nonword","word","nonword",NA
"gran","coba","nonword","word","nonword",NA
"programa","julera","nonword","word","nonword",NA
"segur","coiu","nonword","word","nonword",NA
"aconteixement","coeta","nonword","word","nonword",NA
"cent","coirlega","nonword","word","nonword",NA
"cruel","coarlegi","nonword","word","nonword",NA
"migdia","cofèlisionar","nonword","word","nonword",NA
"passió","corflocar","nonword","word","nonword",NA
"llangardaix","copania","nonword","word","nonword",NA
"pescar","comandetent","nonword","word","nonword",NA
"circ","comanduit","nonword","word","nonword",NA
"democràcia","coetatre","nonword","word","nonword",NA
"patètic","combinenió","nonword","word","nonword",NA
"criatura","comeapari","nonword","word","nonword",NA
"porc","comeogial","nonword","word","nonword",NA
"gravació","comisser","nonword","word","nonword",NA
"òbviament","compancla","nonword","word","nonword",NA
"feble","comptasiu","nonword","word","nonword",NA
"cançó","competllió","nonword","word","nonword",NA
"pols","complissnt","nonword","word","nonword",NA
"devoció","cogarar","nonword","word","nonword",NA
"depressió","comprodcs","nonword","word","nonword",NA
"protocol","preote","nonword","word","nonword",NA
"cerebral","copeat","nonword","word","nonword",NA
"bruixa","comull","nonword","word","nonword",NA
"bye","concedei","nonword","word","nonword",NA
"gràcies","concbote","nonword","word","nonword",NA
"por","concomsió","nonword","word","nonword",NA
"cuina","conditr","nonword","word","nonword",NA
"costa","conferadcia","nonword","word","nonword",NA
"festa","coàniança","nonword","word","nonword",NA
"noies","conffumació","nonword","word","nonword",NA
"inmmund","covelicte","nonword","word","nonword",NA
"cartera","coatortable","nonword","word","nonword",NA
"cigar","congrasilar","nonword","word","nonword",NA
"amor","coorell","nonword","word","nonword",NA
"romàntic","consell derxinistres","nonword","word","nonword",NA
"alegria","demostrador","nonword","word","nonword",NA
"embaràs","considerit","nonword","word","nonword",NA
"vàbil","consumració","nonword","word","nonword",NA
"pare","constratció","nonword","word","nonword",NA
"al·lucinació","contlete","nonword","word","nonword",NA
"salvador","contaminenió","nonword","word","nonword",NA
"agència","contudir","nonword","word","nonword",NA
"modest","contudir","nonword","word","nonword",NA
"suposició","contralle","nonword","word","nonword",NA
"maionesa","contarl","nonword","word","nonword",NA
"dona","cortársa","nonword","word","nonword",NA
"federacoó","coitjar","nonword","word","nonword",NA
"matí","conntge","nonword","word","nonword",NA
"fals","coroll","nonword","word","nonword",NA
"heretar","coelecte","nonword","word","nonword",NA
"saber","coguer","nonword","word","nonword",NA
"quantitat","conyeu","nonword","word","nonword",NA
"retornar","coeïa","nonword","word","nonword",NA
"aeroport","iïs","nonword","word","nonword",NA
"dimarts","crtució","nonword","word","nonword",NA
"muntanya","crlor","nonword","word","nonword",NA
"dispositiu","craait","nonword","word","nonword",NA
"continuar","quític","nonword","word","nonword",NA
"epidèmia","cruijet","nonword","word","nonword",NA
"marina","ndadre","nonword","word","nonword",NA
"cowboy","àﬁc","nonword","word","nonword",NA
"desgràcia","cuinse","nonword","word","nonword",NA
"acostar-se","yal","nonword","word","nonword",NA
"molestar","tillera","nonword","word","nonword",NA
"capella","cuocura","nonword","word","nonword",NA
"cavall","tart","nonword","word","nonword",NA
"sistema","ntdes","nonword","word","nonword",NA
"exhibició","tsubada","nonword","word","nonword",NA
"plànol","ervall","nonword","word","nonword",NA
"prohibició","davantþie","nonword","word","nonword",NA
"ventilació","dapinter","nonword","word","nonword",NA
"concert","deohovembre","nonword","word","nonword",NA
"propietari","de sobvi","nonword","word","nonword",NA
"saltar","delfant en tant","nonword","word","nonword",NA
"lluitador","descarase","nonword","word","nonword",NA
"personalitat","deño","nonword","word","nonword",NA
"conill","deacar","nonword","word","nonword",NA
"hivern","desfcat","nonword","word","nonword",NA
"bala","defe","nonword","word","nonword",NA
"congelar","debient","nonword","word","nonword",NA
"confirmar","desoportunes","nonword","word","nonword",NA
"barret","dertans","nonword","word","nonword",NA
"realment","descrigie","nonword","word","nonword",NA
"espectacular","dedestra","nonword","word","nonword",NA
"caminar","deørg","nonword","word","nonword",NA
"equipar","dequí","nonword","word","nonword",NA
"element","depositador","nonword","word","nonword",NA
"sobre","yeu","nonword","word","nonword",NA
"causar","diréant","nonword","word","nonword",NA
"centímetre","scàriament","nonword","word","nonword",NA
"fortament","imarrea","nonword","word","nonword",NA
"amable","reccionari","nonword","word","nonword",NA
"tancat","dictsting","nonword","word","nonword",NA
"senador","dillvés","nonword","word","nonword",NA
"noi","ditostia","nonword","word","nonword",NA
"comissionat","dipleda","nonword","word","nonword",NA
"microscopi","ger","nonword","word","nonword",NA
"probalment","diremuió","nonword","word","nonword",NA
"mag","marigir","nonword","word","nonword",NA
"determinació","marigir","nonword","word","nonword",NA
"riure","discinció","nonword","word","nonword",NA
"erecció","discess","nonword","word","nonword",NA
"addcional","dissevte","nonword","word","nonword",NA
"taronja","distfacia","nonword","word","nonword",NA
"declaració","uet","nonword","word","nonword",NA
"directament","aixasa","nonword","word","nonword",NA
"intel · ligent","divotaiar","nonword","word","nonword",NA
"realista","mfa","nonword","word","nonword",NA
"presó","puble","nonword","word","nonword",NA
"societat anònima","domé","nonword","word","nonword",NA
"dansa","salent","nonword","word","nonword",NA
"empresonament","ròs","nonword","word","nonword",NA
"absurd","dope","nonword","word","nonword",NA
"irònic","donvier","nonword","word","nonword",NA
"casament","otac","nonword","word","nonword",NA
"notable","drrca","nonword","word","nonword",NA
"nació","parabrica","nonword","word","nonword",NA
"emperador","drie","nonword","word","nonword",NA
"artèria","duère","nonword","word","nonword",NA
"activitat","wer","nonword","word","nonword",NA
"carn","duaga","nonword","word","nonword",NA
"infecció","ésd","nonword","word","nonword",NA
"producte","edrlat","nonword","word","nonword",NA
"hamburguesa","eime","nonword","word","nonword",NA
"ocell","rrecció","nonword","word","nonword",NA
"ofendre","elaginar","nonword","word","nonword",NA
"posar","embrionant","nonword","word","nonword",NA
"ple","empainar","nonword","word","nonword",NA
"local","emperqa","nonword","word","nonword",NA
"egoista","en unalçltra part","nonword","word","nonword",NA
"llegenda","encarr","nonword","word","nonword",NA
"mecànic","enspic","nonword","word","nonword",NA
"ràbia","enxecament","nonword","word","nonword",NA
"campionat","enginyav","nonword","word","nonword",NA
"adrenalina","enginyno","nonword","word","nonword",NA
"planificació","entolt","nonword","word","nonword",NA
"ubicació","entrom","nonword","word","nonword",NA
"monasteri","esbrinador","nonword","word","nonword",NA
"perill","entravà","nonword","word","nonword",NA
"treballador","entusihame","nonword","word","nonword",NA
"procediment","enveròs","nonword","word","nonword",NA
"individual","equianbri","nonword","word","nonword",NA
"completament","eqjop","nonword","word","nonword",NA
"dinar","erhir","nonword","word","nonword",NA
"humor","escarir","nonword","word","nonword",NA
"espelma","esclès","nonword","word","nonword",NA
"corbata","escostir","nonword","word","nonword",NA
"confessar","escoamar","nonword","word","nonword",NA
"camp de batalla","escombrevaes","nonword","word","nonword",NA
"actor","eseat","nonword","word","nonword",NA
"periodista","esonrrapar","nonword","word","nonword",NA
"nord","esglyoia","nonword","word","nonword",NA
"produir","esparear","nonword","word","nonword",NA
"cogó","salasa","nonword","word","nonword",NA
"amic","esrotlla","nonword","word","nonword",NA
"grup","essicial","nonword","word","nonword",NA
"elecció","espealacle","nonword","word","nonword",NA
"xocolata","esperasia","nonword","word","nonword",NA
"rendiment","esagrar","nonword","word","nonword",NA
"galta","esila","nonword","word","nonword",NA
"estat","essenal","nonword","word","nonword",NA
"enviar","espicsatge","nonword","word","nonword",NA
"creure","eslmena","nonword","word","nonword",NA
"elegant","esquelètise","nonword","word","nonword",NA
"llagosta","esquneol","nonword","word","nonword",NA
"efecte","estark","nonword","word","nonword",NA
"silenci","essit","nonword","word","nonword",NA
"suficient","escorar","nonword","word","nonword",NA
"sa","escou","nonword","word","nonword",NA
"vitamina","estòtec","nonword","word","nonword",NA
"orella","estruo","nonword","word","nonword",NA
"llargada","estron","nonword","word","nonword",NA
"agraïr","estublant","nonword","word","nonword",NA
"únic","etlan","nonword","word","nonword",NA
"criteri","ndidència","nonword","word","nonword",NA
"títol","evolerió","nonword","word","nonword",NA
"traïdor","extaen","nonword","word","nonword",NA
"intenció","exarians","nonword","word","nonword",NA
"empremta","excenw· lent","nonword","word","nonword",NA
"sobreviure","excestional","nonword","word","nonword",NA
"vaixell","vòit","nonword","word","nonword",NA
"lleig","experigacia","nonword","word","nonword",NA
"inspiració","experibant","nonword","word","nonword",NA
"empipat","expeega","nonword","word","nonword",NA
"micròfon","expltzació","nonword","word","nonword",NA
"porta","exntosió","nonword","word","nonword",NA
"per acabar","excta","nonword","word","nonword",NA
"llop","extrroadament","nonword","word","nonword",NA
"ordinador","submica","nonword","word","nonword",NA
"atacant","factus","nonword","word","nonword",NA
"armadura","fareilla","nonword","word","nonword",NA
"electricitat","tols","nonword","word","nonword",NA
"explosió","röm","nonword","word","nonword",NA
"dècada","fald","nonword","word","nonword",NA
"comissió","farés","nonword","word","nonword",NA
"ceba","xaderal","nonword","word","nonword",NA
"entendre","annomen","nonword","word","nonword",NA
"coll","yar","nonword","word","nonword",NA
"lloguer","fexerse","nonword","word","nonword",NA
"seleccionar","feug","nonword","word","nonword",NA
"polític","feiyament","nonword","word","nonword",NA
"sabata","fecto","nonword","word","nonword",NA
"disparar","anança","nonword","word","nonword",NA
"clàssic","fiellitat","nonword","word","nonword",NA
"pres","nella","nonword","word","nonword",NA
"regne","fistsofia","nonword","word","nonword",NA
"firma","bonal","nonword","word","nonword",NA
"fer xantatge","bonal","nonword","word","nonword",NA
"combat","finançent","nonword","word","nonword",NA
"pare","financerseent","nonword","word","nonword",NA
"molt","finaltes","nonword","word","nonword",NA
"parlar","canestra","nonword","word","nonword",NA
"impressionar","ígra","nonword","word","nonword",NA
"tenis","mønica","nonword","word","nonword",NA
"senyal","atxar","nonword","word","nonword",NA
"oxígen","pec","nonword","word","nonword",NA
"comerciant","fompre","nonword","word","nonword",NA
"infància","gint","nonword","word","nonword",NA
"harmonia","gint","nonword","word","nonword",NA
"promesa","bara","nonword","word","nonword",NA
"escriptura","fogma","nonword","word","nonword",NA
"al cap i a la fi","fogma","nonword","word","nonword",NA
"esquerre","foïda","nonword","word","nonword",NA
"carreró","fofaigó","nonword","word","nonword",NA
"preparar-se","folt","nonword","word","nonword",NA
"intimitat","fodo","nonword","word","nonword",NA
"farina","fothor","nonword","word","nonword",NA
"uniforme","frcàment","nonword","word","nonword",NA
"temperatura","freqnencia","nonword","word","nonword",NA
"encantador","frinc","nonword","word","nonword",NA
"pensar","stgir","nonword","word","nonword",NA
"a sobre de","lím","nonword","word","nonword",NA
"venus","rancionar","nonword","word","nonword",NA
"irresponsable","fukar","nonword","word","nonword",NA
"teixit","galefoa","nonword","word","nonword",NA
"jurament","ganiet","nonword","word","nonword",NA
"servent","etrantitzar","nonword","word","nonword",NA
"preguntar","ües","nonword","word","nonword",NA
"restaurant","armarador","nonword","word","nonword",NA
"constitució","puneral","nonword","word","nonword",NA
"fugitiu","geey","nonword","word","nonword",NA
"beisbol","horent","nonword","word","nonword",NA
"formiga","agrmana","nonword","word","nonword",NA
"màquina","bast","nonword","word","nonword",NA
"cadira","hura","nonword","word","nonword",NA
"perspectiva","gunacosa","nonword","word","nonword",NA
"comunitat","orlf","nonword","word","nonword",NA
"polsós","zis","nonword","word","nonword",NA
"forat","iet","nonword","word","nonword",NA
"perillós","anomenador","nonword","word","nonword",NA
"definia","orvernar","nonword","word","nonword",NA
"dibuixar","xia","nonword","word","nonword",NA
"importància","raan","nonword","word","nonword",NA
"content","raanger","nonword","word","nonword",NA
"cementiri","granyia","nonword","word","nonword",NA
"conductora","gratònicació","nonword","word","nonword",NA
"generalment","grxe","nonword","word","nonword",NA
"amb freqüència","avany","nonword","word","nonword",NA
"sord","guanmir","nonword","word","nonword",NA
"forquilla","gucada","nonword","word","nonword",NA
"document","rrerra","nonword","word","nonword",NA
"camí","gucalot","nonword","word","nonword",NA
"contrari","guda","nonword","word","nonword",NA
"quarter general","haputació","nonword","word","nonword",NA
"inspecció","hasatual","nonword","word","nonword",NA
"comunicació","hesai","nonword","word","nonword",NA
"proveir-se","pestorial","nonword","word","nonword",NA
"seure","hoon","nonword","word","nonword",NA
"sense valor","adme","nonword","word","nonword",NA
