"pt_cue","pt_target","type","cue_type","target_type","pt_cosine"
"morte","cotrança","nonword","word","nonword",NA
"entusiasmo","coprancer","nonword","word","nonword",NA
"autógrafo","conhecimentomashevsky","nonword","word","nonword",NA
"entrar","conseguía","nonword","word","nonword",NA
"tabela","stephatantemente","nonword","word","nonword",NA
"sanduíche","baquátituição","nonword","word","nonword",NA
"propriedade","aprotrução","nonword","word","nonword",NA
"agarrar","consríeis","nonword","word","nonword",NA
"auxilia","convic","nonword","word","nonword",NA
"olho","concluíte","nonword","word","nonword",NA
"abertura","concluírio","nonword","word","nonword",NA
"inteligente","concripto","nonword","word","nonword",NA
"incidente","cópiaratha","nonword","word","nonword",NA
"tesouro","coraagresso","nonword","word","nonword",NA
"naturalmente","lhada","nonword","word","nonword",NA
"destino","corolhas","nonword","word","nonword",NA
"vermelho","transporação","nonword","word","nonword",NA
"absolutamente","truireto","nonword","word","nonword",NA
"calor","truirida","nonword","word","nonword",NA
"atômico","guntar","nonword","word","nonword",NA
"açúcar","neuta","nonword","word","nonword",NA
"susto","rubnio","nonword","word","nonword",NA
"carga","ishaança","nonword","word","nonword",NA
"xingar","criatividadelinqüen","nonword","word","nonword",NA
"imperial","aguenatura","nonword","word","nonword",NA
"agricultor","marme","nonword","word","nonword",NA
"baixa","roquíminoso","nonword","word","nonword",NA
"secundário","rêsse","nonword","word","nonword",NA
"rasgar","crisney","nonword","word","nonword",NA
"equipamento","calypmetro","nonword","word","nonword",NA
"crédito","borel","nonword","word","nonword",NA
"rio","raphaeldade","nonword","word","nonword",NA
"distância","atrapado","nonword","word","nonword",NA
"dramático","culou","nonword","word","nonword",NA
"sujo","fraça","nonword","word","nonword",NA
"orgulho","ñor","nonword","word","nonword",NA
"cova","afircada","nonword","word","nonword",NA
"país","desaphiração","nonword","word","nonword",NA
"nu","decal","nonword","word","nonword",NA
"poeta","destrider","nonword","word","nonword",NA
"pesquisa","definichiwa","nonword","word","nonword",NA
"incapacidade","deimão","nonword","word","nonword",NA
"resgate","deirai","nonword","word","nonword",NA
"peso","deliciosomething","nonword","word","nonword",NA
"cozinheiro","denharsão","nonword","word","nonword",NA
"paranoico.","demofluência","nonword","word","nonword",NA
"seda","derehamtração","nonword","word","nonword",NA
"impressionante","orite","nonword","word","nonword",NA
"perdão","dericksão","nonword","word","nonword",NA
"preocupado","schwartzwalderrota","nonword","word","nonword",NA
"construção","desaquez","nonword","word","nonword",NA
"relativo","desagradáwright","nonword","word","nonword",NA
"ao controle","desaparecimentomashevsky","nonword","word","nonword",NA
"chamar","desapontamentomashevsky","nonword","word","nonword",NA
"bombear","descosequêncido","nonword","word","nonword",NA
"permissão","desinacção","nonword","word","nonword",NA
"sul","desequem","nonword","word","nonword",NA
"companhia","desequei","nonword","word","nonword",NA
"decente","desenvolvimentomashevsky","nonword","word","nonword",NA
"diário","quantino","nonword","word","nonword",NA
"chegar","desadopção","nonword","word","nonword",NA
"sombra","devonshiminação","nonword","word","nonword",NA
"nada","deexaustive","nonword","word","nonword",NA
"armadilha","deçam","nonword","word","nonword",NA
"serviço","devogler","nonword","word","nonword",NA
"potencial","demandbro","nonword","word","nonword",NA
"nobre","diaring","nonword","word","nonword",NA
"certo","difecluíste","nonword","word","nonword",NA
"pessoa","aplaunidade","nonword","word","nonword",NA
"canela","dinatalyate","nonword","word","nonword",NA
"macho","gang.","nonword","word","nonword",NA
"subestimar","diamarro","nonword","word","nonword",NA
"unha","diretaatraíste","nonword","word","nonword",NA
"preservar","diregres","nonword","word","nonword",NA
"inspirar","distraisão","nonword","word","nonword",NA
"veja","alphonpositivo","nonword","word","nonword",NA
"maratona","aproputa","nonword","word","nonword",NA
"saldo","plantante","nonword","word","nonword",NA
"camisa","disquanto","nonword","word","nonword",NA
"rocha","divilhar","nonword","word","nonword",NA
"habilitar","divinhas","nonword","word","nonword",NA
"estágio","doalhei","nonword","word","nonword",NA
"pulso","documentomashevsky","nonword","word","nonword",NA
"cimento","doentrei","nonword","word","nonword",NA
"ketchup","apreente","nonword","word","nonword",NA
"dourado","dómen","nonword","word","nonword",NA
"anel","dobrargo","nonword","word","nonword",NA
"gás","eir","nonword","word","nonword",NA
"sargento","quamir","nonword","word","nonword",NA
"unidade","sistor","nonword","word","nonword",NA
"meia-noite","duzes","nonword","word","nonword",NA
"escavação","ceiro","nonword","word","nonword",NA
"comboio","aponcação","nonword","word","nonword",NA
"vinho","chento","nonword","word","nonword",NA
"sensacional","efisoe","nonword","word","nonword",NA
"fome","truísta","nonword","word","nonword",NA
"janela","druggante","nonword","word","nonword",NA
"bombear","inesção","nonword","word","nonword",NA
"céu","exaltor","nonword","word","nonword",NA
"gestão","abdômento","nonword","word","nonword",NA
"apavorante","elesequêncidade","nonword","word","nonword",NA
"foco","triptrico","nonword","word","nonword",NA
"mental","em algum telly","nonword","word","nonword",NA
"arbusto","em formdrais","nonword","word","nonword",NA
"natural","traugência","nonword","word","nonword",NA
"derreter","aprescional","nonword","word","nonword",NA
"diarréia","empreendeathwat","nonword","word","nonword",NA
"arte","emblackgada","nonword","word","nonword",NA
"dirigir","embaquátimo","nonword","word","nonword",NA
"racista","englishtador","nonword","word","nonword",NA
"caçando","englishtador","nonword","word","nonword",NA
"seco","enconcluí","nonword","word","nonword",NA
"roubo","enconnais","nonword","word","nonword",NA
"embaixador","atorgia","nonword","word","nonword",NA
"chegada","endlessçado","nonword","word","nonword",NA
"comercial","ensiveis","nonword","word","nonword",NA
"veículo","entersect","nonword","word","nonword",NA
"instinto","enacorda","nonword","word","nonword",NA
"princesa","adopdemia","nonword","word","nonword",NA
"doente","acessódio","nonword","word","nonword",NA
"topo","montpar","nonword","word","nonword",NA
"sair","exaspe","nonword","word","nonword",NA
"motivo","giução","nonword","word","nonword",NA
"arsenal.","calro","nonword","word","nonword",NA
"voluntário","estigüidalo","nonword","word","nonword",NA
"corre","escaguem","nonword","word","nonword",NA
"fim","escobris","nonword","word","nonword",NA
"calibre","escrebushido","nonword","word","nonword",NA
"fracassado","espulôver","nonword","word","nonword",NA
"presa","esalastor","nonword","word","nonword",NA
"visualizar","estaçäotório","nonword","word","nonword",NA
"telescópio","espatrickte","nonword","word","nonword",NA
"colher","especialistakahashi","nonword","word","nonword",NA
"círculo","espegues","nonword","word","nonword",NA
"contaminação","espenhei","nonword","word","nonword",NA
"monge","espetacuwright","nonword","word","nonword",NA
"navegação","espíritomashevsky","nonword","word","nonword",NA
"terminal","eslhaste","nonword","word","nonword",NA
"vô","esamassa","nonword","word","nonword",NA
"foguete","estagens","nonword","word","nonword",NA
"curto","espreido","nonword","word","nonword",NA
"fofoca","estáball","nonword","word","nonword",NA
"positivo","estituir","nonword","word","nonword",NA
"tour","españolgeiro","nonword","word","nonword",NA
"às vezes","esolhinho","nonword","word","nonword",NA
"inteligente","españoltégia","nonword","word","nonword",NA
"baixo","escharla","nonword","word","nonword",NA
"secretário","espiõestura","nonword","word","nonword",NA
"caridade","esprende","nonword","word","nonword",NA
"operar","estupitrais","nonword","word","nonword",NA
"cobertor","espiõespido","nonword","word","nonword",NA
"derrubar","eupiã","nonword","word","nonword",NA
"recusar","preito","nonword","word","nonword",NA
"considerar","sandwitualmente","nonword","word","nonword",NA
"quieto","apergerar","nonword","word","nonword",NA
"perfil","excetrackte","nonword","word","nonword",NA
"rim","extrairsivo","nonword","word","nonword",NA
"oposto","execupais","nonword","word","nonword",NA
"pesadelo","aliscício","nonword","word","nonword",NA
"palavra","braccito","nonword","word","nonword",NA
"urgente","exibioquí","nonword","word","nonword",NA
"física","exbrandir","nonword","word","nonword",NA
"tremor de terra","exomissão","nonword","word","nonword",NA
"legião","exagressivo","nonword","word","nonword",NA
"caracol","exatrasar","nonword","word","nonword",NA
"espinal","exaquino","nonword","word","nonword",NA
"escola superior","famin","nonword","word","nonword",NA
"oeste","fábri","nonword","word","nonword",NA
"quantidade","fares","nonword","word","nonword",NA
"substituir","fanes","nonword","word","nonword",NA
"evitar","praso","nonword","word","nonword",NA
"estômago","famísões","nonword","word","nonword",NA
"finalmente","fapresso","nonword","word","nonword",NA
"excelente","fantaques","nonword","word","nonword",NA
"status","fanbaquático","nonword","word","nonword",NA
"gosto","farinha de tjasthan","nonword","word","nonword",NA
"golfe","famos","nonword","word","nonword",NA
"babá","oix","nonword","word","nonword",NA
"infeliz","olz","nonword","word","nonword",NA
"digusting.","êm","nonword","word","nonword",NA
"otimista","femon","nonword","word","nonword",NA
"bússola","featordo","nonword","word","nonword",NA
"ioga","fetria","nonword","word","nonword",NA
"confiar em","feeld","nonword","word","nonword",NA
"bajular","federanhões","nonword","word","nonword",NA
"inglês","ferd","nonword","word","nonword",NA
"noite","fesac","nonword","word","nonword",NA
"regimento","fêlak","nonword","word","nonword",NA
"município","transriado","nonword","word","nonword",NA
"invasão","feguarda","nonword","word","nonword",NA
"aguarde","honta","nonword","word","nonword",NA
"senior","abratival","nonword","word","nonword",NA
"tormento","fiellingsworth","nonword","word","nonword",NA
"sherlock.","prongado","nonword","word","nonword",NA
"criação","firam","nonword","word","nonword",NA
"dois","janme","nonword","word","nonword",NA
"suicídio","fires","nonword","word","nonword",NA
"experimentar","finalivings","nonword","word","nonword",NA
"universo","finanpanthro","nonword","word","nonword",NA
"prática","financiamentomashevsky","nonword","word","nonword",NA
"difícil","financiamentomashevsky","nonword","word","nonword",NA
"grato","plassico","nonword","word","nonword",NA
"marido","flbi","nonword","word","nonword",NA
"arquivo","atenresta","nonword","word","nonword",NA
"objetivo","frendo","nonword","word","nonword",NA
"devagar","folam","nonword","word","nonword",NA
"valioso","mança","nonword","word","nonword",NA
"cavalaria","oquímiga","nonword","word","nonword",NA
"playboy.","cluístemente","nonword","word","nonword",NA
"paraíso","cluístemente","nonword","word","nonword",NA
"vivo","eventuna","nonword","word","nonword",NA
"botão","marto","nonword","word","nonword",NA
"oferta","foliõesgrafo","nonword","word","nonword",NA
"desperdício","blico","nonword","word","nonword",NA
"situação","franjid","nonword","word","nonword",NA
"sopa","danse","nonword","word","nonword",NA
"ritmo","danse","nonword","word","nonword",NA
"católico","bridde","nonword","word","nonword",NA
"prazer","fres","nonword","word","nonword",NA
"adolescência","hanta","nonword","word","nonword",NA
"vaca","rinta","nonword","word","nonword",NA
"que","fuexaustivo","nonword","word","nonword",NA
"inspetor","acrescional","nonword","word","nonword",NA
"obstáculo","zingão","nonword","word","nonword",NA
"lama","fútes","nonword","word","nonword",NA
"verifica","futebollingsworth","nonword","word","nonword",NA
"rachadura","galálers","nonword","word","nonword",NA
"banqueiro","galhei","nonword","word","nonword",NA
"modelo","garanhos","nonword","word","nonword",NA
"espião","triunçonete","nonword","word","nonword",NA
"passageiro","volfo","nonword","word","nonword",NA
"álbum","garoquei","nonword","word","nonword",NA
"dificuldade","garotomashevsky","nonword","word","nonword",NA
"o suficiente","cheirafa","nonword","word","nonword",NA
"admirar","sultar","nonword","word","nonword",NA
"vírus","ganis","nonword","word","nonword",NA
"batata","gaib","nonword","word","nonword",NA
"libra","gechihiroso","nonword","word","nonword",NA
"formato","genheimmente","nonword","word","nonword",NA
"confortável","gidei","nonword","word","nonword",NA
"leitura","thebal","nonword","word","nonword",NA
"chupar","cayria","nonword","word","nonword",NA
"força","gocharla","nonword","word","nonword",NA
"necessário","gojohnno","nonword","word","nonword",NA
"beijo","chengduado","nonword","word","nonword",NA
"câmera","torma","nonword","word","nonword",NA
"lucro","atindes","nonword","word","nonword",NA
"ninja.","gratigues","nonword","word","nonword",NA
"espionagem","grakenyattamente","nonword","word","nonword",NA
"roubar","consvação","nonword","word","nonword",NA
"reclamação","consvata","nonword","word","nonword",NA
"lixo","gravilhão","nonword","word","nonword",NA
"canal","volgo","nonword","word","nonword",NA
"jardim zoológico","corve","nonword","word","nonword",NA
"lanche","apesso","nonword","word","nonword",NA
"administração","cappo","nonword","word","nonword",NA
