"uk_cue","uk_target","type","cue_type","target_type","uk_cosine"
"пухляда","поклучати","nonword","nonword","nonword",NA
"коатнія","світанут","nonword","nonword","nonword",NA
"погольний","халий","nonword","nonword","nonword",NA
"губерницор","клеива","nonword","nonword","nonword",NA
"хоквально","нуткта","nonword","nonword","nonword",NA
"доробцй","небеолека","nonword","nonword","nonword",NA
"анардся","радіозь","nonword","nonword","nonword",NA
"міормальний","відданство","nonword","nonword","nonword",NA
"геена","самогиій","nonword","nonword","nonword",NA
"увума","цибурх","nonword","nonword","nonword",NA
"тебити","чудогой","nonword","nonword","nonword",NA
"середовиог","поантика","nonword","nonword","nonword",NA
"понадка","поизниця","nonword","nonword","nonword",NA
"прутом","ящмека","nonword","nonword","nonword",NA
"счсолютно","останічний","nonword","nonword","nonword",NA
"спадеена","перитнтр","nonword","nonword","nonword",NA
"дупивка","щове","nonword","nonword","nonword",NA
"тихоокажнський","атля","nonword","nonword","nonword",NA
"принцеду","небезпткний","nonword","nonword","nonword",NA
"королере","вигахнути","nonword","nonword","nonword",NA
"віінс","тестадання","nonword","nonword","nonword",NA
"раёром","смієнт","nonword","nonword","nonword",NA
"поlf","щове","nonword","nonword","nonword",NA
"захиряти","куртац","nonword","nonword","nonword",NA
"міпро","брию","nonword","nonword","nonword",NA
"увкіність","опнi","nonword","nonword","nonword",NA
"ьдб","демократьт","nonword","nonword","nonword",NA
"виграф","творвусть","nonword","nonword","nonword",NA
"міраць","подети","nonword","nonword","nonword",NA
"балапа","вічіорок","nonword","nonword","nonword",NA
"вістість","фінаудування","nonword","nonword","nonword",NA
"відглянь","знрт","nonword","nonword","nonword",NA
"єдвгий","іннюмний","nonword","nonword","nonword",NA
"вііті","плдука","nonword","nonword","nonword",NA
"нерозвонил","грлі","nonword","nonword","nonword",NA
"гапечий","манізалювати","nonword","nonword","nonword",NA
"пошах","ренньний","nonword","nonword","nonword",NA
"господчая","коштовоксть","nonword","nonword","nonword",NA
"коиберт","сожр","nonword","nonword","nonword",NA
"відсічний","cвдити","nonword","nonword","nonword",NA
"неприветствовать","поєдовник","nonword","nonword","nonword",NA
"аналітті","усло","nonword","nonword","nonword",NA
"алтепний","рдередині","nonword","nonword","nonword",NA
"сеоваційний","поратяа","nonword","nonword","nonword",NA
"копадк","чудогой","nonword","nonword","nonword",NA
"штовійти","няк","nonword","nonword","nonword",NA
"бдібла","віддоза","nonword","nonword","nonword",NA
"найтс","фреба","nonword","nonword","nonword",NA
"свобкса","отнок","nonword","nonword","nonword",NA
"авдихати","великитепалець","nonword","nonword","nonword",NA
"брланий","виерим","nonword","nonword","nonword",NA
"телепсон","винка","nonword","nonword","nonword",NA
"оуз","припьнення","nonword","nonword","nonword",NA
"рормо","віетило","nonword","nonword","nonword",NA
"ердіння","зізначити","nonword","nonword","nonword",NA
"ратавати","гріпі","nonword","nonword","nonword",NA
"зоопмик","ппивця","nonword","nonword","nonword",NA
"свідал","потувати","nonword","nonword","nonword",NA
"астонатор","співкрити","nonword","nonword","nonword",NA
"ствоговати","прородити","nonword","nonword","nonword",NA
"захвволений","солдчний","nonword","nonword","nonword",NA
"облаккання","ідтижня","nonword","nonword","nonword",NA
"рыбар","рухоа","nonword","nonword","nonword",NA
"маихітний","таерер","nonword","nonword","nonword",NA
"подлг","тебити","nonword","nonword","nonword",NA
"скаріф","здатласть","nonword","nonword","nonword",NA
"вільку","перемов","nonword","nonword","nonword",NA
"раинст","тивністю","nonword","nonword","nonword",NA
"девий","меатнічний","nonword","nonword","nonword",NA
"заслововувати","пионічний","nonword","nonword","nonword",NA
"незрсений","м'ws","nonword","nonword","nonword",NA
"адіціант","строта","nonword","nonword","nonword",NA
"ідомний","кріда","nonword","nonword","nonword",NA
"горівати","чативник","nonword","nonword","nonword",NA
"здртовий","винансовий","nonword","nonword","nonword",NA
"виправнати","редити","nonword","nonword","nonword",NA
"вуаткий","кролів","nonword","nonword","nonword",NA
"внутрішним","нитектив","nonword","nonword","nonword",NA
"тред","рівнквірний","nonword","nonword","nonword",NA
"привсаний","капляйя","nonword","nonword","nonword",NA
"присраність","заціловок","nonword","nonword","nonword",NA
"дисзвичайно","запичивання","nonword","nonword","nonword",NA
"рарго","вислуглювати","nonword","nonword","nonword",NA
"экстолет","ояж","nonword","nonword","nonword",NA
"здравсрбуйте","затвергоення","nonword","nonword","nonword",NA
"фізка","рухоа","nonword","nonword","nonword",NA
"желава","пордка","nonword","nonword","nonword",NA
"ісрно","таавниця","nonword","nonword","nonword",NA
"однограф","бажаєтя","nonword","nonword","nonword",NA
"силка","тисцень","nonword","nonword","nonword",NA
"дослвиження","захвораяання","nonword","nonword","nonword",NA
"арізнал","шкугу","nonword","nonword","nonword",NA
"компанди","чативний","nonword","nonword","nonword",NA
"англійськашвова","жовтаєь","nonword","nonword","nonword",NA
"стенс","угачу","nonword","nonword","nonword",NA
"стбути","неапля","nonword","nonword","nonword",NA
"рло","патрадь","nonword","nonword","nonword",NA
"упхмтий","мурайоа","nonword","nonword","nonword",NA
"тетот","губирати","nonword","nonword","nonword",NA
"катній","прокабор","nonword","nonword","nonword",NA
"викрадпя","нестатній","nonword","nonword","nonword",NA
"коровавський","моловнк","nonword","nonword","nonword",NA
