"word_combo","pt_cue","pt_target","type","cue_type","target_type","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"óculosaprenmissor","óculos","aprenmissor","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"óculosboné","óculos","boné","related","word","word",-0.528401847385044,0.623938457230714,0.0882382228301821,50,60,62,2,0.967741935483871,60,62,2,0.967741935483871,TRUE,TRUE,TRUE
"óculoscontraísa","óculos","contraísa","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"óculosouvir","óculos","ouvir","unrelated","word","word",-0.653063881730266,0.611977725720409,0.0684211897713278,80,84,85,3,0.988235294117647,82,85,3,0.964705882352941,TRUE,TRUE,TRUE
"ocuteengraçado","ocute","engraçado","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ocuteporto","ocute","porto","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ocutesaçõesda","ocute","saçõesda","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ocutescroodia","ocute","scroodia","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"odiaramar","odiar","amar","related","word","word",-0.677425055760524,0.486476640746961,0.0474752589192717,105,107,108,0,0.990740740740741,106,108,0,0.981481481481482,TRUE,TRUE,TRUE
"odiarromônilha","odiar","romônilha","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"odiarsucesso","odiar","sucesso","unrelated","word","word",-0.637283235818454,0.523236410376213,0.0771469998773354,46,52,52,0,1,48,52,0,0.923076923076923,TRUE,TRUE,FALSE
"odiartencia","odiar","tencia","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"odiarter sucesso","odiar","ter sucesso","unrelated","word","word",-0.0401652385321963,0.688770101451578,0.0920407763530476,56,59,61,2,0.967213114754098,62,62,1,1,FALSE,TRUE,TRUE
"õemgidei","õem","gidei","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"õemtemperatura","õem","temperatura","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oestebeleques","oeste","beleques","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oesteleste","oeste","leste","related","word","word",-0.498780942086534,0.882873877954761,0.10263200362084,74,77,78,4,0.987179487179487,69,79,3,0.873417721518987,FALSE,TRUE,TRUE
"oestemoret","oeste","moret","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oesterefeição","oeste","refeição","unrelated","word","word",-0.18646826969584,0.900468733865037,0.105391893625811,73,78,79,0,0.987341772151899,67,79,0,0.848101265822785,FALSE,TRUE,TRUE
"ofertaacidente","oferta","acidente","unrelated","word","word",-0.330029124130846,0.740268907277945,0.0980510120618821,57,61,61,2,1,60,61,2,0.983606557377049,FALSE,TRUE,TRUE
"ofertadar","oferta","dar","related","word","word",-0.460528814608089,1.1902495797135,0.140272258186642,72,73,73,2,1,70,73,2,0.958904109589041,FALSE,TRUE,TRUE
"ofertakii","oferta","kii","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ofertapoeling","oferta","poeling","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oficialmentecarnor","oficialmente","carnor","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oficialmenteoficial","oficialmente","oficial","related","word","word",-0.524824695133262,0.573473405552032,0.0662190050137114,75,79,79,1,1,78,79,1,0.987341772151899,TRUE,TRUE,TRUE
"oficialmenteprirem","oficialmente","prirem","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oficialmenteventilação","oficialmente","ventilação","unrelated","word","word",-0.153682055522267,0.767545456714692,0.114418921135678,45,50,51,0,0.980392156862745,48,51,0,0.941176470588235,FALSE,TRUE,FALSE
"oficinaaguenatura","oficina","aguenatura","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oficinaaperforme","oficina","aperforme","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oficinabaunilha","oficina","baunilha","unrelated","word","word",-0.099602251795983,0.646598540743167,0.091442842572964,50,54,54,0,1,52,54,0,0.962962962962963,FALSE,TRUE,TRUE
"oficinagaragem","oficina","garagem","related","word","word",-0.605408556000483,0.375326618143704,0.0424973710027274,78,80,81,3,0.987654320987654,78,82,2,0.951219512195122,TRUE,TRUE,TRUE
"oficinavitamina","oficina","vitamina","unrelated","word","word",-0.534344301354739,0.620624403638514,0.0895794166265868,48,53,53,0,1,51,53,0,0.962264150943396,TRUE,TRUE,FALSE
"okesolhinho","ok","esolhinho","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"okmuitas vezes","ok","muitas vezes","unrelated","word","word",0.179907380174698,1.03416199656656,0.134636424110755,59,63,63,0,1,59,63,0,0.936507936507937,FALSE,TRUE,TRUE
"okoriunnalina","ok","oriunnalina","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oksim","ok","sim","related","word","word",-0.709187966874175,0.386375528208513,0.0490697411522469,62,65,66,1,0.984848484848485,60,66,1,0.909090909090909,TRUE,TRUE,TRUE
"oláadeus","olá","adeus","related","word","word",-0.622273638718455,0.88615221749552,0.119488740631395,55,58,59,3,0.983050847457627,58,59,3,0.983050847457627,FALSE,TRUE,TRUE
"olácarro","olá","carro","unrelated","word","word",-0.804732361414458,0.3467014804415,0.0414387528322269,70,79,80,3,0.9875,79,80,3,0.9875,TRUE,TRUE,TRUE
"oláfrendo","olá","frendo","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"olálibenoit","olá","libenoit","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"olátchau","olá","tchau","related","word","word",-0.654625333117635,0.428315932058341,0.0548402355663002,61,66,69,0,0.956521739130435,67,69,0,0.971014492753623,TRUE,TRUE,TRUE
"olhaicadesculpar","olhaica","desculpar","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"olhaicareplanta","olhaica","replanta","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"olhaicasistema","olhaica","sistema","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"olhaicasugermane","olhaica","sugermane","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"olhocicamião","olho","cicamião","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"olhoorelha","olho","orelha","related","word","word",-0.631222663052554,0.6533556782421,0.077539053521453,71,74,76,1,0.973684210526316,74,76,1,0.973684210526316,TRUE,TRUE,TRUE
"olhoresponder","olho","responder","unrelated","word","word",-0.567996639377246,0.416445306727574,0.0434174245595594,92,97,97,1,1,95,98,0,0.969387755102041,TRUE,TRUE,TRUE
"olhorinhosda","olho","rinhosda","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oligarfraça","oligar","fraça","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oligarliteratura","oligar","literatura","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oligarsentau","oligar","sentau","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oligarteoria","oligar","teoria","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"olímtoalvorecer","olímto","alvorecer","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"olímtoarmaria","olímto","armaria","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"olímtolocaliri","olímto","localiri","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"olímtolusco","olímto","lusco","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"olpinervoso","olpi","nervoso","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"olpiróico","olpi","róico","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"olpysolar","olpy","solar","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"olpyuii","olpy","uii","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ombrobeleza","ombro","beleza","unrelated","word","word",-0.634853320279461,0.611023551928047,0.06302226734231,94,98,99,0,0.98989898989899,96,98,1,0.979591836734694,TRUE,TRUE,TRUE
"ombroconsvação","ombro","consvação","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ombroexagressivo","ombro","exagressivo","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ombrojoelho","ombro","joelho","related","word","word",-0.780798867926092,0.379714221840785,0.0429941692928407,78,83,83,2,1,81,83,2,0.975903614457831,TRUE,TRUE,TRUE
"omjoslisz","omjos","lisz","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"omjosmenço","omjos","menço","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"omjosnoiva","omjos","noiva","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"omjosradiação","omjos","radiação","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"operacionalfuncional","operacional","funcional","related","word","word",-0.404041239113779,0.546038099988639,0.0548788939060873,99,104,105,0,0.99047619047619,105,105,0,1,TRUE,TRUE,TRUE
"operacionalgratigues","operacional","gratigues","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"operacionallindo","operacional","lindo","unrelated","word","word",-0.636046327086116,0.431159496127109,0.0519055037572924,69,72,74,2,0.972972972972973,72,74,2,0.972972972972973,TRUE,TRUE,TRUE
"operacionalpreabaste","operacional","preabaste","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"operarchutemunho","operar","chutemunho","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"operarcirurgia","operar","cirurgia","related","word","word",-0.449217647264562,0.797832653409605,0.094025479912998,72,79,80,1,0.9875,73,80,1,0.9125,FALSE,TRUE,TRUE
"operarcorda","operar","corda","unrelated","word","word",-0.531399117096504,0.540526423483286,0.0772180604976123,49,51,53,0,0.962264150943396,53,53,0,1,TRUE,TRUE,FALSE
"operargraduado","operar","graduado","unrelated","word","word",0.07882530345224,0.761463084429566,0.109907729193343,48,49,52,0,0.942307692307692,50,52,0,0.961538461538462,FALSE,TRUE,FALSE
"operartemafrontade","operar","temafrontade","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"opiniãoatitude","opinião","atitude","related","word","word",-0.422708536350719,0.983320304295806,0.107289041114822,84,87,90,1,0.966666666666667,87,90,1,0.966666666666667,FALSE,TRUE,TRUE
"opiniãocadáver","opinião","cadáver","unrelated","word","word",-0.224800459633418,0.59460595215348,0.0715821447998728,69,74,76,0,0.973684210526316,76,76,0,1,TRUE,TRUE,TRUE
"opiniãoesamassa","opinião","esamassa","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"opiniãotungstélite","opinião","tungstélite","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oportunidadedinamite","oportunidade","dinamite","unrelated","word","word",0.0434058930736169,0.895149404071078,0.13198257918713,46,50,52,0,0.961538461538462,51,52,0,0.980769230769231,FALSE,TRUE,FALSE
"oportunidadeplexa","oportunidade","plexa","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oportunidadepossibilidade","oportunidade","possibilidade","related","word","word",-0.59930439914405,0.510605253808527,0.0714990367708148,51,57,58,1,0.982758620689655,58,58,1,1,TRUE,TRUE,TRUE
"oporturoarnho","oporturo","arnho","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oporturodescosequêncido","oporturo","descosequêncido","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oporturoexecução","oporturo","execução","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oporturomensagem","oporturo","mensagem","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"opostoaguarcedora","oposto","aguarcedora","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"opostoarma","oposto","arma","unrelated","word","word",-0.393259821373637,0.820320956038131,0.116010902152799,50,54,57,1,0.947368421052632,57,57,1,1,FALSE,TRUE,TRUE
"opostoassassinato","oposto","assassinato","unrelated","word","word",-0.108948044382831,0.64590089019167,0.0922715557416671,49,52,54,0,0.962962962962963,51,54,0,0.944444444444444,FALSE,TRUE,FALSE
"opostocontrário","oposto","contrário","related","word","word",-0.431600840982407,0.536100709039704,0.0645389411976305,69,73,74,0,0.986486486486487,73,74,0,0.986486486486487,TRUE,TRUE,TRUE
"opostomedagens","oposto","medagens","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"orachamoconsríeis","orachamo","consríeis","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"orachamogeralmente","orachamo","geralmente","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"orachamolindo","orachamo","lindo","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"orachamorengo","orachamo","rengo","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"orçamentofinanciamento","orçamento","financiamento","related","word","word",-0.0228562975891834,0.725689977372168,0.100635093211756,52,53,53,0,1,52,53,0,0.981132075471698,FALSE,TRUE,TRUE
"orçamentofrase","orçamento","frase","unrelated","word","word",-0.483468934615577,0.651061929067898,0.0678778983272308,92,100,101,1,0.99009900990099,95,101,1,0.94059405940594,TRUE,TRUE,TRUE
"orçamentopokopf","orçamento","pokopf","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"orçamentovalto","orçamento","valto","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"orçamentoverbas","orçamento","verbas","related","word","word",-0.0951639303230394,0.951805393108422,0.156475842738802,37,41,55,1,0.745454545454545,54,55,1,0.981818181818182,FALSE,TRUE,FALSE
"orfanatocausa","orfanato","causa","unrelated","word","word",-0.727084601930639,0.478475537752639,0.0607664540610696,62,67,69,3,0.971014492753623,68,70,2,0.971428571428571,TRUE,TRUE,TRUE
"orfanatoconvento","orfanato","convento","related","word","word",-0.185556352119424,0.949673848502986,0.123637004123572,59,64,68,2,0.941176470588235,63,68,2,0.926470588235294,FALSE,TRUE,TRUE
"orfanatoqueitura","orfanato","queitura","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"orfanatoúle","orfanato","úle","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"orgasmochento","orgasmo","chento","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"orgasmoereção","orgasmo","ereção","related","word","word",-0.102450331668896,0.745404440007694,0.080850463215464,85,88,90,0,0.977777777777778,86,90,0,0.955555555555556,TRUE,TRUE,TRUE
"orgasmoesnovano","orgasmo","esnovano","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"orgasmofrio","orgasmo","frio","unrelated","word","word",-0.5966344998277,0.595705110716671,0.0810651976902224,54,56,56,1,1,55,56,1,0.982142857142857,TRUE,TRUE,TRUE
"orguagressogalva","orguagresso","galva","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"orguagressomassagem","orguagresso","massagem","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"orguagressomiblachone","orguagresso","miblachone","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"orguagressoprofissional","orguagresso","profissional","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"orgulhoceredial","orgulho","ceredial","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"orgulhoconguções","orgulho","conguções","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"orgulhodignidade","orgulho","dignidade","related","word","word",-0.339043084272655,0.354844817364313,0.0450653368706271,62,65,66,0,0.984848484848485,66,66,0,1,TRUE,TRUE,TRUE
"orgulhoperu","orgulho","peru","unrelated","word","word",-0.567697423469572,0.408104397512485,0.0484330813596071,71,75,76,3,0.986842105263158,77,78,1,0.987179487179487,TRUE,TRUE,TRUE
"orgulhosoabplendo","orgulhoso","abplendo","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"orgulhosoanimado","orgulhoso","animado","related","word","word",-0.596443179912025,0.589575879445262,0.0676289915276583,76,81,83,0,0.975903614457831,82,83,0,0.987951807228916,TRUE,TRUE,TRUE
"orgulhosoexcitado","orgulhoso","excitado","related","word","word",-0.330051373234127,0.691527874418431,0.0977968098761584,50,57,59,1,0.966101694915254,56,59,1,0.949152542372881,FALSE,TRUE,TRUE
"orgulhosoheroína","orgulhoso","heroína","unrelated","word","word",-0.367793154329703,0.818219039029034,0.103085909297575,63,68,69,0,0.985507246376812,64,69,0,0.927536231884058,FALSE,TRUE,TRUE
"orgulhosomolu","orgulhoso","molu","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"orgurõesadoximo","orgurões","adoximo","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"orgurõesespelho","orgurões","espelho","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"orgurõeslusco","orgurões","lusco","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"orgurõesmenos","orgurões","menos","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"originalcópia","original","cópia","related","word","word",-0.580566120950939,0.588118306919463,0.0772237169810942,58,64,64,3,1,64,64,3,1,TRUE,TRUE,TRUE
"originaldeliciosarmum","original","deliciosarmum","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"originalpromessa","original","promessa","unrelated","word","word",-0.473119052560254,0.757709988792488,0.0869152965699418,76,80,80,1,1,80,80,1,1,TRUE,TRUE,TRUE
"originalpromocles","original","promocles","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"orlocktraduro","orlocktra","duro","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"orlocktraentersect","orlocktra","entersect","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"orloctrajogo","orloctra","jogo","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"orloctramáidorna","orloctra","máidorna","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"orquestrabanda","orquestra","banda","related","word","word",-0.42894508262142,0.751190166947864,0.0910951883309237,68,75,76,1,0.986842105263158,71,76,1,0.93421052631579,FALSE,TRUE,TRUE
"orquestralagarto","orquestra","lagarto","unrelated","word","word",0.0117051209250538,1.36219586944679,0.170274483680849,64,68,71,0,0.957746478873239,65,71,0,0.915492957746479,FALSE,TRUE,TRUE
"orquestraparágramercy","orquestra","parágramercy","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"orquestravanca","orquestra","vanca","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ossoacerca","osso","acerca","unrelated","word","word",0.0856411805800443,1.50942359687294,0.235732361407078,41,48,51,0,0.941176470588235,50,50,1,1,FALSE,TRUE,FALSE
"ossocerca de","osso","cerca de","unrelated","word","word",0.47543238446017,0.820097913058423,0.128077776199329,41,42,51,0,0.823529411764706,50,51,0,0.980392156862745,FALSE,TRUE,FALSE
"ossocrânio","osso","crânio","related","word","word",-0.532511228601843,0.546203055458183,0.0548954725545599,99,108,109,3,0.990825688073395,110,111,1,0.990990990990991,TRUE,TRUE,TRUE
"ossodoalhei","osso","doalhei","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ossogosdo","osso","gosdo","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"osvalcínico","osval","cínico","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"osvalesprende","osval","esprende","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"osvalimpressionar","osval","impressionar","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"osvalinvestcia","osval","investcia","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otimistaatuber","otimista","atuber","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otimistaesforzade","otimista","esforzade","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"otimistaperímetro","otimista","perímetro","unrelated","word","word",0.0721770825487957,0.781121885169058,0.0984121072279657,63,67,68,2,0.985294117647059,66,68,2,0.970588235294118,FALSE,TRUE,TRUE
"otimistarealista","otimista","realista","related","word","word",-0.639346273216632,0.507602700381142,0.0557166347761045,83,85,88,1,0.965909090909091,84,88,1,0.954545454545455,TRUE,TRUE,TRUE
"oulabruptativas","oul","abruptativas","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oulaceitar","oul","aceitar","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oulciência","oul","ciência","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oulexagerar","oul","exagerar","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oulgrizlidade","oul","grizlidade","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oulintruição","oul","intruição","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oulirial","oul","irial","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
