"word_combo","sr_cue","sr_target","type","cue_type","target_type","sr_cosine","M_Z","SD_Z","sr_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"плаљдвет","плаљ","двет","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"пландугачак","план","дугачак","unrelated","word","word",0.425535949111229,-0.740708517511312,0.387969476640798,0.0969923691601994,16,18,18,0,1,18,18,0,1,FALSE,FALSE,FALSE
"планетаалиби","планета","алиби","unrelated","word","word",0.328120271478303,0.0192932395233969,0.688459346030303,0.153944189746881,20,21,25,0,0.84,23,25,0,0.92,FALSE,FALSE,FALSE
"планетазajeдганција","планета","зajeдганција","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"планетаорбита","планета","орбита","related","word","word",0.622624377885527,-0.0467960359581436,0.816245757708734,0.210753748401225,15,15,15,0,1,15,15,0,1,FALSE,FALSE,FALSE
"планснаблем","план","снаблем","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"планстратегија","план","стратегија","related","word","word",0.452628306963874,-0.258395664584081,1.01685176986683,0.271765066855455,14,15,15,0,1,14,15,0,0.933333333333333,FALSE,FALSE,FALSE
"плаћени убицаатентатор","плаћени убица","атентатор","related","word","word",NA,0.467435881649499,1.18182007558517,0.24642652058153,23,26,28,0,0.928571428571429,28,28,0,1,FALSE,FALSE,FALSE
"плаћени убицанајма","плаћени убица","најма","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"плаћени убицапесак","плаћени убица","песак","unrelated","word","word",NA,-0.871776646146144,0.336444834301747,0.0793008079433165,18,20,21,0,0.952380952380952,20,21,0,0.952380952380952,FALSE,FALSE,FALSE
"плашитидржава","плашити","држава","unrelated","word","word",0.366834741848524,-0.620949759121978,0.498351191722076,0.103913406736574,23,24,24,0,1,22,24,0,0.916666666666667,FALSE,FALSE,FALSE
"плашитилазен","плашити","лазен","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"плашититландистинина","плашититланд","истинина","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"плашититландпалац","плашититланд","палац","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"плашитиуплашити","плашити","уплашити","related","word","word",0.932119560199804,-0.054680461094004,0.936931245463819,0.241914607348183,15,15,15,0,1,15,15,0,1,FALSE,FALSE,FALSE
"плејбојмагазин","плејбој","магазин","related","word","word",0.575416820057971,-0.74515870502685,0.350331636836699,0.110784590881891,10,11,11,1,1,10,11,1,0.909090909090909,FALSE,FALSE,FALSE
"плејбојминистарство","плејбој","министарство","unrelated","word","word",0.414852321241767,-0.0601155715412813,0.905008194961467,0.226252048740367,16,17,18,0,0.944444444444444,17,18,0,0.944444444444444,FALSE,FALSE,FALSE
"плејбојнапастор","плејбој","напастор","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"плејспехдузврат","плејспех","дузврат","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"плејспехјагода","плејспех","јагода","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"плелуклимузина","плелук","лимузина","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"плелукпилудост","плелук","пилудост","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"племенитневероватан","племенит","невероватан","unrelated","word","word",0.430132919863461,0.0733718031994447,0.809306371761312,0.216296226004566,14,17,18,1,0.944444444444444,15,18,1,0.833333333333333,FALSE,FALSE,FALSE
"племенитстрпљемирати","племенит","стрпљемирати","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"племенитхрабар","племенит","храбар","related","word","word",0.571041778960724,-0.861003783297495,0.255958396963182,0.080941152064918,10,11,11,0,1,11,11,0,1,FALSE,FALSE,FALSE
"племескопмонитор","племескоп","монитор","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"племескопмумпе","племескоп","мумпе","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"плендивизија","плен","дивизија","unrelated","word","word",0.422090806486467,-0.168596508982343,0.692538218214666,0.13327904223678,27,30,31,0,0.967741935483871,29,31,0,0.935483870967742,FALSE,FALSE,FALSE
"пленпредатор","плен","предатор","related","word","word",0.451534785871999,-0.237718308108409,1.06805041341736,0.27576943093836,15,15,15,0,1,14,15,0,0.933333333333333,FALSE,FALSE,FALSE
"пленпроследник","плен","проследник","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"плесачбенд","плесач","бенд","unrelated","word","word",0.523240624529311,-0.646195824938442,0.328238293373679,0.0847507629215869,15,16,16,0,1,13,16,0,0.8125,FALSE,FALSE,FALSE
"плесачнепослов","плесач","непослов","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"плесачплесати","плесач","плесати","related","word","word",0.751547162305294,-0.673444946131648,0.407490294391433,0.101872573597858,16,18,18,1,1,17,19,0,0.894736842105263,FALSE,FALSE,FALSE
"плилдофом","плил","дофом","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"плилсунце","плил","сунце","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"плуаоатланјор","плуао","атланјор","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"плуаопатетичан","плуао","патетичан","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"плусдостојанство","плус","достојанство","unrelated","word","word",0.383989653265667,0.309937713053928,0.798482390967654,0.240751499322325,11,12,12,0,1,11,12,0,0.916666666666667,FALSE,FALSE,FALSE
"плусминус","плус","минус","related","word","word",0.547172968079716,-0.855993951351639,0.384632555482632,0.0769265110965264,25,28,30,1,0.933333333333333,28,30,1,0.933333333333333,FALSE,FALSE,FALSE
"плусосре","плус","осре","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"поамандаатлантик","поаманда","атлантик","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"поамандавуздраћи","поаманда","вуздраћи","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"поамстрпљерачунати","поам","стрпљерачунати","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"поамчесто","поам","често","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"победанормалан","победа","нормалан","unrelated","word","word",0.318155957140595,-0.700643273791169,0.371593007160411,0.0758511049607819,24,24,24,0,1,24,24,0,1,FALSE,FALSE,FALSE
"победапораз","победа","пораз","related","word","word",0.566210000684794,-0.869796896913592,0.286422711706795,0.0794393671935608,13,13,13,0,1,12,13,0,0.923076923076923,FALSE,FALSE,FALSE
"победараспорнај","победа","распорнај","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"поверењеверовати","поверење","веровати","related","word","word",0.443779578683557,-0.675164484475649,0.377372115004995,0.133421190775371,8,9,9,0,1,9,9,0,1,FALSE,FALSE,FALSE
"поверењеекравредан","поверење","екравредан","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"поверењеписмо","поверење","писмо","unrelated","word","word",0.401788573001203,-0.912813219411615,0.328729441026203,0.070085352313966,22,22,22,0,1,21,22,0,0.954545454545455,FALSE,FALSE,FALSE
"поверпабеш","повер","пабеш","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"поверуниверзитет","повер","универзитет","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"повећатирачунар","повећати","рачунар","unrelated","word","word",0.404097988527193,-0.778579823036116,0.381188774469461,0.120542474581174,10,10,10,0,1,10,10,0,1,FALSE,FALSE,FALSE
"повећатисмањити","повећати","смањити","related","word","word",0.709614066493483,-0.545594638183417,0.51904925700598,0.143958362355888,13,15,16,0,0.9375,16,16,0,1,FALSE,FALSE,FALSE
"повећатитинејграм","повећати","тинејграм","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"повременодолар","повремено","долар","unrelated","word","word",0.429946932060914,-0.214199837995103,0.95294397863557,0.203168338891869,22,23,24,0,0.958333333333333,24,24,0,1,FALSE,FALSE,FALSE
"повременодообични","повремено","дообични","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"повременоретко","повремено","ретко","related","word","word",0.500824759464197,-0.734812663813107,0.404643103687106,0.122004486266819,11,11,11,0,1,11,11,0,1,FALSE,FALSE,FALSE
"поврестварноогрожба","поврестварно","огрожба","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"поврестварноукруг","поврестварно","укруг","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"погледперспектива","поглед","перспектива","related","word","word",0.392739595747121,0.0890841259660814,0.725562881970766,0.181390720492691,16,16,17,0,0.941176470588235,17,17,0,1,FALSE,FALSE,FALSE
"погледпиштољ","поглед","пиштољ","unrelated","word","word",0.306489397119666,-0.806401108255303,0.22667844260539,0.0716820175092784,10,11,11,0,1,11,11,0,1,FALSE,FALSE,FALSE
"погледшампагуст","поглед","шампагуст","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"пограмвљена","пограм","вљена","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"пограммислити","пограм","мислити","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"погрескогмутација","погреског","мутација","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"погрескогудапад","погреског","удапад","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"погрецемверан","погрецем","веран","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"погрецемпредобњак","погрецем","предобњак","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"погрешанпоглас","погрешан","поглас","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"погрешансвет","погрешан","свет","unrelated","word","word",0.293376667091726,-0.795427908637512,0.61121924995232,0.163355215823038,14,15,15,0,1,15,15,0,1,FALSE,FALSE,FALSE
"погрешантачан","погрешан","тачан","related","word","word",0.576915824112914,-0.651841655414948,0.826145821205347,0.19472443747441,18,19,19,0,1,19,19,0,1,FALSE,FALSE,FALSE
"погрешкагрешка","погрешка","грешка","related","word","word",0.852508752690909,-0.706442227377765,0.717448142822307,0.14959827911693,23,24,24,0,1,18,24,0,0.75,FALSE,FALSE,FALSE
"погрешкакратважни","погрешка","кратважни","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"погрешкатишина","погрешка","тишина","unrelated","word","word",0.41376369102806,-0.324555232535562,0.645049499329607,0.144237452935321,20,20,21,0,0.952380952380952,14,20,1,0.7,FALSE,FALSE,FALSE
"подациинформација","подаци","информација","related","word","word",0.553537477024198,-0.450017856220198,0.588479821472027,0.122706525158652,23,24,25,0,0.96,24,25,0,0.96,FALSE,FALSE,FALSE
"подацикардинал","подаци","кардинал","unrelated","word","word",0.443167101835368,0.678186050832016,1.09953207443715,0.283897960861066,15,16,18,1,0.888888888888889,15,18,1,0.833333333333333,FALSE,FALSE,FALSE
"подацихрет","подаци","хрет","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"подизадва","под","изадва","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"подморницапакао","подморница","пакао","unrelated","word","word",0.397449541370447,-0.91304567778462,0.24730385020699,0.0660947341360444,14,14,14,0,1,13,14,0,0.928571428571429,FALSE,FALSE,FALSE
"подморницаредислио","подморница","редислио","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"подморницачамац","подморница","чамац","related","word","word",0.453848192701227,-0.621418558343179,0.698771352425123,0.139754270485025,25,26,26,0,1,24,26,0,0.923076923076923,FALSE,FALSE,FALSE
"подозбиљницазвиждук","подозбиљница","звиждук","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"подозбиљницашпангунац","подозбиљница","шпангунац","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"подрквогнадлесда","подрквог","надлесда","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"подрквогпитати","подрквог","питати","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"подручдакриће","подручда","криће","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"подручдаполитички","подручда","политички","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"подршкаминус","подршка","минус","unrelated","word","word",0.462388897374976,-0.650856164848916,0.549249621715742,0.129459377359782,18,19,19,0,1,19,19,0,1,FALSE,FALSE,FALSE
"подршкапомоћ","подршка","помоћ","related","word","word",0.574220514455,-0.743748293113573,0.651743913589133,0.115213135223984,32,34,35,1,0.971428571428571,30,35,1,0.857142857142857,FALSE,FALSE,FALSE
"подршкатроузмеш","подршка","троузмеш","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"подтепих","под","тепих","related","word","word",0.441599652833005,-0.82099674980633,0.251788881774791,0.0726851893358154,12,12,12,1,1,13,13,0,1,FALSE,FALSE,FALSE
"подуспети","под","успети","unrelated","word","word",0.340259643314223,-0.2235752755803,0.617756589438708,0.195351786220384,10,11,11,1,1,11,12,0,0.916666666666667,FALSE,FALSE,FALSE
