"sv_cue","sv_target","type","cue_type","target_type","sv_cosine"
"byggdidat","anda","nonword","nonword","word",NA
"fitbie","åska","nonword","nonword","word",NA
"sjuklega","chef","nonword","nonword","word",NA
"kalos","fingeravtryck","nonword","nonword","word",NA
"argen","tisdag","nonword","nonword","word",NA
"sedlig","höst","nonword","nonword","word",NA
"hälsotern","stängd","nonword","nonword","word",NA
"i vanligfyllts","anklagelse","nonword","nonword","word",NA
"relagets","kommunikation","nonword","nonword","word",NA
"hölan","galax","nonword","nonword","word",NA
"piellt","finansiering","nonword","nonword","word",NA
"hosttig","video","nonword","nonword","word",NA
"försvarnar","cirkus","nonword","nonword","word",NA
"strächet","sändare","nonword","nonword","word",NA
"arvster","vapen","nonword","nonword","word",NA
"bjtan","sol","nonword","nonword","word",NA
"järnligen","analys","nonword","nonword","word",NA
"internatiotjänst","fest","nonword","nonword","word",NA
"finda","ständigt","nonword","nonword","word",NA
"viklig","uppfriska","nonword","nonword","word",NA
"tohe","skönhet","nonword","nonword","word",NA
"ãll","tvättbjörn","nonword","nonword","word",NA
"flytandeståndskrav","bok","nonword","nonword","word",NA
"ådd","tecken","nonword","nonword","word",NA
"mågor","lugna","nonword","nonword","word",NA
"vendus","stånga","nonword","nonword","word",NA
"mane","metod","nonword","nonword","word",NA
"samg","svag","nonword","nonword","word",NA
"epitiskt","biologi","nonword","nonword","word",NA
"brännnologi","rån","nonword","nonword","word",NA
"ömd","ursäkt","nonword","nonword","word",NA
"värdefence","personlighet","nonword","nonword","word",NA
"sé","skog","nonword","nonword","word",NA
"ögonglorare","pris","nonword","nonword","word",NA
"walmar","värdighet","nonword","nonword","word",NA
"hofe","skyldig","nonword","nonword","word",NA
"känna caid","svar","nonword","nonword","word",NA
"proteinbrottslarm","orange","nonword","nonword","word",NA
"berömdna","kraftigt","nonword","nonword","word",NA
"pricky","aktivera","nonword","nonword","word",NA
"sherlagt","anmärkningsvärd","nonword","nonword","word",NA
"intertrak","bete","nonword","nonword","word",NA
"lalan","företag","nonword","nonword","word",NA
"exbod","sopor","nonword","nonword","word",NA
"områdeståndskrav","reaktor","nonword","nonword","word",NA
"stiga på","abdomibrott","nonword","word","nonword",NA
"skrivbord","abnold","nonword","word","nonword",NA
"risk","acdels","nonword","word","nonword",NA
"koda","accepteravenscroft","nonword","word","nonword",NA
"stolt","kodlig","nonword","word","nonword",NA
"karaktär","admiskvallrativ","nonword","word","nonword",NA
"kontrollera","adrenavårds","nonword","word","nonword",NA
"jeep","adrear","nonword","word","nonword",NA
"galleri","hånre","nonword","word","nonword",NA
"vit","ömg","nonword","word","nonword",NA
"mage","diskgare","nonword","word","nonword",NA
"mardröm","äktendigt","nonword","word","nonword",NA
"kol","aktiveravenscroft","nonword","word","nonword",NA
"respekt","aktivisions","nonword","word","nonword",NA
"lampa","alpor","nonword","word","nonword",NA
"auktion","racbi","nonword","word","nonword",NA
"hormon","hårdkare","nonword","word","nonword",NA
"orolig","alternashawn","nonword","word","nonword",NA
"pistol","kungrika","nonword","word","nonword",NA
"sensationell","petne","nonword","word","nonword",NA
"skott","livlys","nonword","word","nonword",NA
"ming","anlän","nonword","word","nonword",NA
"tacksam","tige","nonword","word","nonword",NA
"kemisk","ansiktspare","nonword","word","nonword",NA
"naken","annul","nonword","word","nonword",NA
"nerv","antipsygelse","nonword","word","nonword",NA
"konflikt","anmärkningsgrupp","nonword","word","nonword",NA
"kjol","antikrunda","nonword","word","nonword",NA
"ubåt","antagandeståndskrav","nonword","word","nonword",NA
"kvantitet","använda sskript","nonword","word","nonword",NA
"gör det möjligt","ixa","nonword","word","nonword",NA
"programvara","ixa","nonword","word","nonword",NA
"spionera","falklandsöarbete","nonword","word","nonword",NA
"bevis","falklandsöarbetstagare","nonword","word","nonword",NA
"i vanliga fall","lyg","nonword","word","nonword",NA
"anonym","arkihugg","nonword","word","nonword",NA
"inflytande","blodliga","nonword","word","nonword",NA
"ninja","ärforthet","nonword","word","nonword",NA
"kista","röm","nonword","word","nonword",NA
"klagomål","arnya","nonword","word","nonword",NA
"dynasti","byr","nonword","word","nonword",NA
"nykter","arrorett","nonword","word","nonword",NA
"väg","arsesion","nonword","word","nonword",NA
"följ","arkan","nonword","word","nonword",NA
"washington","falklandsöartificiell","nonword","word","nonword",NA
"sexuell","falklandsöartilleri","nonword","word","nonword",NA
"amatör","årskörde","nonword","word","nonword",NA
"fortsätt","malva","nonword","word","nonword",NA
"konst","putka","nonword","word","nonword",NA
"pund","assikonst","nonword","word","nonword",NA
"hörn","gåa","nonword","word","nonword",NA
"här","atlanchef","nonword","word","nonword",NA
"gäng","atmolost","nonword","word","nonword",NA
"lyssna","attibänk","nonword","word","nonword",NA
"atom","bergstoritet","nonword","word","nonword",NA
"ventil","avskrining","nonword","word","nonword",NA
"fel","avhandsa","nonword","word","nonword",NA
"punkt","avkött","nonword","word","nonword",NA
"gammal","avveckligt","nonword","word","nonword",NA
"passagerare","avlägsta","nonword","word","nonword",NA
"frekvens","avlos","nonword","word","nonword",NA
"kunglig","barfn","nonword","word","nonword",NA
"diarre","funrum","nonword","word","nonword",NA
"spelande","msk","nonword","word","nonword",NA
"ljud","rorna","nonword","word","nonword",NA
"mörker","baha","nonword","word","nonword",NA
"släkting","ldr","nonword","word","nonword",NA
"himmel","olyckhärtighet","nonword","word","nonword",NA
"kommentar","baot","nonword","word","nonword",NA
"finansiera","barnpas","nonword","word","nonword",NA
"två","basegift","nonword","word","nonword",NA
"baron","ârt","nonword","word","nonword",NA
"attraktiv","batalkniv","nonword","word","nonword",NA
"bibliotek","bekräfma","nonword","word","nonword",NA
"solnedgång","beslutsgeri","nonword","word","nonword",NA
"gud","begäters","nonword","word","nonword",NA
"varna","belastva","nonword","word","nonword",NA
"modell","besäljning","nonword","word","nonword",NA
"dyr","begravling","nonword","word","nonword",NA
"ibland","behötisk","nonword","word","nonword",NA
"regel","befolkpa","nonword","word","nonword",NA
"omslag","befolkna","nonword","word","nonword",NA
"vänta","beutrota","nonword","word","nonword",NA
"plattform","bekorv","nonword","word","nonword",NA
"kalender","beskydna","nonword","word","nonword",NA
"generator","beforskning","nonword","word","nonword",NA
"klass","beklagla","nonword","word","nonword",NA
"regional","beverkning","nonword","word","nonword",NA
"sent","behärskkelse","nonword","word","nonword",NA
"säga","berät","nonword","word","nonword",NA
"horn","betypisktse","nonword","word","nonword",NA
"samla","bejer","nonword","word","nonword",NA
"chans","rul","nonword","word","nonword",NA
"konferens","bilkon","nonword","word","nonword",NA
"kreditera","biolofullt","nonword","word","nonword",NA
"herre","biolotroll","nonword","word","nonword",NA
"gräv","bianskt","nonword","word","nonword",NA
"stadion","måt","nonword","word","nonword",NA
"sannolikhet","nyå","nonword","word","nonword",NA
"aspirin","rättmärke","nonword","word","nonword",NA
"kavalleri","flingning","nonword","word","nonword",NA
"komplimang","framma","nonword","word","nonword",NA
"internet","skägsam","nonword","word","nonword",NA
"drottning","yrk","nonword","word","nonword",NA
"fiende","bopols","nonword","word","nonword",NA
"ringa","skilsmästare","nonword","word","nonword",NA
"plus","vacten","nonword","word","nonword",NA
"honung","janton","nonword","word","nonword",NA
"dos","cía","nonword","word","nonword",NA
"förvaltning","klassle","nonword","word","nonword",NA
"illusion","sted","nonword","word","nonword",NA
"åsikt","brzi","nonword","word","nonword",NA
"medkännande","brölbak","nonword","word","nonword",NA
"enda","rior","nonword","word","nonword",NA
"galenskap","rior","nonword","word","nonword",NA
"vakt","grupson","nonword","word","nonword",NA
"läsa","ruöst","nonword","word","nonword",NA
"servitör","stjärnlighet","nonword","word","nonword",NA
"föreslå","breg","nonword","word","nonword",NA
"kaliber","sass","nonword","word","nonword",NA
"skrämmande","sö","nonword","word","nonword",NA
"öppning","longa","nonword","word","nonword",NA
"begrepp","sparnad","nonword","word","nonword",NA
"protein","byday","nonword","word","nonword",NA
"golv","rusping","nonword","word","nonword",NA
"vägg","cankig","nonword","word","nonword",NA
"användbar","hjärttimeter","nonword","word","nonword",NA
"farbror","cerestog","nonword","word","nonword",NA
"fas","cereställni","nonword","word","nonword",NA
"axel","chambabwe","nonword","word","nonword",NA
"ombud","charlev","nonword","word","nonword",NA
"finger","chlu","nonword","word","nonword",NA
"rostig","cholärd","nonword","word","nonword",NA
"manlig","cigatill","nonword","word","nonword",NA
"flytta","cigean","nonword","word","nonword",NA
"stuga","cirmot","nonword","word","nonword",NA
"närvaro","civilisaperste","nonword","word","nonword",NA
"känna igen","hytnac","nonword","word","nonword",NA
"skvaller","saxboy","nonword","word","nonword",NA
"uppenbarelse","cystol","nonword","word","nonword",NA
"själ","ypck","nonword","word","nonword",NA
"straffa","uil","nonword","word","nonword",NA
"vår","dåhet","nonword","word","nonword",NA
"legosoldat","dajd","nonword","word","nonword",NA
"midnatt","damgal","nonword","word","nonword",NA
"kändis","chisa","nonword","word","nonword",NA
"säker","éer","nonword","word","nonword",NA
"luft","dårum","nonword","word","nonword",NA
"anständig","dades","nonword","word","nonword",NA
"motgift","dekaanber","nonword","word","nonword",NA
"tonfisk","defininotch","nonword","word","nonword",NA
"högskola","demostinkti","nonword","word","nonword",NA
"svar","demonjuicetion","nonword","word","nonword",NA
"undersöka","dendour","nonword","word","nonword",NA
"runda","departeborgs","nonword","word","nonword",NA
"picknick","depresfull","nonword","word","nonword",NA
"text","deteksons","nonword","word","nonword",NA
"besättning","rskt","nonword","word","nonword",NA
"tempel","hosma","nonword","word","nonword",NA
"ser","digs","nonword","word","nonword",NA
"ketchup","divell","nonword","word","nonword",NA
"portal","direksens","nonword","word","nonword",NA
"teknisk","diskusdjur","nonword","word","nonword",NA
"bearbeta","distängd","nonword","word","nonword",NA
"värma","divifall","nonword","word","nonword",NA
"stämpel","djgt","nonword","word","nonword",NA
"ensam","rn","nonword","word","nonword",NA
"naiv","äa","nonword","word","nonword",NA
"biskop","ygd","nonword","word","nonword",NA
"självmord","garda","nonword","word","nonword",NA
"rostat bröd","orelig","nonword","word","nonword",NA
"trevlig","dokumenteravenscroft","nonword","word","nonword",NA
"brand","döfs","nonword","word","nonword",NA
"planet","körlar","nonword","word","nonword",NA
"tunn","donadens","nonword","word","nonword",NA
"palats","döie","nonword","word","nonword",NA
"strand","fuv","nonword","word","nonword",NA
"vitlök","sya","nonword","word","nonword",NA
"dekanus","sya","nonword","word","nonword",NA
"direkt","drdâ","nonword","word","nonword",NA
"skräp","dummas","nonword","word","nonword",NA
"ankare","dynafrån","nonword","word","nonword",NA
"bo","bö","nonword","word","nonword",NA
"dansare","eftant","nonword","word","nonword",NA
"gevär","effeksons","nonword","word","nonword",NA
"reception","eftercolt","nonword","word","nonword",NA
"lägre","drägde","nonword","word","nonword",NA
"stöld","hitgant","nonword","word","nonword",NA
"säljare","hjälpricitet","nonword","word","nonword",NA
"gästfrihet","elektting","nonword","word","nonword",NA
"fixera","outment","nonword","word","nonword",NA
"kombination","emotiojobb","nonword","word","nonword",NA
"uppmärksamhet","drömgi","nonword","word","nonword",NA
"tupplur","enfor","nonword","word","nonword",NA
"sjö","enstrulig","nonword","word","nonword",NA
"tillbaka","ensas","nonword","word","nonword",NA
"medlem","enyam","nonword","word","nonword",NA
"poet","enhus","nonword","word","nonword",NA
"original","enskatt","nonword","word","nonword",NA
"lesbisk","entreprefläck","nonword","word","nonword",NA
"kokain","flotdemi","nonword","word","nonword",NA
"chip","epicup","nonword","word","nonword",NA
"ambassad","säcktion","nonword","word","nonword",NA
"modern","erlingning","nonword","word","nonword",NA
"navigering","evont","nonword","word","nonword",NA
"kyrka","exploderavenscroft","nonword","word","nonword",NA
"släppa","explofall","nonword","word","nonword",NA
"spännande","exgressiv","nonword","word","nonword",NA
"kanel","extrak","nonword","word","nonword",NA
"trasa","fåvor","nonword","word","nonword",NA
"fast","facik","nonword","word","nonword",NA
"nödvändig","fagels","nonword","word","nonword",NA
"framtida","singa","nonword","word","nonword",NA
"balans","tynge","nonword","word","nonword",NA
"torr","drömelse","nonword","word","nonword",NA
"statlig","drömelse","nonword","word","nonword",NA
"förolämpning","guldtasi","nonword","word","nonword",NA
"stark","fantasland","nonword","word","nonword",NA
"myt","fantasland","nonword","word","nonword",NA
"skapande","tãr","nonword","word","nonword",NA
"långsam","stera","nonword","word","nonword",NA
"konkurrens","litlig","nonword","word","nonword",NA
"post","fargie","nonword","word","nonword",NA
"brun","yzx","nonword","word","nonword",NA
"fritt","fesas","nonword","word","nonword",NA
"varm","federaments","nonword","word","nonword",NA
"riskabel","ual","nonword","word","nonword",NA
"ner","ndst","nonword","word","nonword",NA
"ta igen sig","festimens","nonword","word","nonword",NA
"århundrade","fiör","nonword","word","nonword",NA
"gyllene","finansistånd","nonword","word","nonword",NA
"synd","finansiefullt","nonword","word","nonword",NA
"radar","finansiefullt","nonword","word","nonword",NA
"smash","fingrupptryck","nonword","word","nonword",NA
"show","fian","nonword","word","nonword",NA
"bevittna","andke","nonword","word","nonword",NA
"relation","dväll","nonword","word","nonword",NA
