pt_cue,pt_target,type,cue_type,target_type,pt_br_cosine
relâmpago,deexaustive,nonword,word,nonword,
proibido,decam,nonword,word,nonword,
estádio,devogler,nonword,word,nonword,
terminal,demandro,nonword,word,nonword,
fábrica,diaring,nonword,word,nonword,
na verdade,difecluíste,nonword,word,nonword,
nojento,aplaunidade,nonword,word,nonword,
ironia,dinatalyate,nonword,word,nonword,
metade,cang,nonword,word,nonword,
cansado,diamarro,nonword,word,nonword,
escolha,diretataíste,nonword,word,nonword,
vitória,diregres,nonword,word,nonword,
câmera,distraisão,nonword,word,nonword,
solteiro,alphonpositivo,nonword,word,nonword,
pousar,aproputa,nonword,word,nonword,
dúvida,plantante,nonword,word,nonword,
rum,disquanto,nonword,word,nonword,
estreito,divilhar,nonword,word,nonword,
leite,divinhas,nonword,word,nonword,
engenheiro,doalhei,nonword,word,nonword,
ferramenta,documanscho,nonword,word,nonword,
recuperar,doentrei,nonword,word,nonword,
ajuda,apreente,nonword,word,nonword,
campanha,dómen,nonword,word,nonword,
diamante,dobrargo,nonword,word,nonword,
conferência,eir,nonword,word,nonword,
ingênuo,quamir,nonword,word,nonword,
pronto,sistor,nonword,word,nonword,
imitação,duzes,nonword,word,nonword,
quebra,ceiro,nonword,word,nonword,
governador,aponcação,nonword,word,nonword,
orgasmo,chento,nonword,word,nonword,
corre,efisoe,nonword,word,nonword,
verão,truísta,nonword,word,nonword,
fracassado,drugrante,nonword,word,nonword,
saboroso,inesção,nonword,word,nonword,
inteligente,exaltor,nonword,word,nonword,
segundo,abdômento,nonword,word,nonword,
dose,elesequêncidade,nonword,word,nonword,
triste,triptrico,nonword,word,nonword,
mudança,em algum telly,nonword,word,nonword,
sempre,em formdrais,nonword,word,nonword,
área,traugência,nonword,word,nonword,
banqueiro,aprescional,nonword,word,nonword,
visão,empreedeata,nonword,word,nonword,
ridículo,emblagada,nonword,word,nonword,
escalar,embaquátimo,nonword,word,nonword,
grão,englistador,nonword,word,nonword,
roubar,amaltador,nonword,word,nonword,
sargento,enconcluí,nonword,word,nonword,
sopa,enconnais,nonword,word,nonword,
impressionante,atorgia,nonword,word,nonword,
coletar,endlessçado,nonword,word,nonword,
direita,ensiveis,nonword,word,nonword,
fora,entersect,nonword,word,nonword,
dourado,enacorda,nonword,word,nonword,
ideal,adopdemia,nonword,word,nonword,
gás,acessódio,nonword,word,nonword,
base,montpar,nonword,word,nonword,
filosofia,exaspe,nonword,word,nonword,
relatar,giução,nonword,word,nonword,
reclamação,calro,nonword,word,nonword,
médico,estigüidalo,nonword,word,nonword,
insulto,escaguem,nonword,word,nonword,
urgente,escobris,nonword,word,nonword,
batom,escrebushido,nonword,word,nonword,
artefato,espulôver,nonword,word,nonword,
desejo,esalastor,nonword,word,nonword,
resistência,estaçäotório,nonword,word,nonword,
interno,espatrickte,nonword,word,nonword,
camada,pecialistaca,nonword,word,nonword,
sul,espegues,nonword,word,nonword,
especial,espenhei,nonword,word,nonword,
vagina,epetacovai,nonword,word,nonword,
educado,esmitiro,nonword,word,nonword,
menina,eslhaste,nonword,word,nonword,
celebridade,esamassa,nonword,word,nonword,
rodeio,estagens,nonword,word,nonword,
significado,espreido,nonword,word,nonword,
influência,estáball,nonword,word,nonword,
cair,estituir,nonword,word,nonword,
camundongo,españolgeiro,nonword,word,nonword,
exigem,esolhinho,nonword,word,nonword,
literalmente,espaltégia,nonword,word,nonword,
atenção,escharla,nonword,word,nonword,
aspirina,espiõestura,nonword,word,nonword,
aviso,esprende,nonword,word,nonword,
abertura,estupitrais,nonword,word,nonword,
propósito,espiõespido,nonword,word,nonword,
em outro lugar,eupiã,nonword,word,nonword,
texto,preito,nonword,word,nonword,
recepção,sandwitualmente,nonword,word,nonword,
teimoso,apergerar,nonword,word,nonword,
tamanho,excetrackte,nonword,word,nonword,
prática,extrairsivo,nonword,word,nonword,
membro,execupais,nonword,word,nonword,
excitante,aliscício,nonword,word,nonword,
esperto,braccito,nonword,word,nonword,
responda,exibioquí,nonword,word,nonword,
distância,exbrandir,nonword,word,nonword,
programa,exomissão,nonword,word,nonword,
ombro,exagressivo,nonword,word,nonword,
adulto,exatrasar,nonword,word,nonword,
capacidade,exaquino,nonword,word,nonword,
pasta,famin,nonword,word,nonword,
entusiasmo,fábri,nonword,word,nonword,
mínimo,fares,nonword,word,nonword,
natal,fanes,nonword,word,nonword,
refém,praso,nonword,word,nonword,
nada,famísões,nonword,word,nonword,
errado,fapresso,nonword,word,nonword,
carbono,fantaques,nonword,word,nonword,
grande,fanbaquático,nonword,word,nonword,
método,tarinha de jasthan,nonword,word,nonword,
espionagem,famos,nonword,word,nonword,
troféu,oix,nonword,word,nonword,
civil,oli,nonword,word,nonword,
banana,êm,nonword,word,nonword,
bajular,femon,nonword,word,nonword,
fala,featordo,nonword,word,nonword,
âncora,fetria,nonword,word,nonword,
considerar,feeld,nonword,word,nonword,
vendedor,federanhões,nonword,word,nonword,
entender,ferdi,nonword,word,nonword,
céu,fesac,nonword,word,nonword,
crédito,fêlak,nonword,word,nonword,
chão,transriado,nonword,word,nonword,
presa,feguarda,nonword,word,nonword,
caos,honta,nonword,word,nonword,
século,abratival,nonword,word,nonword,
viver,siel,nonword,word,nonword,
mental,prongado,nonword,word,nonword,
fator,firam,nonword,word,nonword,
marinho,janme,nonword,word,nonword,
veia,fires,nonword,word,nonword,
avenida,finalivias,nonword,word,nonword,
meia-noite,finanpanthro,nonword,word,nonword,
nascimento,manciamento,nonword,word,nonword,
mais,minanciamento,nonword,word,nonword,
seminário,plassico,nonword,word,nonword,
hospitalidade,fubi,nonword,word,nonword,
maratona,atenresta,nonword,word,nonword,
papai,frendo,nonword,word,nonword,
bar,folam,nonword,word,nonword,
calendário,vimança,nonword,word,nonword,
gabinete,oquímiga,nonword,word,nonword,
preservar,cluístemente,nonword,word,nonword,
fazer compras,cluístemente,nonword,word,nonword,
soma,eventuna,nonword,word,nonword,
lesão,marto,nonword,word,nonword,
recusar,foliografo,nonword,word,nonword,
caloroso,blico,nonword,word,nonword,
capital,franjid,nonword,word,nonword,
entrar,donse,nonword,word,nonword,
saudável,donse,nonword,word,nonword,
pesquisa,bridde,nonword,word,nonword,
sexual,fres,nonword,word,nonword,
seqüestrador,hanta,nonword,word,nonword,
ketchup,rinta,nonword,word,nonword,
banheiro,fuexaustivo,nonword,word,nonword,
passatempo,acrescional,nonword,word,nonword,
lucro,zingão,nonword,word,nonword,
bater,fútes,nonword,word,nonword,
tio,bosfute,nonword,word,nonword,
lábio,galálers,nonword,word,nonword,
próximo,galhei,nonword,word,nonword,
contrato,garanhos,nonword,word,nonword,
submarino,triunçonete,nonword,word,nonword,
voz,volfo,nonword,word,nonword,
solitário,garoquei,nonword,word,nonword,
fome,masgoto,nonword,word,nonword,
dicionário,cheirafa,nonword,word,nonword,
uísque,sultar,nonword,word,nonword,
renúncia,ganis,nonword,word,nonword,
delicado,gaib,nonword,word,nonword,
majestade,gechihiroso,nonword,word,nonword,
classe,genheimmente,nonword,word,nonword,
rã,gidei,nonword,word,nonword,
corrente,thebal,nonword,word,nonword,
suave,cayria,nonword,word,nonword,
reconhecer,gocharla,nonword,word,nonword,
protegido,gojono,nonword,word,nonword,
internet,chengduado,nonword,word,nonword,
esqueço,torma,nonword,word,nonword,
universo,atindes,nonword,word,nonword,
operacional,gratigues,nonword,word,nonword,
com ciumes,grakenyattamente,nonword,word,nonword,
comum,consvação,nonword,word,nonword,
desconfortável,consvata,nonword,word,nonword,
regimento,gravilhão,nonword,word,nonword,
enfermo,volgo,nonword,word,nonword,
incêndio,corve,nonword,word,nonword,
plano,apesso,nonword,word,nonword,
processar,cappo,nonword,word,nonword,
vivo,equida,nonword,word,nonword,
dirigir,guaxigart,nonword,word,nonword,
mentira,abaireiro,nonword,word,nonword,
rota,plantarra,nonword,word,nonword,
doce,labilidadem,nonword,word,nonword,
magia,atoruge,nonword,word,nonword,
saúde,harmozart,nonword,word,nonword,
indústria,heliseqüentero,nonword,word,nonword,
alma,eatertoma,nonword,word,nonword,
arranjo,quidar,nonword,word,nonword,
cobertor,heshana,nonword,word,nonword,
batata,hidrogêlhões,nonword,word,nonword,
derreter,muv,nonword,word,nonword,
marte,badma,nonword,word,nonword,
maravilhoso,horovistidade,nonword,word,nonword,
torre,hotricto,nonword,word,nonword,
física,fesra,nonword,word,nonword,
ocorrer,atenrível,nonword,word,nonword,
produtor,presmano,nonword,word,nonword,
rabo,sparota,nonword,word,nonword,
parceiro,everso,nonword,word,nonword,
moda,imperanhões,nonword,word,nonword,
obstáculo,impéções,nonword,word,nonword,
finalmente,importânlhões,nonword,word,nonword,
diário,imaguentante,nonword,word,nonword,
pensão,impossítrais,nonword,word,nonword,
impressão,impodrite,nonword,word,nonword,
experimentar,gimpres digelto,nonword,word,nonword,
terra,impressiodei,nonword,word,nonword,
neto,stindo,nonword,word,nonword,
seqüestrar,insubsvel,nonword,word,nonword,
futuro,indições,nonword,word,nonword,
responsabilidade,gividualeni,nonword,word,nonword,
fragmento,chiperadamente,nonword,word,nonword,
descrever,investcia,nonword,word,nonword,
continuar,intruição,nonword,word,nonword,
preparação,inferigueia,nonword,word,nonword,
gripe,injohnno,nonword,word,nonword,
gesto,inkleinmante,nonword,word,nonword,
chuva,inalmar,nonword,word,nonword,
embaixada,incluístúnio,nonword,word,nonword,
felicitar,injeremy,nonword,word,nonword,
ponte,intrepto,nonword,word,nonword,
testemunha,mesinto,nonword,word,nonword,
surpresa,inspenhei,nonword,word,nonword,
sábado,inspiranhões,nonword,word,nonword,
planta,minstamento,nonword,word,nonword,
município,inteliatraíste,nonword,word,nonword,
conservador,intenberg,nonword,word,nonword,
observação,intecionaxiphan,nonword,word,nonword,
sensor,interespleite,nonword,word,nonword,
equilíbrio,exertimo,nonword,word,nonword,
jornalismo,inconsção,nonword,word,nonword,
último,raftil,nonword,word,nonword,
monge,injohnno,nonword,word,nonword,
acampamento,investituíam,nonword,word,nonword,
estômago,incluíamtigador,nonword,word,nonword,
estágio,investimesha,nonword,word,nonword,
inquilino,invesguem,nonword,word,nonword,
virar,ne,nonword,word,nonword,
tolo,irtua,nonword,word,nonword,
humilde,elípnico,nonword,word,nonword,
proteína,irrespondrias,nonword,word,nonword,
mover,prica,nonword,word,nonword,
monumento,jafronta,nonword,word,nonword,
zumbi,joepers,nonword,word,nonword,
ficar de pé,jogações,nonword,word,nonword,
repórter,joset,nonword,word,nonword,
ovni,dvia,nonword,word,nonword,
ignorância,grinal,nonword,word,nonword,
tarefa,aguennalista,nonword,word,nonword,
fumaça,jupé,nonword,word,nonword,
federal,juran,nonword,word,nonword,
irmã,juliraim,nonword,word,nonword,
falta,damônier,nonword,word,nonword,
consertar,muramenas,nonword,word,nonword,
beijo,juaplaudico,nonword,word,nonword,
status,amartiça,nonword,word,nonword,
rim,ze,nonword,word,nonword,
praga,dranto,nonword,word,nonword,
carnaval,laconsto,nonword,word,nonword,
garganta,larin,nonword,word,nonword,
inglês,laplanta,nonword,word,nonword,
otimista,atuber,nonword,word,nonword,
projeto,latourja,nonword,word,nonword,
aprender,lavalhas,nonword,word,nonword,
álcool,lebi,nonword,word,nonword,
católico,junbrar,nonword,word,nonword,
chegar,farço,nonword,word,nonword,
marca,toyda,nonword,word,nonword,
saída,warte,nonword,word,nonword,
olá,libenoit,nonword,word,nonword,
novembro,lícía,nonword,word,nonword,
registro,livinganie,nonword,word,nonword,
osso,gosdo,nonword,word,nonword,
marido,lisz,nonword,word,nonword,
vô,literalingara,nonword,word,nonword,
espada,liovy,nonword,word,nonword,
escavação,liquam,nonword,word,nonword,
suicídio,lonia,nonword,word,nonword,
compassivo,lorus,nonword,word,nonword,
cinzas,localiri,nonword,word,nonword,
necessário,róico,nonword,word,nonword,
anel,lutações,nonword,word,nonword,
real,lucre,nonword,word,nonword,
autópsia,ziz,nonword,word,nonword,
confirmação,apresonese,nonword,word,nonword,
bombear,molu de versoldo,nonword,word,nonword,
líquido,mazao,nonword,word,nonword,
sucesso,cordar,nonword,word,nonword,
aguarde,manchasra,nonword,word,nonword,
milhão,mafiz,nonword,word,nonword,
enforcamento,manipuríeis,nonword,word,nonword,
tripulação,maqui,nonword,word,nonword,
soldado,mangoldga,nonword,word,nonword,
vaca,mandra,nonword,word,nonword,
conversação,manunallyção,nonword,word,nonword,
amante,matur,nonword,word,nonword,
comando,máadorna,nonword,word,nonword,
atum,marições,nonword,word,nonword,
fino,marizaçoro,nonword,word,nonword,
coroa,markechar,nonword,word,nonword,
satisfeito,adultelo,nonword,word,nonword,
aids,massanhos,nonword,word,nonword,
regional,mastições,nonword,word,nonword,
carimbo,mamos,nonword,word,nonword,
irracional,matexiphantica,nonword,word,nonword,
gerente,giu,nonword,word,nonword,
abrir,adoximo,nonword,word,nonword,
tubarão,metriusnico,nonword,word,nonword,
oposto,medagens,nonword,word,nonword,
comissão,medabert,nonword,word,nonword,
adolescência,driagae,nonword,word,nonword,
dinastia,zindo,nonword,word,nonword,
naval,scroodia,nonword,word,nonword,
maldição,metrairia,nonword,word,nonword,
bônus,melan,nonword,word,nonword,
explicação,atrasagem,nonword,word,nonword,
arsenal,exaustiroso,nonword,word,nonword,
lei,meper,nonword,word,nonword,
ritmo,meler,nonword,word,nonword,
agarrar,miblackfone,nonword,word,nonword,
vidro,midlandcópio,nonword,word,nonword,
xerife,militachyon,nonword,word,nonword,
químico,michelltério,nonword,word,nonword,
igreja,mieléctro,nonword,word,nonword,
tela,minatoma,nonword,word,nonword,
vinho,miséções,nonword,word,nonword,
preocupado,misericórground,nonword,word,nonword,
rádio,bersão,nonword,word,nonword,
aumentar,mísbeu,nonword,word,nonword,
elogio,queitério,nonword,word,nonword,
orfanato,queitura,nonword,word,nonword,
formulário,mosciuto,nonword,word,nonword,
fora,mozartdo,nonword,word,nonword,
oeste,moret,nonword,word,nonword,
canal,monicles,nonword,word,nonword,
ocasionalmente,aprotanha,nonword,word,nonword,
realidade,aprotante,nonword,word,nonword,
modelo,queirada,nonword,word,nonword,
pouco,moobrigo,nonword,word,nonword,
potencial,wildfina,nonword,word,nonword,
presença,morpio,nonword,word,nonword,
exame,ceita,nonword,word,nonword,
verdadeiro,vanca,nonword,word,nonword,
bastão,queiteiro,nonword,word,nonword,
forte,mozia,nonword,word,nonword,
mesa,mográ,nonword,word,nonword,
reitor,vuitas bléia,nonword,word,nonword,
tanque,nicto,nonword,word,nonword,
valioso,mupõem,nonword,word,nonword,
fonte,anodo,nonword,word,nonword,
junho,birdculo,nonword,word,nonword,
decente,munhe,nonword,word,nonword,
criar,clausica,nonword,word,nonword,
princesa,clausica,nonword,word,nonword,
estresse,whitsico,nonword,word,nonword,
noite,mutens,nonword,word,nonword,
golfe,namen,nonword,word,nonword,
primavera,nalha,nonword,word,nonword,
calibre,naqui,nonword,word,nonword,
risco,náuriz,nonword,word,nonword,
abaixo,tordativo,nonword,word,nonword,
perfil,thunvoso,nonword,word,nonword,
chipe,thunvoso,nonword,word,nonword,
prazer,neram,nonword,word,nonword,
fazer,néjie,nonword,word,nonword,
contratar,galva,nonword,word,nonword,
senhor,norcon,nonword,word,nonword,
áfrica,juste,nonword,word,nonword,
imagem,notáquio,nonword,word,nonword,
atirador,norobôscias,nonword,word,nonword,
um,nomia,nonword,word,nonword,
cirurgião,siu,nonword,word,nonword,
válvula,nutriaar,nonword,word,nonword,
pesado,neguibi,nonword,word,nonword,
cabine,obviaatraíste,nonword,word,nonword,
subestimar,esnovano,nonword,word,nonword,
pirata,anesdental,nonword,word,nonword,
estrada,braltar,nonword,word,nonword,
noivado,anunder,nonword,word,nonword,
diploma,quelta,nonword,word,nonword,
vermelho,exercial,nonword,word,nonword,
rocha,dâeo,nonword,word,nonword,
chegada,béabus,nonword,word,nonword,
basquetebol,onnar,nonword,word,nonword,
candidato,opsie,nonword,word,nonword,
cela,krisnente,nonword,word,nonword,
resultado,aquibita,nonword,word,nonword,
racista,zarlha,nonword,word,nonword,
eterno,organichiwa,nonword,word,nonword,
anônimo,guarfício,nonword,word,nonword,
caro,cleptono,nonword,word,nonword,
química,outugues,nonword,word,nonword,
anjo,ourad,nonword,word,nonword,
super-homem,óio,nonword,word,nonword,
autógrafo,stargênio,nonword,word,nonword,
lésbica,paabaste,nonword,word,nonword,
admitir,paxes,nonword,word,nonword,
oferta,kii,nonword,word,nonword,
rifle,kii,nonword,word,nonword,
gestão,paijes,nonword,word,nonword,
pano,palessing,nonword,word,nonword,
arte,paody,nonword,word,nonword,
trabalho,pria menpre,nonword,word,nonword,
orquestra,parágramercy,nonword,word,nonword,
juventude,paralingmal,nonword,word,nonword,
evolução,pacos,nonword,word,nonword,
escravo,aguentícula,nonword,word,nonword,
administração,constida,nonword,word,nonword,
punir,constida,nonword,word,nonword,
propriedade,imensado,nonword,word,nonword,
atômico,passaqueiate,nonword,word,nonword,
trancado,señosaro,nonword,word,nonword,
barão,pasçais,nonword,word,nonword,
herói,pasçais,nonword,word,nonword,
paciência,padawantico,nonword,word,nonword,
