"ta_cue","ta_target","type","cue_type","target_type","ta_cosine"
"காப்ஸ்யூல்","அகை","nonword","word","nonword",NA
"வெளியே","உடககடட","nonword","word","nonword",NA
"தொடரவும்","உடககடட","nonword","word","nonword",NA
"முக்கிய","உட்செலரmaathavan","nonword","word","nonword",NA
"செல்","உணர மனனள","nonword","word","nonword",NA
"காற்று","உணர்மனiii","nonword","word","nonword",NA
"மதிப்புமிக்க","உணரனனச","nonword","word","nonword",NA
"சலுகை","உணவதனனக","nonword","word","nonword",NA
"ஆப்பிள்","உணbo","nonword","word","nonword",NA
"அருகில்","உண்மனனனத","nonword","word","nonword",NA
"போனஸ்","உண்மனiii","nonword","word","nonword",NA
"தொந்தரவு","உண்மனனனத","nonword","word","nonword",NA
"உணர்வை","உதஇட","nonword","word","nonword",NA
"பேரன்","உதவிமனiii","nonword","word","nonword",NA
"பயணிகள்","உதசந","nonword","word","nonword",NA
"மழை","உத்சtnse","nonword","word","nonword",NA
"அனாதை இல்லம்","உப்பரtnse","nonword","word","nonword",NA
"புகார்","உயமதத","nonword","word","nonword",NA
"இயக்கு","உயமதத","nonword","word","nonword",NA
"பிரகாசம்","உயvn","nonword","word","nonword",NA
"பாதுகாப்பு","உயிரtnse","nonword","word","nonword",NA
"பச்சை","உயிரtnse","nonword","word","nonword",NA
"இயற்பியல்","உயரtnse","nonword","word","nonword",NA
"தடுக்க","உயிர்ரmaathavan","nonword","word","nonword",NA
"பிளஸ்","உரிம மனனள","nonword","word","nonword",NA
"ஏற்றதாக","உலழனத","nonword","word","nonword",NA
"அளவு","உலகளமனனனத","nonword","word","nonword",NA
"எதிர்","உலله","nonword","word","nonword",NA
"நடனமாடுபவர்","உளவககடட","nonword","word","nonword",NA
"தகுதி","உளவககடட","nonword","word","nonword",NA
"கேலரி","உள்ளடரmaathavan","nonword","word","nonword",NA
"கவர்னர்","உள்ளத்தை ரshrikarsan","nonword","word","nonword",NA
"இரையை","உள்ளரtnse","nonword","word","nonword",NA
"ஆபாச வீடியோக்கள்","உளமனனனத","nonword","word","nonword",NA
"படி","உளநதே","nonword","word","nonword",NA
"பணயக்கைதிகள்","உறதசி","nonword","word","nonword",NA
"மோசமான","உறமனiii","nonword","word","nonword",NA
"கருத்தரங்கு","உறமனனனத","nonword","word","nonword",NA
"மந்திரி சபை","உறyl","nonword","word","nonword",NA
"ஆர்கெஸ்ட்ரா","உற்சரtnse","nonword","word","nonword",NA
"சூடான","உற்ரtnse","nonword","word","nonword",NA
"துன்பகரமான","உற்ரtnse","nonword","word","nonword",NA
"விதிவிலக்காக","edி","nonword","word","nonword",NA
"கூட்டாட்சியின்","ஊழbl","nonword","word","nonword",NA
"சினிமா","எஃஏற","nonword","word","nonword",NA
"பயங்கரமான","எக்ஸமனiii","nonword","word","nonword",NA
"ஆரம்","எங்சtnse","nonword","word","nonword",NA
"அனுமதி","எசதனனன","nonword","word","nonword",NA
"மாதம்","எச்சரtnse","nonword","word","nonword",NA
"தேசிய","எணககடட","nonword","word","nonword",NA
"பிராவோ","எணககடட","nonword","word","nonword",NA
"தோள்பட்டை","எணமனiii","nonword","word","nonword",NA
"நிழல்","எதிரtnse","nonword","word","nonword",NA
"அகதிகள்","எதிர்பாரரmaathavan","nonword","word","nonword",NA
"அறிய","எதிர்ரmaathavan","nonword","word","nonword",NA
"தூரம்","எதிர் மனனள","nonword","word","nonword",NA
"நோக்கம்","எதிரtnse","nonword","word","nonword",NA
"வலைப்பின்னல்","எபசtnse","nonword","word","nonword",NA
"அசல்","எப்மனனனத","nonword","word","nonword",NA
"கைவிட","எரி மனனள","nonword","word","nonword",NA
"நத்தை","நணி","nonword","word","nonword",NA
"வெறும்","எழசசு","nonword","word","nonword",NA
"மயக்கமடைதல்","எழு மனனள","nonword","word","nonword",NA
"அறை","எழுத மனனள","nonword","word","nonword",NA
"கல்லறை","எளஈக","nonword","word","nonword",NA
"பெயிண்ட்","எற மனனள","nonword","word","nonword",NA
"வர்க்கம்","என்றமனனனத","nonword","word","nonword",NA
"ஆராயுங்கள்","எஸ மனனள","nonword","word","nonword",NA
"சாண்ட்விச்","ஏதவதயம","nonword","word","nonword",NA
"வழிசெலுத்தல்","ஏமாசtnse","nonword","word","nonword",NA
"புழு","யனி","nonword","word","nonword",NA
"தேவையான","ஏலமனனக","nonword","word","nonword",NA
"பாதிப்பு","ஏவககடட","nonword","word","nonword",NA
"ஊடுருவி","ஏறமனiii","nonword","word","nonword",NA
"முன்மொழியுங்கள்","ஏற்றுக்கரmaathavan","nonword","word","nonword",NA
"தெற்கு","ஒப்ரtnse","nonword","word","nonword",NA
"சீசர்","ஒப்ரtnse","nonword","word","nonword",NA
"கண்ணாடிகள்","prி","nonword","word","nonword",NA
"இங்கே","ஒலி மனனள","nonword","word","nonword",NA
"துண்டு","ஒழசtnse","nonword","word","nonword",NA
"கடத்தல்காரன்","inி","nonword","word","nonword",NA
"அனுபவம் இன்றி","ஓடதலா","nonword","word","nonword",NA
"திரட்டுதல்","சஐாய்","nonword","word","nonword",NA
"நம்பிக்கை","ஓவமனனய","nonword","word","nonword",NA
"பொழுதுபோக்கு","ஃப்யமனனனத","nonword","word","nonword",NA
"வருகை","கசமனனனத","nonword","word","nonword",NA
"குண்டு","கடத்தப்ரmaathavan","nonword","word","nonword",NA
"சிவப்பு","கடயலய","nonword","word","nonword",NA
"கற்பனை","கடயலய","nonword","word","nonword",NA
"பாரடைஸ்","கடயஜ","nonword","word","nonword",NA
"கட்டுப்பாடு","கடbx","nonword","word","nonword",NA
"டிப்ளோமா","கடவுசசtnse","nonword","word","nonword",NA
"பாராளுமன்றம்","கடவுசtnse","nonword","word","nonword",NA
"இரவு உணவு","கடறரனனச","nonword","word","nonword",NA
"கருத்தில் கொள்ளுங்கள்","கடறகதயல","nonword","word","nonword",NA
"விசுவாசம்","கடறகதயல","nonword","word","nonword",NA
"இதே போன்ற","கடஇட","nonword","word","nonword",NA
"கவர்ச்சிகரமான","கடகதயல","nonword","word","nonword",NA
"ஆதாரம்","பனஃனமான","nonword","word","nonword",NA
"பன்றி","தரை","nonword","word","nonword",NA
"தடையாக","கடமபி","nonword","word","nonword",NA
"மன அழுத்தம்","கட்டட வடிவரshrikarsan","nonword","word","nonword",NA
"மராத்தான்","கட்ரtnse","nonword","word","nonword",NA
"பதில்","கட்டிமனனனத","nonword","word","nonword",NA
"போர்","கடஙகு","nonword","word","nonword",NA
"சோர்வாக","கட்டசtnse","nonword","word","nonword",NA
"அதிபர்","கணகமனனக","nonword","word","nonword",NA
"முதுகெலும்பு","கணவதயம","nonword","word","nonword",NA
"fidelity","கணணடி","nonword","word","nonword",NA
"சுட்டு","கண்ஜனனன","nonword","word","nonword",NA
"எடை","கண்ரtnse","nonword","word","nonword",NA
"அளவு","கண்கசtnse","nonword","word","nonword",NA
"பட்டு","கண்டுமனனனத","nonword","word","nonword",NA
"தேர்வு","கண மனனள","nonword","word","nonword",NA
"பப்","கதää","nonword","word","nonword",NA
"கொம்பு","கதிரமனனனத","nonword","word","nonword",NA
"குறுக்கீடு","கதமரி","nonword","word","nonword",NA
"பட்டினி","கப்பசtnse","nonword","word","nonword",NA
"கூலிப்படை","கபயனனர","nonword","word","nonword",NA
"அப்பா","கம்தனனய","nonword","word","nonword",NA
"இராஜினாமா","கமகமி","nonword","word","nonword",NA
"கூடு","கம்யமனiii","nonword","word","nonword",NA
"காப்பாற்றுங்கள்","கயடஸு","nonword","word","nonword",NA
"முகாம்","கரமனனனத","nonword","word","nonword",NA
"சொல்","கரவயி","nonword","word","nonword",NA
