"es_cue","es_target","type","cue_type","target_type","es_cosine"
"duje","sugerir","nonword","nonword","word",NA
"octerir","hundir","nonword","nonword","word",NA
"pesadiina","cliente","nonword","nonword","word",NA
"sufinaente","calle","nonword","nonword","word",NA
"prtioner","cruel","nonword","nonword","word",NA
"caez","artificial","nonword","nonword","word",NA
"máenbajo","aprobación","nonword","nonword","word",NA
"recoexcer","suceder","nonword","nonword","word",NA
"esmbre","puerta","nonword","nonword","word",NA
"concluceón","teatro","nonword","nonword","word",NA
"reempolvar","carga","nonword","nonword","word",NA
"pontncial","flor","nonword","nonword","word",NA
"cili","malo","nonword","nonword","word",NA
"sotodo","oficial","nonword","nonword","word",NA
"pivo","esposa","nonword","nonword","word",NA
"aliñada","callejón","nonword","nonword","word",NA
"raono","entrada","nonword","nonword","word",NA
"jojeto","salida","nonword","nonword","word",NA
"camer","recolectar","nonword","nonword","word",NA
"heredador","temporizador","nonword","nonword","word",NA
"taile","cáncer","nonword","nonword","word",NA
"colmara","huelga","nonword","nonword","word",NA
"samuento","estación","nonword","nonword","word",NA
"goyó","religión","nonword","nonword","word",NA
"idér","reputación","nonword","nonword","word",NA
"desasgo","cerrar","nonword","nonword","word",NA
"kaenda","peligro","nonword","nonword","word",NA
"aplbido","detective","nonword","nonword","word",NA
"kambre","descanso","nonword","nonword","word",NA
"maela","necesitar","nonword","nonword","word",NA
"imitada","carne","nonword","nonword","word",NA
"ró","enterrar","nonword","nonword","word",NA
"expa","completo","nonword","nonword","word",NA
"emento","pesca","nonword","nonword","word",NA
"hurahen","muy","nonword","nonword","word",NA
"carakal","patrón","nonword","nonword","word",NA
"topeento","insecto","nonword","nonword","word",NA
"agricurior","profesional","nonword","nonword","word",NA
"trodajo","democracia","nonword","nonword","word",NA
"modeego","estatua","nonword","nonword","word",NA
"tasate","amarillo","nonword","nonword","word",NA
"espiec","fe","nonword","nonword","word",NA
"tranqutto","corbata","nonword","nonword","word",NA
"naverse","matemáticas","nonword","nonword","word",NA
"sepeor","imperio","nonword","nonword","word",NA
"partnudelantera","generalmente","nonword","nonword","word",NA
"teempia","máximo","nonword","nonword","word",NA
"rga","último","nonword","nonword","word",NA
"circepo","marinero","nonword","nonword","word",NA
"mengo","leyenda","nonword","nonword","word",NA
"doree","vainilla","nonword","nonword","word",NA
"heministrar","mago","nonword","nonword","word",NA
"tirona","audiencia","nonword","nonword","word",NA
"retémpago","congelar","nonword","nonword","word",NA
"anente","evento","nonword","nonword","word",NA
"ragar","prueba","nonword","nonword","word",NA
"primpio","fatal","nonword","nonword","word",NA
"ficil","respuesta","nonword","nonword","word",NA
"escocial","miedo","nonword","nonword","word",NA
"insignom","serpiente","nonword","nonword","word",NA
"koiversidad","juramento","nonword","nonword","word",NA
"patinario","análisis","nonword","nonword","word",NA
"silicar","combatiente","nonword","nonword","word",NA
"antídopp","fugitivo","nonword","nonword","word",NA
"donela","generalmente","nonword","nonword","word",NA
"norve","sobrino","nonword","nonword","word",NA
"menscer","educación","nonword","nonword","word",NA
"muza","tradicional","nonword","nonword","word",NA
"deelecto","enfadado","nonword","nonword","word",NA
"zouji","mapache","nonword","nonword","word",NA
"rotio","sentarse","nonword","nonword","word",NA
"raspara","agradable","nonword","nonword","word",NA
"distlicia","broma","nonword","nonword","word",NA
"cogerar","acero","nonword","nonword","word",NA
"llocar","plausible","nonword","nonword","word",NA
"colvula","desafío","nonword","nonword","word",NA
"acete","triángulo","nonword","nonword","word",NA
"sperto","azul","nonword","nonword","word",NA
"controper","bruja","nonword","nonword","word",NA
"fataa","adversario","nonword","nonword","word",NA
"ñad","espaguetis","nonword","nonword","word",NA
"apda","soda","nonword","nonword","word",NA
"asustación","apellido","nonword","nonword","word",NA
"proteías","opción","nonword","nonword","word",NA
"grisky","domingo","nonword","nonword","word",NA
"planteario","ausencia","nonword","nonword","word",NA
"candbrato","inteligente","nonword","nonword","word",NA
"mactria","negocio","nonword","nonword","word",NA
"atericzaje","director","nonword","nonword","word",NA
"iderlock","ir","nonword","nonword","word",NA
"intechet","programa","nonword","nonword","word",NA
"bore","graduado","nonword","nonword","word",NA
"móea","lagarto","nonword","nonword","word",NA
"jugar","abaddro","nonword","word","nonword",NA
"cerebro","urandonar","nonword","word","nonword",NA
"queja","cudominal","nonword","word","nonword",NA
"ventana","abrató","nonword","word","nonword",NA
"amante","absudoo","nonword","word","nonword",NA
"unidad","abrola","nonword","word","nonword",NA
"arsenal","accidefee","nonword","word","nonword",NA
"rana","acogto","nonword","word","nonword",NA
"considerar","acrotar","nonword","word","nonword",NA
"terrible","ttero","nonword","word","nonword",NA
"miserable","acompaeer","nonword","word","nonword",NA
"consejo","aconselfr","nonword","word","nonword",NA
"todoterreno","actieed","nonword","word","nonword",NA
"bebida","actiber","nonword","word","nonword",NA
"colega","ertividad","nonword","word","nonword",NA
"medio","acmar","nonword","word","nonword",NA
"bocadillo","acoralizar","nonword","word","nonword",NA
"perdón","acisar","nonword","word","nonword",NA
"planta","versación","nonword","word","nonword",NA
"zoo","aderional","nonword","word","nonword",NA
"secreto","adcds","nonword","word","nonword",NA
"vena","adquinar","nonword","word","nonword",NA
"robar","administratick","nonword","word","nonword",NA
"herencia","mbolescente","nonword","word","nonword",NA
"quédate","aduanalina","nonword","word","nonword",NA
"girar","estresario","nonword","word","nonword",NA
"generador","aeronrerto","nonword","word","nonword",NA
"admitir","udencia","nonword","word","nonword",NA
"desencadenar","agradamae","nonword","word","nonword",NA
"rasguño","agradevor","nonword","word","nonword",NA
"experto","heresor","nonword","word","nonword",NA
"maravilloso","agitero","nonword","word","nonword",NA
"más bajo","alcama","nonword","word","nonword",NA
"imagen","alarlde","nonword","word","nonword",NA
"correcto","aleglea","nonword","word","nonword",NA
"evolución","alad","nonword","word","nonword",NA
"papi","sofombra","nonword","word","nonword",NA
"legión","alpi","nonword","word","nonword",NA
"sorpresa","logodón","nonword","word","nonword",NA
"herramienta","algun ldón","nonword","word","nonword",NA
"texto","alag","nonword","word","nonword",NA
"colina","alfrdedor","nonword","word","nonword",NA
"leal","poteza","nonword","word","nonword",NA
"población","hutura","nonword","word","nonword",NA
"combate","almorzación","nonword","word","nonword",NA
"obstáculo","shable","nonword","word","nonword",NA
"relámpago","amanecci","nonword","word","nonword",NA
"prima","izante","nonword","word","nonword",NA
"poco","onarillo","nonword","word","nonword",NA
"industria","medisca","nonword","word","nonword",NA
"normalmente","deugo","nonword","word","nonword",NA
"comentario","ampotad","nonword","word","nonword",NA
"lápiz labial","abortaso","nonword","word","nonword",NA
"optimista","otor","nonword","word","nonword",NA
"demanda","amplát","nonword","word","nonword",NA
"el verano","análráis","nonword","word","nonword",NA
"detonador","antor","nonword","word","nonword",NA
"whisky","crimal","nonword","word","nonword",NA
"sobrio","apuñlido","nonword","word","nonword",NA
"nervio","retiración","nonword","word","nonword",NA
"pobre","thbol","nonword","word","nonword",NA
"enfocar","ardaa","nonword","word","nonword",NA
"aficionado","ardi","nonword","word","nonword",NA
"sopa","alteda","nonword","word","nonword",NA
"niña","armascra","nonword","word","nonword",NA
"cumplido","alterio","nonword","word","nonword",NA
"internet","armosea","nonword","word","nonword",NA
"pintura","arisitecto","nonword","word","nonword",NA
"cantante","arrestri","nonword","word","nonword",NA
"castigar","arripc","nonword","word","nonword",NA
"agradecido","arhagancia","nonword","word","nonword",NA
"carrera profesional","arconal","nonword","word","nonword",NA
"original","cenería","nonword","word","nonword",NA
"gusto","artitacial","nonword","word","nonword",NA
"culo","artistiría","nonword","word","nonword",NA
"espinal","asesinfao","nonword","word","nonword",NA
"junio","asveino","nonword","word","nonword",NA
"cuerpo","asveino","nonword","word","nonword",NA
"radio","asistempia","nonword","word","nonword",NA
"empujar","gristente","nonword","word","nonword",NA
"pesado","asombraso","nonword","word","nonword",NA
"tripulación","asombraso","nonword","word","nonword",NA
"jurisdicción","ilustar","nonword","word","nonword",NA
"reflexión","athaue","nonword","word","nonword",NA
"pantalla","patentaco","nonword","word","nonword",NA
"sonreír","athysfera","nonword","word","nonword",NA
"lésbico","ateler","nonword","word","nonword",NA
"lunes","atrasgr","nonword","word","nonword",NA
"proyecto","rediencia","nonword","word","nonword",NA
"siesta","pasencia","nonword","word","nonword",NA
"desagradable","autonís","nonword","word","nonword",NA
"dinero en efectivo","autoriend","nonword","word","nonword",NA
"hospitalidad","rfer","nonword","word","nonword",NA
"escucha","ayolar","nonword","word","nonword",NA
"examen","azds","nonword","word","nonword",NA
"cena","dola","nonword","word","nonword",NA
"tierra","baona","nonword","word","nonword",NA
"ambulancia","badi","nonword","word","nonword",NA
"limpio","rir","nonword","word","nonword",NA
"razón","baraba","nonword","word","nonword",NA
"mayoria","bauza","nonword","word","nonword",NA
"empresa","bathra","nonword","word","nonword",NA
"periodismo","bataina","nonword","word","nonword",NA
"construcción","batalley","nonword","word","nonword",NA
"universo","bétabol","nonword","word","nonword",NA
"camino","belliga","nonword","word","nonword",NA
"regimiento","billchera","nonword","word","nonword",NA
"kilo","billey","nonword","word","nonword",NA
"torre","oralogía","nonword","word","nonword",NA
"tecnología","biológicoexistencia","nonword","word","nonword",NA
"secretario","kada","nonword","word","nonword",NA
"falda","hocigrafo","nonword","word","nonword",NA
"bailarín","tiasa","nonword","word","nonword",NA
"accidentalmente","borracué","nonword","word","nonword",NA
"tragar","boriue","nonword","word","nonword",NA
"perdedor","custón","nonword","word","nonword",NA
"presencia","alte","nonword","word","nonword",NA
"lentes","bohilla","nonword","word","nonword",NA
"escalada","brrto","nonword","word","nonword",NA
"claramente","bromlante","nonword","word","nonword",NA
"permitir","brila","nonword","word","nonword",NA
"sobre","brepa","nonword","word","nonword",NA
"mínimo","emballo","nonword","word","nonword",NA
"canciller","tible","nonword","word","nonword",NA
"alcohol","caltver","nonword","word","nonword",NA
"equilibrio","capá","nonword","word","nonword",NA
"diarrea","calcagar","nonword","word","nonword",NA
"autor","arrendario","nonword","word","nonword",NA
"ming","cantdad","nonword","word","nonword",NA
"suma","caque","nonword","word","nonword",NA
"hormigón","calladón","nonword","word","nonword",NA
"césar","orma","nonword","word","nonword",NA
"adn","camatara","nonword","word","nonword",NA
"ganso","caibón","nonword","word","nonword",NA
"candidato","camimaeta","nonword","word","nonword",NA
"rojo","campulnato","nonword","word","nonword",NA
"aplicar","cámpeog","nonword","word","nonword",NA
"reina","campo deyoatalla","nonword","word","nonword",NA
"rifle","aincer","nonword","word","nonword",NA
"estrés","cataión","nonword","word","nonword",NA
"continuar","cambcidad","nonword","word","nonword",NA
"rehén","capiina","nonword","word","nonword",NA
"seguir","capitalicao","nonword","word","nonword",NA
"seco","capixin","nonword","word","nonword",NA
"natural","cardened","nonword","word","nonword",NA
"sofá","cauna","nonword","word","nonword",NA
"cemento","caloe","nonword","word","nonword",NA
"eliminar","carrchera","nonword","word","nonword",NA
"desierto","cartir","nonword","word","nonword",NA
"abogado","yunado","nonword","word","nonword",NA
"soltar","casiheunca","nonword","word","nonword",NA
"pasatiempo","cardillo","nonword","word","nonword",NA
"ancla","ceni","nonword","word","nonword",NA
"esclavo","cesella","nonword","word","nonword",NA
"problema","celembial","nonword","word","nonword",NA
"serie","cesanterio","nonword","word","nonword",NA
"recolectar","centabar","nonword","word","nonword",NA
"picnic","cecrímetro","nonword","word","nonword",NA
"carbón","celoo","nonword","word","nonword",NA
"veneno","cereugal","nonword","word","nonword",NA
"estudiante","ceretenia","nonword","word","nonword",NA
"resultado","sollado","nonword","word","nonword",NA
"mil","cerrid","nonword","word","nonword",NA
"madre","cerraríaon llave","nonword","word","nonword",NA
"imaginación","cetaeza","nonword","word","nonword",NA
"inspirar","chammon","nonword","word","nonword",NA
"hoy dia","chandeje","nonword","word","nonword",NA
"puente","chumueta","nonword","word","nonword",NA
"ignorancia","acoco","nonword","word","nonword",NA
"magia","chocidate","nonword","word","nonword",NA
"advertencia","cicatrdí","nonword","word","nonword",NA
"primavera","geencia","nonword","word","nonword",NA
"zombi","contagioco","nonword","word","nonword",NA
"sargento","cicare","nonword","word","nonword",NA
"rehusar","ingarrillo","nonword","word","nonword",NA
