hi_cue,hi_target,type,cue_type,target_type,hi_cosine
धैर्य,असमुबंध,nonword,word,nonword,
केंद्र,कलर्शन,nonword,word,nonword,
मनोहर,उत्ष्टतः,nonword,word,nonword,
सामान्य रूप से,अनसना,nonword,word,nonword,
राइफल,अपर्शन,nonword,word,nonword,
नकली,कथमिक,nonword,word,nonword,
राज्यपाल,जाावादी,nonword,word,nonword,
उपकरण,आकरशासन,nonword,word,nonword,
अनाम,सुग्यता,nonword,word,nonword,
पत्रकारिता,ज्बाई,nonword,word,nonword,
आगमन,स्वदिग्ध,nonword,word,nonword,
स्वाद,कमजली,nonword,word,nonword,
परिस्थिति,आयला,nonword,word,nonword,
हीरा,नून,nonword,word,nonword,
चम्मच,मन्धा,nonword,word,nonword,
त्रुटि,पढयोति,nonword,word,nonword,
क्या,प्रग्नेक,nonword,word,nonword,
बदलना,जारूप में,nonword,word,nonword,
आशा,वतवल कला,nonword,word,nonword,
अवैध,जनतरगाह,nonword,word,nonword,
श्रेय,पाक्त,nonword,word,nonword,
नाम,प्रित कथा,nonword,word,nonword,
आँसू,हतआधा,nonword,word,nonword,
मंदिर,जू्मा,nonword,word,nonword,
संग्राम,आत्मव बढ़ना,nonword,word,nonword,
अति आवश्यक,उतबूर,nonword,word,nonword,
आंख,शम,nonword,word,nonword,
इकाई,त्रतिभा,nonword,word,nonword,
ज़िम्मेदारी,मुखंसनीय,nonword,word,nonword,
ढाल,अधकरानी,nonword,word,nonword,
आवाज़,दोमत,nonword,word,nonword,
सितंबर,परंपाथमिक,nonword,word,nonword,
विरोध,टू्ष,nonword,word,nonword,
आरामदायक,ततए,nonword,word,nonword,
महान,प्षमता,nonword,word,nonword,
बुरा,करुम्भिक,nonword,word,nonword,
नर,कॉग,nonword,word,nonword,
पश्चिम,ध्न्लेन,nonword,word,nonword,
मील,करदीर,nonword,word,nonword,
बहुमत,समरवि,nonword,word,nonword,
प्रारंभिक,सुपी,nonword,word,nonword,
कंधा,फाइने देना,nonword,word,nonword,
ट्रेलर,टमराव,nonword,word,nonword,
उत्प्रेरक,छिसेना,nonword,word,nonword,
पंप,लहअसा,nonword,word,nonword,
डेस्क,संअंत,nonword,word,nonword,
प्रपत्र,आसगला,nonword,word,nonword,
आदेश,वास्यारा,nonword,word,nonword,
कानून,निपोशा,nonword,word,nonword,
पुस्तकालय,कट्यास,nonword,word,nonword,
भाग्य,विरैगन,nonword,word,nonword,
श्रीमन्त,वासकुमारी,nonword,word,nonword,
मासूम,खाब,nonword,word,nonword,
हत्यारा,निरात्मक,nonword,word,nonword,
बचाना,स्वीबीन करना,nonword,word,nonword,
पेंशन,पदचज्ञता,nonword,word,nonword,
शामिल होना,गुस्थि,nonword,word,nonword,
काउंटी,अंगूकी,nonword,word,nonword,
घृणित,लेफ्थ होना,nonword,word,nonword,
फ़ाइल,गेरौती,nonword,word,nonword,
च्नद्र,अजाब,nonword,word,nonword,
रंग,दिलगरेट,nonword,word,nonword,
महीना,सकर्शन,nonword,word,nonword,
आने वाला कल,व्यंत्र,nonword,word,nonword,
पुरुष,वकस,nonword,word,nonword,
तलाक,उपलता,nonword,word,nonword,
मिल,प्जधानी,nonword,word,nonword,
जोड़,अनुपत करना,nonword,word,nonword,
मंगल ग्रह,विदेील,nonword,word,nonword,
ताज़ा,रहनून,nonword,word,nonword,
सहज रूप में,मत्तान,nonword,word,nonword,
पेट,असेटर,nonword,word,nonword,
इंजीनियर,घय,nonword,word,nonword,
अल्पाहार,सैन,nonword,word,nonword,
प्रस्ताव,विलासिक,nonword,word,nonword,
सेमिनार,जाविस,nonword,word,nonword,
कैप्सूल,धेव,nonword,word,nonword,
कारक,झूत,nonword,word,nonword,
करोड़पति,इलल,nonword,word,nonword,
योग्य होना,आफ़िम श्यत्रि,nonword,word,nonword,
बाहर,समझर्बन,nonword,word,nonword,
क्रमागत उन्नति,पुन्ध,nonword,word,nonword,
भूकंप,खड़न करना,nonword,word,nonword,
आकाशीय विद्युत,अधल,nonword,word,nonword,
खुराक,स्आयव,nonword,word,nonword,
व्यर्थ,शयनकरहालय,nonword,word,nonword,
बाइबिल,काामारी,nonword,word,nonword,
अभिलेख,स्सफल,nonword,word,nonword,
थका हुआ,लूरा,nonword,word,nonword,
रिपोर्ट,प्शॉट,nonword,word,nonword,
गिलहरी,मुत्रिम,nonword,word,nonword,
अंधा,स्थारृंखला,nonword,word,nonword,
रासायनिक,प्क़्ब्स,nonword,word,nonword,
छड़ी,वैफ़ी,nonword,word,nonword,
हमेशा,रूपहल,nonword,word,nonword,
रिश्वत,निछल,nonword,word,nonword,
ऑर्केस्ट्रा,तौराया,nonword,word,nonword,
बंदर,अकएनए,nonword,word,nonword,
ध्यान,शायद का हार,nonword,word,nonword,
आक्रमण,व्कि,nonword,word,nonword,
अभ्यास,उचने,nonword,word,nonword,
कोर्ट,ब्र,nonword,word,nonword,
घातक,लंयक,nonword,word,nonword,
शब्दकोश,अतिरंज्टोरेंट,nonword,word,nonword,
भाषण,कपलवार,nonword,word,nonword,
शाही,इसकेट,nonword,word,nonword,
अनुभाग,उदरयास,nonword,word,nonword,
शांतिप्रद,समुंदिम्मेदार,nonword,word,nonword,
रेजिमेंट,साभिन्न,nonword,word,nonword,
प्रशासन,चिततकालय,nonword,word,nonword,
अनाड़ी,इकट्ठ्भाग्य,nonword,word,nonword,
कार्य,रचनाततनवादी,nonword,word,nonword,
गंदा,देव्लोप,nonword,word,nonword,
राजवंश,लेषय,nonword,word,nonword,
प्रश्न,दरशप,nonword,word,nonword,
उत्तर,क़िन,nonword,word,nonword,
अनुसंधान,कह़े,nonword,word,nonword,
पिघल,बतणा,nonword,word,nonword,
चट्टान,एय्ला,nonword,word,nonword,
खाड़ी,हैम,nonword,word,nonword,
होशियार,फातल,nonword,word,nonword,
भयानक,संरिमास,nonword,word,nonword,
मानसिक,तिम,nonword,word,nonword,
अवलोकन,पत्मकता,nonword,word,nonword,
सबूत,गणह,nonword,word,nonword,
फायदा,हाइडनीयता,nonword,word,nonword,
कभी - कभी,मैराज,nonword,word,nonword,
दूषण,फेडजकता,nonword,word,nonword,
हड्डी,पहराया,nonword,word,nonword,
बदकिस्मत,हतवस्था,nonword,word,nonword,
नाटक,मकान पुण्य,nonword,word,nonword,
कोच,पहराम,nonword,word,nonword,
रोमियो,मीशा,nonword,word,nonword,
लाइव,किमार,nonword,word,nonword,
नीलामी,मजस्तर,nonword,word,nonword,
यहां,चन्बुशनी,nonword,word,nonword,
प्रभाव,ठीह देना,nonword,word,nonword,
लड़के,दरत,nonword,word,nonword,
अंतरिक्ष यात्री,सालक,nonword,word,nonword,
जगह,कोतावेज़,nonword,word,nonword,
दक्षिण,बिनकली,nonword,word,nonword,
गरम,अध्स्वी,nonword,word,nonword,
संचालित,ध्यान केेणी का वकील,nonword,word,nonword,
महंगा,वा,nonword,word,nonword,
नग्न,पोक,nonword,word,nonword,
योग,स्ट्टिनेंट,nonword,word,nonword,
पहाड़ी,दूल,nonword,word,nonword,
शरणार्थी,उपढ़ी,nonword,word,nonword,
खरीदना,झााई,nonword,word,nonword,
लागू,जाशा,nonword,word,nonword,
खाली,माइक्रॉबेरी,nonword,word,nonword,
किराये का,हेरोमि,nonword,word,nonword,
मुस्कुराओ,हमलाड़ी,nonword,word,nonword,
नीचे,पास़दमी,nonword,word,nonword,
योग,यई,nonword,word,nonword,
बलवान,न्ल,nonword,word,nonword,
शिकार,न्य्यांकन,nonword,word,nonword,
छल,प्तमान,nonword,word,nonword,
मधुमक्खी,डाोप,nonword,word,nonword,
जनरेटर,झन,nonword,word,nonword,
स्वास्थ्य,परिवमान्य,nonword,word,nonword,
पेय पदार्थ,छुट्ली की छाप,nonword,word,nonword,
अपहरण करना,निवर्ची,nonword,word,nonword,
भ्रम,इनज़ी,nonword,word,nonword,
बिल्कुल,मधुश संस्कार,nonword,word,nonword,
