en_cue,en_target,unique,en_cosine,en_fake_cue,en_fake_target,af_target,af_cue,af_cosine,af_fake_cue,af_fake_target,ar_target,ar_cue,ar_cosine,ar_fake_cue,ar_fake_target,bg_target,bg_cue,bg_cosine,bg_fake_cue,bg_fake_target,ca_target,ca_cue,ca_cosine,ca_fake_cue,ca_fake_target,cs_target,cs_cue,cs_cosine,cs_fake_cue,cs_fake_target,da_target,da_cue,da_cosine,da_fake_cue,da_fake_target,de_target,de_cue,de_cosine,de_fake_cue,de_fake_target,el_target,el_cue,el_cosine,el_fake_cue,el_fake_target,es_target,es_cue,es_cosine,es_fake_cue,es_fake_target,et_target,et_cue,et_cosine,et_fake_cue,et_fake_target,eu_target,eu_cue,eu_cosine,eu_fake_cue,eu_fake_target,fa_target,fa_cue,fa_cosine,fa_fake_cue,fa_fake_target,fi_target,fi_cue,fi_cosine,fi_fake_cue,fi_fake_target,fr_target,fr_cue,fr_cosine,fr_fake_cue,fr_fake_target,gl_target,gl_cue,gl_cosine,gl_fake_cue,gl_fake_target,he_target,he_cue,he_cosine,he_fake_cue,he_fake_target,hi_target,hi_cue,hi_cosine,hi_fake_cue,hi_fake_target,hr_target,hr_cue,hr_cosine,hr_fake_cue,hr_fake_target,hu_target,hu_cue,hu_cosine,hu_fake_cue,hu_fake_target,hy_target,hy_cue,hy_cosine,hy_fake_cue,hy_fake_target,id_target,id_cue,id_cosine,id_fake_cue,id_fake_target,it_target,it_cue,it_cosine,it_fake_cue,it_fake_target,ja_target,ja_cue,ja_cosine,ja_fake_cue,ja_fake_target,ko_target,ko_cue,ko_cosine,ko_fake_cue,ko_fake_target,lt_target,lt_cue,lt_cosine,lt_fake_cue,lt_fake_target,lv_target,lv_cue,lv_cosine,lv_fake_cue,lv_fake_target,nl_target,nl_cue,nl_cosine,nl_fake_cue,nl_fake_target,no_target,no_cue,no_cosine,no_fake_cue,no_fake_target,pl_target,pl_cue,pl_cosine,pl_fake_cue,pl_fake_target,pt_target,pt_cue,pt_cosine,pt_fake_cue,pt_fake_target,ro_target,ro_cue,ro_cosine,ro_fake_cue,ro_fake_target,ru_target,ru_cue,ru_cosine,ru_fake_cue,ru_fake_target,sk_target,sk_cue,sk_cosine,sk_fake_cue,sk_fake_target,sl_target,sl_cue,sl_cosine,sl_fake_cue,sl_fake_target,sr_target,sr_cue,sr_cosine,sr_fake_cue,sr_fake_target,sv_target,sv_cue,sv_cosine,sv_fake_cue,sv_fake_target,ta_target,ta_cue,ta_cosine,ta_fake_cue,ta_fake_target,tr_target,tr_cue,tr_cosine,tr_fake_cue,tr_fake_target,uk_target,uk_cue,uk_cosine,uk_fake_cue,uk_fake_target,ur_target,ur_cue,ur_cosine,ur_fake_cue,ur_fake_target,vi_target,vi_cue,vi_cosine,vi_fake_cue,vi_fake_target,zh_cn_target,zh_cn_cue,zh_cn_cosine,zh_cn_fake_cue,zh_cn_fake_target,zh_tw_target,zh_tw_cue,zh_tw_cosine,zh_tw_fake_cue,zh_tw_fake_target,total
monkey,gorilla,monkeygorilla,0.615054484,monkez,gkrilla,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gorilla,abe,0.440923448,ame,gorigla,gorilla,affen,0.453816896,affek,gomilla,NA,NA,NA,NA,NA,gorila,mono,0.611452207,myno,gorilv,gorilla,ahv,0.464552847,avv,gzrilla,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gorille,singe,0.626202297,senge,gorilpe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gorila,macaco,0.606962069,macaoo,gorixa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gorilla,apa,0.448234855,apo,gvrilla,NA,NA,NA,NA,NA,goril,maymun,0.647628205,maymut,goriu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.72072072
treasure,wealth,treasurewealth,0.479877271,treacure,cealth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,богатство,съкровище,0.507979739,съкровбще,богатстео,NA,NA,NA,NA,NA,bohatství,poklad,0.456221645,prklad,bohatství,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bogatstvo,blago,0.519509821,alago,bogetstvo,vagyon,kincs,0.470767628,cincs,vagyod,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,averi,comori,0.464855833,coxori,ațeri,богатство,сокровище,0.490710532,созровище,богааство,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bogatstvo,blago,0.516980196,blbgo,bogdtstvo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,zenginlik,hazine,0.445868384,hazgne,zenginlyk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.72072072
demand,request,demandrequest,0.473046173,demank,reluest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,auffordern,fordern,0.573216236,forderu,auffordkrn,NA,NA,NA,NA,NA,solicitar,exigir,0.520962634,exigia,solicutar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pyytää,vaatia,0.515968684,väatia,pyvtää,demander,demande,0.69184096,dembnde,xemander,NA,NA,NA,NA,NA,בקשה,דרישה,0.492895212,דרישם,בקןה,NA,NA,NA,NA,NA,zahtev,zahtevati,0.669794666,zahtevatb,zahter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forespørsel,etterspørsel,0.585910062,etuerspørsel,forewpørsel,NA,NA,NA,NA,NA,solicitar,exigir,0.486126826,exigii,solicitap,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.72072072
section,paragraph,sectionparagraph,0.564749671,seltion,paragrapm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,параграф,секция,0.454244887,секцуя,тараграф,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,paragraf,afsnit,0.384514143,afvnit,pasagraf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,paragrahv,lõik,0.395450655,löik,paoagrahv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,paragraphe,section,0.508866491,iection,paragrazhe,NA,NA,NA,NA,NA,פסקה,סעיף,0.485139509,סעימ,עסקה,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,paragrafo,sezione,0.505248275,sezioje,paragryfo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,parágrafo,secção,0.476076901,secpão,parágrado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,paragraf,sektion,0.459885876,sektior,parfgraf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.72072072
balance,harmony,balanceharmony,0.481745973,btlance,uarmony,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,хармония,баланс,0.445835452,балаtс,хармонжя,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,armonía,equilibrio,0.514343608,equibibrio,armonua,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harmonie,équilibre,0.524032414,équulibre,hlrmonie,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harmoni,keseimbangan,0.382347829,keshimbangan,harmoji,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harmonie,balans,0.432285241,balans,harmoniz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harmonia,equilíbrio,0.502179086,equilíbréo,harmonim,armonie,echilibru,0.490349987,echilibvu,aimonie,гармония,баланс,0.395464978,буланс,гирмония,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.72072072
motive,alibi,motivealibi,0.558725989,motivb,aligi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,алиби,мотив,0.477571581,мосив,wлиби,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,alibi,motiv,0.496234833,motev,aldbi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,alibi,motiivi,0.504404486,momiivi,alibu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,אליבי,מניע,0.552247564,מנזע,אליבן,NA,NA,NA,NA,NA,alibi,motiv,0.518794479,mociv,nlibi,alibi,indítéka,0.415446312,indíkéka,alibk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,alibi,motief,0.521878052,motyef,awibi,alibi,motiv,0.488404636,måtiv,alubi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.72072072
recover,heal,recoverheal,0.509327965,recwver,heax,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,verheilen,erholen,0.461967919,erholej,vesheilen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,paranema,taastuma,0.657121673,üaastuma,parinema,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,parantua,toipua,0.531828325,toisua,payantua,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,izliječiti,ozdraviti,0.620839826,okdraviti,izlieečiti,gyógyul,felépül,0.598582598,felöpül,gyógiul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,vindeca,reface,0.473664108,reffce,vindecț,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ozdraveti,okrevati,0.557323343,okrevaji,ozeraveti,NA,NA,NA,NA,NA,läka,återhämta,0.537165706,återhämti,läkm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.72072072
escort,accompany,escortaccompany,0.63024693,escwrt,accomsany,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,придружа,ескорт,0.453087474,ескокт,придпужа,acompanya,acompanyar,0.904437637,acomcanyar,acomzanya,NA,NA,NA,NA,NA,ledsage,eskortere,0.465638324,eskortele,lsdsage,NA,NA,NA,NA,NA,συνοδεύω,συνοδεία,0.589132018,συχοδεία,συνοδεύη,acompañar,escoltar,0.622841253,essoltar,acoepañar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,accompagnare,scortare,0.649657904,sctrtare,accomvagnare,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,acompanho,escoltar,0.452145902,escoltur,azompanho,însoţi,escorta,0.496125648,ekcorta,însiţi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.72072072
alert,alarm,alertalarm,0.507431735,alert,alapm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,alarma,alerta,0.519231533,álerta,alarka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hälytys,hälyttää,0.595210687,lälyttää,hälotys,alarme,alerte,0.536876783,aberte,alarke,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,riasztás,riadó,0.661753407,rirdó,riaszbás,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,allarme,allerta,0.529878959,alaerta,allarye,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,alarme,alertar,0.455331655,plertar,aqarme,alarma,alerta,0.50589659,aleroa,alrrma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,alarm,uzbuna,0.451309972,uzbuna,alarv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.72072072
comment,statement,commentstatement,0.517646738,combent,stytement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,изявление,коментар,0.514888634,комннтар,изявлениъ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,udtalelse,kommentare,0.511668168,kommentaee,udtalelsø,NA,NA,NA,NA,NA,δήλωση,σχόλιο,0.397604866,σχόλιχ,δήλωσν,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,uttalelse,kommentar,0.451149226,kommenbar,uttaoelse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,заявление,замечание,0.557988288,замечания,oаявление,vyjadrenie,komentár,0.358757458,komentáb,vyjkdrenie,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,uttalande,kommentar,0.476150767,kommenåar,uttavande,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,بیان,تبصرہ,0.371582999,yبصرہ,بشان,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.72072072
senior,junior,seniorjunior,0.723074588,srnior,junior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,младша,старша,0.510171944,стакша,млааша,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,junior,senior,0.35542852,sfnior,hunior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,menor,maior,0.473404026,mgior,menmr,זוטר,בכירה,0.444703841,בכירו,זוטד,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,junior,senior,0.395607045,shnior,junior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,junior,senior,0.459045974,senisr,juniok,junior,senior,0.529128763,senioå,junoor,junior,senior,0.438999415,łenior,junioj,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.72072072
insult,offend,insultoffend,0.566615566,inmult,oofend,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fornærme,fornærmelse,0.668313477,zornærmelse,foynærme,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,uvrijediti,uvrediti,0.744535189,ivrediti,uvripediti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fornærm,fornærme,0.898890624,ftrnærme,yornærm,NA,NA,NA,NA,NA,ofender,insultar,0.635496716,insultar,ofezder,jigni,insulta,0.573351652,însulta,jignm,обидеть,оскорбить,0.610505296,оскорбыть,обиддть,NA,NA,NA,NA,NA,užaliti,žaliti,0.819932511,naliti,užalitu,uvrediti,uvreda,0.509587376,ulreda,uvreditt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.72072072
resistance,resist,resistanceresist,0.466454841,resintance,resisk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,vastustaa,vastusta,0.729767913,vastustn,vastusraa,résiste,résistance,0.500958648,résistanée,résiste,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,oduprijeti,otpor,0.395976142,utpor,odumrijeti,NA,NA,NA,NA,NA,դիմադրել,դիմադրություն,0.708421572,դիաադրություն,դծմադրել,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,motstå,motstand,0.504521273,mctstand,uotstå,NA,NA,NA,NA,NA,resistir,resistência,0.531322599,resisbência,rcsistir,rezista,rezisten,0.518461758,reziiten,vezista,сопротивляться,сопротивление,0.57152784,сопротитление,сопзотивляться,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.72072072
burst,explode,burstexplode,0.551580674,buvst,explodr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,explodieren,platzen,0.489898569,platzon,uxplodieren,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,estoupar,estourar,0.747094444,estourab,entoupar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,eksplodirati,puknuti,0.556902994,puknutv,eksplodirsti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,eksplodować,wybuchnąć,0.763736081,wybuahnąć,eksplndować,explodir,rebentar,0.771699715,rebentaâ,explbdir,exploda,izbucni,0.463071696,izbicni,ebploda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,eksplodirati,raznesti,0.591634566,ruznesti,eksplodifati,NA,NA,NA,NA,NA,explodera,brista,0.407973434,brâsta,explodrra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.72072072
volunteer,voluntarily,volunteervoluntarily,0.464531277,volbnteer,voguntarily,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,доброволно,доброволец,0.48781539,доброволнц,доброволно,voluntàriament,voluntari,0.536122966,veluntari,voluntàfiament,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,freiwillig,freiwilligen,0.611461202,freiwllligen,freiwwllig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,vabatahtlikult,vabatahtlik,0.815315007,vabatahtlõk,vaaatahtlikult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,volontariamente,volontario,0.561780889,volontprio,volontariamente,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,vrijwillig,vrijwilliger,0.681812439,vrijuilliger,vrijwillid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dobrovoľne,dobrovoľník,0.755715075,čobrovoľník,dobrvvoľne,prostovoljno,prostovoljec,0.719322825,prostovolječ,prostovožjno,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.72072072
horn,whistle,hornwhistle,0.534955052,horv,whistpe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pito,cuerno,0.460254226,cuereo,nito,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,שריקה,צופר,0.46551975,צמפר,שעיקה,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,peluit,klakson,0.406979054,klaksoz,ieluit,fischio,clacson,0.487046713,clacsin,fiscfio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fluit,hoorn,0.445526802,héorn,flutt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,apitar,buzina,0.435842633,buzica,apstar,NA,NA,NA,NA,NA,свисток,рог,0.440048777,раг,свистбк,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ıslık,korna,0.565062721,korda,ısuık,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.72072072
