"ru_cue","ru_target","type","cue_type","target_type","ru_cosine"
"футка","сопровожством","nonword","nonword","nonword",NA
"пребыдешь","светрофон","nonword","nonword","nonword",NA
"кремь","коосужда","nonword","nonword","nonword",NA
"умышленная","патподь","nonword","nonword","nonword",NA
"эсмонс","стр","nonword","nonword","nonword",NA
"liа","банкро","nonword","nonword","nonword",NA
"паоконник","орихи","nonword","nonword","nonword",NA
"глд","мых","nonword","nonword","nonword",NA
"будувать","большой првёшь","nonword","nonword","nonword",NA
"огурка","капичишь","nonword","nonword","nonword",NA
"джуньюи","учебрый","nonword","nonword","nonword",NA
"эпш","учрека","nonword","nonword","nonword",NA
"звекарь","дайби","nonword","nonword","nonword",NA
"приместей","сячный","nonword","nonword","nonword",NA
"термирить","гетти","nonword","nonword","nonword",NA
"переществ","трансделение","nonword","nonword","nonword",NA
"мельнина","странера","nonword","nonword","nonword",NA
"вечу","смуи","nonword","nonword","nonword",NA
"бевер","девно","nonword","nonword","nonword",NA
"полторп","цепта","nonword","nonword","nonword",NA
"стол письмехрист","плосер","nonword","nonword","nonword",NA
"выкла","учёрия","nonword","nonword","nonword",NA
"сужил","гонии","nonword","nonword","nonword",NA
"секрекрыл","пребельный","nonword","nonword","nonword",NA
"выя","цертный","nonword","nonword","nonword",NA
"недора","хоское","nonword","nonword","nonword",NA
"звутябрь","обнистра","nonword","nonword","nonword",NA
"эксперижабль","вздошной","nonword","nonword","nonword",NA
"родклассник","сельмо","nonword","nonword","nonword",NA
"стаёшь","драгоценством","nonword","nonword","nonword",NA
"ресмотма","подамьен","nonword","nonword","nonword",NA
"тулом","изголавр","nonword","nonword","nonword",NA
"манул","класрение","nonword","nonword","nonword",NA
"паласька","поличать","nonword","nonword","nonword",NA
"лазатыль","адренапасть","nonword","nonword","nonword",NA
"зочных","атмультик","nonword","nonword","nonword",NA
"скрипняться","грузочьей","nonword","nonword","nonword",NA
"семилоть","деак","nonword","nonword","nonword",NA
"веряю","официублюдка","nonword","nonword","nonword",NA
"калин","научатгда","nonword","nonword","nonword",NA
"устрорование","добратьснительный","nonword","nonword","nonword",NA
"экимяк","гастриптика","nonword","nonword","nonword",NA
"углебать","количегнать","nonword","nonword","nonword",NA
"воображебратьс","вэсть","nonword","nonword","nonword",NA
"сивность","поластер","nonword","nonword","nonword",NA
"rbо","дестим","nonword","nonword","nonword",NA
"клшо","водобишь","nonword","nonword","nonword",NA
"догобишь","закрыдешь","nonword","nonword","nonword",NA
"тоды","зафилд","nonword","nonword","nonword",NA
"нациовстречный","прихоское","nonword","nonword","nonword",NA
"ближать","выуспока","nonword","nonword","nonword",NA
"удобренний","цуруг","nonword","nonword","nonword",NA
"общенуть","в самом явись","nonword","nonword","nonword",NA
"бевер","креативством","nonword","nonword","nonword",NA
"глоал","грена","nonword","nonword","nonword",NA
"чейзь","безмер","nonword","nonword","nonword",NA
"участведливый","советоплесс","nonword","nonword","nonword",NA
"стряла","рассчиском","nonword","nonword","nonword",NA
"безнальность","крущать","nonword","nonword","nonword",NA
"имущенуть","прональный","nonword","nonword","nonword",NA
"берёшьцы","божетральный","nonword","nonword","nonword",NA
"ежегласно","паркуй","nonword","nonword","nonword",NA
"говосточ","в конце ксдэйл","nonword","nonword","nonword",NA
"отзёт","стека","nonword","nonword","nonword",NA
"пайния","лжерх","nonword","nonword","nonword",NA
"кварбота","японда","nonword","nonword","nonword",NA
"прерыский","деятельствен","nonword","nonword","nonword",NA
"ватка","вов","nonword","nonword","nonword",NA
"администрабратьс","возностьденный","nonword","nonword","nonword",NA
"мопл","джедеть","nonword","nonword","nonword",NA
"воткнутьашину","избиранесчастный","nonword","nonword","nonword",NA
"хьк","фотостое","nonword","nonword","nonword",NA
"рирё","привлеским","nonword","nonword","nonword",NA
"салон самолтepecнo","одершение","nonword","nonword","nonword",NA
"скома","снятор","nonword","nonword","nonword",NA
"распознаством","провзлома","nonword","nonword","nonword",NA
"соять","взросный","nonword","nonword","nonword",NA
"поослаблять","васнул","nonword","nonword","nonword",NA
"тречил","ƒоам","nonword","nonword","nonword",NA
"тысядешь","страстведливый","nonword","nonword","nonword",NA
"доты","ваннаятельствмната","nonword","nonword","nonword",NA
"фиран","польрика","nonword","nonword","nonword",NA
"дальной","спутлетка","nonword","nonword","nonword",NA
"оцетать","октерть","nonword","nonword","nonword",NA
"разпай","цереланд","nonword","nonword","nonword",NA
"парлакруа","рисоблаз","nonword","nonword","nonword",NA
"ерй","тренегодник","nonword","nonword","nonword",NA
"аспиталь","желадель","nonword","nonword","nonword",NA
"бапал","кардиджея","nonword","nonword","nonword",NA
