fi_cue,fi_target,type,cue_type,target_type,fi_cosine
kaksi,renvittyä,nonword,word,nonword,
rommi,respikaiva,nonword,word,nonword,
washington,kesaloittelu,nonword,word,nonword,
nimimerkki,juasi,nonword,word,nonword,
tasku,majoprenssi,nonword,word,nonword,
kommentti,neeni,nonword,word,nonword,
kulho,akasy,nonword,word,nonword,
virallisesti,keyttää,nonword,word,nonword,
naula,rytäksyä,nonword,word,nonword,
siepata,konvaasti,nonword,word,nonword,
kuiva,asuntaja,nonword,word,nonword,
monumentti,ristä,nonword,word,nonword,
lisätä,viirkää,nonword,word,nonword,
työpaja,hygieetä,nonword,word,nonword,
saastuminen,freema,nonword,word,nonword,
uskollisuus,kespi,nonword,word,nonword,
väestö,mestamiin,nonword,word,nonword,
kokki,teetsari,nonword,word,nonword,
kauhea,käytäneteensä,nonword,word,nonword,
ele,rukeo,nonword,word,nonword,
teini-ikä,pamuisti,nonword,word,nonword,
repiä,juokpeli,nonword,word,nonword,
seinä,rieta,nonword,word,nonword,
tatuointi,tenskäri,nonword,word,nonword,
sukellusvene,ikava,nonword,word,nonword,
suu,kae,nonword,word,nonword,
kohde,ölke,nonword,word,nonword,
prinsessa,kulhe,nonword,word,nonword,
anarkia,ajeri,nonword,word,nonword,
pilvi,polttata,nonword,word,nonword,
mahdollistaa,asiaktaa,nonword,word,nonword,
kuva,suuttalo,nonword,word,nonword,
jeeppi,erija,nonword,word,nonword,
saapua,ästätällinen,nonword,word,nonword,
laulaja,vasosaston,nonword,word,nonword,
mielikuvitus,hääsä,nonword,word,nonword,
esiintyä,heälyäni,nonword,word,nonword,
sammakko,huoto,nonword,word,nonword,
enkeli,heikkiökeltari,nonword,word,nonword,
lakimies,pikyys,nonword,word,nonword,
suihku,suuntävä,nonword,word,nonword,
väärä,neltto,nonword,word,nonword,
legioona,suosteeni,nonword,word,nonword,
jäsen,räspy,nonword,word,nonword,
pulssi,korivea,nonword,word,nonword,
kesä,laukiehto,nonword,word,nonword,
valitus,koorta,nonword,word,nonword,
salaliitto,tajaakiven,nonword,word,nonword,
teleskooppi,tarta,nonword,word,nonword,
caesar,tenka,nonword,word,nonword,
itsepäinen,täävijelmä,nonword,word,nonword,
tavallinen,kiperaali,nonword,word,nonword,
yhtäkkiä,saparana,nonword,word,nonword,
selitys,osoitkapallo,nonword,word,nonword,
tuhka,korjeen,nonword,word,nonword,
mato,raanvata,nonword,word,nonword,
maailmankaikkeus,koili,nonword,word,nonword,
kampanja,oisina,nonword,word,nonword,
selli,sapsi,nonword,word,nonword,
kuppi,kodis,nonword,word,nonword,
taajuus,kurlais,nonword,word,nonword,
kaaos,laslia,nonword,word,nonword,
fiksu,poeverstinen,nonword,word,nonword,
niellä,valheeltuin,nonword,word,nonword,
keppi,ryikä,nonword,word,nonword,
lääketieteellinen,sabri,nonword,word,nonword,
omena,lautavuus,nonword,word,nonword,
vaisto,kunin,nonword,word,nonword,
merisotilaallinen,homio,nonword,word,nonword,
kuukausi,jivilinaatio,nonword,word,nonword,
pojanpoika,kuninroin,nonword,word,nonword,
ylpeä,humingaspunta,nonword,word,nonword,
kultainen,anikormu,nonword,word,nonword,
vastaus,tuontamus,nonword,word,nonword,
huolestunut,jummollinen,nonword,word,nonword,
päivittäin,jatuosinen,nonword,word,nonword,
ekspertti,raivi,nonword,word,nonword,
likainen,maallittävä,nonword,word,nonword,
ruumiinavaus,lolla,nonword,word,nonword,
voitto,aukeuhko,nonword,word,nonword,
tilaisuus,avaiko,nonword,word,nonword,
vastus,ormeusenpaanti,nonword,word,nonword,
kaneli,törmä,nonword,word,nonword,
torni,aukeuhko,nonword,word,nonword,
lähde,seilla,nonword,word,nonword,
tuottaja,rajosuma,nonword,word,nonword,
keisarillinen,ilpoltta,nonword,word,nonword,
kuvata,kemaattori,nonword,word,nonword,
syy,tratu,nonword,word,nonword,
journalismi,kymoa,nonword,word,nonword,
nätti,markto,nonword,word,nonword,
potilas,hyvesetämön,nonword,word,nonword,
vapaasti,tsyromoginen,nonword,word,nonword,
kilpi,jeuru,nonword,word,nonword,
ääni,vaelku,nonword,word,nonword,
ei mitään,avoti,nonword,word,nonword,
sitkeä,mieronunkaja,nonword,word,nonword,
juna,kajama,nonword,word,nonword,
tunnistaa,liikkana,nonword,word,nonword,
syytön,kinäyttää,nonword,word,nonword,
alas,ajaslinen,nonword,word,nonword,
estää,vapolttaa,nonword,word,nonword,
englanti,parustusmaki,nonword,word,nonword,
turvallisuus,pälktäjä,nonword,word,nonword,
hame,viiköt,nonword,word,nonword,
tarkastaja,maailpotika,nonword,word,nonword,
hulluus,opastilä,nonword,word,nonword,
kohtuuton,ärä,nonword,word,nonword,
suora,brisgetti,nonword,word,nonword,
palkkasoturi,reilo,nonword,word,nonword,
loppu,joanki,nonword,word,nonword,
vahva,senttimo,nonword,word,nonword,
hirttäminen,suuto,nonword,word,nonword,
vahingossa,kiersaolo,nonword,word,nonword,
käteinen,mukka,nonword,word,nonword,
lasku,jatto,nonword,word,nonword,
draama,sunnunbien,nonword,word,nonword,
salaisuus,aksivuoda,nonword,word,nonword,
eläke,askua,nonword,word,nonword,
varjo,muukeuhko,nonword,word,nonword,
surullinen,mianne,nonword,word,nonword,
maanjäristys,artakoja,nonword,word,nonword,
verkosto,sivis,nonword,word,nonword,
puhelu,ullepirkoijus,nonword,word,nonword,
tabletti,kurkto,nonword,word,nonword,
muta,sylä,nonword,word,nonword,
itsemurha,lasmo,nonword,word,nonword,
yö,juhnen,nonword,word,nonword,
hotelli,puskua,nonword,word,nonword,
ei koskaan,apumi,nonword,word,nonword,
tässä,kiirpää,nonword,word,nonword,
sana,presituointi,nonword,word,nonword,
kansainvälinen,kuulvaltio,nonword,word,nonword,
vanhempi,älreiästävä,nonword,word,nonword,
planeetta,jerda,nonword,word,nonword,
vahvuus,häisi,nonword,word,nonword,
toissijainen,alasboli,nonword,word,nonword,
komero,värestää,nonword,word,nonword,
hytti,heuttaa,nonword,word,nonword,
arsenaali,suunjona,nonword,word,nonword,
siviili,ummesirpoittaa,nonword,word,nonword,
ranta,lasettaa,nonword,word,nonword,
leiri,loveista,nonword,word,nonword,
tekniikka,parinkäinen,nonword,word,nonword,
nautinto,kriskata,nonword,word,nonword,
pelottava,kirsuuntaa,nonword,word,nonword,
profiili,hirsoikkaminen,nonword,word,nonword,
näyttö,sulmaastu,nonword,word,nonword,
etsiä,hauttaa,nonword,word,nonword,
sota,paslu,nonword,word,nonword,
terapia,hurouminen,nonword,word,nonword,
turvapaikka,veinosepainen,nonword,word,nonword,
kevät,kiissesti,nonword,word,nonword,
vaihe,asvoa,nonword,word,nonword,
hormoni,journata,nonword,word,nonword,
olkapää,tynästyminen,nonword,word,nonword,
tarpeeksi,haahaaska,nonword,word,nonword,
hai,salpo,nonword,word,nonword,
roska,elökä,nonword,word,nonword,
sianliha,tansapunka,nonword,word,nonword,
reitti,märtää,nonword,word,nonword,
elossa,ryöskäys,nonword,word,nonword,
säilyttää,gaviitsi,nonword,word,nonword,
syöttää,kiirtää,nonword,word,nonword,
tehdas,eriltai,nonword,word,nonword,
seisoa,käjästys,nonword,word,nonword,
samanlainen,koutu,nonword,word,nonword,
huuli,avaite,nonword,word,nonword,
kasvain,karihaili,nonword,word,nonword,
vihollinen,työsköinen,nonword,word,nonword,
kanava,marsollivuus,nonword,word,nonword,
nöyrä,korppo,nonword,word,nonword,
hyödyllinen,tapnia,nonword,word,nonword,
mehiläinen,aloiltimetri,nonword,word,nonword,
myöntää,marknivointi,nonword,word,nonword,
laukaista,meku,nonword,word,nonword,
rangaistus,korjuun,nonword,word,nonword,
paha,väpö,nonword,word,nonword,
kipeä,haru,nonword,word,nonword,
punainen,protoriippi,nonword,word,nonword,
vastalääke,vilkairu,nonword,word,nonword,
kirous,jourusuu,nonword,word,nonword,
romeo,velyä,nonword,word,nonword,
myyjä,liikea,nonword,word,nonword,
vastaanotto,kulsioistaja,nonword,word,nonword,
harjoitella,sparme,nonword,word,nonword,
vuokralainen,heskuntinen,nonword,word,nonword,
kärsiä,juuravainen,nonword,word,nonword,
luu,rouni,nonword,word,nonword,
maanantai,ekäunniskominen,nonword,word,nonword,
johtopäätös,tekluaika,nonword,word,nonword,
lukeminen,lairinsto,nonword,word,nonword,
yhtiö,nioittameri,nonword,word,nonword,
ostaa,merikysä,nonword,word,nonword,
vieraanvaraisuus,lairinsto,nonword,word,nonword,
teräsmies,väskeys,nonword,word,nonword,
silta,kerjoonassipuus,nonword,word,nonword,
orava,elektelija,nonword,word,nonword,
kerros,karaskus,nonword,word,nonword,
valita,taiva,nonword,word,nonword,
juokseva,naissi,nonword,word,nonword,
länsi,keavuus,nonword,word,nonword,
sähke,itpiren,nonword,word,nonword,
hunaja,määntäjä,nonword,word,nonword,
orgasmi,miltrendi,nonword,word,nonword,
sääntö,likö,nonword,word,nonword,
proteiini,esilläiskäärä,nonword,word,nonword,
ikuinen,ryntä,nonword,word,nonword,
rahoittaa,hesirteinen,nonword,word,nonword,
vaikuttava,hanvi,nonword,word,nonword,
lahjoa,patjon,nonword,word,nonword,
lopullinen,akisi,nonword,word,nonword,
näytös,siekryttävä,nonword,word,nonword,
väkijoukko,nospi,nonword,word,nonword,
saapuminen,takna,nonword,word,nonword,
esittää,tyyrinäs,nonword,word,nonword,
pyramidi,piskoa,nonword,word,nonword,
ehdottomasti,vipounen,nonword,word,nonword,
luokka,aletka,nonword,word,nonword,
nokkela,tonnesin,nonword,word,nonword,
kirjaimellisesti,paranlono,nonword,word,nonword,
äiti,aiheutsin,nonword,word,nonword,
sopimus,tunplantaa,nonword,word,nonword,
koskea,ansepias,nonword,word,nonword,
soittaa,sumpaa,nonword,word,nonword,
miekka,kuuja,nonword,word,nonword,
plus,päätmälä,nonword,word,nonword,
tehtävä,lefrieda,nonword,word,nonword,
kuninkaallinen,kieltelma,nonword,word,nonword,
tutkintotodistus,kavasa,nonword,word,nonword,
hauta,peämä,nonword,word,nonword,
kuunnella,joukninen,nonword,word,nonword,
sankari,nökörusma,nonword,word,nonword,
hiili,jato,nonword,word,nonword,
laitteet,kierana,nonword,word,nonword,
pyöristää,käydät,nonword,word,nonword,
vaiva,ryhmas,nonword,word,nonword,
kohta,abfrendi,nonword,word,nonword,
tiukasti,kienrinkä,nonword,word,nonword,
aikuinen,esikun,nonword,word,nonword,
erittäin,moaseettori,nonword,word,nonword,
näyttö,tiidakies,nonword,word,nonword,
taloudellisesti,solte,nonword,word,nonword,
zombie,elinku,nonword,word,nonword,
sotilas,reuvoa,nonword,word,nonword,
talo,puskerella,nonword,word,nonword,
lukea,otteenko,nonword,word,nonword,
läsnäolo,suloriti,nonword,word,nonword,
kiva,kanujai,nonword,word,nonword,
erinomainen,palsirto,nonword,word,nonword,
järjestää,salkka,nonword,word,nonword,
loukkaus,kriittimaton,nonword,word,nonword,
college,lemäs,nonword,word,nonword,
panttivanki,lepsaas,nonword,word,nonword,
haava,päkkö,nonword,word,nonword,
tilanne,mentää,nonword,word,nonword,
malli,oranpua,nonword,word,nonword,
kurja,sierokove,nonword,word,nonword,
arkku,konsu,nonword,word,nonword,
lohikäärme,varen,nonword,word,nonword,
tonnikala,konpuullinen,nonword,word,nonword,
kysymys,oisouhtuma,nonword,word,nonword,
osuma,sio,nonword,word,nonword,
tarkastella,rekvi,nonword,word,nonword,
ruuti,heroiimä,nonword,word,nonword,
elää,tervehkeet,nonword,word,nonword,
maa,joiristallinen,nonword,word,nonword,
astronautti,palktaja,nonword,word,nonword,
myrkyttää,noittaa,nonword,word,nonword,
viini,epäillistinen,nonword,word,nonword,
jazz,peluvarju,nonword,word,nonword,
peruna,lonktio,nonword,word,nonword,
rakentaminen,karvesija,nonword,word,nonword,
golf,ränki,nonword,word,nonword,
ketju,kryptari,nonword,word,nonword,
anonyymi,köödä,nonword,word,nonword,
leski,irka,nonword,word,nonword,
muualle,ankin,nonword,word,nonword,
onnitella,yhmein,nonword,word,nonword,
aktiivinen,taatkoni,nonword,word,nonword,
rasistinen,kajava,nonword,word,nonword,
hymy,julmoon,nonword,word,nonword,
kerma,sinäytti,nonword,word,nonword,
etana,viesma,nonword,word,nonword,
rutto,raimaa,nonword,word,nonword,
tie,korjuun,nonword,word,nonword,
ruosteinen,kirjee,nonword,word,nonword,
tasapaino,rohki,nonword,word,nonword,
puhdas,viiteentain,nonword,word,nonword,
lisääntyä,varsuri,nonword,word,nonword,
viha,torna,nonword,word,nonword,
motiivi,näresys,nonword,word,nonword,
rangaista,talakurhaaja,nonword,word,nonword,
rauta,grilto,nonword,word,nonword,
kasvi,simeklataja,nonword,word,nonword,
jo,karouvellinen,nonword,word,nonword,
roomalainen,selki,nonword,word,nonword,
brändi,teenä,nonword,word,nonword,
tyhjä,helmiusti,nonword,word,nonword,
kivihiili,semäänti,nonword,word,nonword,
henkilökohtainen,jäähvitär,nonword,word,nonword,
yksityinen,lemkoo,nonword,word,nonword,
leima,piisuuntaa,nonword,word,nonword,
kihlaus,talsiittaa,nonword,word,nonword,
este,pelavella,nonword,word,nonword,
perävaunu,tolli,nonword,word,nonword,
anteeksianto,karruttiva,nonword,word,nonword,
peite,pulettiooro,nonword,word,nonword,
harrastus,kattu,nonword,word,nonword,
vuosisata,sykky,nonword,word,nonword,
paistaa,toniinti,nonword,word,nonword,
maili,karankuma,nonword,word,nonword,
puska,eruin,nonword,word,nonword,
ansa,avustara,nonword,word,nonword,
nuoriso,kardiaseelli,nonword,word,nonword,
koe,freetailu,nonword,word,nonword,
kauppa,sahu,nonword,word,nonword,
tappava,veho,nonword,word,nonword,
suudella,erto,nonword,word,nonword,
aavikko,aje,nonword,word,nonword,
kuulustelu,käiryntää,nonword,word,nonword,
dna,valoisra,nonword,word,nonword,
nyt,koispovata,nonword,word,nonword,
kauhu,rikomauskenti,nonword,word,nonword,
tuhlata,pesnus,nonword,word,nonword,
avuton,peeronkkori,nonword,word,nonword,
sanoa,upeimmattava,nonword,word,nonword,
pelata,pauttaa,nonword,word,nonword,
sensori,kiräänveunti,nonword,word,nonword,
tupakka,vemsinkoiva,nonword,word,nonword,
mies,tymky,nonword,word,nonword,
ironia,räkäntevä,nonword,word,nonword,
huomenna,alonuva,nonword,word,nonword,
paino,lousti,nonword,word,nonword,
klaani,nahuriipinen,nonword,word,nonword,
kokaiini,kelsi,nonword,word,nonword,
vahvistus,laskammuus,nonword,word,nonword,
peto,liikkas,nonword,word,nonword,
havainto,noili,nonword,word,nonword,
taika,flirtsi,nonword,word,nonword,
minimi,kukeus,nonword,word,nonword,
terve,vetakööny,nonword,word,nonword,
kansallinen,kuirenaspaus,nonword,word,nonword,
internet,rakispola,nonword,word,nonword,
raaka,kuheskia,nonword,word,nonword,
maraton,seijaus,nonword,word,nonword,
bonus,kentä,nonword,word,nonword,
riskialtis,asetna,nonword,word,nonword,
ajoneuvo,kamoa,nonword,word,nonword,
ohut,kinne,nonword,word,nonword,
avaaminen,punku,nonword,word,nonword,
aasi,siirtainen,nonword,word,nonword,
tyypillinen,ajanlari,nonword,word,nonword,
playboy,keljesaso,nonword,word,nonword,
ankkuri,ruu,nonword,word,nonword,
jakso,nopu,nonword,word,nonword,
oikea,rapartne,nonword,word,nonword,
vapaaehtoinen,keedä kunjella,nonword,word,nonword,
jälkiruoka,palja,nonword,word,nonword,
pöytä,takerivio,nonword,word,nonword,
pitää,oleskeri,nonword,word,nonword,
työkalu,sehoikkaa,nonword,word,nonword,
sormi,humaomiensa,nonword,word,nonword,
perintö,jaintin,nonword,word,nonword,
merellinen,räesittää,nonword,word,nonword,
myytti,raroittaa,nonword,word,nonword,
turvallinen,ohkes,nonword,word,nonword,
sementti,pikätes,nonword,word,nonword,
robotti,venkauskangeismus,nonword,word,nonword,
ihailla,rankeuhko,nonword,word,nonword,
hirviö,ilojentaa,nonword,word,nonword,
saapas,maailmunisti,nonword,word,nonword,
tyttö,voimakagentti,nonword,word,nonword,
kalenteri,tytääntö,nonword,word,nonword,
vastuullisuus,meepäili,nonword,word,nonword,
ura,hukku,nonword,word,nonword,
tila,kaumajoku,nonword,word,nonword,
posti,keivata,nonword,word,nonword,
lesbo,toideastaja,nonword,word,nonword,
vastaanotto,tusoikus,nonword,word,nonword,
salkku,pahoinstaatti,nonword,word,nonword,
vastapäätä,keera,nonword,word,nonword,
pumppu,aloitrallinen,nonword,word,nonword,
neula,sekemakia,nonword,word,nonword,
eroaminen,lenne,nonword,word,nonword,
illuusio,kidon,nonword,word,nonword,
viehätys,kaumoi,nonword,word,nonword,
kukkula,määiltäväisyys,nonword,word,nonword,
kapasiteetti,jamia,nonword,word,nonword,
käsi,konruoski,nonword,word,nonword,
nälkä,avioikalainen,nonword,word,nonword,
maalata,jäne,nonword,word,nonword,
ninja,raamus,nonword,word,nonword,
välttämätön,kiraseellija,nonword,word,nonword,
vapaus,nahria,nonword,word,nonword,
uros,pösyiten,nonword,word,nonword,
galleria,sinilais,nonword,word,nonword,
lupa,epakemua,nonword,word,nonword,
navigointi,säänlyysi,nonword,word,nonword,
korjata,hynakeetti,nonword,word,nonword,
oppia,kamaljeena,nonword,word,nonword,
voileipä,kyymi,nonword,word,nonword,
iso,luontaa,nonword,word,nonword,
viehättävä,maaluskaja,nonword,word,nonword,
aivot,kratomolle,nonword,word,nonword,
alaston,järkä,nonword,word,nonword,
pelastaa,pinla,nonword,word,nonword,
marraskuu,muutö,nonword,word,nonword,
positiivinen,sämeilä,nonword,word,nonword,
lattia,kaami,nonword,word,nonword,
rodeo,kenä,nonword,word,nonword,
sitoa,panktori,nonword,word,nonword,
idea,sielnikka,nonword,word,nonword,
torvi,saihia,nonword,word,nonword,
valmistautuminen,oletteeri,nonword,word,nonword,
leipä,patus,nonword,word,nonword,
viltti,ummonen,nonword,word,nonword,
kaupallinen,haspovia,nonword,word,nonword,
albumi,katsamaukku,nonword,word,nonword,
punta,anjaa,nonword,word,nonword,
luoda,kli,nonword,word,nonword,
lauantai,peiko,nonword,word,nonword,
tyynenmeren,leune,nonword,word,nonword,
tuuli,väise,nonword,word,nonword,
soveltaa,pesahtaja,nonword,word,nonword,
kulma,kermua,nonword,word,nonword,
katsoa,saapsodi,nonword,word,nonword,
ripuli,morli,nonword,word,nonword,
yhteiskunta,hermain,nonword,word,nonword,
terminaali,luokkari,nonword,word,nonword,
uuni,auka,nonword,word,nonword,
kreivi,suutsinen,nonword,word,nonword,
puhua,usomaistava,nonword,word,nonword,
vähän,rissan,nonword,word,nonword,
menestys,ilkaaoksesti,nonword,word,nonword,
kyvyttömyys,kelvi,nonword,word,nonword,
torkut,kurkto,nonword,word,nonword,
data,teistava,nonword,word,nonword,
vuokraus,lähekin,nonword,word,nonword,
kapseli,inä,nonword,word,nonword,
auttaa,ajotielti,nonword,word,nonword,
sytytin,postentari,nonword,word,nonword,
kuningatar,infson,nonword,word,nonword,
sanakirja,laje,nonword,word,nonword,
pudota,murki,nonword,word,nonword,
keho,kuuvata,nonword,word,nonword,
sokea,piiknaat,nonword,word,nonword,
lämmin,viittaja,nonword,word,nonword,
etuoikeus,leetti,nonword,word,nonword,
maa,puuhaatla,nonword,word,nonword,
naiivi,henva,nonword,word,nonword,
tyytyväinen,partneli,nonword,word,nonword,
piknikki,ritte,nonword,word,nonword,
kangas,uljaannen,nonword,word,nonword,
isä,sikeistö,nonword,word,nonword,
eläintarha,kehi,nonword,word,nonword,
alempi,salkeo,nonword,word,nonword,
toivo,heet,nonword,word,nonword,
sulhanen,kotevaarrinen,nonword,word,nonword,
painike,tusky,nonword,word,nonword,
lasi,pakerin,nonword,word,nonword,
insinööri,juuno,nonword,word,nonword,
raskas,sumtaa,nonword,word,nonword,
kamera,merkkila,nonword,word,nonword,
raamattu,sopilaan,nonword,word,nonword,
julkkis,osaskalo,nonword,word,nonword,
sihteeri,kaisvelu,nonword,word,nonword,
paratiisi,muutturi,nonword,word,nonword,
tarkistaa,keseball,nonword,word,nonword,
ala,masenloon,nonword,word,nonword,
kenraali,ustakuus,nonword,word,nonword,
yritys,kalkku,nonword,word,nonword,
käytäntö,kulkuruone,nonword,word,nonword,
kuu,nänne,nonword,word,nonword,
silmä,häänyä,nonword,word,nonword,
kapea,morkein,nonword,word,nonword,
työntää,hierä,nonword,word,nonword,
joki,pauluntaa,nonword,word,nonword,
siirtomaa,ylleketää,nonword,word,nonword,
mestari,seovaan,nonword,word,nonword,
kaksinkertainen,kaanuisa,nonword,word,nonword,
komentaja,kepikkovies,nonword,word,nonword,
jätkä,asusginen,nonword,word,nonword,
ikkuna,käynä,nonword,word,nonword,
