ur_cue,ur_target,type,cue_type,target_type,ur_cosine
چمچ,حملہگوور,nonword,word,nonword,
آپریشن,قلہام,nonword,word,nonword,
تمباکو,نساتیات,nonword,word,nonword,
جنگ,بتاتیاتی,nonword,word,nonword,
قیام کرنا,حیرتوؤنگیز,nonword,word,nonword,
کام سے متعلق,داخم,nonword,word,nonword,
وھسکی,خانوچی,nonword,word,nonword,
رات کا کھانا,خاجھان,nonword,word,nonword,
زنجیر,خالیاہ,nonword,word,nonword,
کوچ,گگریں,nonword,word,nonword,
البم,نٹم,nonword,word,nonword,
آسمانی بجلی,صرس,nonword,word,nonword,
دیر,ٹاگوش,nonword,word,nonword,
کالج,خرعمار,nonword,word,nonword,
کامیابی,جخاں,nonword,word,nonword,
ہولناک,صط,nonword,word,nonword,
اناٹومی,خطبےاک,nonword,word,nonword,
ضروری,بطرا,nonword,word,nonword,
مینڈک,مہاب,nonword,word,nonword,
شارک,خوینش,nonword,word,nonword,
بم,خوبصابت,nonword,word,nonword,
تحقیق,جفیش,nonword,word,nonword,
جگہ,خوابورتی,nonword,word,nonword,
نیلامی,خومصغرض,nonword,word,nonword,
خزانہ,خوردخان,nonword,word,nonword,
آخر میں,ڑوس,nonword,word,nonword,
موقع,خویحو,nonword,word,nonword,
آرکسٹرا,خولاوار,nonword,word,nonword,
پلیٹ فارم,ہاہمہ,nonword,word,nonword,
برانڈ,درشی,nonword,word,nonword,
کل,تكف,nonword,word,nonword,
احتجاج,چوگزبہ کرما,nonword,word,nonword,
ورید,خوبتاک,nonword,word,nonword,
نمک حلالی,داجدہ,nonword,word,nonword,
گورنر,دالح,nonword,word,nonword,
ریکارڈ,دانبی,nonword,word,nonword,
تتلی,داين,nonword,word,nonword,
لیگ,ککاط,nonword,word,nonword,
رابطہ,ھرمہ ھراگت,nonword,word,nonword,
ہمراہ ہونا,ذرطص,nonword,word,nonword,
صلاحیت,درخودات,nonword,word,nonword,
فرضی داستان,ضرذ,nonword,word,nonword,
بھاڑےکا سپاہی,چحیچ,nonword,word,nonword,
کم سے کم,ذرگازھ,nonword,word,nonword,
جنوب,دسنیویز,nonword,word,nonword,
زخم,مزتخط,nonword,word,nonword,
رومیو,ذشنگز,nonword,word,nonword,
مندر,فکاع,nonword,word,nonword,
راؤنڈ,مشتر,nonword,word,nonword,
انتظام کرنا,رقن,nonword,word,nonword,
داخل ہونا,دلپوپ,nonword,word,nonword,
براؤن,دلفع,nonword,word,nonword,
ریچھ,تلشوذ,nonword,word,nonword,
کیلا,ضلہن,nonword,word,nonword,
خیال,ضگنی,nonword,word,nonword,
شمار,صقما,nonword,word,nonword,
شاعر,گیاٹ,nonword,word,nonword,
سبب,دھنیکہ,nonword,word,nonword,
چوسنا,دھمافو خیز مواد,nonword,word,nonword,
واقعہ,دھمارق,nonword,word,nonword,
سکرین,جھنج,nonword,word,nonword,
الرٹ,چوگچہ,nonword,word,nonword,
پالیسی,نگول,nonword,word,nonword,
میٹھا,برب آکوط,nonword,word,nonword,
شہزادی,بہاذی,nonword,word,nonword,
نامعقول,ڈشہ,nonword,word,nonword,
مینیجر,ڈوھہر,nonword,word,nonword,
فلسفہ,دوڑیذ چا چھاقا,nonword,word,nonword,
رسالہ,ذوص,nonword,word,nonword,
غلط,ہمانا,nonword,word,nonword,
اعتماد,ڈوص,nonword,word,nonword,
ننھا,دومے,nonword,word,nonword,
آتما,دوراانہ,nonword,word,nonword,
مطالبہ,دونٹی,nonword,word,nonword,
فاصلہ,جوجت,nonword,word,nonword,
مسرت,ذگڑاقی کرنا,nonword,word,nonword,
بارود خانہ,حیصا,nonword,word,nonword,
ڈریگن,پضہ,nonword,word,nonword,
تعریف کرنا,حیپریہن,nonword,word,nonword,
سیکشن,طنقا,nonword,word,nonword,
تال,ڈائجکجر,nonword,word,nonword,
دہشت,ڈانز,nonword,word,nonword,
آرٹیکل,ڈانار,nonword,word,nonword,
اڑن طشتری,ڈاطر,nonword,word,nonword,
گرنا,خبچ,nonword,word,nonword,
ہوٹل,گھیحما,nonword,word,nonword,
پاؤنڈ,ڈرائصار,nonword,word,nonword,
رقاصہ,جنجنی جیجاجرجےوالا,nonword,word,nonword,
جونشے میں نہ ہو,یقیتی,nonword,word,nonword,
صحافت,جھنجھی ججانا,nonword,word,nonword,
روزانہ,خخقیم,nonword,word,nonword,
حسب معمول,شرچہ,nonword,word,nonword,
الٹ,گگبنڈی,nonword,word,nonword,
گڑیا,خخم,nonword,word,nonword,
آرزو,ڈصد گی گوطری,nonword,word,nonword,
انگریزی,تق,nonword,word,nonword,
گینگ,جطی,nonword,word,nonword,
درست کرنا,ظصاگاگانہ,nonword,word,nonword,
جام نوش کرنا,رفنگر,nonword,word,nonword,
ماں,کپص,nonword,word,nonword,
خلیج,ڑضم,nonword,word,nonword,
بہن,کھکنا,nonword,word,nonword,
درخواست دیں,ہہبا,nonword,word,nonword,
سپرمین,رہوبا,nonword,word,nonword,
فخر,گھگما,nonword,word,nonword,
امتحان,یمانگی,nonword,word,nonword,
مہینہ,رواینگ,nonword,word,nonword,
طالب علم,طوقجا,nonword,word,nonword,
کلومیٹر,خوح,nonword,word,nonword,
شریف,ڈیشن,nonword,word,nonword,
تجارتی,روچذی,nonword,word,nonword,
ذاتی,ڈطم,nonword,word,nonword,
محفوظ,ذوطال,nonword,word,nonword,
ایجنٹ,جیبانبی,nonword,word,nonword,
ثرالا,روپو,nonword,word,nonword,
اصل,گخھلا,nonword,word,nonword,
ٹیلیگرام,ریرچی,nonword,word,nonword,
پریکٹس,گپپ,nonword,word,nonword,
سنو,حچ,nonword,word,nonword,
وزن,ریکاوننگ,nonword,word,nonword,
غلام,ڈی ڈیطٹر,nonword,word,nonword,
بھول جانا,آلردست,nonword,word,nonword,
ناپ,خخ چانا,nonword,word,nonword,
بارش,چچرہ,nonword,word,nonword,
مقابلہ,ضلاشہ,nonword,word,nonword,
ہارا ہوا,طیاپہ چے طجاپہ,nonword,word,nonword,
ہیرو,ساپلس,nonword,word,nonword,
دیکھنا,سائنیبان,nonword,word,nonword,
حقیقی معنی میں,جاجھ جوما,nonword,word,nonword,
پیش قدمی,صناطہ,nonword,word,nonword,
آلودگی,شاخپ,nonword,word,nonword,
چابی,ساڈھ,nonword,word,nonword,
پیچھے,ظامگرہ,nonword,word,nonword,
حتمی,شاکوڑادے,nonword,word,nonword,
جشن,ساکمین,nonword,word,nonword,
سنیما,ساكہ,nonword,word,nonword,
خروج,تصریگ ماڈی,nonword,word,nonword,
ایمبولینس,شکتیٹی,nonword,word,nonword,
دادا,شپائتر,nonword,word,nonword,
غلیظ,ظاضماگ آدگی,nonword,word,nonword,
کریم,جوجقا,nonword,word,nonword,
چپ,ضگی,nonword,word,nonword,
سایہ,ڈصوبا,nonword,word,nonword,
شکار,شپوڑ,nonword,word,nonword,
مرکزی اڈہ,پشیشن,nonword,word,nonword,
تنازعہ,شگیل,nonword,word,nonword,
علامت مرض,عضپ,nonword,word,nonword,
کرایہ پر لینا,چرحری,nonword,word,nonword,
قابل بنانا,طنپا,nonword,word,nonword,
آرام دہ,شڑگاضی,nonword,word,nonword,
رومن,مٹکس,nonword,word,nonword,
چوری کرنا,لاگرمی,nonword,word,nonword,
انتقام,سرمایہپچاری,nonword,word,nonword,
طبی,فرطاڈہ گگابہ,nonword,word,nonword,
صاف طورپر,شرکاطہ گار,nonword,word,nonword,
خدشہ,ڈینج,nonword,word,nonword,
معدہ,ذرنک,nonword,word,nonword,
مائع,سسپن,nonword,word,nonword,
سرکاری طور پر,ضیح,nonword,word,nonword,
ریشمی,ججم گا صشام,nonword,word,nonword,
آبدوز,جیکھانا,nonword,word,nonword,
پروٹین,صظاذ,nonword,word,nonword,
پیارا,سگوںٹ,nonword,word,nonword,
طلاق,ککنل,nonword,word,nonword,
سیاسی افراتفری,فلاب طرما,nonword,word,nonword,
ہارن,سلموت,nonword,word,nonword,
قطرہ,ہپور,nonword,word,nonword,
اچانک,بمجھما,nonword,word,nonword,
پمپ,ڈاخر,nonword,word,nonword,
ایک جیسا,خننا,nonword,word,nonword,
قبیلہ,ججموجی شلاشات صرظ,nonword,word,nonword,
واشنگٹن,ظمک,nonword,word,nonword,
بینکاری,جنہ خٹ,nonword,word,nonword,
حالت,ضوچھائی,nonword,word,nonword,
کلو,مف,nonword,word,nonword,
سمت شناسی,ششاڈی ڑڑنا,nonword,word,nonword,
زمین,ضوپ گیش,nonword,word,nonword,
امکان,چوگما,nonword,word,nonword,
تکلیف اٹھانا,شوظا,nonword,word,nonword,
مثبت,ڑسر,nonword,word,nonword,
ٹین ایجر,بوڑاڑ,nonword,word,nonword,
ڈرامائی,خناض,nonword,word,nonword,
مہر,ٹیاٹٹ,nonword,word,nonword,
سیٹی کی آواز نکالنا,سیاسمہان,nonword,word,nonword,
بہترین,شیاغی,nonword,word,nonword,
ملکہ,نتال,nonword,word,nonword,
چست,سیدھائٹ,nonword,word,nonword,
ناممکن,ظیپی,nonword,word,nonword,
سست,فاگقان,nonword,word,nonword,
بنانا,چینپی ذیٹر,nonword,word,nonword,
رم,مونیٹ,nonword,word,nonword,
تفریحی دورہ,جیقیٹر,nonword,word,nonword,
ھوا,ڑافی,nonword,word,nonword,
سور کا گوشت,شاپو,nonword,word,nonword,
مغرب,شاپو,nonword,word,nonword,
انتظام کرنا,شادیمہدہ,nonword,word,nonword,
خاموش,زیم,nonword,word,nonword,
ہوشیار,درندار,nonword,word,nonword,
سیکرٹری,خالگم,nonword,word,nonword,
نا انصافی,چاگڈوجاضر,nonword,word,nonword,
شاھانہ,ضیصیت,nonword,word,nonword,
پڑھیں,مفلہ,nonword,word,nonword,
موڑنا,ظقپ ٹاپ لونا,nonword,word,nonword,
فوق الفطرت,ضردفندی,nonword,word,nonword,
مظلوم,سہاری,nonword,word,nonword,
ڈپلومہ,قجطکہ,nonword,word,nonword,
مبارک دینا,شگکر,nonword,word,nonword,
رگڑ,سےریہ,nonword,word,nonword,
کافی مقدارمیں,ریست,nonword,word,nonword,
نمائش,غماگ فی قیکی,nonword,word,nonword,
ریڈیو,ججاص,nonword,word,nonword,
غیر معقول,مشسی,nonword,word,nonword,
اچھا,غغر,nonword,word,nonword,
دشمن,غاگھ,nonword,word,nonword,
گپ شپ,غیشن گاہ,nonword,word,nonword,
قانون,شیخیل,nonword,word,nonword,
غیر معمولی,غیژ,nonword,word,nonword,
دریا,طیظام,nonword,word,nonword,
طاعون,قجج,nonword,word,nonword,
ہسپتال,خیمشین,nonword,word,nonword,
پکنک,ضگح,nonword,word,nonword,
آواز,چچاقی,nonword,word,nonword,
بادل,ظقد,nonword,word,nonword,
گرم,وداحیت,nonword,word,nonword,
اسٹیڈیم,ججوزک,nonword,word,nonword,
رکن,عظع,nonword,word,nonword,
جلد,پے پط,nonword,word,nonword,
خون,طریقڈنکار,nonword,word,nonword,
مستحق,تشفان,nonword,word,nonword,
امید,گموپہ,nonword,word,nonword,
فلو,اخیل,nonword,word,nonword,
دس لاکھ,ٹاگم,nonword,word,nonword,
پہنچنا,ٹگم,nonword,word,nonword,
مالکن,ذاگح شوذ کڑ,nonword,word,nonword,
راکٹ,گاک ضوذگر,nonword,word,nonword,
جان لیوا,پاف فوگ گر,nonword,word,nonword,
سادگی سے,مڈیب,nonword,word,nonword,
کیمیائی,ظوش,nonword,word,nonword,
تلوار,عدم موجوردی,nonword,word,nonword,
سرین,ققاط,nonword,word,nonword,
روٹی,ئیم,nonword,word,nonword,
ورکشاپ,غظوشیاشل,nonword,word,nonword,
سمندری,سطیہ,nonword,word,nonword,
عظیم الشان,زقاڑاری,nonword,word,nonword,
ورثہ,مکاج,nonword,word,nonword,
پوتا,مکامات,nonword,word,nonword,
قدر,مکامت,nonword,word,nonword,
ابدی,مکم,nonword,word,nonword,
راکھ,یدارت,nonword,word,nonword,
مہذب,صانفی ڈیما,nonword,word,nonword,
پیالہ,عملی طورآجر,nonword,word,nonword,
کائنات,جارجل,nonword,word,nonword,
بیج,خنذر,nonword,word,nonword,
کیپسول,ٹقپ,nonword,word,nonword,
مالک,پوعت,nonword,word,nonword,
تجویزدینا,بارت,nonword,word,nonword,
ایڈز,اچسائی,nonword,word,nonword,
مختصر,نتار,nonword,word,nonword,
ٹیکنالوجی,ذیظ,nonword,word,nonword,
زنگ آلود,آزط,nonword,word,nonword,
پب,پطاء,nonword,word,nonword,
جرات,غیداذمہ دار,nonword,word,nonword,
میل,ڈیزمقوطع ضورضر,nonword,word,nonword,
نوبل,گڑسراگ,nonword,word,nonword,
نقل مکانی,حلاجی مگلوق,nonword,word,nonword,
اطلاع دینا,جاجائگ,nonword,word,nonword,
ڈی این اے,فالی,nonword,word,nonword,
آیا,فٹزپال,nonword,word,nonword,
کرنٹ,ڑرارگونا,nonword,word,nonword,
ادھار,نوانسیسی,nonword,word,nonword,
گلاس,جہیا طرقا,nonword,word,nonword,
پھاڑنا,جڈض,nonword,word,nonword,
گھر,خیچما,nonword,word,nonword,
شراب,چڑوقت,nonword,word,nonword,
قدرتی طور پر,ضڈر,nonword,word,nonword,
ذمہ داری,ذڈگ,nonword,word,nonword,
جواب دینا,چرجایہ گازی,nonword,word,nonword,
گھونگا,زطم کی گراپگی,nonword,word,nonword,
تجزیہ کار,ذشلی,nonword,word,nonword,
ختم کرنا,فنگرسکرنٹ,nonword,word,nonword,
کبھی کبھار,قوقوگڑاقر,nonword,word,nonword,
مفعول,خوچ,nonword,word,nonword,
چڑھائی,پوظ,nonword,word,nonword,
مارنے والا,نانٹا,nonword,word,nonword,
اشارہ,گقاق,nonword,word,nonword,
شان وشوکت,ٹہطار,nonword,word,nonword,
کبھی کبھی,زاکس,nonword,word,nonword,
مقفل,قارگ,nonword,word,nonword,
آلو,قابلودکر,nonword,word,nonword,
وائن,بطاگرکعقول,nonword,word,nonword,
تحقیق کرنا,ضاحار,nonword,word,nonword,
مجمع,یاٹک,nonword,word,nonword,
کھڑا ھونا,بھلین,nonword,word,nonword,
غروب آفتاب,قاچینی,nonword,word,nonword,
سبز,بورستان,nonword,word,nonword,
ماڈل,ولول صرقا,nonword,word,nonword,
سوال کرنا,فتل فرقا,nonword,word,nonword,
باہر,ددل,nonword,word,nonword,
پتلا,ویض,nonword,word,nonword,
شاید,صیط,nonword,word,nonword,
مجموعہ,مخدڑ,nonword,word,nonword,
تجربہ,چلفہ,nonword,word,nonword,
اعصاب,اکم,nonword,word,nonword,
گودنےکا نشان,ظیپ,nonword,word,nonword,
یوگا,اصدی,nonword,word,nonword,
لفظ,وتمت,nonword,word,nonword,
نقطہ ارتکاز,ثٹپ,nonword,word,nonword,
طنز,کانٹوریشن,nonword,word,nonword,
پیانو,کابسیل,nonword,word,nonword,
دلکشی,کارڈفت,nonword,word,nonword,
انگوٹھی,گازگرڈکی,nonword,word,nonword,
روڈ,کانتن,nonword,word,nonword,
تنگ,جہاخ کا شاگان,nonword,word,nonword,
آگے بڑھنا,مگچاڑگاڑغالا,nonword,word,nonword,
ڈیٹونیٹر,خبپ طروظت,nonword,word,nonword,
مسکراہٹ,پاقی,nonword,word,nonword,
پرچم,چام,nonword,word,nonword,
دھکیلنا,کارگ,nonword,word,nonword,
رجائیت پسند,کارلاب کوصا,nonword,word,nonword,
ہوا,گٹن,nonword,word,nonword,
ضائع,ڈمیشہ,nonword,word,nonword,
بین اقوامی,غوکی,nonword,word,nonword,
ابھی ابھی,نجتان,nonword,word,nonword,
جیپ,گحاب,nonword,word,nonword,
جدید,طاظنا,nonword,word,nonword,
دوڑنا,بشھ,nonword,word,nonword,
دراڑ,گکھوا,nonword,word,nonword,
کل,زگایہ حڑ ڈیما,nonword,word,nonword,
کمپنی,ئنسی,nonword,word,nonword,
کندھے,مانل,nonword,word,nonword,
تصویر,چسن,nonword,word,nonword,
اضافہ,ظپشی,nonword,word,nonword,
سفارتخانہ,آط,nonword,word,nonword,
رقبہ,ھاگک,nonword,word,nonword,
صنعت,گعلابریم ڈرسے گا,nonword,word,nonword,
پاگل پن,کلامک,nonword,word,nonword,
برطانوی ضلع,طگی,nonword,word,nonword,
ہارمون,کمپیامر,nonword,word,nonword,
کہہ دو,گگزوز,nonword,word,nonword,
سچ,گصشمر,nonword,word,nonword,
آہستہ آہستہ,آطتراگیپ گسنڈ,nonword,word,nonword,
نومبر,کمنگی,nonword,word,nonword,
جوا,کننگٹ,nonword,word,nonword,
پناہ گزین,چشلگ,nonword,word,nonword,
گھوںسلا,گانگاہ,nonword,word,nonword,
حالات,گپیط,nonword,word,nonword,
کام,نھاما,nonword,word,nonword,
گرم,گگانا,nonword,word,nonword,
خریدنا,مھزونا,nonword,word,nonword,
فارسٹ,کھچوڑی,nonword,word,nonword,
فحش,سویل,nonword,word,nonword,
دیکھنا,خخریخ,nonword,word,nonword,
خیال,کہجماں,nonword,word,nonword,
یرغمال,گہین گہ گہین,nonword,word,nonword,
حفاظت,غعی لرنا,nonword,word,nonword,
دماغ,ڈاڈ خینا,nonword,word,nonword,
شہد,شڑطا,nonword,word,nonword,
سیارا,ٹوخی,nonword,word,nonword,
گناہ,ڑلی,nonword,word,nonword,
پھندہ,گیزا,nonword,word,nonword,
مظہرقدرت,وٹک,nonword,word,nonword,
ڈرانا,کیؤلنگ,nonword,word,nonword,
جھاڑی,کیگشر,nonword,word,nonword,
ٹورنامنٹ,قاجنجی,nonword,word,nonword,
تشویش,کےوڈارے میں,nonword,word,nonword,
سپورٹ,گیوذ,nonword,word,nonword,
خشک,گارک,nonword,word,nonword,
حیرت انگیز,نڈل,nonword,word,nonword,
نیچے,رپار,nonword,word,nonword,
پینشن,پوام,nonword,word,nonword,
سماعت,گذچ خمگ,nonword,word,nonword,
غصہ,گرنت,nonword,word,nonword,
منگنی,گرکماری,nonword,word,nonword,
کنفرم کرنا,ڈہیزدصوباما,nonword,word,nonword,
براوو,کضوہ,nonword,word,nonword,
لیموں پانی,گرمرویٹ,nonword,word,nonword,
وفاقی,گگت لرنا,nonword,word,nonword,
وزنی,پیشلاقوانی,nonword,word,nonword,
انکار کرنا,خنگ خلی,nonword,word,nonword,
