"ur_cue","ur_target","type","cue_type","target_type","ur_cosine"
"ایمبولواس","شمار","nonword","nonword","word",NA
"سیگاوچ","آزمائش","nonword","nonword","word",NA
"پیایے","ہار","nonword","nonword","word",NA
"شیخال","دھاتی","nonword","nonword","word",NA
"نبرا","بیوکوف","nonword","nonword","word",NA
"ورjs","سیاست","nonword","nonword","word",NA
"پڑف","مایوسی","nonword","nonword","word",NA
"isریر","معائنہ","nonword","nonword","word",NA
"وتل میں","شاندار","nonword","nonword","word",NA
"لڈب","لڑکیاں","nonword","nonword","word",NA
"ہےچا","براہ راست","nonword","nonword","word",NA
"باجع","قالین","nonword","nonword","word",NA
"ٹرصور","ٹائمر","nonword","nonword","word",NA
"غراق","اہم","nonword","nonword","word",NA
"پریڈین","میڈلین","nonword","nonword","word",NA
"یسہ","مبالغہیہ","nonword","nonword","word",NA
"پرجوٹس","کچھی","nonword","nonword","word",NA
"بچارتخانہ","ٹینس","nonword","nonword","word",NA
"سفرن","فاتح","nonword","nonword","word",NA
"diگ","مزاحیہ","nonword","nonword","word",NA
"گاپاٹی","فنانسنگ","nonword","nonword","word",NA
"وفمبار","لمبائی","nonword","nonword","word",NA
"ئڈر","منٹ","nonword","nonword","word",NA
"نےواں","ثبوت","nonword","nonword","word",NA
"ھیاں","سگنل","nonword","nonword","word",NA
"ووا","زھرہ","nonword","nonword","word",NA
"اکاجیت","منجمد","nonword","nonword","word",NA
"امیدیںر","بھوک لگی","nonword","nonword","word",NA
"میاب","مکینیکل","nonword","nonword","word",NA
"انپینیٹ","پیراگراف","nonword","nonword","word",NA
"کنٹر","خوبصورت","nonword","nonword","word",NA
"ڈی وٹسڈی","معافی","nonword","nonword","word",NA
"ایکسیڈوٹ","شیر","nonword","nonword","word",NA
"صحمبی","کاپی","nonword","nonword","word",NA
"وانے","دادی","nonword","nonword","word",NA
"دار دونی","بزنس","nonword","nonword","word",NA
"بھار جاؤ","پیسے","nonword","nonword","word",NA
"اعمواد","ہائیڈروجن","nonword","nonword","word",NA
"وزے","گٹار","nonword","nonword","word",NA
"روفی","جگر","nonword","nonword","word",NA
"کوج","انسانی","nonword","nonword","word",NA
"اضافی","trunac","nonword","word","nonword",NA
"پڑھنا","خمv","nonword","word","nonword",NA
"اصول","نتین","nonword","word","nonword",NA
"شیڈو","نتینے","nonword","word","nonword",NA
"ڈراونا","ھکا","nonword","word","nonword",NA
"اسپرین","نزر میں","nonword","word","nonword",NA
"ظالمانہ","رتری","nonword","word","nonword",NA
"بس","کممی","nonword","word","nonword",NA
"پیٹ","کممی","nonword","word","nonword",NA
"مضحکہ خیز","آزادزئیال","nonword","word","nonword",NA
"جنرل","عدمائش","nonword","word","nonword",NA
"انتہائی","سدان","nonword","word","nonword",NA
"کپڑے","اعمانی","nonword","word","nonword",NA
"برعکس","رقس","nonword","word","nonword",NA
"رات کا کھانا","آکسیمر","nonword","word","nonword",NA
"بھول جاؤ","مزاہ کرنا","nonword","word","nonword",NA
"بات چیت","وئہ","nonword","word","nonword",NA
"ہیلمیٹ","وئہ","nonword","word","nonword",NA
"علاقائی","آمرگی","nonword","word","nonword",NA
"میرین","یة","nonword","word","nonword",NA
"ٹرمینل","الاز","nonword","word","nonword",NA
"صلاحیت","ابآڑھی","nonword","word","nonword",NA
"آلو","ابکرائی","nonword","word","nonword",NA
"واقع","ئس","nonword","word","nonword",NA
"غیر قانونی","اپلیٹمنٹ","nonword","word","nonword",NA
"حیرت انگیز","ثانی طرف متوجہ","nonword","word","nonword",NA
"بیوقوف","مووار","nonword","word","nonword",NA
"مزیدار","وصر","nonword","word","nonword",NA
"کردار","حرلانٹک","nonword","word","nonword",NA
"پاؤنڈ","exاطہ","nonword","word","nonword",NA
"کیلنڈر","احیٹس","nonword","word","nonword",NA
"اندام نہانی","اخترر","nonword","word","nonword",NA
"سیمنٹ","ماتیار","nonword","word","nonword",NA
"ہفتہ","ادریار","nonword","word","nonword",NA
"لپسٹک","ذیب","nonword","word","nonword",NA
"پینٹ","اررسے","nonword","word","nonword",NA
"قانون","reب","nonword","word","nonword",NA
"پرچم","ارعمگرد","nonword","word","nonword",NA
"اشارہ","اسٹود","nonword","word","nonword",NA
"دیکھو","اسآزمال","nonword","word","nonword",NA
"مستقبل","اسنیاثہ","nonword","word","nonword",NA
"ارسنل","اسٹرشعیری","nonword","word","nonword",NA
"تال","وارار","nonword","word","nonword",NA
"حساس","اسبتنٹ","nonword","word","nonword",NA
"تخلیق","اسڈیل","nonword","word","nonword",NA
"گواہ","اسکیرال","nonword","word","nonword",NA
"مضبوط","اشیاہ","nonword","word","nonword",NA
"واضح طور پر","لفافی","nonword","word","nonword",NA
"درج","اعتروٹ","nonword","word","nonword",NA
"رپورٹ","اعمااد","nonword","word","nonword",NA
"دیر","کہصابی","nonword","word","nonword",NA
"اینٹیڈوٹ","سعوا","nonword","word","nonword",NA
"پکنک","اقمکار","nonword","word","nonword",NA
"پھانسی","مفتوبر","nonword","word","nonword",NA
"مصیبت","اکاۃ","nonword","word","nonword",NA
"کمیشن","الحمم","nonword","word","nonword",NA
"گرم","الچھبی","nonword","word","nonword",NA
"اناتومی","الأم","nonword","word","nonword",NA
"تلوار","الجھڑک","nonword","word","nonword",NA
"انتخاب","الشیم","nonword","word","nonword",NA
"نتیجہ","السم","nonword","word","nonword",NA
"مکھی","الاوری","nonword","word","nonword",NA
"انتباہ","المنشا","nonword","word","nonword",NA
"جاسوس","تاہی","nonword","word","nonword",NA
"خوبصورت","الودنی","nonword","word","nonword",NA
"کتا","امریڈک","nonword","word","nonword",NA
"یرغمال","اماسن","nonword","word","nonword",NA
"رکاوٹ","اماسن","nonword","word","nonword",NA
"ردعمل","نییر","nonword","word","nonword",NA
"صبر","انمہابات","nonword","word","nonword",NA
"تنگ","انتظوریہ","nonword","word","nonword",NA
"کوکین","انٹینبنٹ","nonword","word","nonword",NA
"گارنٹی","انبتشن","nonword","word","nonword",NA
"شائستہ","انمر","nonword","word","nonword",NA
"لفظ","انمیز","nonword","word","nonword",NA
"خفیہ","انal","nonword","word","nonword",NA
"انگریزی","اندھونے","nonword","word","nonword",NA
"آپریشنل","انhe","nonword","word","nonword",NA
"فرشتہ","انگونی","nonword","word","nonword",NA
"تاج","انیتف","nonword","word","nonword",NA
"فحش","انھوم","nonword","word","nonword",NA
"رضاکارانہ","انھوم","nonword","word","nonword",NA
"چپ","انتظرمیشن","nonword","word","nonword",NA
"ورکشاپ","انسپادی","nonword","word","nonword",NA
"جبلت","انبرکشن","nonword","word","nonword",NA
"سمندر","انبرکشن","nonword","word","nonword",NA
"رپورٹر","انگوپاے","nonword","word","nonword",NA
"مندر","نقم","nonword","word","nonword",NA
"ہولڈ","ہرمیت","nonword","word","nonword",NA
"لفافے","اوتمی","nonword","word","nonword",NA
"مشاورت","اولیجقمقصد","nonword","word","nonword",NA
"سینئر","اوبنائی","nonword","word","nonword",NA
"ورثہ","ایئتی","nonword","word","nonword",NA
"گدا","ایالسی","nonword","word","nonword",NA
"جنوب","ایڈروں","nonword","word","nonword",NA
"اکثریت","ایڈنسٹین","nonword","word","nonword",NA
"رائے","ایٹہقسم کا جانور","nonword","word","nonword",NA
"تھراپی","ایگز","nonword","word","nonword",NA
"آج","ایکسٹنیس","nonword","word","nonword",NA
"مظلوم","ایئرن","nonword","word","nonword",NA
"سور کا گوشت","ایمالاار","nonword","word","nonword",NA
"بحریہ","ایماسواری","nonword","word","nonword",NA
"اسمرتتا","ایمرکرسی","nonword","word","nonword",NA
"کاغذ","ایوای","nonword","word","nonword",NA
"ٹھیک ہے","تاندھن","nonword","word","nonword",NA
"ٹکٹ","نآ","nonword","word","nonword",NA
"آزادانہ طور پر","بادوں","nonword","word","nonword",NA
"مقصد","یمپ","nonword","word","nonword",NA
"اندھے","بالے روم","nonword","word","nonword",NA
"انگلی","بامظاہ","nonword","word","nonword",NA
"بنیاد","ئیر","nonword","word","nonword",NA
"بٹن","بالید","nonword","word","nonword",NA
"نیٹ ورک","بالى","nonword","word","nonword",NA
"دیکھو","بالى","nonword","word","nonword",NA
"آرام","ونڑ","nonword","word","nonword",NA
"روبوٹ","یرس","nonword","word","nonword",NA
"جرات","ائ","nonword","word","nonword",NA
"ہوا","سٹائیں","nonword","word","nonword",NA
"بالغ","يع","nonword","word","nonword",NA
"سنیک","teالین","nonword","word","nonword",NA
"تصدیق","تبلی","nonword","word","nonword",NA
"شکار","تبلی","nonword","word","nonword",NA
"پیدائش","بچخی","nonword","word","nonword",NA
"کالونی","وکت","nonword","word","nonword",NA
"وٹی","ئٹہ","nonword","word","nonword",NA
"غلطی","کفالی","nonword","word","nonword",NA
"پہلے سے","نیث","nonword","word","nonword",NA
"کھانا","doران","nonword","word","nonword",NA
"چاند","جیریہ","nonword","word","nonword",NA
"جنگجو","gaار","nonword","word","nonword",NA
"گینگ","dbصورت","nonword","word","nonword",NA
"گناہ","بدتممتی","nonword","word","nonword",NA
"جواب","بدتممتی","nonword","word","nonword",NA
"رب","بریکری","nonword","word","nonword",NA
"رگ","براہتےاست","nonword","word","nonword",NA
"مفت","برتونیہ","nonword","word","nonword",NA
"گیلری، نگارخانہ","برندفی","nonword","word","nonword",NA
"خواہش","بریںس","nonword","word","nonword",NA
"گھوںسلا","ویف","nonword","word","nonword",NA
"ذریعہ","برقرارقتکھنا","nonword","word","nonword",NA
"تخیل","وکو","nonword","word","nonword",NA
"کاربن","ئرنس","nonword","word","nonword",NA
"گردہ","ئرنس","nonword","word","nonword",NA
"مختصر","زل","nonword","word","nonword",NA
"براہ راست","پیتر","nonword","word","nonword",NA
"پگھل","چپخ","nonword","word","nonword",NA
"گھر","بلات","nonword","word","nonword",NA
"رم.","بلیکمشیل","nonword","word","nonword",NA
"نتیجہ","بلٹر","nonword","word","nonword",NA
"جوا","ائد","nonword","word","nonword",NA
"مکڑی","بند کراس","nonword","word","nonword",NA
"سینسر","بندرابہ","nonword","word","nonword",NA
"کرو","بنلك","nonword","word","nonword",NA
"ہوٹل","شیائی","nonword","word","nonword",NA
"ماہر","الاری","nonword","word","nonword",NA
"مرحلہ","الاری","nonword","word","nonword",NA
"امید مند","بھتیوب","nonword","word","nonword",NA
"معاملہ","وروک لگی","nonword","word","nonword",NA
"یتیمریج","بھئلیں","nonword","word","nonword",NA
"بنائیں","بھیڑنے","nonword","word","nonword",NA
"نمبر","تقادر","nonword","word","nonword",NA
"جون","ڈوت","nonword","word","nonword",NA
"شور","بہت پروزش","nonword","word","nonword",NA
"انکار","مجتری","nonword","word","nonword",NA
"کک","الرا","nonword","word","nonword",NA
"کھانا کھلانا","ين","nonword","word","nonword",NA
"پروٹین","بوزد","nonword","word","nonword",NA
"نرم","ٹکسٹن","nonword","word","nonword",NA
"لاچار","رالا","nonword","word","nonword",NA
"ہارا ہوا","بیوا","nonword","word","nonword",NA
"پروڈیوسر","لوان","nonword","word","nonword",NA
"جنت","بیطامین","nonword","word","nonword",NA
"ڈرائیو","بییب","nonword","word","nonword",NA
"پاگل پن","بیسکے","nonword","word","nonword",NA
"ظلم","بیلشوم","nonword","word","nonword",NA
"شراب","بیروبا","nonword","word","nonword",NA
"حقیقت","بیلچ","nonword","word","nonword",NA
"جنسی","بیشھبال","nonword","word","nonword",NA
"آنسو","بینڈر","nonword","word","nonword",NA
"سنیما","بیال","nonword","word","nonword",NA
"تابوت","ڈلگ","nonword","word","nonword",NA
"چمک","سلمار","nonword","word","nonword",NA
"مغرب","ہنماری","nonword","word","nonword",NA
"نیلامی","بیتو","nonword","word","nonword",NA
"خیال","بیسےوف","nonword","word","nonword",NA
"کمانڈر","بیسےوف","nonword","word","nonword",NA
"منصوبے","بیوکاٹ","nonword","word","nonword",NA
"چھوڑ دو","بیائ","nonword","word","nonword",NA
"طبی","بے لهـ","nonword","word","nonword",NA
"سرکاری طور پر","پاروٹ","nonword","word","nonword",NA
"دائرہ کار","پاسدی","nonword","word","nonword",NA
"آلودگی","پااڑی","nonword","word","nonword",NA
"لنگر","پابغورڈ","nonword","word","nonword",NA
"سنہری","پایوورٹ","nonword","word","nonword",NA
"بارش","پاطی","nonword","word","nonword",NA
"ملین ڈالر","خدھر","nonword","word","nonword",NA
"ہارر","سدھوں","nonword","word","nonword",NA
"چومو","پرائیشی","nonword","word","nonword",NA
"ستم ظریفی","پرائرزیسی","nonword","word","nonword",NA
"مشورہ","پردھون","nonword","word","nonword",NA
"بیج","پرقت","nonword","word","nonword",NA
"لانے","رقندہ","nonword","word","nonword",NA
"کہہ دو","پرھی","nonword","word","nonword",NA
"جنوبی","پررڈز","nonword","word","nonword",NA
"محفوظ","پررڈز","nonword","word","nonword",NA
"حملے","پریتوکول","nonword","word","nonword",NA
"قاتل","پرنٹیسر","nonword","word","nonword",NA
"مشہور شخصیت","پروفیشka","nonword","word","nonword",NA
