sk_cue,sk_target,type,cue_type,target_type,sk_cosine
rodeo,placeum,nonword,word,nonword,
neobvyklý,myscieť,nonword,word,nonword,
míla,ťoda,nonword,word,nonword,
washington,jilou,nonword,word,nonword,
kradnúť,nábometro,nonword,word,nonword,
riť,naháchrípka,nonword,word,nonword,
dôchodok,náhštevník,nonword,word,nonword,
úžasný,náhršťastník,nonword,word,nonword,
senior,natel,nonword,word,nonword,
náhle,nápiť,nonword,word,nonword,
anglický,náling,nonword,word,nonword,
obrazovka,napotvor,nonword,word,nonword,
hnedý,námontér,nonword,word,nonword,
vojak,mámočnosť,nonword,word,nonword,
invázia,naomer,nonword,word,nonword,
snímač,pílieť,nonword,word,nonword,
zajtra,náfil,nonword,word,nonword,
zlatý,narovplyvniny,nonword,word,nonword,
sať,narutoch,nonword,word,nonword,
jar,otranada,nonword,word,nonword,
rana,odpochom,nonword,word,nonword,
formulár,znakdy,nonword,word,nonword,
príves,nespozký,nonword,word,nonword,
chudoba,nebezpečenvliecť,nonword,word,nonword,
jednoducho,nebestrašný,nonword,word,nonword,
rúra,nečaoprávne,nonword,word,nonword,
spoločnosť,vešťas,nonword,word,nonword,
zásnuby,nešťas,nonword,word,nonword,
stopa,nechlavný,nonword,word,nonword,
liezť,neustano,nonword,word,nonword,
štadión,nedewitt,nonword,word,nonword,
tetovanie,negaprázdny,nonword,word,nonword,
bahno,nesklada,nonword,word,nonword,
dedko,nepomstychjúci,nonword,word,nonword,
šelma,neprístranný,nonword,word,nonword,
raketa,neprítomlešt,nonword,word,nonword,
typický,neranálny,nonword,word,nonword,
anatómia,nestretný,nonword,word,nonword,
pitva,nemalževodlivý,nonword,word,nonword,
kancelár,nezvytie,nonword,word,nonword,
celebrita,neukresle,nonword,word,nonword,
mozog,neschyta,nonword,word,nonword,
dáta,nevoľbách,nonword,word,nonword,
víno,nepresmy,nonword,word,nonword,
záruka,nezodpochranný,nonword,word,nonword,
šanca,klačo,nonword,word,nonword,
sťažnosť,niepán,nonword,word,nonword,
výrobca,kresmálny,nonword,word,nonword,
oproti,eps,nonword,word,nonword,
pištoľ,novistup,nonword,word,nonword,
nočná mora,sprachôty,nonword,word,nonword,
miestnosť,novadosť,nonword,word,nonword,
kvapka,vočiž,nonword,word,nonword,
ženích,núdzopriečný,nonword,word,nonword,
číslo,an,nonword,word,nonword,
kabína,obslušník,nonword,word,nonword,
zlo,obdotosť,nonword,word,nonword,
uchmatnúť,ipedina,nonword,word,nonword,
internet,zjed,nonword,word,nonword,
pláž,orbala,nonword,word,nonword,
žaba,obhabiť,nonword,word,nonword,
vrchol,obríš,nonword,word,nonword,
voľne,objedstve,nonword,word,nonword,
nástroj,osnorant,nonword,word,nonword,
dievča,obpou,nonword,word,nonword,
pozorovanie,obrovdý,nonword,word,nonword,
handrička,obgií,nonword,word,nonword,
lazane,obúž,nonword,word,nonword,
detonácia,obvinešťast,nonword,word,nonword,
kazár,obmäk,nonword,word,nonword,
korisť,obtrvalý,nonword,word,nonword,
otvorenie,schokávať,nonword,word,nonword,
ďalekohľad,najvzrujúci,nonword,word,nonword,
riziko,spán,nonword,word,nonword,
trofej,ocidat,nonword,word,nonword,
kultúra,polniť,nonword,word,nonword,
obesenie,zdierenie,nonword,word,nonword,
vybavenie,tlako,nonword,word,nonword,
teplý,odstoc,nonword,word,nonword,
súd,odamian,nonword,word,nonword,
taxík,vozakliať,nonword,word,nonword,
pacifický,odstrána,nonword,word,nonword,
upozorniť,odopre,nonword,word,nonword,
banán,odpacien,nonword,word,nonword,
čítať,odpoveriks,nonword,word,nonword,
rituál,odstachol,nonword,word,nonword,
potešenie,odčastniť,nonword,word,nonword,
milý,odtlačok prvliecť,nonword,word,nonword,
unavený,oddýchny,nonword,word,nonword,
prsteň,olabie,nonword,word,nonword,
paranoidný,sinlo,nonword,word,nonword,
tlačidlo,oktne,nonword,word,nonword,
prítomnosť,októnius,nonword,word,nonword,
potvrdenie,tvej,nonword,word,nonword,
princezná,niečka,nonword,word,nonword,
utiecť,cepčný,nonword,word,nonword,
pevne,gretý,nonword,word,nonword,
hotel,oponard,nonword,word,nonword,
úradne,chlava,nonword,word,nonword,
tréner,oznatiť,nonword,word,nonword,
kontakt,opýtahnúť,nonword,word,nonword,
bábätko,mieržový,nonword,word,nonword,
odpor,právmelý,nonword,word,nonword,
výstavba,slovnosť,nonword,word,nonword,
terapia,priesvedlnenie,nonword,word,nonword,
tanečník,úden,nonword,word,nonword,
obraz,korec,nonword,word,nonword,
záver,plriť,nonword,word,nonword,
vozidlo,tilcie,nonword,word,nonword,
vidieť,pavor,nonword,word,nonword,
operovať,papredvo,nonword,word,nonword,
špeciálny,pachodba,nonword,word,nonword,
mrak,tarma,nonword,word,nonword,
záver,parasviečka,nonword,word,nonword,
ruka,paranorhviezdny,nonword,word,nonword,
galéria,pariač,nonword,word,nonword,
veliteľ,patejorský,nonword,word,nonword,
výkon,pesón,nonword,word,nonword,
kód,láslo,nonword,word,nonword,
otočiť,peňastrieka,nonword,word,nonword,
pohyb,pezhroze,nonword,word,nonword,
pripravený,pežou,nonword,word,nonword,
alkohol,pesky,nonword,word,nonword,
plyn,perplachtíva,nonword,word,nonword,
skala,pieri,nonword,word,nonword,
smeti,idisok,nonword,word,nonword,
prehĺtať,pikel,nonword,word,nonword,
odraz,pinantka,nonword,word,nonword,
bábika,písamant,nonword,word,nonword,
ušľachtilý,vtipmeno,nonword,word,nonword,
sobota,lokťalka,nonword,word,nonword,
september,pišna,nonword,word,nonword,
dom,vojvo,nonword,word,nonword,
piknik,osvotiť,nonword,word,nonword,
ahoj,plašaš,nonword,word,nonword,
pacient,strienovanie,nonword,word,nonword,
privilégium,zjedast,nonword,word,nonword,
arzenál,tačný,nonword,word,nonword,
zombie,vuot,nonword,word,nonword,
účel,ukrýkovník,nonword,word,nonword,
aktívny,pobredosť,nonword,word,nonword,
pekný,zavzdávať,nonword,word,nonword,
stanovisko,pográ,nonword,word,nonword,
nádherný,počímien,nonword,word,nonword,
hrdý,poďakostrel,nonword,word,nonword,
basketbal,potaktný,nonword,word,nonword,
protest,podčom,nonword,word,nonword,
príbuzný,podnikazach,nonword,word,nonword,
finančne,pochiatrivý,nonword,word,nonword,
karneval,podrak,nonword,word,nonword,
pohovka,podzvon,nonword,word,nonword,
žalúdok,pohečty,nonword,word,nonword,
koža,pojit,nonword,word,nonword,
prázdny,postatný,nonword,word,nonword,
aréna,poxer,nonword,word,nonword,
senzačný,porenávanie,nonword,word,nonword,
pristáť,postrachlinika,nonword,word,nonword,
anjel,polijorský,nonword,word,nonword,
zdroj,polichov,nonword,word,nonword,
realita,pošlachtológia,nonword,word,nonword,
telo,potresnie,nonword,word,nonword,
betón,asmáčiek,nonword,word,nonword,
tuhý,pocem,nonword,word,nonword,
lekársky,poríš,nonword,word,nonword,
neskoro,porament,nonword,word,nonword,
záliv,povieška,nonword,word,nonword,
námorný,poruchaj,nonword,word,nonword,
hriech,zraliažnenie,nonword,word,nonword,
hrôza,pokladnúť,nonword,word,nonword,
fotoaparát,pohodlnie,nonword,word,nonword,
proces,pomosť,nonword,word,nonword,
opica,pozdraný,nonword,word,nonword,
inšpirovať,pobiem,nonword,word,nonword,
pomsta,pokvou,nonword,word,nonword,
optimistický,poskym,nonword,word,nonword,
kura,poniaš,nonword,word,nonword,
vzduch,pobejzba,nonword,word,nonword,
trieda,pokladiť,nonword,word,nonword,
túžba,použiských,nonword,word,nonword,
autogram,pokert,nonword,word,nonword,
červ,poram,nonword,word,nonword,
nevinný,povincent,nonword,word,nonword,
podceňovať,pokrie,nonword,word,nonword,
krabica,pozláviť,nonword,word,nonword,
nevyhnutný,požiastránka,nonword,word,nonword,
preskúmať,pozíkoch,nonword,word,nonword,
pohár,pozorustriktný,nonword,word,nonword,
narodenie,tvoca,nonword,word,nonword,
metóda,farach,nonword,word,nonword,
časť,robotstvo,nonword,word,nonword,
pozornosť,zväčoro,nonword,word,nonword,
nižší,prábaš,nonword,word,nonword,
inžinier,opísa,nonword,word,nonword,
astronaut,orijný,nonword,word,nonword,
učiť,umiestepodobne,nonword,word,nonword,
konflikt,umiestepodobný,nonword,word,nonword,
nádej,kraválny,nonword,word,nonword,
milenka,chôstrieka,nonword,word,nonword,
samozrejme,prestrieka,nonword,word,nonword,
terminál,preska,nonword,word,nonword,
normálne,prevdánych,nonword,word,nonword,
národný,predvim,nonword,word,nonword,
vložiť,spoznáška,nonword,word,nonword,
spustiť,predpoling,nonword,word,nonword,
tajomstvo,prehástvu,nonword,word,nonword,
nadprirodzený,hravtých,nonword,word,nonword,
zisk,chutnájom,nonword,word,nonword,
motív,prehliadtenie,nonword,word,nonword,
bankový,pokikť,nonword,word,nonword,
prúd,prereň,nonword,word,nonword,
lojalita,prezilock,nonword,word,nonword,
pošta,preská,nonword,word,nonword,
súkromný,chromo,nonword,word,nonword,
ťažký,priacha,nonword,word,nonword,
rozoznať,skonteľský,nonword,word,nonword,
jún,priatevták,nonword,word,nonword,
eliminovať,svedčina,nonword,word,nonword,
zmena,osvetvisko,nonword,word,nonword,
raj,príplatný,nonword,word,nonword,
pokorný,agenem,nonword,word,nonword,
portál,vzdelákať,nonword,word,nonword,
pokrok,prikrétny,nonword,word,nonword,
vpravo,blakpojenie,nonword,word,nonword,
rieka,pripracif,nonword,word,nonword,
úspech,noldsaha,nonword,word,nonword,
úzky,konsť,nonword,word,nonword,
nepríjemnosť,prabral,nonword,word,nonword,
sexuálny,prívňajšok,nonword,word,nonword,
misa,prístiev,nonword,word,nonword,
základňa,prirosť,nonword,word,nonword,
financovať,prinaj,nonword,word,nonword,
prasklina,probmeľ,nonword,word,nonword,
piť,profesihviezdny,nonword,word,nonword,
kavaléria,profeznam,nonword,word,nonword,
nahnevať,progvie,nonword,word,nonword,
zjavenie,chádzkurátor,nonword,word,nonword,
žiariť,protoring,nonword,word,nonword,
irónia,protochum,nonword,word,nonword,
osud,prlým,nonword,word,nonword,
dna,psycholóstvom,nonword,word,nonword,
spokojný,psyotriaslogický,nonword,word,nonword,
zemiak,dialikum,nonword,word,nonword,
módny,rapium,nonword,word,nonword,
naivný,zlorge,nonword,word,nonword,
právnik,staprasta,nonword,word,nonword,
bulvár,chvíľkovina,nonword,word,nonword,
tuniak,oznámeto,nonword,word,nonword,
prevádzkový,rastánky,nonword,word,nonword,
november,väzno,nonword,word,nonword,
vesmír,výkupsom,nonword,word,nonword,
pád,reakfast,nonword,word,nonword,
denný,realisvrajtský,nonword,word,nonword,
nadšenie,reštauny,nonword,word,nonword,
úmrtie,redeklarácia,nonword,word,nonword,
hrozný,riadikoch,nonword,word,nonword,
trik,nym,nonword,word,nonword,
pera,meša,nonword,word,nonword,
trpieť,rovek,nonword,word,nonword,
jednotka,rolek,nonword,word,nonword,
večný,romestna,nonword,word,nonword,
zvýšiť,rozvestnický,nonword,word,nonword,
horúci,rozhodgins,nonword,word,nonword,
pohostinnosť,dziny,nonword,word,nonword,
súcitný,umbertomilý,nonword,word,nonword,
sanitka,rozchiet,nonword,word,nonword,
úsmev,straumný,nonword,word,nonword,
anonymný,rozpeľ,nonword,word,nonword,
spravodlivý,rybosvedčenie,nonword,word,nonword,
stáť,rylan,nonword,word,nonword,
vlajka,štvrlo,nonword,word,nonword,
originál,rýchal,nonword,word,nonword,
počítať,raily,nonword,word,nonword,
barón,sabošiak,nonword,word,nonword,
hodnota,šaorientový,nonword,word,nonword,
vojna,samozchváľme,nonword,word,nonword,
pravda,stvopanské,nonword,word,nonword,
krajina,šampirand,nonword,word,nonword,
trhať,samunách,nonword,word,nonword,
vypočutie,satebral,nonword,word,nonword,
vnuk,šahaj,nonword,word,nonword,
trestať,sprosnosť,nonword,word,nonword,
oblička,sprielenie,nonword,word,nonword,
stres,sesladký,nonword,word,nonword,
nenávisť,seling,nonword,word,nonword,
lampa,aréf,nonword,word,nonword,
frajer,šéfkulant,nonword,word,nonword,
blázon,imhať,nonword,word,nonword,
južný,sún,nonword,word,nonword,
slovo,seniš,nonword,word,nonword,
utopiť,senáklad,nonword,word,nonword,
naliehavý,seslušný,nonword,word,nonword,
ihla,mednál,nonword,word,nonword,
delikátny,tlalo,nonword,word,nonword,
najať,šivšetký,nonword,word,nonword,
džungľa,škanťaž,nonword,word,nonword,
zdravý,probredý,nonword,word,nonword,
škrabanec,traumanie,nonword,word,nonword,
politika,sločiť,nonword,word,nonword,
džíp,zísla,nonword,word,nonword,
finálny,konton,nonword,word,nonword,
vstúpiť,aeroňa,nonword,word,nonword,
okno,skrosný,nonword,word,nonword,
parlament,skísť,nonword,word,nonword,
občiansky,zdrapona,nonword,word,nonword,
federálny,späška,nonword,word,nonword,
strelný prach,stanlý,nonword,word,nonword,
stôl,cenbý,nonword,word,nonword,
popol,debva,nonword,word,nonword,
oblasť,mlápny,nonword,word,nonword,
hovor,frandovať,nonword,word,nonword,
otrok,krnko,nonword,word,nonword,
whisky,ksub,nonword,word,nonword,
minimálny,vojha,nonword,word,nonword,
chorý,klopka,nonword,word,nonword,
gesto,smiest,nonword,word,nonword,
kráľovná,osudteľný,nonword,word,nonword,
umelec,snáp,nonword,word,nonword,
naviac,ofstrokovač,nonword,word,nonword,
ustarostený,sokej,nonword,word,nonword,
súčet,hajda,nonword,word,nonword,
hnačka,soriadny,nonword,word,nonword,
gambling,karda,nonword,word,nonword,
ninja,drigety,nonword,word,nonword,
limonáda,spátňa,nonword,word,nonword,
hurikán,spákok,nonword,word,nonword,
stráž,špeciašľachta,nonword,word,nonword,
chudobný,stránavý,nonword,word,nonword,
kontaminácia,transovateľ,nonword,word,nonword,
kandidát,saltrat,nonword,word,nonword,
umožniť,stresluť,nonword,word,nonword,
tu,komunenta,nonword,word,nonword,
medveď,spatror,nonword,word,nonword,
právo,spostrák,nonword,word,nonword,
krátky,špost,nonword,word,nonword,
uhlie,vražva,nonword,word,nonword,
samovražda,spravisný,nonword,word,nonword,
klebeta,spravodlitiach,nonword,word,nonword,
zbierať,vtipvádzať,nonword,word,nonword,
kontrolovať,kosle,nonword,word,nonword,
priniesť,dvihnica,nonword,word,nonword,
súbor,stahingto,nonword,word,nonword,
atraktívny,diačný,nonword,word,nonword,
zelený,ušokný,nonword,word,nonword,
usporiadať,nastačať,nonword,word,nonword,
chirurg,kilva,nonword,word,nonword,
generál,bejksiť,nonword,word,nonword,
chutný,stluščinie,nonword,word,nonword,
závod,dro,nonword,word,nonword,
chlieb,stokrátka,nonword,word,nonword,
dážď,kerach,nonword,word,nonword,
extrémne,obkata,nonword,word,nonword,
výber,večierno,nonword,word,nonword,
vzdialenosť,vlašidelný,nonword,word,nonword,
krčma,mutégia,nonword,word,nonword,
nádor,chrisnutie,nonword,word,nonword,
softvér,vlastborný,nonword,word,nonword,
moderný,vlastkačka,nonword,word,nonword,
liga,trauhať,nonword,word,nonword,
opísať,loroj,nonword,word,nonword,
ohlásiť,stam,nonword,word,nonword,
veľvyslanectvo,dievdovať,nonword,word,nonword,
básnik,chodrenie,nonword,word,nonword,
recepcia,štvrťmil,nonword,word,nonword,
detonátor,muknutý,nonword,word,nonword,
koruna,štuš,nonword,word,nonword,
beh,gatri,nonword,word,nonword,
odporný,súkro,nonword,word,nonword,
album,prudca,nonword,word,nonword,
otvoriť,prijavať,nonword,word,nonword,
odpustenie,súkrokie,nonword,word,nonword,
metropola,mnojstko,nonword,word,nonword,
prirodzene,skutba,nonword,word,nonword,
kopať,puval,nonword,word,nonword,
fox,svetazstvo,nonword,word,nonword,
špión,utetový,nonword,word,nonword,
vyčistiť,tretlo,nonword,word,nonword,
zdravie,vstupka,nonword,word,nonword,
úplatok,kradsvit,nonword,word,nonword,
klub,kazies,nonword,word,nonword,
bonus,vnúbol,nonword,word,nonword,
postupovať,món,nonword,word,nonword,
biblia,synvrch,nonword,word,nonword,
jazdiť,synochol,nonword,word,nonword,
rozprávať,šar,nonword,word,nonword,
nič,sysvon,nonword,word,nonword,
sieť,zajomka,nonword,word,nonword,
hodváb,tapult,nonword,word,nonword,
kariéra,juf,nonword,word,nonword,
motýľ,ťažik,nonword,word,nonword,
člen,bomko,nonword,word,nonword,
experiment,dievnika,nonword,word,nonword,
zabrániť,tenaštval,nonword,word,nonword,
predstavivosť,tehotentiach,nonword,word,nonword,
ilúzia,techstrina,nonword,word,nonword,
cukor,telepnot,nonword,word,nonword,
celkový,televífeld,nonword,word,nonword,
frekvencia,temok,nonword,word,nonword,
amatérsky,teokin,nonword,word,nonword,
komentár,scholota,nonword,word,nonword,
jeden,sked,nonword,word,nonword,
púšť,tijed,nonword,word,nonword,
chrániť,tjum,nonword,word,nonword,
pohodlný,tiots,nonword,word,nonword,
slovník,hajznivo,nonword,word,nonword,
muž,utak,nonword,word,nonword,
úver,kimvý,nonword,word,nonword,
už,tušo,nonword,word,nonword,
roh,točiťokoť,nonword,word,nonword,
šerif,plasnádo,nonword,word,nonword,
orchester,rinta,nonword,word,nonword,
helma,tralestný,nonword,word,nonword,
doraziť,trabandký,nonword,word,nonword,
dobre,zvokozec,nonword,word,nonword,
tajomník,ruli,nonword,word,nonword,
turné,hvietritý,nonword,word,nonword,
získať,umiesťholník,nonword,word,nonword,
nástupište,tutoh,nonword,word,nonword,
jurisdikcia,tučtok,nonword,word,nonword,
légia,motiatko,nonword,word,nonword,
diamant,fildý,nonword,word,nonword,
mlieko,týžuj,nonword,word,nonword,
storočie,brendenný,nonword,word,nonword,
nezmyselný,seho,nonword,word,nonword,
pamätník,vrecvať,nonword,word,nonword,
dobrý,úližký,nonword,word,nonword,
kokaín,ciunok,nonword,word,nonword,
dvojitý,učať,nonword,word,nonword,
skúmať,halteľ,nonword,word,nonword,
skrinka,níslosť,nonword,word,nonword,
vnútorný,pter,nonword,word,nonword,
mesiac,chélie,nonword,word,nonword,
tenký,množba,nonword,word,nonword,
podpora,zdeca,nonword,word,nonword,
obloha,tridej,nonword,word,nonword,
čerstvý,pišvoknúť,nonword,word,nonword,
vyváženie,závzacniť,nonword,word,nonword,
svedok,tučad,nonword,word,nonword,
slušný,vyklý,nonword,word,nonword,
príkaz,dravselne,nonword,word,nonword,
dekan,umrčiť,nonword,word,nonword,
porazený,bmiesť,nonword,word,nonword,
strelec,kresforma,nonword,word,nonword,
pluk,uzanúť,nonword,word,nonword,
žiť,vlastiverzitý,nonword,word,nonword,
kaliber,ukír,nonword,word,nonword,
nádrž,pubne,nonword,word,nonword,
dôvod,kozný,nonword,word,nonword,
rameno,estritkosť,nonword,word,nonword,
uplatniť,úposobný,nonword,word,nonword,
vysvetlenie,erad,nonword,word,nonword,
kritický,chamný,nonword,word,nonword,
prst,mamziť,nonword,word,nonword,
meno,hviezniť,nonword,word,nonword,
neúmyselne,stinva,nonword,word,nonword,
inštinkt,strážtica,nonword,word,nonword,
rana,riaditrona,nonword,word,nonword,
polievka,utelaj,nonword,word,nonword,
sám,špočník,nonword,word,nonword,
pozerať,olok,nonword,word,nonword,
banda,utocak,nonword,word,nonword,
