"word_combo","ja_cue","ja_target","type","cue_type","target_type","ja_cosine","M_Z","SD_Z","SE_Z","sampleN","done"
"布七月","布","七月","unrelated","word","word",0.796177621364561,NA,NA,NA,NA,NA
"布安腎さ","布","安腎さ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"帆ちきと","帆ち","きと","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"帆ち難しい","帆ち","難しい","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"希だやけろアライグマ","希だやけろ","アライグマ","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"希だやけろ伝佐","希だやけろ","伝佐","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"帝王ローマ","帝王","ローマ","related","word","word",0.740374986287537,NA,NA,NA,NA,NA
"帝王図搾","帝王","図搾","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"帝王食べる","帝王","食べる","unrelated","word","word",0.947249291189317,NA,NA,NA,NA,NA
"干臓モニター","干臓","モニター","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"干臓席髄","干臓","席髄","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"年取った体守つき","年取った","体守つき","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"年取った戦場","年取った","戦場","unrelated","word","word",0,NA,NA,NA,NA,NA
"年取った若い","年取った","若い","related","word","word",0,NA,NA,NA,NA,NA
"年金知っていた","年金","知っていた","unrelated","word","word",0.885497106573949,NA,NA,NA,NA,NA
"年金給料","年金","給料","related","word","word",0.884611561548134,NA,NA,NA,NA,NA
"年金罪果","年金","罪果","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"広其くお","広其","くお","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"広其プラスチック","広其","プラスチック","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"広告マーケティング","広告","マーケティング","related","word","word",0.775950398847575,NA,NA,NA,NA,NA
"広告審判","広告","審判","unrelated","word","word",0.838703896673907,NA,NA,NA,NA,NA
"広告神宜呂","広告","神宜呂","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"広辛遠く","広辛","遠く","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"広辛骨景","広辛","骨景","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"床カーペット","床","カーペット","related","word","word",0,NA,NA,NA,NA,NA
"床ロマンチック","床","ロマンチック","unrelated","word","word",0.730941550476106,NA,NA,NA,NA,NA
"床正不の","床","正不の","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"序す年ろ反遠","序す年ろ","反遠","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"序す年ろ合法の","序す年ろ","合法の","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"店お店","店","お店","related","word","word",0.879615183553269,NA,NA,NA,NA,NA
"店デッキ","店","デッキ","unrelated","word","word",0.895684805515595,NA,NA,NA,NA,NA
"店宅歪は","店","宅歪は","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"府佳吽茗めったに","府佳吽茗","めったに","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"府佳吽茗壃","府佳吽茗","壃","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"建のアッパー","建の","アッパー","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"建のスバパーガー","建の","スバパーガー","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"建的糖おハグ","建的糖お","ハグ","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"建的糖お最子な","建的糖お","最子な","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"建設亥い肢み","建設","亥い肢み","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"建設建てる","建設","建てる","related","word","word",0,NA,NA,NA,NA,NA
"建設援助","建設","援助","unrelated","word","word",0.895377695144709,NA,NA,NA,NA,NA
"建踞埋獲","建踞","埋獲","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"建踞政治家","建踞","政治家","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"弁護士ピス","弁護士","ピス","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"弁護士同盟","弁護士","同盟","unrelated","word","word",0.97251975355077,NA,NA,NA,NA,NA
"弁護士検察官","弁護士","検察官","related","word","word",0.948051953960361,NA,NA,NA,NA,NA
"弓えアルファ","弓え","アルファ","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"弓え妥怖","弓え","妥怖","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"弓きブル学糸とと","弓きブル","学糸とと","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"弓きブル書いている","弓きブル","書いている","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"引き裂くトラック","引き裂く","トラック","unrelated","word","word",0,NA,NA,NA,NA,NA
"引き裂く切る","引き裂く","切る","related","word","word",0,NA,NA,NA,NA,NA
"引き裂く炡始","引き裂く","炡始","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"引さ兼亜コッ","引さ兼亜","コッ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"引さ兼亜正しい","引さ兼亜","正しい","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"弟のかたっかハソ滴","弟のかたっか","ハソ滴","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"弟のかたっか超常的な","弟のかたっか","超常的な","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"弥賛るてしうどこかに","弥賛るてしう","どこかに","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"弥賛るてしう茂みふ","弥賛るてしう","茂みふ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"弥贄ゆねたへ","弥贄ゆね","たへ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"弥贄ゆね雰囲気","弥贄ゆね","雰囲気","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"弧焦太陽","弧焦","太陽","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"弧焦犬季","弧焦","犬季","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"㢸りべモ","㢸り","べモ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"㢸り葬儀","㢸り","葬儀","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"強いシッ","強い","シッ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"強い弱い","強い","弱い","related","word","word",0.910984020023932,NA,NA,NA,NA,NA
"強い武器","強い","武器","unrelated","word","word",0.950417307031585,NA,NA,NA,NA,NA
"強グ的備えつける","強グ的","備えつける","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"強グ的採値","強グ的","採値","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"強さプララクッブ","強さ","プララクッブ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"強さ力","強さ","力","related","word","word",0.660782169728714,NA,NA,NA,NA,NA
"強さ教授","強さ","教授","unrelated","word","word",0.799283058474468,NA,NA,NA,NA,NA
"当然一般的","当然","一般的","related","word","word",0.900195587219524,NA,NA,NA,NA,NA
"当然十億","当然","十億","unrelated","word","word",0,NA,NA,NA,NA,NA
"当然花家さほ","当然","花家さほ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"形サイン","形","サイン","related","word","word",0.658103921110215,NA,NA,NA,NA,NA
"形ボに","形","ボに","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"形太陽","形","太陽","unrelated","word","word",0.711046870377897,NA,NA,NA,NA,NA
"影さよなら","影","さよなら","unrelated","word","word",0.683626301074175,NA,NA,NA,NA,NA
"影宜占","影","宜占","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"影闇","影","闇","related","word","word",0.715188367234636,NA,NA,NA,NA,NA
"影響サーリエット","影響","サーリエット","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"影響わざと","影響","わざと","unrelated","word","word",0.882105709447291,NA,NA,NA,NA,NA
"影響効果","影響","効果","related","word","word",0.913740376732491,NA,NA,NA,NA,NA
"役に立たない価値のない","役に立たない","価値のない","related","word","word",0,NA,NA,NA,NA,NA
"役に立たない刻体か","役に立たない","刻体か","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"役に立たない高速道路","役に立たない","高速道路","unrelated","word","word",0.93844393047543,NA,NA,NA,NA,NA
"征徐勇敢","征徐","勇敢","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"征徐舐ね","征徐","舐ね","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"征治ラリージュリエット","征治ラリー","ジュリエット","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"征治ラリーボタ","征治ラリー","ボタ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"待つ予想する","待つ","予想する","related","word","word",0,NA,NA,NA,NA,NA
"待つ夭茜汗ぬ","待つ","夭茜汗ぬ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"待つ心理学の","待つ","心理学の","unrelated","word","word",0,NA,NA,NA,NA,NA
"待別お金","待別","お金","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"待別仚","待別","仚","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"後退するリーダー","後退する","リーダー","unrelated","word","word",0.796266425905197,NA,NA,NA,NA,NA
"後退する元の場所に戻る","後退する","元の場所に戻る","related","word","word",0,NA,NA,NA,NA,NA
"後退する話度","後退する","話度","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"従うゴルな","従う","ゴルな","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"従うサーカス","従う","サーカス","unrelated","word","word",0,NA,NA,NA,NA,NA
"従う追跡する","従う","追跡する","related","word","word",0,NA,NA,NA,NA,NA
"従けくてとビタミン","従けくてと","ビタミン","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"従けくてと題杢げ","従けくてと","題杢げ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"従つ有権者","従つ","有権者","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"従つ見の","従つ","見の","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"得る主題","得る","主題","unrelated","word","word",0.783579384518743,NA,NA,NA,NA,NA
"得る勝つ","得る","勝つ","related","word","word",0.860877586553491,NA,NA,NA,NA,NA
"得る反惟","得る","反惟","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"得刈おもちゃ","得刈","おもちゃ","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"得刈回一","得刈","回一","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"復讐センチメートル","復讐","センチメートル","unrelated","word","word",0.774188704239479,NA,NA,NA,NA,NA
"復讐正義","復讐","正義","related","word","word",0.820774083078173,NA,NA,NA,NA,NA
"復讐起るきす","復讐","起るきす","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"微貪ノテ","微貪","ノテ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"微貪検査","微貪","検査","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"徳辛いつもは","徳辛","いつもは","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"徳辛嫁た","徳辛","嫁た","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"心配した大臣","心配した","大臣","unrelated","word","word",0.839511670932936,NA,NA,NA,NA,NA
"心配した泣握みら","心配した","泣握みら","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"心配した緊張した","心配した","緊張した","related","word","word",0,NA,NA,NA,NA,NA
"必須トフイアル","必須","トフイアル","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"必須必要","必須","必要","related","word","word",0.939376933534555,NA,NA,NA,NA,NA
"必須教える","必須","教える","unrelated","word","word",0.92047278800555,NA,NA,NA,NA,NA
"忍者力物た","忍者","力物た","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"忍者武士","忍者","武士","related","word","word",0.810064826157617,NA,NA,NA,NA,NA
"忍者都市","忍者","都市","unrelated","word","word",0.926024781537118,NA,NA,NA,NA,NA
"忍耐エイチアイブイ","忍耐","エイチアイブイ","unrelated","word","word",0,NA,NA,NA,NA,NA
"忍耐同情","忍耐","同情","related","word","word",0.810102633975147,NA,NA,NA,NA,NA
"忍耐新激餌被","忍耐","新激餌被","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"志れバー","志れ","バー","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"志れ彼ま","志れ","彼ま","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"忘れるシリンジ","忘れる","シリンジ","unrelated","word","word",0,NA,NA,NA,NA,NA
"忘れる壃","忘れる","壃","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"忘れる覚えておく","忘れる","覚えておく","related","word","word",0.810318641149521,NA,NA,NA,NA,NA
"忘耐レ式即ぬ","忘耐レ","式即ぬ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"忘耐レ来る","忘耐レ","来る","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"忠実な原子力の","忠実な","原子力の","unrelated","word","word",0,NA,NA,NA,NA,NA
"忠実な密粟","忠実な","密粟","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"忠実な誠実な","忠実な","誠実な","related","word","word",0,NA,NA,NA,NA,NA
"忠実ベッド","忠実","ベッド","unrelated","word","word",0.657125910710534,NA,NA,NA,NA,NA
"忠実廻農適ね","忠実","廻農適ね","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"忠実献身","忠実","献身","related","word","word",0.836327007093388,NA,NA,NA,NA,NA
"快適なうま","快適な","うま","unrelated","word","word",0,NA,NA,NA,NA,NA
"快適な心地よい","快適な","心地よい","related","word","word",0,NA,NA,NA,NA,NA
"快適な突淕な","快適な","突淕な","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"忽須ニアリー深も","忽須ニア","リー深も","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"忽須ニア財政","忽須ニア","財政","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"怒り家賃","怒り","家賃","unrelated","word","word",0,NA,NA,NA,NA,NA
"怒り漬色コレート","怒り","漬色コレート","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"怒り激怒","怒り","激怒","related","word","word",0.755808229657372,NA,NA,NA,NA,NA
"怖い気味の悪い","怖い","気味の悪い","related","word","word",0,NA,NA,NA,NA,NA
"怖い知らせる","怖い","知らせる","unrelated","word","word",0,NA,NA,NA,NA,NA
"怖い謙虎","怖い","謙虎","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"怖がらせるアリリろ","怖がらせる","アリリろ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"怖がらせる弱い","怖がらせる","弱い","unrelated","word","word",0,NA,NA,NA,NA,NA
"怖がらせる怯えさせる","怖がらせる","怯えさせる","related","word","word",0,NA,NA,NA,NA,NA
"思いやりある変梯","思いやりある","変梯","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"思いやりある描く","思いやりある","描く","unrelated","word","word",0,NA,NA,NA,NA,NA
"思いやりある気前のよい","思いやりある","気前のよい","related","word","word",0,NA,NA,NA,NA,NA
"性各墨タイトル","性各墨","タイトル","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"性各墨申じらじい","性各墨","申じらじい","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"性的メヂ","性的","メヂ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"性的起こる","性的","起こる","unrelated","word","word",0,NA,NA,NA,NA,NA
"性的身体的","性的","身体的","related","word","word",0,NA,NA,NA,NA,NA
"怪物オー氾機","怪物","オー氾機","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"怪物まだ","怪物","まだ","unrelated","word","word",0.917011236113419,NA,NA,NA,NA,NA
"怪物生物","怪物","生物","related","word","word",0.88107292035544,NA,NA,NA,NA,NA
"怱基家賃","怱基","家賃","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"怱基炡始砶は","怱基","炡始砶は","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"恐ち刎ぬ","恐ち","刎ぬ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"恐ち銀河","恐ち","銀河","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"恐ラ子報格","恐ラ子","報格","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"恐ラ子水素","恐ラ子","水素","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"恐りホー","恐り","ホー","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"恐り合意","恐り","合意","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"恐怖叶さ風","恐怖","叶さ風","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"恐怖懸念","恐怖","懸念","related","word","word",0,NA,NA,NA,NA,NA
"恐怖混合","恐怖","混合","unrelated","word","word",0.944414498409409,NA,NA,NA,NA,NA
"恕ち権力","恕ち","権力","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"恕ち諌類","恕ち","諌類","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"恨川いむ","恨川","いむ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"恨川誓い","恨川","誓い","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"恭えを丈宴","恭えを","丈宴","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"恭えを追跡する","恭えを","追跡する","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"恭産たワイヤー","恭産た","ワイヤー","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"恭産た啇亼","恭産た","啇亼","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"悔王マーケティング","悔王","マーケティング","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"悔王山未箏","悔王","山未箏","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"悠呉汰ぬねもアシスタント","悠呉汰ぬねも","アシスタント","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"悠呉汰ぬねもぐほ","悠呉汰ぬねも","ぐほ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"患者クライアント","患者","クライアント","related","word","word",0.68119044197304,NA,NA,NA,NA,NA
"患者レヌ","患者","レヌ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"患者技術","患者","技術","unrelated","word","word",0.791702035231466,NA,NA,NA,NA,NA
"患霎干帖","患霎","干帖","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"患霎闇","患霎","闇","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"悦きプラーナリス朴","悦き","プラーナリス朴","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"悦き簡単な","悦き","簡単な","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"悪夢ディン","悪夢","ディン","unrelated","word","word",0.757691753856614,NA,NA,NA,NA,NA
"悪夢冬え","悪夢","冬え","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"悪夢夢","悪夢","夢","related","word","word",0.695717543747482,NA,NA,NA,NA,NA
