sl_cue,sl_target,type,cue_type,target_type,sl_cosine
pravzaprav,agraba,nonword,word,nonword,
reka,strubenik,nonword,word,nonword,
kino,glavru,nonword,word,nonword,
navdušenje,zmanjdališče,nonword,word,nonword,
analitik,svegiben,nonword,word,nonword,
tajnik,glab,nonword,word,nonword,
diamant,goljuba,nonword,word,nonword,
senca,zir,nonword,word,nonword,
prijazen,predorila,nonword,word,nonword,
peron,goriščaj,nonword,word,nonword,
mladost,proriti,nonword,word,nonword,
orkester,gokel,nonword,word,nonword,
jug,hrad,nonword,word,nonword,
pevec,paraditi,nonword,word,nonword,
ovira,grin,nonword,word,nonword,
ščit,grpek,nonword,word,nonword,
metulj,grsteč,nonword,word,nonword,
škorenj,grmestni,nonword,word,nonword,
zvestoba,grobrn,nonword,word,nonword,
džungla,grospreden,nonword,word,nonword,
nemogoče,preljupen,nonword,word,nonword,
upanje,kitilka,nonword,word,nonword,
kupiti,halucistka,nonword,word,nonword,
gripa,slaburger,nonword,word,nonword,
prst,bradivo,nonword,word,nonword,
tipičen,oglejmonija,nonword,word,nonword,
tok,zdrajati,nonword,word,nonword,
odpoved,vlekopter,nonword,word,nonword,
parlament,pekodil,nonword,word,nonword,
osvoboditi,heroga,nonword,word,nonword,
vstopiti,visotrajen,nonword,word,nonword,
trofeja,hitalen,nonword,word,nonword,
zahteva,hitočen,nonword,word,nonword,
nesrečen,hitkanost,nonword,word,nonword,
pomagati,rav,nonword,word,nonword,
okusen,berdno,nonword,word,nonword,
novinarstvo,jahod,nonword,word,nonword,
kost,peljaniti,nonword,word,nonword,
fokus,hupje,nonword,word,nonword,
stoletje,ptila,nonword,word,nonword,
potrebno,hvalatnina,nonword,word,nonword,
jutri,zura,nonword,word,nonword,
genij,stača,nonword,word,nonword,
ovojnica,splalec,nonword,word,nonword,
dvomiti,igražar,nonword,word,nonword,
žaba,impreskati,nonword,word,nonword,
zunaj,obvepevati,nonword,word,nonword,
izločiti,instinktmacije,nonword,word,nonword,
strelec,obveščastnik,nonword,word,nonword,
hraniti,šiviljekcija,nonword,word,nonword,
država,inšprava,nonword,word,nonword,
cezar,instrušnja,nonword,word,nonword,
idealen,inteligeniten,nonword,word,nonword,
dobrodelnost,intimenjen,nonword,word,nonword,
oblak,rastlicija,nonword,word,nonword,
poletje,inveskati,nonword,word,nonword,
drugje,investisk,nonword,word,nonword,
pepel,odliničen,nonword,word,nonword,
plesalec,izbotirati,nonword,word,nonword,
dinastija,izstrelšava,nonword,word,nonword,
naloga,izdajaznež,nonword,word,nonword,
prihod,izdeskar,nonword,word,nonword,
bežati,izginodnost,nonword,word,nonword,
medved,grozid,nonword,word,nonword,
predmet,tvarjava,nonword,word,nonword,
kazen,izjevski,nonword,word,nonword,
šminka,izobravanje,nonword,word,nonword,
pokojnina,račutiti,nonword,word,nonword,
ritual,izsičanje,nonword,word,nonword,
vozilo,plovedba,nonword,word,nonword,
trik,nastih,nonword,word,nonword,
poskus,izaba,nonword,word,nonword,
kockanje,črz,nonword,word,nonword,
evolucija,spregoda,nonword,word,nonword,
trpljenje,snoce,nonword,word,nonword,
projekt,jakalnica,nonword,word,nonword,
očka,javžig,nonword,word,nonword,
jamstvo,jedaren,nonword,word,nonword,
klenk,jekno,nonword,word,nonword,
težava,jedal,nonword,word,nonword,
kampanja,jesipati,nonword,word,nonword,
nagnusen,jevit,nonword,word,nonword,
zgrabiti,jezoren,nonword,word,nonword,
posebej,jezemlje,nonword,word,nonword,
pogodba,julisnih,nonword,word,nonword,
svež,julon,nonword,word,nonword,
prihodnost,skobariti,nonword,word,nonword,
riniti,kakostim,nonword,word,nonword,
izjemen,kamotka,nonword,word,nonword,
zaskrbljen,strelpiranje,nonword,word,nonword,
šteti,strupela,nonword,word,nonword,
tih,kapitalistnost,nonword,word,nonword,
razbiti,kapiljev,nonword,word,nonword,
inšpektor,dletel,nonword,word,nonword,
realnost,njava,nonword,word,nonword,
krona,kavzla,nonword,word,nonword,
prepovedano,efaj,nonword,word,nonword,
trezen,olp,nonword,word,nonword,
piščanec,kisip,nonword,word,nonword,
prinesti,pralinika,nonword,word,nonword,
dojenček,klodnik,nonword,word,nonword,
generator,koleče,nonword,word,nonword,
hormon,stambi,nonword,word,nonword,
album,sprejmedija,nonword,word,nonword,
faktor,komižnež,nonword,word,nonword,
civilen,komišljija,nonword,word,nonword,
bencin,komunikalnica,nonword,word,nonword,
optimističen,komustan,nonword,word,nonword,
klic,koncebo,nonword,word,nonword,
aspirin,kozg,nonword,word,nonword,
profil,kostrojnica,nonword,word,nonword,
varovanje,kopsiha,nonword,word,nonword,
vaditi,plos,nonword,word,nonword,
bančnik,kopljelo,nonword,word,nonword,
železo,rirček,nonword,word,nonword,
trmast,kobljena,nonword,word,nonword,
mars,zgalj,nonword,word,nonword,
sekunda,gnestvo,nonword,word,nonword,
zaslišanje,mlezati,nonword,word,nonword,
poskus,kriminajstnik,nonword,word,nonword,
spremstvo,kraz,nonword,word,nonword,
viski,krica,nonword,word,nonword,
reven,svut,nonword,word,nonword,
polovica,ototost,nonword,word,nonword,
oseba,href,nonword,word,nonword,
nindža,hlavilen,nonword,word,nonword,
žito,kulec,nonword,word,nonword,
zaključek,lafinjen,nonword,word,nonword,
moderen,štoja,nonword,word,nonword,
zarota,ladljiv,nonword,word,nonword,
norost,lažnitelj,nonword,word,nonword,
kot,vladran,nonword,word,nonword,
obstati,lečerja,nonword,word,nonword,
pacifik,hladovit,nonword,word,nonword,
počasen,lepotenca,nonword,word,nonword,
incident,int,nonword,word,nonword,
odpreti,letalidnost,nonword,word,nonword,
prstan,lešip,nonword,word,nonword,
pornografija,poseralen,nonword,word,nonword,
lažen,sveščica,nonword,word,nonword,
kaos,likremzina,nonword,word,nonword,
razpoka,lišu,nonword,word,nonword,
servis,frev,nonword,word,nonword,
že,litesura,nonword,word,nonword,
kavč,lizabiti,nonword,word,nonword,
zid,kuščetek,nonword,word,nonword,
značka,ljubestim,nonword,word,nonword,
sprememba,ljubiser,nonword,word,nonword,
svoboda,ljuntje,nonword,word,nonword,
ven,lobavišče,nonword,word,nonword,
polmer,igračkacija,nonword,word,nonword,
vročina,loljuben,nonword,word,nonword,
počasno,troviti,nonword,word,nonword,
držati,priduvito,nonword,word,nonword,
hrup,luzenj,nonword,word,nonword,
preprečiti,skika,nonword,word,nonword,
pravi,revička,nonword,word,nonword,
sprejem,znajhen,nonword,word,nonword,
slovar,maskrajneza,nonword,word,nonword,
legija,maba,nonword,word,nonword,
odpadki,manipirati,nonword,word,nonword,
pomen,markeskom,nonword,word,nonword,
odpor,madir,nonword,word,nonword,
trdno,prematika,nonword,word,nonword,
živec,medatnim,nonword,word,nonword,
videti,medavnik,nonword,word,nonword,
playboy,merad,nonword,word,nonword,
čudovito,mehazijski,nonword,word,nonword,
lep,trglavec,nonword,word,nonword,
cement,mestvenik,nonword,word,nonword,
miza,metno,nonword,word,nonword,
naraven,melin,nonword,word,nonword,
lunin,mikrostor,nonword,word,nonword,
množica,mikremik,nonword,word,nonword,
omogočiti,palijarda,nonword,word,nonword,
okno,mistot,nonword,word,nonword,
sestra,minišnik,nonword,word,nonword,
napredovati,ministrpnost,nonword,word,nonword,
junij,miple,nonword,word,nonword,
telo,mikvanta,nonword,word,nonword,
cerkev,mirodičen,nonword,word,nonword,
rjava,ognjedalo,nonword,word,nonword,
liga,sfeda,nonword,word,nonword,
prazen,mišiljka,nonword,word,nonword,
kritičen,misizem,nonword,word,nonword,
biblija,uganši,nonword,word,nonword,
žila,zdad,nonword,word,nonword,
fakulteta,gročno,nonword,word,nonword,
enota,mojavno,nonword,word,nonword,
gostilna,mošeč,nonword,word,nonword,
branje,tarka,nonword,word,nonword,
desna,moset,nonword,word,nonword,
zavedati se,kranitor,nonword,word,nonword,
nebo,morfum,nonword,word,nonword,
dekan,moritator,nonword,word,nonword,
skala,ključnarica,nonword,word,nonword,
duševen,krotel,nonword,word,nonword,
nedolžen,movljati,nonword,word,nonword,
naiven,movil,nonword,word,nonword,
učiti,goza,nonword,word,nonword,
kašelj,možnacija,nonword,word,nonword,
dim,fražnost,nonword,word,nonword,
natakar,cavlja,nonword,word,nonword,
maščevanje,mrceč,nonword,word,nonword,
odeja,mučevelj,nonword,word,nonword,
sobota,morijač,nonword,word,nonword,
politika,muzantema,nonword,word,nonword,
plačanec,murman,nonword,word,nonword,
zbiralnik,sploflikan,nonword,word,nonword,
tih,načrtožba,nonword,word,nonword,
hrbteničen,nadaščiti,nonword,word,nonword,
zaklenjen,nadomagati,nonword,word,nonword,
slep,naglif,nonword,word,nonword,
opazovanje,nagrablje,nonword,word,nonword,
mati,borada,nonword,word,nonword,
vlak,najšati,nonword,word,nonword,
obrniti,drvodajalec,nonword,word,nonword,
driska,delajstnik,nonword,word,nonword,
blato,vorti,nonword,word,nonword,
šerif,najveknil,nonword,word,nonword,
zvezdnik,zag,nonword,word,nonword,
pošast,femera,nonword,word,nonword,
menih,nasnično,nonword,word,nonword,
najmanj,napeznost,nonword,word,nonword,
rdeča,napadirka,nonword,word,nonword,
nevednost,pomara,nonword,word,nonword,
rama,leprava,nonword,word,nonword,
zaliv,pihteva,nonword,word,nonword,
zasebno,straska,nonword,word,nonword,
osel,nasnilo,nonword,word,nonword,
priča,fraslov,nonword,word,nonword,
krasti,nasprijem,nonword,word,nonword,
hotel,kontraščen,nonword,word,nonword,
odmerek,stekarica,nonword,word,nonword,
jabolko,natoskem,nonword,word,nonword,
september,navkaš,nonword,word,nonword,
pečica,plovdušen,nonword,word,nonword,
domišljija,nebeglih,nonword,word,nonword,
joga,nezic,nonword,word,nonword,
ena,neznjeno,nonword,word,nonword,
močen,nedvička,nonword,word,nonword,
nasvet,negagranten,nonword,word,nonword,
krompir,nesaž,nonword,word,nonword,
včasih,porekje,nonword,word,nonword,
pravičen,nemoljub,nonword,word,nonword,
čip,šelehno,nonword,word,nonword,
puška,sivovorno,nonword,word,nonword,
komentar,čudosredno,nonword,word,nonword,
tla,krivajajoč,nonword,word,nonword,
protistrup,nepodpovano,nonword,word,nonword,
fizika,nepritno,nonword,word,nonword,
brati,spovčen,nonword,word,nonword,
smrtonosen,nedeljča,nonword,word,nonword,
aids,flola,nonword,word,nonword,
mit,neunjih,nonword,word,nonword,
mafija,iglumen,nonword,word,nonword,
svinjina,nebljeno,nonword,word,nonword,
zelena,nevanišče,nonword,word,nonword,
dragocen,neverjemljiv,nonword,word,nonword,
kariera,nevežinka,nonword,word,nonword,
turnir,nedranta,nonword,word,nonword,
konferenca,negleč,nonword,word,nonword,
premog,nevščin,nonword,word,nonword,
ming,plazmožen,nonword,word,nonword,
orgazem,nogošnje,nonword,word,nonword,
bela,norsničen,nonword,word,nonword,
čar,fos,nonword,word,nonword,
samomor,nosečitek,nonword,word,nonword,
odgovor,cotri,nonword,word,nonword,
vozovnica,novidlji,nonword,word,nonword,
taksi,flavinar,nonword,word,nonword,
česen,fož,nonword,word,nonword,
obletnica,zapriškica,nonword,word,nonword,
skleda,znela,nonword,word,nonword,
vzdevek,občimba,nonword,word,nonword,
usoda,občurek,nonword,word,nonword,
prvi,vključutljivo,nonword,word,nonword,
stik,obdošča,nonword,word,nonword,
kabina,občavadi,nonword,word,nonword,
dovoliti,poličajno,nonword,word,nonword,
nikoli,obdar,nonword,word,nonword,
tretji,vreka,nonword,word,nonword,
sekundaren,prijuba,nonword,word,nonword,
turneja,hirok,nonword,word,nonword,
priznati,obhim,nonword,word,nonword,
programska oprema,oborcija,nonword,word,nonword,
mož,smaljivo,nonword,word,nonword,
pokriti,ope,nonword,word,nonword,
stadion,aček,nonword,word,nonword,
ponižen,ocejevnik,nonword,word,nonword,
sončni zahod,očitesno,nonword,word,nonword,
nagon,odkrnik,nonword,word,nonword,
počiti,bradziv,nonword,word,nonword,
prekiniti,odhled,nonword,word,nonword,
kuhar,odločetnica,nonword,word,nonword,
namen,odman,nonword,word,nonword,
proces,ukrebritev,nonword,word,nonword,
regiment,neuspokoj,nonword,word,nonword,
prestrašiti,odrešema,nonword,word,nonword,
žalosten,odsobljenost,nonword,word,nonword,
pojav,odstaziranje,nonword,word,nonword,
vprašanje,mastraniti,nonword,word,nonword,
ogaben,odpluskanje,nonword,word,nonword,
kozarec,cisarna,nonword,word,nonword,
kabinet,ogaravno,nonword,word,nonword,
voziti,čmarja,nonword,word,nonword,
umazan,kletlica,nonword,word,nonword,
območje,ogroličen,nonword,word,nonword,
kultura,riževati,nonword,word,nonword,
tekmovanje,cafta,nonword,word,nonword,
čelada,okolp,nonword,word,nonword,
november,groli,nonword,word,nonword,
proračun,laktober,nonword,word,nonword,
spoštovanje,obilba,nonword,word,nonword,
terapija,simka,nonword,word,nonword,
poročati,ubora,nonword,word,nonword,
zvestoba,operaster,nonword,word,nonword,
kraja,unis,nonword,word,nonword,
tolpa,vkljudelitev,nonword,word,nonword,
okolje,oprečkati,nonword,word,nonword,
vdova,zamustiti,nonword,word,nonword,
boj,kronažna,nonword,word,nonword,
kompas,orvora,nonword,word,nonword,
kredit,avtorganizem,nonword,word,nonword,
tehnologija,organidati,nonword,word,nonword,
udoben,povopati,nonword,word,nonword,
tehničen,okvije,nonword,word,nonword,
oprema,dokamljen,nonword,word,nonword,
drama,enernost,nonword,word,nonword,
baron,skonceniti,nonword,word,nonword,
džip,sfestati,nonword,word,nonword,
pojasnilo,brumiti,nonword,word,nonword,
napredek,navežiti,nonword,word,nonword,
potnik,akrok,nonword,word,nonword,
washington,stištvo,nonword,word,nonword,
varen,nakazlatiti,nonword,word,nonword,
pojem,pabaj,nonword,word,nonword,
razodetje,pajal,nonword,word,nonword,
begunec,paškroba,nonword,word,nonword,
ključ,paradipljen,nonword,word,nonword,
veličasten,paranosno,nonword,word,nonword,
absolutno,parvus,nonword,word,nonword,
kopati,paprulja,nonword,word,nonword,
duhovit,klanis,nonword,word,nonword,
ustvariti,zadopoln,nonword,word,nonword,
pozabiti,kemero,nonword,word,nonword,
kraj,peratlantiva,nonword,word,nonword,
kokain,pezeg,nonword,word,nonword,
milijon,gresem,nonword,word,nonword,
očala,pites,nonword,word,nonword,
trpeti,pimek,nonword,word,nonword,
zarjavel,blasanje,nonword,word,nonword,
knjižnica,grisatelj,nonword,word,nonword,
beseda,pizmlelo,nonword,word,nonword,
odsek,ogovo,nonword,word,nonword,
žep,gnača,nonword,word,nonword,
invazija,platov,nonword,word,nonword,
moden,platnis,nonword,word,nonword,
poraženec,krožig,nonword,word,nonword,
magneten,stvovati,nonword,word,nonword,
zavrniti,pleniter,nonword,word,nonword,
potencial,cves,nonword,word,nonword,
izhod,pobegrabiti,nonword,word,nonword,
zahod,poseni,nonword,word,nonword,
dva,počimljence,nonword,word,nonword,
piknik,gradedovati,nonword,word,nonword,
stati,vusgana,nonword,word,nonword,
blizu,podjec,nonword,word,nonword,
lep,pogotnih,nonword,word,nonword,
nesmiseln,ponerv,nonword,word,nonword,
zlat,korivalnik,nonword,word,nonword,
ljubica,eriti,nonword,word,nonword,
žig,pofek,nonword,word,nonword,
vedno,pokopalistnost,nonword,word,nonword,
sladkor,opolzljiva,nonword,word,nonword,
prikolica,polikšnemen,nonword,word,nonword,
kilometer,politoris,nonword,word,nonword,
konzervativen,zavetika,nonword,word,nonword,
sendvič,brezkovnik,nonword,word,nonword,
sodišče,groln,nonword,word,nonword,
regijski,polotnim,nonword,word,nonword,
funt,pometričen,nonword,word,nonword,
neudobno,pomembrana,nonword,word,nonword,
košarka,lomilovreden,nonword,word,nonword,
obdukcija,asistkati,nonword,word,nonword,
cimet,opostenca,nonword,word,nonword,
dražba,pomotrnik,nonword,word,nonword,
operirati,pomlin,nonword,word,nonword,
lakota,klovsem,nonword,word,nonword,
dlan,posteljvilo,nonword,word,nonword,
senzor,poobljubite,nonword,word,nonword,
najemnik,foraz,nonword,word,nonword,
miš,poroskih,nonword,word,nonword,
igla,pospranik,nonword,word,nonword,
pozen,glakon,nonword,word,nonword,
komercialen,čaroka,nonword,word,nonword,
rit,posamestrešček,nonword,word,nonword,
prostovoljec,posvatbe,nonword,word,nonword,
sprožite,razusiti,nonword,word,nonword,
pravilo,popliniti,nonword,word,nonword,
ugrabiti,postreb,nonword,word,nonword,
kazati,sližati,nonword,word,nonword,
užitek,posostrolo,nonword,word,nonword,
status,postamba,nonword,word,nonword,
katolik,postenca,nonword,word,nonword,
bančništvo,poškren,nonword,word,nonword,
oseben,poskrenost,nonword,word,nonword,
narediti,postoding,nonword,word,nonword,
zvezen,ret,nonword,word,nonword,
nezmožnost,vletegniti,nonword,word,nonword,
nasmeh,potulj,nonword,word,nonword,
državen,potreščati,nonword,word,nonword,
spodoben,godreba,nonword,word,nonword,
pogum,doznavedati,nonword,word,nonword,
zaklad,kolezava,nonword,word,nonword,
vohun,povrključna,nonword,word,nonword,
ponudba,pozdrezati,nonword,word,nonword,
sočuten,pruc,nonword,word,nonword,
diploma,sheltično,nonword,word,nonword,
veverica,prastiti,nonword,word,nonword,
hrepenenje,praleg,nonword,word,nonword,
trgati,premonit,nonword,word,nonword,
alkohol,prastveno,nonword,word,nonword,
pijača,pravozkrižje,nonword,word,nonword,
zgoditi se,predavlje,nonword,word,nonword,
umetnost,gnidavanje,nonword,word,nonword,
pomlad,predlasnih,nonword,word,nonword,
poveljnik,tebek,nonword,word,nonword,
nizek,prepovzklika,nonword,word,nonword,
ideja,sestol,nonword,word,nonword,
vroč,predsestav,nonword,word,nonword,
starejši,preištljiva,nonword,word,nonword,
komisija,preiskovastnost,nonword,word,nonword,
črpalka,zlodriti,nonword,word,nonword,
kamp,odrenesti,nonword,word,nonword,
toast,prepocirati,nonword,word,nonword,
terminal,prespar,nonword,word,nonword,
bolnišnica,prerokbošiti,nonword,word,nonword,
žrtev,neveklost,nonword,word,nonword,
snov,atlantirati,nonword,word,nonword,
piramida,dljiveri,nonword,word,nonword,
zastava,prežinirati,nonword,word,nonword,
nesrečen,prezravsati,nonword,word,nonword,
med,okrozg,nonword,word,nonword,
tat,ustvarčakovati,nonword,word,nonword,
maraton,graščevanje,nonword,word,nonword,
tek,prizliti,nonword,word,nonword,
banana,priirist,nonword,word,nonword,
dobiček,prijaškem,nonword,word,nonword,
predlagati,prijagralstvo,nonword,word,nonword,
orkan,prijaških,nonword,word,nonword,
jasno,prijenjem,nonword,word,nonword,
hiša,prignjeno,nonword,word,nonword,
žaliti,prejc,nonword,word,nonword,
ustvarjanje,futraviti,nonword,word,nonword,
kraljica,pristaničljiv,nonword,word,nonword,
pištola,pritral,nonword,word,nonword,
oditi,pritivljajte,nonword,word,nonword,
okej,priustrečijo,nonword,word,nonword,
dol,priskriva,nonword,word,nonword,
prisotnost,prosmeh,nonword,word,nonword,
načrt,promni,nonword,word,nonword,
delikaten,ogledaja,nonword,word,nonword,
luna,profežnic,nonword,word,nonword,
serija,proškim,nonword,word,nonword,
beton,prozalivajati,nonword,word,nonword,
znamka,proizvovskih,nonword,word,nonword,
avtor,proščita,nonword,word,nonword,
opozorilo,glost,nonword,word,nonword,
papir,prostoastrono,nonword,word,nonword,
okrogel,protostja,nonword,word,nonword,
stric,protozard,nonword,word,nonword,
soba,oprsečje,nonword,word,nonword,
