"lt_cue","lt_target","type","cue_type","target_type","lt_cosine"
"paraiska","živ","nonword","nonword","word",NA
"bendtyti","dvasia","nonword","nonword","word",NA
"bendtymas","ginkluotė","nonword","nonword","word",NA
"buotas","buriavimas","nonword","nonword","word",NA
"liavas","liepos mėn","nonword","nonword","word",NA
"generatonahlee","turtas","nonword","nonword","word",NA
"optimistišdžiuok","girtas","nonword","nonword","word",NA
"verstina","skristi","nonword","nonword","word",NA
"fiedmundsofija","unikalus","nonword","nonword","word",NA
"oux","kalinys","nonword","nonword","word",NA
"kaanagra","padėkos","nonword","nonword","word",NA
"nib","pilis","nonword","nonword","word",NA
"šiutais","gailestingumas","nonword","nonword","word",NA
"retrūkstatas","elegantiškas","nonword","nonword","word",NA
"sprogdidatas","nuogas","nonword","nonword","word",NA
"pliurpanija","įrodymas","nonword","nonword","word",NA
"reportma","gram","nonword","nonword","word",NA
"paplauti","pardavimas","nonword","nonword","word",NA
"cezajant","muzikantas","nonword","nonword","word",NA
"linksmatiška","stotis","nonword","nonword","word",NA
"pavasasakėt","tradicinis","nonword","nonword","word",NA
"debeaver","vedęs","nonword","nonword","word",NA
"turnyčiui","daina","nonword","nonword","word",NA
"koncientas","frazė","nonword","nonword","word",NA
"ryžei","sakinys","nonword","nonword","word",NA
"paskampinėjimas","pranešimas","nonword","nonword","word",NA
"pirakink","nosis","nonword","nonword","word",NA
"žotei","kurčias","nonword","nonword","word",NA
"plauktas","vonia","nonword","nonword","word",NA
"dmitba","satellite","nonword","nonword","word",NA
"vaizta","politika","nonword","nonword","word",NA
"vylei","asmenybė","nonword","nonword","word",NA
"pleja","spalio mėn","nonword","nonword","word",NA
"kydėm","darbas","nonword","nonword","word",NA
"kantrybų","vitaminas","nonword","nonword","word",NA
"įžield","pavojus","nonword","nonword","word",NA
"radalink","vytis","nonword","nonword","word",NA
"benddymas","užrakinti","nonword","nonword","word",NA
"bingus","pragaras","nonword","nonword","word",NA
"blizgumas","krikščionis","nonword","nonword","word",NA
"mėnusteb","cigarette","nonword","nonword","word",NA
"luirs","laivas","nonword","nonword","word",NA
"žantas","spageti","nonword","nonword","word",NA
"kasšimt","aukštis","nonword","nonword","word",NA
"mėzoj","klientas","nonword","nonword","word",NA
"užsileiskręs","netikėtai","nonword","nonword","word",NA
"savanorištrenks","tarnautojas","nonword","nonword","word",NA
"elektsavybė","paauglys","nonword","nonword","word",NA
"lojaludžiui","mutacija","nonword","nonword","word",NA
"taskraistė","skanus","nonword","nonword","word",NA
"linksvėkite","dokumentas","nonword","nonword","word",NA
"seinas","rašiklis","nonword","nonword","word",NA
"svarstadienį","asistentas","nonword","nonword","word",NA
"priedyti","draugiškas","nonword","nonword","word",NA
"parladukustas","ministras","nonword","nonword","word",NA
"gubernatoblokšk","bro","nonword","nonword","word",NA
"nebaigkas","vabzdys","nonword","nonword","word",NA
"pieley","depresija","nonword","nonword","word",NA
"kontsinis","invest","nonword","nonword","word",NA
"tvynis","verslininkas","nonword","nonword","word",NA
"skamrus","pigūs","nonword","nonword","word",NA
"vėmaskva","plokštelė","nonword","nonword","word",NA
"stultantis","žinios","nonword","nonword","word",NA
"apeltomas","batų","nonword","nonword","word",NA
"drun","komedija","nonword","nonword","word",NA
"neruosk","tiesiogiai","nonword","nonword","word",NA
"spausliadėžė","kramtymas","nonword","nonword","word",NA
"atsiskirsti","individualus","nonword","nonword","word",NA
"juidealis","sukčiavimas","nonword","nonword","word",NA
"raukšlos","nužudyti","nonword","nonword","word",NA
"dionus","talentas","nonword","nonword","word",NA
"skučia","raumuo","nonword","nonword","word",NA
"pananiau","muziejus","nonword","nonword","word",NA
"lazų","tvarkaraštis","nonword","nonword","word",NA
"rakpa","kvailas","nonword","nonword","word",NA
"nusitrauksdimas","klasika","nonword","nonword","word",NA
"skutai","hamburgeris","nonword","nonword","word",NA
"būklų","paslaptis","nonword","nonword","word",NA
"šeikas","įspūdingas","nonword","nonword","word",NA
"vieneprie","močiutė","nonword","nonword","word",NA
"mykštis","paroda","nonword","nonword","word",NA
"doksas","galas","nonword","nonword","word",NA
"džiojo","šiukšlių","nonword","nonword","word",NA
"kopen","snaiperis","nonword","nonword","word",NA
"grese","miręs","nonword","nonword","word",NA
"dykusius","dusty","nonword","nonword","word",NA
"raišvingas","svogūnai","nonword","nonword","word",NA
"ajovo","prizas","nonword","nonword","word",NA
"brolys","pasveikinkite","nonword","nonword","word",NA
"trauminas","paruoškite","nonword","nonword","word",NA
"anttus","keista","nonword","nonword","word",NA
"limonareikš","jautrus","nonword","nonword","word",NA
"patarkti","pavardė","nonword","nonword","word",NA
"danhas","šlapimas","nonword","nonword","word",NA
"bagrus","nuoširdus","nonword","nonword","word",NA
"kabinkna","žvejyba","nonword","nonword","word",NA
"sluoksmas","mašina","nonword","nonword","word",NA
"lačiurna","sultys","nonword","nonword","word",NA
"rugsėjoveržk","kunigas","nonword","nonword","word",NA
"lindtukas","priesaika","nonword","nonword","word",NA
"eksšauktas","žvakė","nonword","nonword","word",NA
"roliuoti","ilgis","nonword","nonword","word",NA
"kabineprieš","kopijavimas","nonword","nonword","word",NA
"espby","rezultatas","nonword","nonword","word",NA
"žemės drebėjtakliui","express","nonword","nonword","word",NA
"silba","turkija","nonword","nonword","word",NA
"raišgimas","tauta","nonword","nonword","word",NA
"džiaugstoji pagalba","veikla","nonword","nonword","word",NA
"konsmybė","prieglauda","nonword","nonword","word",NA
"paebellas","garbė","nonword","nonword","word",NA
"ohamas","žurnalas","nonword","nonword","word",NA
"liškus","sekmadienis","nonword","nonword","word",NA
"vaiztai","žmona","nonword","nonword","word",NA
"kūenas","nelaimingas atsitikimas","nonword","nonword","word",NA
"žaizforma","problema","nonword","nonword","word",NA
"plačio","įdėkite","nonword","nonword","word",NA
"ift","svilpukas","nonword","nonword","word",NA
"stengkinėliai","kvailumas","nonword","nonword","word",NA
"pyraguls","ultimate","nonword","nonword","word",NA
"tyrikiuo","kuklus","nonword","nonword","word",NA
"sąebellas","suprasti","nonword","nonword","word",NA
"sijokiom","investuotojas","nonword","nonword","word",NA
"smanas","krūtinė","nonword","nonword","word",NA
"susto","juoda","nonword","nonword","word",NA
"padibukasti","haliucinacija","nonword","nonword","word",NA
"kūrikiuo","jėga","nonword","nonword","word",NA
"giukas","sūnus","nonword","nonword","word",NA
"liuku","baigti","nonword","nonword","word",NA
"jeimų","lavonas","nonword","nonword","word",NA
"morra","tėvas","nonword","nonword","word",NA
"įstosas","teorija","nonword","nonword","word",NA
"pisros","patikrinkite","nonword","nonword","word",NA
"sulaužti","crazy","nonword","nonword","word",NA
"supjauskite","civilizacija","nonword","nonword","word",NA
"leena","ling","nonword","nonword","word",NA
"difornljasi","ginklas","nonword","nonword","word",NA
"žvaigžferencija","atmosfera","nonword","nonword","word",NA
"masiunti","kuras","nonword","nonword","word",NA
"užkirsti ktrėkšk","skausmas","nonword","nonword","word",NA
"linksbėjimas","spauda","nonword","nonword","word",NA
"sutarnauk","smėlis","nonword","nonword","word",NA
"nusprenti","džuljeta","nonword","nonword","word",NA
"garsda","intymūs","nonword","nonword","word",NA
"linksmė","amžinai","nonword","nonword","word",NA
"slaptinga","važiuoti","nonword","nonword","word",NA
"smerktas","kempingas","nonword","nonword","word",NA
"kalėtink","tobulėjimas","nonword","nonword","word",NA
"metiš","lydi","nonword","nonword","word",NA
"prankata","pavojinga","nonword","nonword","word",NA
"hoje","taip","nonword","nonword","word",NA
"pėsta","arklys","nonword","nonword","word",NA
"išvynakai","korporacija","nonword","nonword","word",NA
"gesys","slėnis","nonword","nonword","word",NA
"poniamscialus","alėja","nonword","nonword","word",NA
"od","karščiavimas","nonword","nonword","word",NA
"šešėjant","žlugimas","nonword","nonword","word",NA
"žingas","teisingumas","nonword","nonword","word",NA
"šablo","pokeris","nonword","nonword","word",NA
"kino teažaidėm","slaptažodis","nonword","nonword","word",NA
"metoriuj","skubus atvėjis","nonword","nonword","word",NA
"trenmas","žiurkė","nonword","nonword","word",NA
"neteisėdžiui","nėštumas","nonword","nonword","word",NA
"neteiįžvalgas","įkvėpimas","nonword","nonword","word",NA
"veiktas","ten","nonword","nonword","word",NA
"linksbinkite","žiemos metu","nonword","nonword","word",NA
"radidžią","bar","nonword","nonword","word",NA
"šiniaima","faksas","nonword","nonword","word",NA
"doa","ištirti","nonword","nonword","word",NA
"stofas","lenktynės","nonword","nonword","word",NA
"dubja","pajamos","nonword","nonword","word",NA
"eksperituiruotas","vairuotojas","nonword","nonword","word",NA
"skraiskite","ginti","nonword","nonword","word",NA
"liudė","duok","nonword","nonword","word",NA
"jungtina","paranormal","nonword","nonword","word",NA
"susprogsgusieji","velnias","nonword","nonword","word",NA
"bachū","specialistas","nonword","nonword","word",NA
"tieįžvelginė","aktas","nonword","nonword","word",NA
"protis","tyrėjas","nonword","nonword","word",NA
"praskaidrintikimybė","grožis","nonword","nonword","word",NA
"pasitikėjisikrušk","sabotažas","nonword","nonword","word",NA
"austti","alus","nonword","nonword","word",NA
"tiesą sknium","galimybė","nonword","nonword","word",NA
"vyksa","prisiminti","nonword","nonword","word",NA
"galmilt","kūrybiškumas","nonword","nonword","word",NA
"paaukšti","romantiškas","nonword","nonword","word",NA
"neklauli","tikėtina","nonword","nonword","word",NA
"goldganas","šokis","nonword","nonword","word",NA
"depokštas","maišas","nonword","nonword","word",NA
"modergeld","dailininkas","nonword","nonword","word",NA
"disonas","radiacija","nonword","nonword","word",NA
"apdraustimas","atlygis","nonword","nonword","word",NA
"sėx","sėdėti","nonword","nonword","word",NA
"slapgubai","nuplaukite","nonword","nonword","word",NA
"viešin","dosniai","nonword","nonword","word",NA
"džetas","knyga","nonword","nonword","word",NA
"küa","saulė","nonword","nonword","word",NA
"višpjauna","dulkės","nonword","nonword","word",NA
"lovai","ministerija","nonword","nonword","word",NA
"grįžšas","laimėti","nonword","nonword","word",NA
"kalendosakėt","milijardai","nonword","nonword","word",NA
"ketnos","plaukti","nonword","nonword","word",NA
"atsiskverbtinai","absolventas","nonword","nonword","word",NA
"tykan","mechaninė","nonword","nonword","word",NA
"elektlitikas","orbita","nonword","nonword","word",NA
"sumušikniui","metalas","nonword","nonword","word",NA
"galutitrauk","kaltas","nonword","nonword","word",NA
"iikge","gyvūnas","nonword","nonword","word",NA
"spesterilusis","koncentratas","nonword","nonword","word",NA
"kolevenstja","detektyvas","nonword","nonword","word",NA
"iey","do","nonword","nonword","word",NA
"iš vober","spektaklis","nonword","nonword","word",NA
"skrendarymas","mažas","nonword","nonword","word",NA
"užratrūksta","tikisi","nonword","nonword","word",NA
"atvičium","ruduo","nonword","nonword","word",NA
"benddžiama","legenda","nonword","nonword","word",NA
"evaka","praktiškai","nonword","nonword","word",NA
"invatvoręja","areštas","nonword","nonword","word",NA
"fertas","orumas","nonword","nonword","word",NA
"lydaniel","skystis","nonword","nonword","word",NA
"įtarrybė","karinis jūrų laivynas","nonword","nonword","word",NA
"vokiu","nuotaka","nonword","nonword","word",NA
"kūdijuot","kelias","nonword","nonword","word",NA
"plienimas","bandymas","nonword","nonword","word",NA
"kespalvis","sąžiningumas","nonword","nonword","word",NA
"olanlys","žudikas","nonword","nonword","word",NA
"alkohotrauk","sprogimas","nonword","nonword","word",NA
"liepdien","miestas","nonword","nonword","word",NA
"sintis","blogai","nonword","nonword","word",NA
"prilygsmas","atnaujinkite","nonword","nonword","word",NA
"kvaitinė","rasti","nonword","nonword","word",NA
"linksšnuodis","cowboy","nonword","nonword","word",NA
"efektinti","vakarų","nonword","nonword","word",NA
"federalitraukt","lick","nonword","nonword","word",NA
"potchbladeninis","imperija","nonword","nonword","word",NA
"zomchų","infekcija","nonword","nonword","word",NA
"prilies","graikų kalba","nonword","nonword","word",NA
"arara","viryklė","nonword","nonword","word",NA
"cinamodžiui","vizija","nonword","nonword","word",NA
"dvykas","kapitonas","nonword","nonword","word",NA
"stentalas","misija","nonword","nonword","word",NA
"igove","sunkvežimis","nonword","nonword","word",NA
"vieniruok","saugumas","nonword","nonword","word",NA
"dmittuvas","priežastis","nonword","nonword","word",NA
"atplukdys","zondas","nonword","nonword","word",NA
"reištive","žadinėjimas","nonword","nonword","word",NA
"angesink","paprastai","nonword","nonword","word",NA
"mank","trys","nonword","nonword","word",NA
"intikvarija","protingas","nonword","nonword","word",NA
"milijoniestengt","programa","nonword","nonword","word",NA
"nusilinksno","dangaus","nonword","nonword","word",NA
"linksbėjimas","struktūra","nonword","nonword","word",NA
"dalyvavikreipk","intuicija","nonword","nonword","word",NA
"riaugė","bury","nonword","nonword","word",NA
"naviniuo","religija","nonword","nonword","word",NA
"ofd","retai","nonword","nonword","word",NA
"pn","puikus","nonword","nonword","word",NA
"vidurdžiuotis","dalykas","nonword","nonword","word",NA
"kašiukšlinė","creepy","nonword","nonword","word",NA
"chani","užšaldyti","nonword","nonword","word",NA
"aukštykla","galų gale","nonword","nonword","word",NA
"našlaikaus","lynai","nonword","nonword","word",NA
"hekta","pavaduojantis narys","nonword","nonword","word",NA
"rekonstninis","moteris","nonword","nonword","word",NA
"tusiunti","psichologija","nonword","nonword","word",NA
"virėliuo","suknelė","nonword","nonword","word",NA
"masparnis","antradienį","nonword","nonword","word",NA
"orjuostė","paskaita","nonword","nonword","word",NA
"sku","švelnus","nonword","nonword","word",NA
"absoliuversk","tėtis","nonword","nonword","word",NA
"klostymas","išdavikas","nonword","nonword","word",NA
"apspjaukimas","klinika","nonword","nonword","word",NA
"tvarkaba","sumažinti","nonword","nonword","word",NA
"dusio","sound","nonword","nonword","word",NA
"kačiuotis","išvykimas","nonword","nonword","word",NA
"švieskaministracija","vis dar","nonword","nonword","word",NA
"troškite","futbolas","nonword","nonword","word",NA
"kalingvis","emocinis","nonword","nonword","word",NA
"sherersk","kepenys","nonword","nonword","word",NA
"seria","patarti","nonword","nonword","word",NA
"klyrus","laikraštis","nonword","nonword","word",NA
"treneklau","audinys","nonword","nonword","word",NA
"snaiti","vertas","nonword","nonword","word",NA
"doka","toli","nonword","nonword","word",NA
"puht","priešingai","nonword","nonword","word",NA
"pasielglus","absurdiškas","nonword","nonword","word",NA
"kompačirš","džiaugsmas","nonword","nonword","word",NA
