"cs_target","cs_cue","type","target_type","cue_type","cs_cosine"
"opustit","anopulsní","nonword","word","nonword",NA
"nechat","skaukovat","nonword","word","nonword",NA
"stát se","štana","nonword","word","nonword",NA
"přístup","artedink","nonword","word","nonword",NA
"fax","arzebrat","nonword","word","nonword",NA
"produkt","aspichod","nonword","word","nonword",NA
"ulice","astrohráls","nonword","word","nonword",NA
"tři","zmlámový","nonword","word","nonword",NA
"vyšetřovat","játce","nonword","word","nonword",NA
"herec","autokost","nonword","word","nonword",NA
"biologický","auvej","nonword","word","nonword",NA
"motor","avelěj","nonword","word","nonword",NA
"volby","báhrozné","nonword","word","nonword",NA
"studie","baphe","nonword","word","nonword",NA
"legrační","banřáb","nonword","word","nonword",NA
"lano","stříkovní","nonword","word","nonword",NA
"opačný","batáš","nonword","word","nonword",NA
"festival","basketdých","nonword","word","nonword",NA
"finanční","cvoník","nonword","word","nonword",NA
"doprovázet","díh","nonword","word","nonword",NA
"morfium","hintie","nonword","word","nonword",NA
"sbohem","beším","nonword","word","nonword",NA
"taška","bezstupný","nonword","word","nonword",NA
"paluba","bezpečstrážní","nonword","word","nonword",NA
"týdně","bezstatný","nonword","word","nonword",NA
"kolaps","bezútěšví","nonword","word","nonword",NA
"věřit","upále","nonword","word","nonword",NA
"koleno","linlý","nonword","word","nonword",NA
"zaprášený","bishry","nonword","word","nonword",NA
"ironický","blahokagemní","nonword","word","nonword",NA
"idiot","ronto","nonword","word","nonword",NA
"sto","kvazen","nonword","word","nonword",NA
"hmyz","presk","nonword","word","nonword",NA
"důstojnost","řej","nonword","word","nonword",NA
"absurdní","vlastbardovat","nonword","word","nonword",NA
"gram","boraón","nonword","word","nonword",NA
"vybrat","bohle","nonword","word","nonword",NA
"senátor","bochu","nonword","word","nonword",NA
"strana","rix","nonword","word","nonword",NA
"vstup","bramcíš","nonword","word","nonword",NA
"prototyp","přívo","nonword","word","nonword",NA
"sýr","chyttální","nonword","word","nonword",NA
"dobrovolně","guile","nonword","word","nonword",NA
"nahý","buzdatnost","nonword","word","nonword",NA
"šéf","lěh","nonword","word","nonword",NA
"tušit","decka","nonword","word","nonword",NA
"pistole","caeřád","nonword","word","nonword",NA
"trůn","sladkový","nonword","word","nonword",NA
"o","cekrát","nonword","word","nonword",NA
"žena","směný","nonword","word","nonword",NA
"říjen","čerpažích","nonword","word","nonword",NA
"porazit","čerscoll","nonword","word","nonword",NA
"podivný","čeňů","nonword","word","nonword",NA
"dostatečný","čersil","nonword","word","nonword",NA
"mučení","střevené","nonword","word","nonword",NA
"mapa","česnrý","nonword","word","nonword",NA
"záření","strážtující","nonword","word","nonword",NA
"nebezpečný","nejos","nonword","word","nonword",NA
"plukovník","střerakter","nonword","word","nonword",NA
"znalost","daiquiritativní","nonword","word","nonword",NA
"žert","hista","nonword","word","nonword",NA
"negativní","formie","nonword","word","nonword",NA
"trojúhelník","jizvamikálie","nonword","word","nonword",NA
"investovat","chinusi","nonword","word","nonword",NA
"krocan","chránci","nonword","word","nonword",NA
"pozdravit","chsob","nonword","word","nonword",NA
"káva","chybm","nonword","word","nonword",NA
"miliarda","častnit","nonword","word","nonword",NA
"adresa","chranka","nonword","word","nonword",NA
"bar","skondoba","nonword","word","nonword",NA
"spojení","chsvý","nonword","word","nonword",NA
"palivo","chnc","nonword","word","nonword",NA
"výmluva","moudný","nonword","word","nonword",NA
"nalézt","svrva","nonword","word","nonword",NA
"oceán","harba","nonword","word","nonword",NA
"kouzelník","zkourý","nonword","word","nonword",NA
"fantazie","činizmus","nonword","word","nonword",NA
"točit se","nup","nonword","word","nonword",NA
"nečekaně","cítrojský","nonword","word","nonword",NA
"umýt","zválo","nonword","word","nonword",NA
"problém","debník","nonword","word","nonword",NA
"vděčnost","uhst","nonword","word","nonword",NA
"jednotný","shatý","nonword","word","nonword",NA
"rozvoj","citrávní","nonword","word","nonword",NA
"inspirace","nyanek","nonword","word","nonword",NA
"hrom","fúen","nonword","word","nonword",NA
"majitel","zy","nonword","word","nonword",NA
"zmrazit","crosk","nonword","word","nonword",NA
"nakonec","vilní","nonword","word","nonword",NA
"časopis","cuub","nonword","word","nonword",NA
"králičí","dalekovejch","nonword","word","nonword",NA
"agentura","cvoší","nonword","word","nonword",NA
"žízeň","daněj","nonword","word","nonword",NA
"vítěz","luv","nonword","word","nonword",NA
"žádost","nanka","nonword","word","nonword",NA
"oranžový","očira","nonword","word","nonword",NA
"pokus","dědetail","nonword","word","nonword",NA
"myslet si","dědicnech","nonword","word","nonword",NA
"máslo","blika","nonword","word","nonword",NA
"svíčka","děvio","nonword","word","nonword",NA
"sabotovat","delivingsní","nonword","word","nonword",NA
"uzavření","kálně","nonword","word","nonword",NA
"slunce","děsilent","nonword","word","nonword",NA
"království","déjk","nonword","word","nonword",NA
"sláva","desint","nonword","word","nonword",NA
"chladný","diabron","nonword","word","nonword",NA
"volič","mustangulování","nonword","word","nonword",NA
"kapitán","knona","nonword","word","nonword",NA
"zkušební verze","ditrém","nonword","word","nonword",NA
"profesionální","santě","nonword","word","nonword",NA
"obřad","dívejdišť","nonword","word","nonword",NA
"fráze","hačka","nonword","word","nonword",NA
"jaderný","oša","nonword","word","nonword",NA
"možnost","křes","nonword","word","nonword",NA
"spát","uhoře","nonword","word","nonword",NA
"osud","dobrostředník","nonword","word","nonword",NA
"lhář","karrý","nonword","word","nonword",NA
"odměna","dovač","nonword","word","nonword",NA
"vysoký","úvění","nonword","word","nonword",NA
"klasický","dobám","nonword","word","nonword",NA
"řím","doprobral","nonword","word","nonword",NA
"štědrý","dojdemva","nonword","word","nonword",NA
"písek","dorostlý","nonword","word","nonword",NA
"černá","dorozhněvající","nonword","word","nonword",NA
"vrah","vást","nonword","word","nonword",NA
"nehoda","dorýt","nonword","word","nonword",NA
"pták","dovodech","nonword","word","nonword",NA
"zapůsobit","svěhý","nonword","word","nonword",NA
"uniknout","osak","nonword","word","nonword",NA
"příjmení","stuma","nonword","word","nonword",NA
"ministerstvo","ahjummatický","nonword","word","nonword",NA
"styl","drzos","nonword","word","nonword",NA
"informátor","benhý","nonword","word","nonword",NA
"zapamatovat si","drhou","nonword","word","nonword",NA
"délka","důland","nonword","word","nonword",NA
"pohřbít","důpeš","nonword","word","nonword",NA
"baseball","lum","nonword","word","nonword",NA
"syndrom","ducím","nonword","word","nonword",NA
"teplota","duokolní","nonword","word","nonword",NA
"píseň","důchytra","nonword","word","nonword",NA
"nástroj","důdia","nonword","word","nonword",NA
"chlapec","ďáa","nonword","word","nonword",NA
"opravit","kdd","nonword","word","nonword",NA
"vodka","ochutnásobek","nonword","word","nonword",NA
"dělat","dygustin","nonword","word","nonword",NA
"snídaně","džáť","nonword","word","nonword",NA
"říše","džunzvu","nonword","word","nonword",NA
"hrad","experichiyo","nonword","word","nonword",NA
"adrenalin","exctít","nonword","word","nonword",NA
"perspektivní","trátor","nonword","word","nonword",NA
"kov","faznačný","nonword","word","nonword",NA
"koňak","zvuze","nonword","word","nonword",NA
"krása","fedetectiní","nonword","word","nonword",NA
"koupelna","filozostvím","nonword","word","nonword",NA
"střela","fistřele","nonword","word","nonword",NA
"malý","fizkráce","nonword","word","nonword",NA
"dát","fislibně","nonword","word","nonword",NA
"energie","vlhma","nonword","word","nonword",NA
"mistrovství","formupřít","nonword","word","nonword",NA
"doutník","fotoapatečnej","nonword","word","nonword",NA
"obrovský","fešáment","nonword","word","nonword",NA
"hamburger","sharvence","nonword","word","nonword",NA
"tragický","rostgovat","nonword","word","nonword",NA
"řecký","fyotázka","nonword","word","nonword",NA
"kaple","galetích","nonword","word","nonword",NA
"neděle","gasu","nonword","word","nonword",NA
"služka","gabl","nonword","word","nonword",NA
"šťastný","generáských","nonword","word","nonword",NA
"vzdělání","gévens","nonword","word","nonword",NA
"salát","lůžto","nonword","word","nonword",NA
"temný","goět","nonword","word","nonword",NA
"vlevo, odjet","guvermmym","nonword","word","nonword",NA
"brána","hazardnílečte","nonword","word","nonword",NA
"univerzita","arabvábí","nonword","word","nonword",NA
"přímo","kajma","nonword","word","nonword",NA
"popis","zmad","nonword","word","nonword",NA
"sdělení","yeas","nonword","word","nonword",NA
"symbol","ustouní město","nonword","word","nonword",NA
"spor","hlemžik","nonword","word","nonword",NA
"událost","jendat","nonword","word","nonword",NA
"střih","téuk","nonword","word","nonword",NA
"výbuch","žolta","nonword","word","nonword",NA
"odhodlání","doutnost","nonword","word","nonword",NA
"byt","řekdý","nonword","word","nonword",NA
"správní","hnig","nonword","word","nonword",NA
"realistický","déízdo","nonword","word","nonword",NA
"výkupné","odyby","nonword","word","nonword",NA
"přednáška","střínota","nonword","word","nonword",NA
"vakcína","becký","nonword","word","nonword",NA
"socha","horžít","nonword","word","nonword",NA
"ocel","dební","nonword","word","nonword",NA
"podpis","střípoda","nonword","word","nonword",NA
"politický","holín","nonword","word","nonword",NA
"přání","hotonách","nonword","word","nonword",NA
"stvoření","hrátpín","nonword","word","nonword",NA
"fotograf","středina","nonword","word","nonword",NA
"olej","hrker","nonword","word","nonword",NA
"hodný","hrbert","nonword","word","nonword",NA
"daleko","hrtáš","nonword","word","nonword",NA
"navždy","ivích","nonword","word","nonword",NA
"světlo","hrdn","nonword","word","nonword",NA
"úžasný","hledný","nonword","word","nonword",NA
"peníze","hraaa","nonword","word","nonword",NA
"sedět","huripley","nonword","word","nonword",NA
"přiznej se","cesa","nonword","word","nonword",NA
"úterý","hýbatbuci","nonword","word","nonword",NA
"hlídka","žíea","nonword","word","nonword",NA
"dlouho","casál","nonword","word","nonword",NA
"elektřina","zmírgální","nonword","word","nonword",NA
"ještěrka","asoze","nonword","word","nonword",NA
"fyzický","impovstupní","nonword","word","nonword",NA
"zmizení","inciward","nonword","word","nonword",NA
"slib","inproctor","nonword","word","nonword",NA
"očekávat","inmillerovat","nonword","word","nonword",NA
"atlantik","instrast","nonword","word","nonword",NA
"financování","interking","nonword","word","nonword",NA
"zdědit","mlouvaze","nonword","word","nonword",NA
"velmi","inževích","nonword","word","nonword",NA
"předpoklad","stýnie","nonword","word","nonword",NA
"televize","jatrysko","nonword","word","nonword",NA
"ding","supro","nonword","word","nonword",NA
"maminka","zlaně","nonword","word","nonword",NA
"bratranec","jaoh","nonword","word","nonword",NA
"soudce","wid","nonword","word","nonword",NA
"jizva","jevíš","nonword","word","nonword",NA
"výzva","warrenoduše","nonword","word","nonword",NA
"vůdce","jedchačka","nonword","word","nonword",NA
"bunda","ragla","nonword","word","nonword",NA
"loď","lív","nonword","word","nonword",NA
"samuraj","peslo","nonword","word","nonword",NA
"stanice","kaž","nonword","word","nonword",NA
"mechanický","kokní","nonword","word","nonword",NA
"stroj","kokní","nonword","word","nonword",NA
"uložit","mačga","nonword","word","nonword",NA
"způsobit","juhispánce","nonword","word","nonword",NA
"rajče","katán","nonword","word","nonword",NA
"brzy","kalenlals","nonword","word","nonword",NA
"ling","kamkrů","nonword","word","nonword",NA
"hřbitov","kalií","nonword","word","nonword",NA
"vypočítat","kancbye","nonword","word","nonword",NA
"očividně","kanditknu","nonword","word","nonword",NA
"kachna","katedrácita","nonword","word","nonword",NA
"mrtvola","kajua","nonword","word","nonword",NA
"ženský","brisle","nonword","word","nonword",NA
"zemřít","katedřeéra","nonword","word","nonword",NA
"provedení","karneúctu","nonword","word","nonword",NA
"jemný","kaříš","nonword","word","nonword",NA
"video","katokrat","nonword","word","nonword",NA
"náboženství","kavalelouch","nonword","word","nonword",NA
"manželka","kemrd","nonword","word","nonword",NA
"léčba","vyř","nonword","word","nonword",NA
"architekt","izolo","nonword","word","nonword",NA
"důvěra","schvalometr","nonword","word","nonword",NA
"hra","bubno","nonword","word","nonword",NA
"systém","přan","nonword","word","nonword",NA
"osamělý","klateb","nonword","word","nonword",NA
"odlišný","kancba","nonword","word","nonword",NA
"připravit","kléé","nonword","word","nonword",NA
"rozzlobený","přid","nonword","word","nonword",NA
"bojovník","klkr","nonword","word","nonword",NA
"přístřeší","antarkna","nonword","word","nonword",NA
"intimní","dvoulík","nonword","word","nonword",NA
"potvrdit","úsd","nonword","word","nonword",NA
"kladivo","sračkain","nonword","word","nonword",NA
"povinnost","kolesbič","nonword","word","nonword",NA
"schopnost","koneč","nonword","word","nonword",NA
"hlavní","kolokaus","nonword","word","nonword",NA
"dřez","destabinace","nonword","word","nonword",NA
"procházka","komenslat","nonword","word","nonword",NA
"napsat","kopřísní","nonword","word","nonword",NA
"věděl","komplicní","nonword","word","nonword",NA
"vášeň","kootřese","nonword","word","nonword",NA
"pískat","komrez","nonword","word","nonword",NA
"obnovit","komplicích","nonword","word","nonword",NA
"aktivovat","kobyl","nonword","word","nonword",NA
"hraběnka","koprávně","nonword","word","nonword",NA
