"el_target","el_cue","type","target_type","cue_type","el_cosine"
"ουλή","εγνωνός","nonword","word","nonword",NA
"μοναχικός","εγπτηση","nonword","word","nonword",NA
"μουσείο","εγωιφαλος","nonword","word","nonword",NA
"γαλαξίας","εγιόθα","nonword","word","nonword",NA
"βιταμίνη","ωπώ","nonword","word","nonword",NA
"γράφω","εθελονέμς","nonword","word","nonword",NA
"γαλλική γλώσσα","saνικός","nonword","word","nonword",NA
"διαμάχη","τοδικός","nonword","word","nonword",NA
"επιστήμη","ειγίνα","nonword","word","nonword",NA
"αδρεναλίνη","τορηνικός","nonword","word","nonword",NA
"λεπτό","ειλύνεία","nonword","word","nonword",NA
"μυστήριο","ειτογετε","nonword","word","nonword",NA
"εκτιμώ","εισαλώ","nonword","word","nonword",NA
"τραγούδι","ειντολή","nonword","word","nonword",NA
"γραβάτα","εισικαριο","nonword","word","nonword",NA
"επίτροπος","εκατομηρριο","nonword","word","nonword",NA
"μύτη","εκατομήτριούχος","nonword","word","nonword",NA
"δάνειο","εκθήκηση","nonword","word","nonword",NA
"επαρκής","ηφθεση","nonword","word","nonword",NA
"ιό","εκθενήακός χώρος","nonword","word","nonword",NA
"υπόθεση","εκκλτεία","nonword","word","nonword",NA
"ύποπτος","εκπλδυτικός","nonword","word","nonword",NA
"ανάλυση","έκπλάλη","nonword","word","nonword",NA
"ατυχία","ουρηξη","nonword","word","nonword",NA
"εύρημα","εληθιστο","nonword","word","nonword",NA
"δοκιμή","μυεγχος","nonword","word","nonword",NA
"γυναικεία μονή","μυεγχος","nonword","word","nonword",NA
"ασφάλεια","ελευδωρία","nonword","word","nonword",NA
"ευχάριστος","ελευθείτς","nonword","word","nonword",NA
"γεύμα","ελπάστικός","nonword","word","nonword",NA
"χειραγωγώ","ελικδα","nonword","word","nonword",NA
"συσκευή","εμπεολία","nonword","word","nonword",NA
"καθήκον","εμπειρογόρμονας","nonword","word","nonword",NA
"ορισμός","εμπιστοσάση","nonword","word","nonword",NA
"επιθεώρηση","εμπνίφ","nonword","word","nonword",NA
"κόμμα","εμπόητο","nonword","word","nonword",NA
"αντίο","εμποριορς","nonword","word","nonword",NA
"δραστηριότητα","εμηγός","nonword","word","nonword",NA
"θεαματικός","εμπέλιος","nonword","word","nonword",NA
"φήμη","ομας","nonword","word","nonword",NA
"νομικός","ένδοΐας","nonword","word","nonword",NA
"τιμή","ενερέβς","nonword","word","nonword",NA
"γκέι","ενώσικας","nonword","word","nonword",NA
"πεδίο μάχης","ενθουσιασμεί","nonword","word","nonword",NA
"υδρογόνο","ενόύτε","nonword","word","nonword",NA
"τρίγωνο","ύπνοια","nonword","word","nonword",NA
"φορτηγό","ύπνοια","nonword","word","nonword",NA
"παρεκκλήσι","ενοιτραση","nonword","word","nonword",NA
"άτομο","ενοικινςτής","nonword","word","nonword",NA
"όρκος","ενηςητα","nonword","word","nonword",NA
"αστέρι","ένστρετο","nonword","word","nonword",NA
"βασιλιάς","ενουξει","nonword","word","nonword",NA
"ταινία","εντουσ","nonword","word","nonword",NA
"εδώδιμος ιχθύς του βορρά","ενώθπωση","nonword","word","nonword",NA
"φως","εντυπωσιβιο","nonword","word","nonword",NA
"σύνδρομο","εντυπωσιακάτ","nonword","word","nonword",NA
"βουνό","εξομρετικός","nonword","word","nonword",NA
"σκοτάδι","εξαλείοή","nonword","word","nonword",NA
"νυφη","οσέλιξη","nonword","word","nonword",NA
"νικητής","εξβγάζω","nonword","word","nonword",NA
"μεσημεριανό","ηρέταση","nonword","word","nonword",NA
"στολή","εξάνηση","nonword","word","nonword",NA
"θέμα","ρυοδος","nonword","word","nonword",NA
"ένοχος","ιροπλισμός","nonword","word","nonword",NA
"τελευταίος","εξουάρα","nonword","word","nonword",NA
"σημασια","anοχος","nonword","word","nonword",NA
"διάσημος","έξευνος","nonword","word","nonword",NA
"συγκεντρώνομαι","ύνω","nonword","word","nonword",NA
"έκθεση","εξνζαπο","nonword","word","nonword",NA
"φθινόπωρο","επακαϊς","nonword","word","nonword",NA
"βιολογία","εποιγων","nonword","word","nonword",NA
"επιλογή","επεξεργάζομαι, διαδικαμοα","nonword","word","nonword",NA
"συνήθης","επέτογος","nonword","word","nonword",NA
"μασάζ","επσκάτης","nonword","word","nonword",NA
"ανθρωποι","επιβεβρτωση","nonword","word","nonword",NA
"ενέργεια","επιδόρύρο","nonword","word","nonword",NA
"δοκιμή","επιθτήρητής","nonword","word","nonword",NA
"ένεση","επιθηρία","nonword","word","nonword",NA
"επιλέγω","επικετδυνος","nonword","word","nonword",NA
"αστακός","επικοιοινία","nonword","word","nonword",NA
"βλήμα","επριέγω","nonword","word","nonword",NA
"ανακριτής","εποδογή","nonword","word","nonword",NA
"πεινασμένος","επιπάγον","nonword","word","nonword",NA
"αυτοκρατορία","επλτροή","nonword","word","nonword",NA
"περιοχή","επίστια","nonword","word","nonword",NA
"βοήθεια","επίσταπος","nonword","word","nonword",NA
"συναισθηματική","επιτρέκα","nonword","word","nonword",NA
"κάνω","επιτρέκα","nonword","word","nonword",NA
"αλεύρι","επιτρουε","nonword","word","nonword",NA
"χειρουργική επέμβαση","επιτυχισ","nonword","word","nonword",NA
"λέγω","επιχμωρήσεων","nonword","word","nonword",NA
"παραδοσιακός","ερασιτυπνης","nonword","word","nonword",NA
"εχθές","εργαλεκη","nonword","word","nonword",NA
"πολεμιστής","εργασττέι","nonword","word","nonword",NA
"ναυτία","έρευ","nonword","word","nonword",NA
"γουλιά","έρευ","nonword","word","nonword",NA
"αποτελεσματικός","ερδώστάσιο","nonword","word","nonword",NA
"εγκληματίας","έρσένα","nonword","word","nonword",NA
"σοκολάτα","έρθεος","nonword","word","nonword",NA
"οργή","ερβάένη","nonword","word","nonword",NA
"τέταρτο","ερφρηση","nonword","word","nonword",NA
"συγγραφέας","ανωτερικός","nonword","word","nonword",NA
"θέατρο","μόαιρεία","nonword","word","nonword",NA
"τρία","εταισχα","nonword","word","nonword",NA
"κυρία","έτραμος","nonword","word","nonword",NA
"μετάλλαξη","ευγειος","nonword","word","nonword",NA
"λιοντάρι","ευνονικός","nonword","word","nonword",NA
"τένις","ευγνγίων","nonword","word","nonword",NA
"μικροσκόπιο","ευύμνη","nonword","word","nonword",NA
"έμπορος","ευφυιρία","nonword","word","nonword",NA
"επίθεση","ευχαρίζοηση","nonword","word","nonword",NA
"καθίστε","εφλπική","nonword","word","nonword",NA
"γραμμάριο","εφιάλτου","nonword","word","nonword",NA
"κακό","έδθρός","nonword","word","nonword",NA
"συμβεί","ζάντρη","nonword","word","nonword",NA
"παράλογος","μυστό","nonword","word","nonword",NA
"ποσό","ζεργός","nonword","word","nonword",NA
"σκοτώνω","χέλιάρης","nonword","word","nonword",NA
"ανάπτυξη","υγτηση","nonword","word","nonword",NA
"χυμός","ζούγόκα","nonword","word","nonword",NA
"έγγραφο","θρ","nonword","word","nonword",NA
"μπαμπάς","σαντανός","nonword","word","nonword",NA
"λειτουργικός","ζωολογικοσ κηπόβ","nonword","word","nonword",NA
"δήλωση","ίωδυση του ηλιου","nonword","word","nonword",NA
"όνειρο","ώωπλειοψηφία","nonword","word","nonword",NA
"συναισθημα","η φυσιές","nonword","word","nonword",NA
"φωτογραφία","eβη","nonword","word","nonword",NA
"μοιραίος","ημερολυριο","nonword","word","nonword",NA
"αντίγραφο","γήωας","nonword","word","nonword",NA
"διατηρούν","ησύδια","nonword","word","nonword",NA
"έντομο","βάτημένος","nonword","word","nonword",NA
"κατάστημα","ριλασσα","nonword","word","nonword",NA
"πρωτότυπο","θαλάυχια","nonword","word","nonword",NA
"υπνοδωμάτιο","θάκλος","nonword","word","nonword",NA
"ψάρι","θανάγεμα","nonword","word","nonword",NA
"πρόβλημα","θάναμες","nonword","word","nonword",NA
"πληροφορητής","θάνθος","nonword","word","nonword",NA
"προδότης","θαυμπίω","nonword","word","nonword",NA
"δουλειά","χρα","nonword","word","nonword",NA
"πυκνός","ανίος","nonword","word","nonword",NA
"όργανο","ρπός","nonword","word","nonword",NA
"δυτικός","θεραπερή","nonword","word","nonword",NA
"βότκα","θειζότητα","nonword","word","nonword",NA
"βιβλιογραφία","βηση","nonword","word","nonword",NA
"εγγραφή","ρντικός","nonword","word","nonword",NA
"πανεπιστήμιο","θηλμο","nonword","word","nonword",NA
"το πολύ","θησαυρεθ","nonword","word","nonword",NA
"στυλ","θόρυγκς","nonword","word","nonword",NA
"αίτηση","θραύτοα","nonword","word","nonword",NA
"ντομάτα","λιμα","nonword","word","nonword",NA
"αρτηρία","φλμός","nonword","word","nonword",NA
"ανώτερος","chτρικός","nonword","word","nonword",NA
"δάσος","κβανικός","nonword","word","nonword",NA
"γορίλλας","ιδρτ","nonword","word","nonword",NA
"επίδειξη","ιδιοηθησία","nonword","word","nonword",NA
"βασίλειο","ιδιοπρία","nonword","word","nonword",NA
"περιπολία","ιδειτικός","nonword","word","nonword",NA
"πρωινο γευμα","ικανοποικεένοι","nonword","word","nonword",NA
"κυριακή","ώμς","nonword","word","nonword",NA
"κατάθλιψη","ιομάιος","nonword","word","nonword",NA
"αποστολή","ιπνοκό","nonword","word","nonword",NA
"βραβείο","ισορσαπία","nonword","word","nonword",NA
"ενθουσιασμένος","ισοσουν","nonword","word","nonword",NA
"γυρίζω","ισχυλης","nonword","word","nonword",NA
"σύρμα","νιγκελάριος","nonword","word","nonword",NA
"ιστός","καθανώ","nonword","word","nonword",NA
"γενικά","καθημεριαμ","nonword","word","nonword",NA
"δολάριο","κατάλικός","nonword","word","nonword",NA
"φλόγα","καίσυλας","nonword","word","nonword",NA
"πίεση","μικό","nonword","word","nonword",NA
"διευθυντής","καλλιτδυνης","nonword","word","nonword",NA
"υπόσχεση","καλόδορος","nonword","word","nonword",NA
"τουαλέτα","καλοκαετι","nonword","word","nonword",NA
"εξπρές","καρίς","nonword","word","nonword",NA
"ταχύτητα","κάλυπάα","nonword","word","nonword",NA
"βιβλίο","κανάδιο","nonword","word","nonword",NA
"πρωτάθλημα","καμπτεια","nonword","word","nonword",NA
"διαβατήριο","καμποτα","nonword","word","nonword",NA
"άλλοθι","καζήλι","nonword","word","nonword",NA
"πολιτικός","καναδες","nonword","word","nonword",NA
"πνεύμα","καυχλα","nonword","word","nonword",NA
"γόνατο","κασονας","nonword","word","nonword",NA
"υιός","κανονίσσ","nonword","word","nonword",NA
"άσκηση","καγωνικά","nonword","word","nonword",NA
