"hy_target","hy_cue","type","target_type","cue_type","hy_cosine"
"վերաբելիունք","խնջույք","nonword","nonword","word",NA
"երլեր","վեհություն","nonword","nonword","word",NA
"դեմոուց","երկչոտ","nonword","nonword","word",NA
"ունահաւթյուն","dvd","nonword","nonword","word",NA
"պալիկ","էկրան","nonword","nonword","word",NA
"կեեև","բարեւ","nonword","nonword","word",NA
"ժնվելի","ստադիոն","nonword","nonword","word",NA
"կրրդս","իրավաբան","nonword","nonword","word",NA
"մեհյլ","ժանգոտած","nonword","nonword","word",NA
"աշխատակորձ","ամուր","nonword","nonword","word",NA
"եռամեծակ","ուժ","nonword","nonword","word",NA
"կեղևր","ակտիվ","nonword","nonword","word",NA
"լրել","քաոս","nonword","nonword","word",NA
"մաճինեզ","տնակ","nonword","nonword","word",NA
"ույալ","կամավոր","nonword","nonword","word",NA
"րիամ","ջարդել","nonword","nonword","word",NA
"մեկտ","ամուր","nonword","nonword","word",NA
"գրտրոն","հազար","nonword","nonword","word",NA
"զգարտ","թուղթ","nonword","nonword","word",NA
"սոէր","գործոն","nonword","nonword","word",NA
"ադտագործել","առասպել","nonword","nonword","word",NA
"եստանիք","ծովային","nonword","nonword","word",NA
"շուրիմ","դեսերտ","nonword","nonword","word",NA
"ստբնագրություն","գաղտնի","nonword","nonword","word",NA
"ըննար","սարսափ","nonword","nonword","word",NA
"հերոսորդի","շրթունք","nonword","nonword","word",NA
"պարասից","բառարան","nonword","nonword","word",NA
"քարտee","հանգստանալ","nonword","nonword","word",NA
"մակրւլ","նկատի առնել","nonword","nonword","word",NA
"շրսեն","գրպան","nonword","nonword","word",NA
"հիճ","հայտնություն","nonword","nonword","word",NA
"կոեակ","եպիսկոպոս","nonword","nonword","word",NA
"ծաчь","վրեժ","nonword","nonword","word",NA
"դիզ","ծովահեն","nonword","nonword","word",NA
"խոմել","նման","nonword","nonword","word",NA
"խոin","դարչին","nonword","nonword","word",NA
"պատժարել","թոռնիկ","nonword","nonword","word",NA
"թապաինակ","կայծակ","nonword","nonword","word",NA
"րտակել","քաղաքականություն","nonword","nonword","word",NA
"դվուս","վիրաբույժ","nonword","nonword","word",NA
"եռերատիկ","կապիկ","nonword","nonword","word",NA
"վաայն","սպիտակուց","nonword","nonword","word",NA
"գլրմություն","եփել","nonword","nonword","word",NA
"հազրուր","շերիֆ","nonword","nonword","word",NA
"սառենդել","գողություն","nonword","nonword","word",NA
"հակադաus","դեսպանություն","nonword","nonword","word",NA
"պատվաստաողութ","տարածություն","nonword","nonword","word",NA
"պածիք","կենդանաբանական այգի","nonword","nonword","word",NA
"տեղեկայծել","քաղաքացիական","nonword","nonword","word",NA
"ազդայաան","կառավարում","nonword","nonword","word",NA
"ներելի","դար","nonword","nonword","word",NA
"նվան","աղջիկ","nonword","nonword","word",NA
"ագավորվել","քաշ","nonword","nonword","word",NA
"ույթխություն","վիսկի","nonword","nonword","word",NA
"հանդրհում","ծխախոտ","nonword","nonword","word",NA
"խայրուրդ","չորացնել","nonword","nonword","word",NA
"րզասեր","պարզ","nonword","nonword","word",NA
"ոստանշ","չափազանց","nonword","nonword","word",NA
"կարեսոում","բլուր","nonword","nonword","word",NA
"հյուածել","հպարտանալ","nonword","nonword","word",NA
"հաբաղ","ընթացք","nonword","nonword","word",NA
"իրտ","քոլեջ","nonword","nonword","word",NA
"սակաանում","թույն","nonword","nonword","word",NA
"տեուղություն","ճիշտ","nonword","nonword","word",NA
"մայրկյ","ընթացք","nonword","nonword","word",NA
"հանգվատ","ամուսնալուծություն","nonword","nonword","word",NA
"ղղել","սեռական","nonword","nonword","word",NA
"բրտնական","հորմոն","nonword","nonword","word",NA
"անսպխվելիորեն","վաղը","nonword","nonword","word",NA
"կոմիֆը","շղթա","nonword","nonword","word",NA
"հաղանի","հանգիստ","nonword","nonword","word",NA
"հաաթել","հին","nonword","nonword","word",NA
"քնխողում","ձեռագիր","nonword","nonword","word",NA
"համատեք","մղձավանջ","nonword","nonword","word",NA
"հաստորել","մրցում","nonword","nonword","word",NA
"հնղղահավ","կամուրջ","nonword","nonword","word",NA
"հավանագիր","զբաղմունք","nonword","nonword","word",NA
"հաունկնում","փոստ","nonword","nonword","word",NA
"հանստարիմ","ավագ","nonword","nonword","word",NA
"ազնվաճթյուն","խոզի միս","nonword","nonword","word",NA
"նվթխվածություն","երիտասարդություն","nonword","nonword","word",NA
"հավարյել","լուս","nonword","nonword","word",NA
"ընդմճատ","պահածոն","nonword","nonword","word",NA
"գոձև","խոստովանել","nonword","nonword","word",NA
"եզոնի","ֆունտ","nonword","nonword","word",NA
"բարեկաստւթյուն","բողոք","nonword","nonword","word",NA
"հյուհաս","սով","nonword","nonword","word",NA
"արեւրայան","միայնակ","nonword","nonword","word",NA
"կվտահություն","դաջվածք","nonword","nonword","word",NA
"դուրաձան","անիծել","nonword","nonword","word",NA
"գործադուիվանել","մրցում","nonword","nonword","word",NA
"հաբանել","աղքատ","nonword","nonword","word",NA
"լենիր","պարկեշտ","nonword","nonword","word",NA
"ստյուր","ցանկություն","nonword","nonword","word",NA
"հեսսական","կիլոմետր","nonword","nonword","word",NA
"աղետանի","քաղցր","nonword","nonword","word",NA
"դերավեն","ճամբար","nonword","nonword","word",NA
"անոնգ","մարդասպան","nonword","nonword","word",NA
"ցինիս","արշավ","nonword","nonword","word",NA
"նագրկ","տեխնոլոգիա","nonword","nonword","word",NA
"մամտադիտակ","օրական","nonword","nonword","word",NA
"նաել","աշտարակ","nonword","nonword","word",NA
"արնեություն","անգլերեն","nonword","nonword","word",NA
"ուսոմյում","հավաքել","nonword","nonword","word",NA
"հալալեւմ","տարեդարձ","nonword","nonword","word",NA
"պտոնլ","ոսկեգույն","nonword","nonword","word",NA
"մեկիչ","անօգնական","nonword","nonword","word",NA
"բարձափգնահատել","կիտեմադ","nonword","nonword","word",NA
"տմուշ","գինի","nonword","nonword","word",NA
"շտնչ","խաղալ","nonword","nonword","word",NA
"երեսասարդ","ներում","nonword","nonword","word",NA
"հաճախոիր","պինգ","nonword","nonword","word",NA
"բավանդ","ինչ","nonword","nonword","word",NA
"ծաց","ատելություն","nonword","nonword","word",NA
"գեղեափուհի","պսակ","nonword","nonword","word",NA
"մոդրլ","ադամանդ","nonword","nonword","word",NA
"ատախտագիտություն","սրամիտ","nonword","nonword","word",NA
"cyեղ","ժառանգություն","nonword","nonword","word",NA
"հավածքկանություն","գերմարդ","nonword","nonword","word",NA
"կաուկ","երկու","nonword","nonword","word",NA
"սպկոտ","նեղ","nonword","nonword","word",NA
"սբակալ","դասավորել","nonword","nonword","word",NA
"ողված","դոզան","nonword","nonword","word",NA
"թեկո","առլտրական","nonword","nonword","word",NA
"ադրենապին","շրջան","nonword","nonword","word",NA
"հետաքրւեր","անհանգստությամբ","nonword","nonword","word",NA
"հուլտֆ","միլիոնատեր","nonword","nonword","word",NA
"արասն","ազդեցություն","nonword","nonword","word",NA
"համետ","երրորդ","nonword","nonword","word",NA
"հողքված","յոգա","nonword","nonword","word",NA
"արշինապատվություն","մլատ","nonword","nonword","word",NA
"հոնդական","բավական","nonword","nonword","word",NA
"շահաացել","գավաթ","nonword","nonword","word",NA
"հեռակտւմ","վարել","nonword","nonword","word",NA
"ընդործել","ժայռ","nonword","nonword","word",NA
"դիպոսպահար","ատոմային","nonword","nonword","word",NA
"պանտեր","վախեցնել","nonword","nonword","word",NA
"կարնտան","գեղեցիկ","nonword","nonword","word",NA
"ֆաահաստիկ","ufo","nonword","nonword","word",NA
"արտակախի","ցնցուղ","nonword","nonword","word",NA
"րջացան","անհաջողակ","nonword","nonword","word",NA
"եից","գումար","nonword","nonword","word",NA
"արարող","ասեղ","nonword","nonword","word",NA
"նոտանա","գետ","nonword","nonword","word",NA
"հրսառ","հրաման","nonword","nonword","word",NA
"քաբալ","մեղու","nonword","nonword","word",NA
"շեde","հրաշալի","nonword","nonword","word",NA
"ակտիստցնել","մեծ","nonword","nonword","word",NA
"բարրւկ","գրադարան","nonword","nonword","word",NA
"խման","ուռուցք","nonword","nonword","word",NA
"միստ","հանձնաժողով","nonword","nonword","word",NA
"ճակատանկր","չափահաս","nonword","nonword","word",NA
"прուղ","փորձ","nonword","nonword","word",NA
"գիայր","ընդհատել","nonword","nonword","word",NA
"մառնուղի","հաճոյախոսություն","nonword","nonword","word",NA
"խոպեչ","մատուցող","nonword","nonword","word",NA
"րզ","սեպտեմբեր","nonword","nonword","word",NA
"ծնկական","լուսնի","nonword","nonword","word",NA
"ւղխ","գործառնական","nonword","nonword","word",NA
"վեղձերս","վատնել","nonword","nonword","word",NA
"ջեեկտրական","երգիչ","nonword","nonword","word",NA
"մորողը","գավաթ","nonword","nonword","word",NA
"ազգակաւն","կառնավալ","nonword","nonword","word",NA
"անհապլացում","հաշվել","nonword","nonword","word",NA
"ճակատամիական","արվեստ","nonword","nonword","word",NA
"ուշալույս","փոխադրամիջոց","nonword","nonword","word",NA
"հաքս","ծառայություն","nonword","nonword","word",NA
"վարա","քեռի","nonword","nonword","word",NA
"հյուսվւնք","կայսերական","nonword","nonword","word",NA
"գաթանիություն","ընդհանուր","nonword","nonword","word",NA
"մատուցնյուհի","պարունակել","nonword","nonword","word",NA
"մրցավաcn","արդար","nonword","nonword","word",NA
"անգոտ","դավադրություն","nonword","nonword","word",NA
"մաիր","մշակում","nonword","nonword","word",NA
"մաիտասպան","անատոմիա","nonword","nonword","word",NA
"խաղազաղ","լրագրող","nonword","nonword","word",NA
