"he_target","he_cue","type","target_type","cue_type","he_cosine"
"קְהִלָה","ה פת עaa","nonword","word","nonword",NA
"אָסִיר","oxצ ע ה","nonword","word","nonword",NA
"חֲדָשׁוֹת","ffצל ח ה","nonword","word","nonword",NA
"בִּלבּוּל","סםש ת ק פו ת","nonword","word","nonword",NA
"מִתקָבֵּל עַל הַדַעַת","ה תא ב  דולפ","nonword","word","nonword",NA
"נוֹסָף","ivתג לו ת","nonword","word","nonword",NA
"לַחַץ","ה תל ה בגסת","nonword","word","nonword",NA
"חינוך","wuתנ ג דו ת","nonword","word","nonword",NA
"הוכחה","ה תפ  ר צוrb","nonword","word","nonword",NA
"מְטוּרָף","האוקיינוס   השבע","nonword","word","nonword",NA
"מִיקרוֹפוֹן","קתק","nonword","word","nonword",NA
"גְדוּד","הו ל דכג","nonword","word","nonword",NA
"לבטח","הו ר ימבן","nonword","word","nonword",NA
"כור","הוסבמו ן","nonword","word","nonword",NA
"חָשׁוּד","הוכיה","nonword","word","nonword",NA
"סוֹחֵר","תונה","nonword","word","nonword",NA
"הֲזָיָה","החתכ","nonword","word","nonword",NA
"ארוך","החסק","nonword","word","nonword",NA
"כֶּסֶף","יכום","nonword","word","nonword",NA
"קַרדִינָל","דרמורים","nonword","word","nonword",NA
"גֵיהִנוֹם","הכיי","nonword","word","nonword",NA
"דוֹלָר","הכנסת אובעים","nonword","word","nonword",NA
"נָחָשׁ","מהאה","nonword","word","nonword",NA
"יָרִיב","העיגה","nonword","word","nonword",NA
"לימוד","הרמתאפוסית","nonword","word","nonword",NA
"יְצִירָתִיוּת","השבץה","nonword","word","nonword",NA
"מֵת","התמירות","nonword","word","nonword",NA
"תיק","התארמות","nonword","word","nonword",NA
"צַעֲצוּעַ","ו ע ידין","nonword","word","nonword",NA
"מטען","rjר יד","nonword","word","nonword",NA
"לְדַבֵּר","וומוקי","nonword","word","nonword",NA
"מַרהִיב","וושיישטון","nonword","word","nonword",NA
"פְּלָדָה","וערפ","nonword","word","nonword",NA
"גָבוֹהַ","ז הוjc","nonword","word","nonword",NA
"לשבור","רניר ה","nonword","word","nonword",NA
"חוֹרֶף","ז ליר","nonword","word","nonword",NA
"בִּטנִי","phכו ת","nonword","word","nonword",NA
"עוֹרֶק","הבהר","nonword","word","nonword",NA
"הֶעְדֵר","זכגיית","nonword","word","nonword",NA
"שמלה","אתרת","nonword","word","nonword",NA
"בעל בית","ןחבר ה","nonword","word","nonword",NA
"סיים","ןחבר ה","nonword","word","nonword",NA
"אומללות","מךג ה מו ל ד","nonword","word","nonword",NA
"הֵרָיוֹן","hrד ר","nonword","word","nonword",NA
"בּוֹדֵד","ftז ית","nonword","word","nonword",NA
"תוֹכֶן","יןז ק","nonword","word","nonword",NA
"בִּניָן","ח תניף","nonword","word","nonword",NA
"לייעץ עצה","ח עפה","nonword","word","nonword",NA
"טֶקֶס","ח יו בpm","nonword","word","nonword",NA
"מַחֲלָה","טשיל ה פ  ר ש  ים","nonword","word","nonword",NA
"אַמִיץ","כךל ב ו ן","nonword","word","nonword",NA
"עָדִין","ח לוun","nonword","word","nonword",NA
"פֶסטִיבָל","רםלו ן","nonword","word","nonword",NA
"פֵדֵרַצִיָה","סךם","nonword","word","nonword",NA
"אַשָׁף","ח ס ר תו ע לyo","nonword","word","nonword",NA
"אִינטִימִי","יםצ י","nonword","word","nonword",NA
"שר בממשלה","ח קלנחי","nonword","word","nonword",NA
"אֶקְדָח","רםר ב","nonword","word","nonword",NA
"בצל","כףר ד ה","nonword","word","nonword",NA
"סִיפּוּן","ח ת ימoo","nonword","word","nonword",NA
"הֲדָחָה","oiת ן","nonword","word","nonword",NA
"נהג","נכר","nonword","word","nonword",NA
"מִמחָטָה","חו ב בmu","nonword","word","nonword",NA
"אתמול","חובק ש ","nonword","word","nonword",NA
"איכות","חו זup","nonword","word","nonword",NA
"עֶרֶב","חו טdj","nonword","word","nonword",NA
"לא ידוע","חו לםשה","nonword","word","nonword",NA
"מִיקרוֹסקוֹפּ","חוףא","nonword","word","nonword",NA
"תַחתִית","חו מכצ","nonword","word","nonword",NA
"תוֹקֵף","חוטה ש ","nonword","word","nonword",NA
"רוֹמַנטִי","חוונ","nonword","word","nonword",NA
"הַשׁבָּחָה","חוצמ  ך","nonword","word","nonword",NA
"לִיבֵּרָלִי","חוזת","nonword","word","nonword",NA
"חֶמלָה","דכם","nonword","word","nonword",NA
"אַכזָבָה","חוסרבהכולת","nonword","word","nonword",NA
"אורך","חואגת","nonword","word","nonword",NA
"יֶלֶד","רכור","nonword","word","nonword",NA
"בַּקָשָׁה","דלא","nonword","word","nonword",NA
"תַרכִּיב","חיאו","nonword","word","nonword",NA
"מְצִיאוּתִי","כרישן","nonword","word","nonword",NA
"יפה","היב","nonword","word","nonword",NA
"אָח","חלברעליון","nonword","word","nonword",NA
"לִקְבּוֹר","דפור","nonword","word","nonword",NA
"אֶקְסְפּרֶס","חסבבישע","nonword","word","nonword",NA
"קמח","חסר בהל","nonword","word","nonword",NA
"אפשרות","עדץ","nonword","word","nonword",NA
"לְחַבֵּר","תטאית","nonword","word","nonword",NA
"פֶּשַׁע","עגות","nonword","word","nonword",NA
"גולגולת","חשוין","nonword","word","nonword",NA
"סמוראי","xbב  ע ת","nonword","word","nonword",NA
"רובע","זגב  ק","nonword","word","nonword",NA
"עוֹבֵד","tcבע י","nonword","word","nonword",NA
"מעריך","חןכנ י","nonword","word","nonword",NA
"שִׁיר","cmכנו לו ג י ה","nonword","word","nonword",NA
"סֵפֶר","ט ל סקו צש","nonword","word","nonword",NA
"עֵד","הץנק","nonword","word","nonword",NA
"לשחות","jpע ים","nonword","word","nonword",NA
"מַסלוּל","ג ע ם","nonword","word","nonword",NA
"מְטוּפָּשׁ","ptקסט","nonword","word","nonword",NA
"אִסטרָטֶגִיָה","ט ןאי","nonword","word","nonword",NA
"טורקיה","笙ェר ף","nonword","word","nonword",NA
"לַחטוֹף","טוrv","nonword","word","nonword",NA
"כּוֹעֵס","מזנה","nonword","word","nonword",NA
"רִגשִׁי","תיפס","nonword","word","nonword",NA
"יְסוֹדִי","טויויר","nonword","word","nonword",NA
"חביב","טיפויף","nonword","word","nonword",NA
"קוֹמֶדִיָה","בטיק","nonword","word","nonword",NA
"קרקס","fdב ש ","nonword","word","nonword",NA
"לדווח","zhי ן","nonword","word","nonword",NA
"נִיחוֹחַ","otם","nonword","word","nonword",NA
"תִפאֶרֶת","י צ יאםע","nonword","word","nonword",NA
"חֲבֵרוּת","gcצ ר","nonword","word","nonword",NA
"אף","סןצר ן","nonword","word","nonword",NA
"קָפִּיטָלִיזם","עףק ר","nonword","word","nonword",NA
"פִּין","נןר ח י","nonword","word","nonword",NA
"עבה","פןר יד ה","nonword","word","nonword",NA
"שם","תכ","nonword","word","nonword",NA
"צבאי","פאלום","nonword","word","nonword",NA
"שֶׁקֶר","יו גai","nonword","word","nonword",NA
"נִמלָט","יו ם ה ש  בפה","nonword","word","nonword",NA
"מקום","יו ם ש  הטי","nonword","word","nonword",NA
"מסמך","יו צ א דו מהן","nonword","word","nonword",NA
"גדול","יו רxt","nonword","word","nonword",NA
"מיליארד דולר","יוגביומי","nonword","word","nonword",NA
"שיווק","יואששבת","nonword","word","nonword",NA
"שַׂמֵחַ","לתני","nonword","word","nonword",NA
"לָקוּחַ","ואיד","nonword","word","nonword",NA
"בייסבול","ויידה","nonword","word","nonword",NA
"קָטלָנִי","תזי","nonword","word","nonword",NA
"תערוכה","ימוז","nonword","word","nonword",NA
"סוּס","תנה","nonword","word","nonword",NA
"מזלג","כלירה","nonword","word","nonword",NA
"בדיחה","ירתי","nonword","word","nonword",NA
"מְשׁוֹך","חצח","nonword","word","nonword",NA
"חשמלי","ירמי","nonword","word","nonword",NA
"נָשׂוּי","ישרד","nonword","word","nonword",NA
"אֶבֶן","תין","nonword","word","nonword",NA
"אֵמוּן","כ  בםח","nonword","word","nonword",NA
"להודות","נם ב יש ","nonword","word","nonword",NA
"מַרְאָה","כ  בלפ","nonword","word","nonword",NA
"מאוד","בf ב ר","nonword","word","nonword",NA
"כְּנִיסָה","lf ימ י","nonword","word","nonword",NA
"חמאה","fm ימ י ה","nonword","word","nonword",NA
"פַקס","שם יס","nonword","word","nonword",NA
"כתובת","דף ל ב","nonword","word","nonword",NA
"רֶצַח","כ  לju","nonword","word","nonword",NA
"תיאור","ng ל ל","nonword","word","nonword",NA
"המבורגר","ףא לי ה","nonword","word","nonword",NA
"בְּדֶרֶך כְּלַל","rn מו ת","nonword","word","nonword",NA
"חֲתוּנָה","sd נ ס י ה","nonword","word","nonword",NA
"תִקשׁוֹרֶת","כ  נו פ כהה","nonword","word","nonword",NA
"חוֹל","כ  עac","nonword","word","nonword",NA
"בן אנוש","os ר ט יס","nonword","word","nonword",NA
"כַּספִּי","כ  תka","nonword","word","nonword",NA
"גברת","כ  תoo","nonword","word","nonword",NA
"מַסְפִּיק","sq תב י ה קו ד ש ","nonword","word","nonword",NA
"כסף","הץו ה ל","nonword","word","nonword",NA
"לְלַקֵק","rbו ח ","nonword","word","nonword",NA
"בְּחִירָה","כ מו סof","nonword","word","nonword",NA
"שדה תעופה","גןת ב","nonword","word","nonword",NA
"אָנָלִיזָה","טפן","nonword","word","nonword",NA
"מעניין","כדורדס","nonword","word","nonword",NA
"טֵלֶוִיזִיָה","ותח","nonword","word","nonword",NA
"מָהִיר","כוכבעיכת","nonword","word","nonword",NA
"קַרטֵל","כיבני","nonword","word","nonword",NA
"פְּסִיכוֹלוֹגִי","כיגני","nonword","word","nonword",NA
"בְּדִיקָה","ומלי","nonword","word","nonword",NA
"לְהִתְנַגֵד","כסיימזומן","nonword","word","nonword",NA
"לתת","nc","nonword","word","nonword",NA
"שָׁעוֹן עֶצֶר","עשיך","nonword","word","nonword",NA
"גוּפָנִי","פסיש","nonword","word","nonword",NA
"כישלון","zuא פש  ר","nonword","word","nonword",NA
"קַל","ל א רגku","nonword","word","nonword",NA
"מיטה","סשב ר ך","nonword","word","nonword",NA
"משטח","ל ב ש nc","nonword","word","nonword",NA
"לִשְׁמוֹעַ","phבחו ן","nonword","word","nonword",NA
"מֵאָה","ilבלו ע ","nonword","word","nonword",NA
"עֲבוֹדָה","ל ג יוגך","nonword","word","nonword",NA
"הכרת תודה","ל ג ש dj","nonword","word","nonword",NA
"הֵעָלְמוּת","ל גנאסב","nonword","word","nonword",NA
"לִתְקוֹף","סםדחו ף","nonword","word","nonword",NA
"אִישִׁי","tcה א ט","nonword","word","nonword",NA
"מוּסִיקָאִי","ahה ב יא","nonword","word","nonword",NA
"אַלִיפוּת","nrה ב ין","nonword","word","nonword",NA
"שמש","ל ה הריע ","nonword","word","nonword",NA
"לְרַעֲנֵן","ל ה הכן","nonword","word","nonword",NA
"תַעֲרוֹבֶת","gpה חז יק","nonword","word","nonword",NA
"צַלֶקֶת","ל ה חלפשם","nonword","word","nonword",NA
"אָשֵׁם","קםה חמ יא","nonword","word","nonword",NA
"לְתַקֵן","ל ה טבאייע ","nonword","word","nonword",NA
"לְהַפְעִיל","ltה כ יל","nonword","word","nonword",NA
"כדורגל","ךנה כנ יס","nonword","word","nonword",NA
"חוֹקֵר","ל לשכפ  יל","nonword","word","nonword",NA
"שמפנייה","otה מע יט ב  ע רכ ו ","nonword","word","nonword",NA
"מִבְחָן","נץה ס ת כ  ן","nonword","word","nonword",NA
"אֵלֶגַנטִי","םצה ע ל יב","nonword","word","nonword",NA
"סַכִּין","ohה ע נ יש ","nonword","word","nonword",NA
"כותרת","lyה פ ע יל","nonword","word","nonword",NA
"באופן ישיר","עףה פח יד","nonword","word","nonword",NA
"מַסוֹק","סןה צ יל","nonword","word","nonword",NA
"בְּמֵזִיד","cmה ש  יג","nonword","word","nonword",NA
"אָנוֹכִי","uvה ש  פ  יע ","nonword","word","nonword",NA
"מחיר","hrה ש  ת ע ל","nonword","word","nonword",NA
"יְכוֹלֶת","msה ת ג ר ש ","nonword","word","nonword",NA
"שמן","wuה ת נ ג ד","nonword","word","nonword",NA
"נֶשֶׁק","hqה ת נ ד ב","nonword","word","nonword",NA
"בְּדִיקָה","ל ה ת פ  עou","nonword","word","nonword",NA
"צָבָא","ל ח כוvo","nonword","word","nonword",NA
"באטמן","ovח ס ל","nonword","word","nonword",NA
"רְחוֹב","dlח צ ן","nonword","word","nonword",NA
"כְּפָר","krחטו ף","nonword","word","nonword",NA
"שֶׁף","ptחפ ו ר","nonword","word","nonword",NA
"רביעי","ל ט פ ao","nonword","word","nonword",NA
"טָעִים מְאוֹד","ל טעגרן","nonword","word","nonword",NA
"כַּדוּר","ahי ל ה","nonword","word","nonword",NA
"לְמַעלָה","ל יגגך","nonword","word","nonword",NA
"שמאלה","ל יצעהר","nonword","word","nonword",NA
"כס","ןחיר ה","nonword","word","nonword",NA
"- אמא","רךכאו ב","nonword","word","nonword",NA
"מִסעָדָה","ל ל ווגנ","nonword","word","nonword",NA
"חומר נפץ","msלמו ד","nonword","word","nonword",NA
"שתיקה","tlמ מ ן","nonword","word","nonword",NA
"שַׁרשֶׁרֶת","צקמ נו ע ","nonword","word","nonword",NA
"עוֹד","ל מ צותנ","nonword","word","nonword",NA
"לְהַלווֹת","rpנ סו ת","nonword","word","nonword",NA
"ביי","rpנ סו ת","nonword","word","nonword",NA
"בִּכְבֵדוּת","osנ קו ת","nonword","word","nonword",NA
"לְהִשָׁאֵר","קץס לו ח ","nonword","word","nonword",NA
"תּוּת","iqע ג ן","nonword","word","nonword",NA
"לְהִתְפּוֹצֵץ","ל נסמו ד","nonword","word","nonword",NA
"לאחרונה","ל ססנו ת","nonword","word","nonword",NA
"יַחַס","ttפ ע מ ים","nonword","word","nonword",NA
"שיכור","ttפ ע מ ים","nonword","word","nonword",NA
"להשתמש","fmפ תו ח ","nonword","word","nonword",NA
"משולש","icצ מ צ ם","nonword","word","nonword",NA
"גוּפָה","ל ק ווdb","nonword","word","nonword",NA
"אַריֵה","ckק ל ל","nonword","word","nonword",NA
"לַחקוֹר","ל ק נוmu","nonword","word","nonword",NA
"ללוות","ל ק נוmu","nonword","word","nonword",NA
"אב טיפוס","phק ע ק ע ","nonword","word","nonword",NA
"לוח זמנים","וםק ש ו ר","nonword","word","nonword",NA
"היקף","hqר או ת","nonword","word","nonword",NA
"צָעִיר","טץר ס ק","nonword","word","nonword",NA
"עַצבָּנִי","ל רוim","nonword","word","nonword",NA
"ספּוֹרט","גףש  או ב","nonword","word","nonword",NA
"שֵׁם מִשׁפָּחָה","jiש  ח ק","nonword","word","nonword",NA
"תוֹבֵעַ","ל ש  כ ושז","nonword","word","nonword",NA
"שָׁטִיחַ","ל ש  לקמט","nonword","word","nonword",NA
"נסיעה","xoש  תו ת","nonword","word","nonword",NA
"וֵנוּס","ל ת תמר","nonword","word","nonword",NA
"מצביע","ל ת כ יזן","nonword","word","nonword",NA
"מיונז","xbת פ ו ס","nonword","word","nonword",NA
"טעות","לאזיוח","nonword","word","nonword",NA
"תרגיל","לא נואן","nonword","word","nonword",NA
"בָּר","לאשדביר","nonword","word","nonword",NA
"רשמי","לאיבי","nonword","word","nonword",NA
"אָרוֹן","יפט","nonword","word","nonword",NA
"צַלַחַת","לאידף","nonword","word","nonword",NA
"לִרְקוֹד","והד","nonword","word","nonword",NA
"מנוע","חצן","nonword","word","nonword",NA
