"sk_cue","sk_target","type","cue_type","target_type","sk_cosine"
"zaostrenie","hachodca","nonword","word","nonword",NA
"osobný","halucinávrhoch","nonword","word","nonword",NA
"nenávisť","adopburger","nonword","word","nonword",NA
"súdny dvor","priemónia","nonword","word","nonword",NA
"priemysel","dinca","nonword","word","nonword",NA
"kompas","herokiaľ","nonword","word","nonword",NA
"dojem","scalo","nonword","word","nonword",NA
"špinavý","lyv","nonword","word","nonword",NA
"lojalita","stanký","nonword","word","nonword",NA
"anjel","hlasociál","nonword","word","nonword",NA
"kapitál","stiahka","nonword","word","nonword",NA
"náhle","hlúroth","nonword","word","nonword",NA
"otvorené","brepy","nonword","word","nonword",NA
"žurnalistika","glla","nonword","word","nonword",NA
"krv","hmém","nonword","word","nonword",NA
"drak","pauvá","nonword","word","nonword",NA
"priamy","hodnociachný","nonword","word","nonword",NA
"žoldnier","sanný","nonword","word","nonword",NA
"nahradiť","horid","nonword","word","nonword",NA
"budúcnosť","hovzkriesexuál","nonword","word","nonword",NA
"prekážka","batný","nonword","word","nonword",NA
"stôl","hozlieka","nonword","word","nonword",NA
"rytmus","upratinský","nonword","word","nonword",NA
"krajina","hovoplat","nonword","word","nonword",NA
"oku","bia","nonword","word","nonword",NA
"zlodej","urovka","nonword","word","nonword",NA
"džungľa","hril","nonword","word","nonword",NA
"koncepcia","skonnica","nonword","word","nonword",NA
"povoliť","hrie","nonword","word","nonword",NA
"oheň","vratný","nonword","word","nonword",NA
"upozorniť","plodník","nonword","word","nonword",NA
"poklad","tmaba","nonword","word","nonword",NA
"banán","huslušník","nonword","word","nonword",NA
"porazený","dávtý","nonword","word","nonword",NA
"rozpočet","úspešda","nonword","word","nonword",NA
"štadión","kazot","nonword","word","nonword",NA
"bravo","inštrácia","nonword","word","nonword",NA
"dole","inštinkmácie","nonword","word","nonword",NA
"okno","inštinkmátor","nonword","word","nonword",NA
"metóda","intransmovať","nonword","word","nonword",NA
"všeobecný","injektant","nonword","word","nonword",NA
"stôl","instancia","nonword","word","nonword",NA
"čip","indeklarácia","nonword","word","nonword",NA
"veľkosť","inteliochranný","nonword","word","nonword",NA
"chrám","inčierny","nonword","word","nonword",NA
"popol","intuxley","nonword","word","nonword",NA
"terminál","intraktor","nonword","word","nonword",NA
"lekársky","inštruktovať","nonword","word","nonword",NA
"double","eugenický","nonword","word","nonword",NA
"učiť sa","gtť","nonword","word","nonword",NA
"pohodlný","asisrový","nonword","word","nonword",NA
"vysvetlenie","jadeň","nonword","word","nonword",NA
"nespravodlivosť","pečný","nonword","word","nonword",NA
"chuť","egyptterica","nonword","word","nonword",NA
"právnik","javnútro","nonword","word","nonword",NA
"spúšť","kosva","nonword","word","nonword",NA
"dvd","jedistranný","nonword","word","nonword",NA
"dopyt","nielo","nonword","word","nonword",NA
"jednoducho","jednoduzrieť","nonword","word","nonword",NA
"gesto","jedfranklivec","nonword","word","nonword",NA
"opísať","štený","nonword","word","nonword",NA
"otázka","eť","nonword","word","nonword",NA
"hotel","kazochca","nonword","word","nonword",NA
"chutný","kaplá","nonword","word","nonword",NA
"projekt","kamisiek","nonword","word","nonword",NA
"dievča","striecelária","nonword","word","nonword",NA
"pekný","kaviarly","nonword","word","nonword",NA
"nažive","kapitalizstvách","nonword","word","nonword",NA
"muž","kazachsnka","nonword","word","nonword",NA
"prítomnosť","kardičiem","nonword","word","nonword",NA
"zvážiť","cestel","nonword","word","nonword",NA
"uchmatnúť","tesva","nonword","word","nonword",NA
"úplatok","vznikpovanie","nonword","word","nonword",NA
"irónia","prejdivo","nonword","word","nonword",NA
"tanečník","klačul","nonword","word","nonword",NA
"turnaj","klaprudký","nonword","word","nonword",NA
"softvér","utlátor","nonword","word","nonword",NA
"more","utlátor","nonword","word","nonword",NA
"maľovať","klebuď","nonword","word","nonword",NA
"kokaín","klolíą","nonword","word","nonword",NA
"sprcha","iťaz","nonword","word","nonword",NA
"žiť","štipža","nonword","word","nonword",NA
"trasa","myšha","nonword","word","nonword",NA
"mesiac","kobehľad","nonword","word","nonword",NA
"bankový","koloun","nonword","word","nonword",NA
"aktívny","koletieť","nonword","word","nonword",NA
"mafia","komévých","nonword","word","nonword",NA
"mrak","komiálov","nonword","word","nonword",NA
"zavolať","komunikástvách","nonword","word","nonword",NA
"puška","komuplachta","nonword","word","nonword",NA
"jar","fáň","nonword","word","nonword",NA
"rameno","kovýš","nonword","word","nonword",NA
"horúci","kolib","nonword","word","nonword",NA
"morský","koncentrovaťáciách","nonword","word","nonword",NA
"hrdina","konpens","nonword","word","nonword",NA
"zoologická záhrada","kostupný","nonword","word","nonword",NA
"pluk","konaliancia","nonword","word","nonword",NA
"tvrdohlavý","kóľať","nonword","word","nonword",NA
"miesto","priesporácia","nonword","word","nonword",NA
"podanie","korytplienka","nonword","word","nonword",NA
"aktovka","kovdzi","nonword","word","nonword",NA
"situácia","kovotrel","nonword","word","nonword",NA
"extra","krôj","nonword","word","nonword",NA
"kabína","krábat","nonword","word","nonword",NA
"motív","kráľovkých","nonword","word","nonword",NA
"nadšenie","opísa","nonword","word","nonword",NA
"oblička","umieny","nonword","word","nonword",NA
"dnešok","umieny","nonword","word","nonword",NA
"hurikán","schovata","nonword","word","nonword",NA
"predávajúci","ovplyvativita","nonword","word","nonword",NA
"hojnosť","kreshol","nonword","word","nonword",NA
"roh","sklaťanský","nonword","word","nonword",NA
"pub","chóza","nonword","word","nonword",NA
"vydesiť","rhk","nonword","word","nonword",NA
"denník","bietosť","nonword","word","nonword",NA
"kalendár","tamtý","nonword","word","nonword",NA
"alkohol","kulay","nonword","word","nonword",NA
"mních","kúrochňa","nonword","word","nonword",NA
"chaos","kupučiachci","nonword","word","nonword",NA
"storočia","kúnii","nonword","word","nonword",NA
"portál","oslolita","nonword","word","nonword",NA
"zisk","opustina","nonword","word","nonword",NA
"obnovenie","čínlík","nonword","word","nonword",NA
"leto","seľný","nonword","word","nonword",NA
"minimálny","henký","nonword","word","nonword",NA
"vírus","černo","nonword","word","nonword",NA
"veliteľ","epika","nonword","word","nonword",NA
"vdova","šinka","nonword","word","nonword",NA
"tabak","levklada","nonword","word","nonword",NA
"slušný","letieťra","nonword","word","nonword",NA
"módny","hns","nonword","word","nonword",NA
"opatrovateľka","ast","nonword","word","nonword",NA
"konflikt","leters","nonword","word","nonword",NA
"suchý","leclarko","nonword","word","nonword",NA
"aspirín","niv","nonword","word","nonword",NA
"trestať","libesiachny","nonword","word","nonword",NA
"chudoba","šperba","nonword","word","nonword",NA
"obdivovať","limukrishna","nonword","word","nonword",NA
"slovník","liev","nonword","word","nonword",NA
"pláž","ochráňteratúra","nonword","word","nonword",NA
"protest","lížia","nonword","word","nonword",NA
"mágia","beď","nonword","word","nonword",NA
"kľúče","ľubou","nonword","word","nonword",NA
"odpustenie","stíský","nonword","word","nonword",NA
"hrať","lúkas","nonword","word","nonword",NA
"postavenie","skyka","nonword","word","nonword",NA
"bahno","magavedz","nonword","word","nonword",NA
"kavaléria","majikoch","nonword","word","nonword",NA
"potvrdenie","mastrannéza","nonword","word","nonword",NA
"košeľa","maąiel","nonword","word","nonword",NA
"stožiar","marqu","nonword","word","nonword",NA
"článok","malic","nonword","word","nonword",NA
"záchranu","manipulosworth","nonword","word","nonword",NA
"nádherný","manhrávka","nonword","word","nonword",NA
"inde","manliactvo","nonword","word","nonword",NA
"kečup","mapozdra","nonword","word","nonword",NA
"vďačný","markebrať","nonword","word","nonword",NA
"bezpečný","mareš","nonword","word","nonword",NA
"množstvo","prílo","nonword","word","nonword",NA
"ležať","wilso","nonword","word","nonword",NA
"zisk","mateóriáchtika","nonword","word","nonword",NA
"železo","maxitriedny","nonword","word","nonword",NA
"falošný","mechayorkský","nonword","word","nonword",NA
"rímsky","medaiviek","nonword","word","nonword",NA
"tu","mechvalu","nonword","word","nonword",NA
"nakupovať","wraithsvedík čistotný","nonword","word","nonword",NA
"odborník","melus","nonword","word","nonword",NA
"kúpiť","zníto","nonword","word","nonword",NA
"playboy","smierny","nonword","word","nonword",NA
"v noci","aristo","nonword","word","nonword",NA
"sledovať","mikrodosť","nonword","word","nonword",NA
"profil","mikrohých","nonword","word","nonword",NA
"kino","miglenda","nonword","word","nonword",NA
"sloboda","milosrdenvliecť","nonword","word","nonword",NA
"príležitostne","milovstva","nonword","word","nonword",NA
"paranoidný","mishelter","nonword","word","nonword",NA
"rádio","ministerfield","nonword","word","nonword",NA
"vybrať si","minuchal","nonword","word","nonword",NA
"hrdlo","míbov","nonword","word","nonword",NA
"prirodzený","mišportu","nonword","word","nonword",NA
"nižší","fildý","nonword","word","nonword",NA
"cestujúci","lač","nonword","word","nonword",NA
"tieň","modošklba","nonword","word","nonword",NA
"príchod","herrá","nonword","word","nonword",NA
"zabudnúť","bibrý","nonword","word","nonword",NA
"lasagna","monitorosworth","nonword","word","nonword",NA
"stvorenie","morhyb","nonword","word","nonword",NA
"zdravie","mogan","nonword","word","nonword",NA
"normálne","štartora","nonword","word","nonword",NA
"autor","plasgový","nonword","word","nonword",NA
"podobný","rienosť","nonword","word","nonword",NA
"trik","rienosť","nonword","word","nonword",NA
"nehnuteľnosť","kvapca","nonword","word","nonword",NA
"nešťastný","uzavvola","nonword","word","nonword",NA
"výsledok","korvy","nonword","word","nonword",NA
"značka","mučekoch","nonword","word","nonword",NA
"kampaň","špaka","nonword","word","nonword",NA
"chrípka","mutápačs","nonword","word","nonword",NA
"princezná","platzeum","nonword","word","nonword",NA
"dcéra","myslieťcieť","nonword","word","nonword",NA
"utrpenie","ťoda","nonword","word","nonword",NA
"reportér","na jilou","nonword","word","nonword",NA
"pobyt","nábožentiach","nonword","word","nonword",NA
"milión","naháchrípka","nonword","word","nonword",NA
"hrdzavý","náhštevník","nonword","word","nonword",NA
"planéta","náhršťastník","nonword","word","nonword",NA
"otrava","natel","nonword","word","nonword",NA
"rúž","nápiť","nonword","word","nonword",NA
"desivý","náling","nonword","word","nonword",NA
"súboru","nakotvor","nonword","word","nonword",NA
"správny","námorskej","nonword","word","nonword",NA
"pes","nácepčný","nonword","word","nonword",NA
"výrobca","naomer","nonword","word","nonword",NA
"autogram","napílých","nonword","word","nonword",NA
"pani","náfil","nonword","word","nonword",NA
"názov","naroovplyvniny","nonword","word","nonword",NA
"silk","narutoch","nonword","word","nonword",NA
"tuniak","otranada","nonword","word","nonword",NA
"móda","navrchom","nonword","word","nonword",NA
"roztaviť sa","znakdy","nonword","word","nonword",NA
"nerozumný","nespozký","nonword","word","nonword",NA
"správa","nebezpečenvliecť","nonword","word","nonword",NA
"dav","nebezstrašný","nonword","word","nonword",NA
"pera","nečaoprávne","nonword","word","nonword",NA
"prasknúť","nešťas","nonword","word","nonword",NA
"usporiadať","nešťas","nonword","word","nonword",NA
"gang","nehlavný","nonword","word","nonword",NA
"pacifický","neustano","nonword","word","nonword",NA
"zemetrasenie","nedewitt","nonword","word","nonword",NA
"oproti","negaprázdny","nonword","word","nonword",NA
"nastať","nesklada","nonword","word","nonword",NA
"fenomén","nepomstychjúci","nonword","word","nonword",NA
"technický","neprístranný","nonword","word","nonword",NA
"parlament","neprítomských","nonword","word","nonword",NA
"červený","neranálny","nonword","word","nonword",NA
"komentár","nestretný","nonword","word","nonword",NA
"pavúk","nemăĺžemvodlivý","nonword","word","nonword",NA
"vypočutie","nezvyktie","nonword","word","nonword",NA
"utiecť","neusskresle","nonword","word","nonword",NA
"tlačiť","neschyta","nonword","word","nonword",NA
"lesbička","nevoľbách","nonword","word","nonword",NA
"škaredý","nepresmy","nonword","word","nonword",NA
"rituál","nezodpoochranný","nonword","word","nonword",NA
"už","klačo","nonword","word","nonword",NA
"osoba","niepán","nonword","word","nonword",NA
"účel","kresmálny","nonword","word","nonword",NA
"potenciál","eps","nonword","word","nonword",NA
"hazardné hry","novistup","nonword","word","nonword",NA
"výbuch","nochôtka","nonword","word","nonword",NA
"kanál","noonálny","nonword","word","nonword",NA
"triezvy","včž","nonword","word","nonword",NA
"mäkký","núdzovýpriek","nonword","word","nonword",NA
"ústa","ăn","nonword","word","nonword",NA
"prehĺtať","obslušník","nonword","word","nonword",NA
"otáčať sa","obdotosť","nonword","word","nonword",NA
"dym","ĺpec","nonword","word","nonword",NA
"hrozný","zjed","nonword","word","nonword",NA
"bravčové mäso","chlopná dráha","nonword","word","nonword",NA
"dekan","obhajoských","nonword","word","nonword",NA
"pasca","obríš","nonword","word","nonword",NA
"kura","objedstve","nonword","word","nonword",NA
"sirotinec","obnorant","nonword","word","nonword",NA
"polievka","obpou","nonword","word","nonword",NA
"kolega","obrovnosť","nonword","word","nonword",NA
"osud","obgií","nonword","word","nonword",NA
"firma","obúž","nonword","word","nonword",NA
"dospelý","obvinešťast","nonword","word","nonword",NA
"na juh","obmäk","nonword","word","nonword",NA
"stena","obtrvalý","nonword","word","nonword",NA
"zdvorilý","schokávať","nonword","word","nonword",NA
"tenký","najvzrujúci","nonword","word","nonword",NA
"večný","spaán","nonword","word","nonword",NA
"polnočný","ocdt","nonword","word","nonword",NA
"lojálny","polniť","nonword","word","nonword",NA
"tisíc","zdierenie","nonword","word","nonword",NA
"zvýšiť","tlako","nonword","word","nonword",NA
"dynastie","odstoc","nonword","word","nonword",NA
"číslo","oddamian","nonword","word","nonword",NA
"realizovať","odhakých","nonword","word","nonword",NA
