fr_cue,fr_target,type,cue_type,target_type,fr_cosine
seul,malime,nonword,word,nonword,
une,merson,nonword,word,nonword,
malin,équisière,nonword,word,nonword,
coin,trisogne,nonword,word,nonword,
enchère,nunénouille,nonword,word,nonword,
doigt,cérépion,nonword,word,nonword,
ici,voule,nonword,word,nonword,
mal,uarde,nonword,word,nonword,
cabinet,clais,nonword,word,nonword,
marin,combatche,nonword,word,nonword,
boue,ponnibilicieuse,nonword,word,nonword,
pain,prémulent,nonword,word,nonword,
danseur,améliorasance,nonword,word,nonword,
crème,musinait,nonword,word,nonword,
adn,monium,nonword,word,nonword,
décent,pétiste,nonword,word,nonword,
section,carpherson,nonword,word,nonword,
jurer,éan,nonword,word,nonword,
respect,briété,nonword,word,nonword,
gorge,pêture,nonword,word,nonword,
écureuil,frèrul,nonword,word,nonword,
mille,tempérageant,nonword,word,nonword,
environnement,niste,nonword,word,nonword,
instinct,vérigène,nonword,word,nonword,
indice,éconoprise,nonword,word,nonword,
outil,trounés,nonword,word,nonword,
voler,bayai,nonword,word,nonword,
pointer,chif,nonword,word,nonword,
cannelle,moucroft,nonword,word,nonword,
éliminer,écrilogie,nonword,word,nonword,
rouge,biolotable,nonword,word,nonword,
changement,médelote,nonword,word,nonword,
ovni,sélechotner,nonword,word,nonword,
refuge,oppres,nonword,word,nonword,
envelopper,céroine,nonword,word,nonword,
ordinaire,guistique,nonword,word,nonword,
four,thèmotre,nonword,word,nonword,
antidote,milinique,nonword,word,nonword,
crépuscule,évidemion,nonword,word,nonword,
tourner,famonde,nonword,word,nonword,
sergent,clole,nonword,word,nonword,
artéfact,serbone,nonword,word,nonword,
poulet,sunt,nonword,word,nonword,
augmenter,ator,nonword,word,nonword,
chaud,héligne,nonword,word,nonword,
album,tom droyante,nonword,word,nonword,
apporter,ruta,nonword,word,nonword,
maintenant,radi,nonword,word,nonword,
reconnaître,désionner,nonword,word,nonword,
alerte,rassemtins,nonword,word,nonword,
ninja,guoi,nonword,word,nonword,
symptôme,marreur,nonword,word,nonword,
jazz,montiere,nonword,word,nonword,
veine,fédérasance,nonword,word,nonword,
préparation,ranter,nonword,word,nonword,
vendeur,méraire,nonword,word,nonword,
douche,orbitener,nonword,word,nonword,
impulsion,départrer,nonword,word,nonword,
phénomène,marphine,nonword,word,nonword,
naturellement,cognacté,nonword,word,nonword,
malheureux,génélisme,nonword,word,nonword,
peau,cadrée,nonword,word,nonword,
gouverneur,calcution,nonword,word,nonword,
route,disfrant,nonword,word,nonword,
révélation,définiquait,nonword,word,nonword,
campement,hypoleste,nonword,word,nonword,
doyen,pouspionnat,nonword,word,nonword,
personnel,pilosion,nonword,word,nonword,
agent,jaunion,nonword,word,nonword,
samedi,croptre,nonword,word,nonword,
série,confirtal,nonword,word,nonword,
vol,dissile,nonword,word,nonword,
avocat,coupeil,nonword,word,nonword,
kidnappeur,libébert,nonword,word,nonword,
playboy,perber,nonword,word,nonword,
statut,frauva,nonword,word,nonword,
bouche,bâval,nonword,word,nonword,
population,connarion,nonword,word,nonword,
fiançailles,radiamant,nonword,word,nonword,
gain,claufur,nonword,word,nonword,
mêler,auchen,nonword,word,nonword,
confirmation,manipudique,nonword,word,nonword,
cinéma,discucher,nonword,word,nonword,
national,canêtre,nonword,word,nonword,
épouvanter,surckle,nonword,word,nonword,
temple,aunu,nonword,word,nonword,
boisson,catas,nonword,word,nonword,
crédit,déterminageuses,nonword,word,nonword,
doré,consitricité,nonword,word,nonword,
confiance,truel,nonword,word,nonword,
équilibre,pux,nonword,word,nonword,
signification,colcher,nonword,word,nonword,
arène,lote,nonword,word,nonword,
génie,servestre,nonword,word,nonword,
victoire,cature,nonword,word,nonword,
buisson,dessomption,nonword,word,nonword,
réaliser,prim,nonword,word,nonword,
évêque,prorière,nonword,word,nonword,
thon,sanse,nonword,word,nonword,
pluie,entermine,nonword,word,nonword,
whisky,poliquide,nonword,word,nonword,
capsule,foursables,nonword,word,nonword,
classe,chsé,nonword,word,nonword,
serveur,pusse,nonword,word,nonword,
ver,civilisageable,nonword,word,nonword,
impur,grais,nonword,word,nonword,
récupérer,lonse,nonword,word,nonword,
ambassade,nateur,nonword,word,nonword,
taxi,arshire,nonword,word,nonword,
aujourd'hui,flogue,nonword,word,nonword,
sucer,imporreur,nonword,word,nonword,
fabriquer,honcase,nonword,word,nonword,
sol,disparivages,nonword,word,nonword,
capacité,orline,nonword,word,nonword,
estomac,dépenront,nonword,word,nonword,
attérir,exprisant,nonword,word,nonword,
normalement,toulures,nonword,word,nonword,
boîte,sennière,nonword,word,nonword,
inconfortable,déliteille,nonword,word,nonword,
paradis,maged,nonword,word,nonword,
requin,resecte,nonword,word,nonword,
célébrité,transsure,nonword,word,nonword,
papier,épart,nonword,word,nonword,
base,licencietique,nonword,word,nonword,
poupée,irresponquées,nonword,word,nonword,
sucre,gnalée,nonword,word,nonword,
galerie,souacheter,nonword,word,nonword,
foudre,destition,nonword,word,nonword,
règle,ainie,nonword,word,nonword,
peine,minulome,nonword,word,nonword,
entreprise,féatre,nonword,word,nonword,
ail,bidek,nonword,word,nonword,
matière,rorase,nonword,word,nonword,
international,dimat,nonword,word,nonword,
troisième,ior,nonword,word,nonword,
entreprise,prid,nonword,word,nonword,
texte,petitdébillonner,nonword,word,nonword,
démence,directmé,nonword,word,nonword,
inférieur,ramideter,nonword,word,nonword,
pari,directenaire,nonword,word,nonword,
patience,chusé,nonword,word,nonword,
urgent,serdit,nonword,word,nonword,
guerre,utregistreprises,nonword,word,nonword,
ligue,vidence,nonword,word,nonword,
verre,malisme,nonword,word,nonword,
contrat,ponse,nonword,word,nonword,
suicide,artèreté,nonword,word,nonword,
bonjour,injecment,nonword,word,nonword,
cavalerie,suiple,nonword,word,nonword,
résistance,lalle detreuil,nonword,word,nonword,
collège,fonspecter,nonword,word,nonword,
tueur,genber,nonword,word,nonword,
éternel,profestins,nonword,word,nonword,
sobre,ligu,nonword,word,nonword,
contact,comépeau,nonword,word,nonword,
total,symgere,nonword,word,nonword,
imbécile,ganihe,nonword,word,nonword,
processus,constitumeur,nonword,word,nonword,
véhicule,hebdomacents,nonword,word,nonword,
général,somceau,nonword,word,nonword,
faim,urtre,nonword,word,nonword,
soldat,chologrès,nonword,word,nonword,
dose,occidennique,nonword,word,nonword,
déclencher,urague,nonword,word,nonword,
ennemi,vigue,nonword,word,nonword,
câble,emface,nonword,word,nonword,
fenêtre,appapèce,nonword,word,nonword,
banane,brilment,nonword,word,nonword,
embaucher,exlaisser,nonword,word,nonword,
progrès,ennistre,nonword,word,nonword,
bébé,monision,nonword,word,nonword,
maison,raton lthèse,nonword,word,nonword,
horreur,sidiaire,nonword,word,nonword,
faux,effrance,nonword,word,nonword,
question,chaveuse,nonword,word,nonword,
décrire,profestère,nonword,word,nonword,
été,retiquée,nonword,word,nonword,
escargot,locar,nonword,word,nonword,
bien,câboy,nonword,word,nonword,
écouter,arrêvant,nonword,word,nonword,
tranquille,aulote,nonword,word,nonword,
féliciter,monrire,nonword,word,nonword,
fissure,bretment,nonword,word,nonword,
interrompre,luance,nonword,word,nonword,
dessert,padituennegramme,nonword,word,nonword,
protestation,pronte,nonword,word,nonword,
washington,malisme,nonword,word,nonword,
contrôler,advertures,nonword,word,nonword,
lire,chision,nonword,word,nonword,
mensonge,pourcer,nonword,word,nonword,
officiellement,torreur,nonword,word,nonword,
méridional,stoquité,nonword,word,nonword,
gros,deller,nonword,word,nonword,
ancre,empirler,nonword,word,nonword,
casque,tasmopère,nonword,word,nonword,
réflexion,gedie,nonword,word,nonword,
conservateur,coudante,nonword,word,nonword,
droit,harmoteur,nonword,word,nonword,
privé,busont,nonword,word,nonword,
capitale,chanper,nonword,word,nonword,
combinaison,raisonrette,nonword,word,nonword,
caméra,fuase,nonword,word,nonword,
médical,torpas,nonword,word,nonword,
sensationnel,accompaliste,nonword,word,nonword,
malédiction,nif,nonword,word,nonword,
espionnage,saboréal,nonword,word,nonword,
silencieux,trairse,nonword,word,nonword,
écran,tentarant,nonword,word,nonword,
insulter,certrine,nonword,word,nonword,
sortie,toulures,nonword,word,nonword,
rouillé,laone,nonword,word,nonword,
réfugié,niox,nonword,word,nonword,
comprimé,cardigère,nonword,word,nonword,
espèce,mutanées,nonword,word,nonword,
billet,inspeccher,nonword,word,nonword,
déjà,enthouter,nonword,word,nonword,
sherlock,gépier,nonword,word,nonword,
courrier,remarnaille,nonword,word,nonword,
farce,containfrance,nonword,word,nonword,
pays,tely,nonword,word,nonword,
escorte,spéciations,nonword,word,nonword,
futur,perslible,nonword,word,nonword,
discours,trus,nonword,word,nonword,
bibliothèque,fagre,nonword,word,nonword,
petit-fils,sifment,nonword,word,nonword,
admettre,siom,nonword,word,nonword,
réception,blessir,nonword,word,nonword,
considérer,fahi,nonword,word,nonword,
peste,fape,nonword,word,nonword,
dramatique,keat,nonword,word,nonword,
spectacle,salock,nonword,word,nonword,
sexuel,mémer,nonword,word,nonword,
nuage,boumé,nonword,word,nonword,
vache,forterais,nonword,word,nonword,
homme,ousoire,nonword,word,nonword,
décès,anamme,nonword,word,nonword,
humble,doculier,nonword,word,nonword,
alerte,fibade,nonword,word,nonword,
bravo,décentment,nonword,word,nonword,
siècle,éclainêteté,nonword,word,nonword,
original,enthoutaille,nonword,word,nonword,
vrai,gartum,nonword,word,nonword,
extrêmement,ultard,nonword,word,nonword,
bouclier,engée,nonword,word,nonword,
poudre,ninantement,nonword,word,nonword,
voleur,pousminer,nonword,word,nonword,
table,tofi,nonword,word,nonword,
regarder,impresacharner,nonword,word,nonword,
motif,nac,nonword,word,nonword,
naïf,tourrurgie,nonword,word,nonword,
producteur,geman,nonword,word,nonword,
prime,fogue,nonword,word,nonword,
doux,sicent,nonword,word,nonword,
relatif,hos,nonword,word,nonword,
paranoïaque,facele,nonword,word,nonword,
loisir,tongesse,nonword,word,nonword,
pousser,pufrit,nonword,word,nonword,
gang,ponje,nonword,word,nonword,
puissance,pidée,nonword,word,nonword,
kilomètre,rafraîsins,nonword,word,nonword,
chauffer,froupe,nonword,word,nonword,
papa,confiper,nonword,word,nonword,
relation,cilude,nonword,word,nonword,
fer,misgere,nonword,word,nonword,
proie,pistognon,nonword,word,nonword,
magie,actition,nonword,word,nonword,
cauchemar,gacent,nonword,word,nonword,
entrer,exposidente,nonword,word,nonword,
impérial,grouai,nonword,word,nonword,
char,protendre,nonword,word,nonword,
mignon,finaes,nonword,word,nonword,
aider,padouilles,nonword,word,nonword,
observation,corbuciel,nonword,word,nonword,
feu,cologuée,nonword,word,nonword,
ridicule,réaccroc,nonword,word,nonword,
privilège,scientigence,nonword,word,nonword,
liquide,orte,nonword,word,nonword,
club,glivre,nonword,word,nonword,
vengeance,yal,nonword,word,nonword,
secrétaire,senmon,nonword,word,nonword,
soudainement,sénamite,nonword,word,nonword,
nobel,famain,nonword,word,nonword,
moderne,granddiée,nonword,word,nonword,
rituel,lérate,nonword,word,nonword,
fermier,badéo,nonword,word,nonword,
charme,saou,nonword,word,nonword,
homme,malabour,nonword,word,nonword,
ambassadeur,soûrme,nonword,word,nonword,
complot,baraitre,nonword,word,nonword,
chancelier,survorce,nonword,word,nonword,
équipage,sif,nonword,word,nonword,
place,saurent,nonword,word,nonword,
formulaire,huping,nonword,word,nonword,
épaule,rannique,nonword,word,nonword,
couverture,ouelnaline,nonword,word,nonword,
sain,vour,nonword,word,nonword,
cocaïne,reconjoursaire,nonword,word,nonword,
corps,moroc,nonword,word,nonword,
ours,modavre,nonword,word,nonword,
expérience,bi-ros,nonword,word,nonword,
service,parport,nonword,word,nonword,
chercher,shanrie,nonword,word,nonword,
magnétique,arrosesse,nonword,word,nonword,
collation,lébra,nonword,word,nonword,
contamination,lulinacinague,nonword,word,nonword,
magnifique,blato,nonword,word,nonword,
moine,mayontivité,nonword,word,nonword,
fille,empelées,nonword,word,nonword,
souffrant,fatère,nonword,word,nonword,
mafia,sensalade,nonword,word,nonword,
ouvrir,introuille,nonword,word,nonword,
boussole,fransion,nonword,word,nonword,
sécurité,incalonne,nonword,word,nonword,
protéine,accigate,nonword,word,nonword,
os,pichaséable,nonword,word,nonword,
arranger,indinant,nonword,word,nonword,
empêcher,busizine,nonword,word,nonword,
typique,eftri,nonword,word,nonword,
exceptionnel,archiciple,nonword,word,nonword,
inspirer,tarange,nonword,word,nonword,
patate,davoyer,nonword,word,nonword,
rouge à lèvres,coucille,nonword,word,nonword,
réellement,nergete,nonword,word,nonword,
bruit,probrote,nonword,word,nonword,
soupape,merore,nonword,word,nonword,
potins,commisfique,nonword,word,nonword,
chaos,inspirapeute,nonword,word,nonword,
diarrhée,intuiment,nonword,word,nonword,
insérer,ofcrisser,nonword,word,nonword,
refuser,intellirable,nonword,word,nonword,
lourd,prohilège,nonword,word,nonword,
réponse,fende,nonword,word,nonword,
fédéral,exdonne,nonword,word,nonword,
douter,dévoueger,nonword,word,nonword,
données,miséterne,nonword,word,nonword,
liberté,attrave,nonword,word,nonword,
article,rannique,nonword,word,nonword,
confortable,fâvin,nonword,word,nonword,
direct,resjours,nonword,word,nonword,
admirer,camère,nonword,word,nonword,
phase,masode,nonword,word,nonword,
inhabituel,endonte,nonword,word,nonword,
capteur,ponue,nonword,word,nonword,
nettoyer,magnilline,nonword,word,nonword,
séisme,idu,nonword,word,nonword,
éclat,poliquide,nonword,word,nonword,
ange,fronnaliste,nonword,word,nonword,
extérieur,jukelet,nonword,word,nonword,
cul,fopei,nonword,word,nonword,
anonyme,rout,nonword,word,nonword,
reconnaissant,serteur,nonword,word,nonword,
désespéré,confétorité,nonword,word,nonword,
ailleurs,rétection,nonword,word,nonword,
glorieux,meyernette,nonword,word,nonword,
pardon,enteler,nonword,word,nonword,
geste,éliçon,nonword,word,nonword,
fille,gramgé,nonword,word,nonword,
calibre,kitre,nonword,word,nonword,
égratignure,sibblic,nonword,word,nonword,
littéralement,higie,nonword,word,nonword,
collègue,lub,nonword,word,nonword,
lentement,granpidité,nonword,word,nonword,
ingénieur,naulet,nonword,word,nonword,
idéal,poune,nonword,word,nonword,
monstre,fira,nonword,word,nonword,
hôtel,invesnant,nonword,word,nonword,
précieux,sicaol,nonword,word,nonword,
courant,printure,nonword,word,nonword,
minimum,sorgner,nonword,word,nonword,
radar,cumunoigraphe,nonword,word,nonword,
bisou,mimuse,nonword,word,nonword,
code,tisnée,nonword,word,nonword,
pique-nique,indiviment,nonword,word,nonword,
poète,épidésert,nonword,word,nonword,
gaspiller,matrémadaille,nonword,word,nonword,
discuter,marteloux,nonword,word,nonword,
mériter,rébralter,nonword,word,nonword,
raison,informachine,nonword,word,nonword,
trésor,ryience,nonword,word,nonword,
lier,cimenance,nonword,word,nonword,
jeep,bâtitude,nonword,word,nonword,
demande,baèvre,nonword,word,nonword,
accidentellement,quateille,nonword,word,nonword,
disque,déchine,nonword,word,nonword,
tourmenter,gorfia,nonword,word,nonword,
célibataire,mos,nonword,word,nonword,
naïve,desgie,nonword,word,nonword,
plaisir,cougir,nonword,word,nonword,
populaire,spaégrati,nonword,word,nonword,
itinéraire,tuyausion,nonword,word,nonword,
banquier,capisives,nonword,word,nonword,
oui,gâneur,nonword,word,nonword,
positif,tenvée,nonword,word,nonword,
cher,muniste,nonword,word,nonword,
cercle,amindistraphe,nonword,word,nonword,
noyer,maxivée,nonword,word,nonword,
vivre,pidou,nonword,word,nonword,
terminal,authans,nonword,word,nonword,
clé,développerasses,nonword,word,nonword,
calendrier,confiagee,nonword,word,nonword,
mur,voz,nonword,word,nonword,
pomme,rigosion,nonword,word,nonword,
pendaison,cigageais,nonword,word,nonword,
régional,archu,nonword,word,nonword,
vert,iste,nonword,word,nonword,
sieste,radepitique,nonword,word,nonword,
pupitre,forminazette,nonword,word,nonword,
badge,epa,nonword,word,nonword,
présence,jomi,nonword,word,nonword,
savoureux,démodestetie,nonword,word,nonword,
loyal,lirae,nonword,word,nonword,
pub,nobur,nonword,word,nonword,
porc,lico,nonword,word,nonword,
objectif,duipen,nonword,word,nonword,
bancaire,smen,nonword,word,nonword,
ketchup,flopde,nonword,word,nonword,
désert,écridée,nonword,word,nonword,
illusion,prioprénique,nonword,word,nonword,
mignon,annarteforme,nonword,word,nonword,
pompe,ordinculpe,nonword,word,nonword,
plate-forme,réort,nonword,word,nonword,
marron,blesdement,nonword,word,nonword,
peinture,soléeje,nonword,word,nonword,
punir,avidi,nonword,word,nonword,
magasin,sovese,nonword,word,nonword,
pension,touquette,nonword,word,nonword,
opérationnel,carrou,nonword,word,nonword,
vue,fertique,nonword,word,nonword,
adolescence,élecmiques,nonword,word,nonword,
amusant,fantaslaire,nonword,word,nonword,
assez,bron,nonword,word,nonword,
jolie,acroreux,nonword,word,nonword,
projet,alpette,nonword,word,nonword,
incapacité,voqué,nonword,word,nonword,
absolument,chausté,nonword,word,nonword,
