"et_target","et_cue","type","target_type","cue_type","et_cosine"
"vaheaeg","dramaatilinemuistsel","nonword","word","nonword",NA
"traditsiooniline","dünasruum","nonword","word","nonword",NA
"videot","duµi","nonword","word","nonword",NA
"loeng","hqd","nonword","word","nonword",NA
"partei","slurgel","nonword","word","nonword",NA
"rääkima","ebamääralik","nonword","word","nonword",NA
"tsivilisatsioon","ebamuhust","nonword","word","nonword",NA
"kiri","ebanuhtlus","nonword","word","nonword",NA
"elektrienergia","ebatavalinemuistsel","nonword","word","nonword",NA
"võitlema","edasi liiksikott","nonword","word","nonword",NA
"lenduv","thu","nonword","word","nonword",NA
"õnnetus","togramme","nonword","word","nonword",NA
"istuma","võitarve","nonword","word","nonword",NA
"bioloogia","casel","nonword","word","nonword",NA
"matemaatika","andmärk","nonword","word","nonword",NA
"kirjutama","ploomine","nonword","word","nonword",NA
"lääne-","riktus","nonword","word","nonword",NA
"kurat","eksant","nonword","word","nonword",NA
"viisard","ekskepp","nonword","word","nonword",NA
"lõunat","kerma","nonword","word","nonword",NA
"sõprus","elaniklaus","nonword","word","nonword",NA
"piirkond","eltt","nonword","word","nonword",NA
"tagasihoidlik","jua","nonword","word","nonword",NA
"sport","ronmus","nonword","word","nonword",NA
"välismaalane","enesepeye","nonword","word","nonword",NA
"julm","entulusummi","nonword","word","nonword",NA
"tunnistus","roanolik","nonword","word","nonword",NA
"teadmata","kompline","nonword","word","nonword",NA
"pulm","juhtmene","nonword","word","nonword",NA
"arm","väärnema","nonword","word","nonword",NA
"paranema","kvartama","nonword","word","nonword",NA
"kahtlustama","estons","nonword","word","nonword",NA
"kaitsma","esmassaaþ","nonword","word","nonword",NA
"korporatsioon","ettevalmistaminemuistsel","nonword","word","nonword",NA
"kallistama","ettevõtegutsesin","nonword","word","nonword",NA
"nuga","evolutmisel","nonword","word","nonword",NA
"uuring","ükas","nonword","word","nonword",NA
"isa","vibli","nonword","word","nonword",NA
"bändi","hõltor","nonword","word","nonword",NA
"auhind","fenojaam","nonword","word","nonword",NA
"fantastiline","filosoopunkt","nonword","word","nonword",NA
"kuju","födelusõnne","nonword","word","nonword",NA
"mikrofon","newkus","nonword","word","nonword",NA
"tõeline","fitzment","nonword","word","nonword",NA
"valija","naabsika","nonword","word","nonword",NA
"kiskja","gaki","nonword","word","nonword",NA
"kokk","galepuks","nonword","word","nonword",NA
"sundima","gadi","nonword","word","nonword",NA
"mõistlik","garansate","nonword","word","nonword",NA
"tellimus","bronius","nonword","word","nonword",NA
"adrenaliin","generaamisel","nonword","word","nonword",NA
"meeskond","gohn","nonword","word","nonword",NA
"süüdi","õpipp","nonword","word","nonword",NA
"keskenduma","arugis","nonword","word","nonword",NA
"konjak","häwa","nonword","word","nonword",NA
"pakk","keskrama","nonword","word","nonword",NA
"demonstratsioon","aruva","nonword","word","nonword",NA
"heroiin","rci","nonword","word","nonword",NA
"grupp","igage","nonword","word","nonword",NA
"peitma","toitla","nonword","word","nonword",NA
"pühendumus","halas","nonword","word","nonword",NA
"purjetama","hatoosimängud","nonword","word","nonword",NA
"müts","hahi","nonword","word","nonword",NA
"päästja","zca","nonword","word","nonword",NA
"allee","lalistegevus","nonword","word","nonword",NA
"väljendama","hepanzatama","nonword","word","nonword",NA
"volinik","hium","nonword","word","nonword",NA
"kontor","posja","nonword","word","nonword",NA
"iseloom","hily","nonword","word","nonword",NA
"ravi","elektmutama","nonword","word","nonword",NA
"paks","hirmusiga","nonword","word","nonword",NA
"lahkumine","hius","nonword","word","nonword",NA
"mittevastavus","homaa","nonword","word","nonword",NA
"ettevõtja","juhttama","nonword","word","nonword",NA
"esitama","sündtus","nonword","word","nonword",NA
"sööda","jeeme","nonword","word","nonword",NA
"preester","hortern","nonword","word","nonword",NA
"väljakutse","hojälg","nonword","word","nonword",NA
"nali","hulluprantsus","nonword","word","nonword",NA
"hamburger","töösnimi","nonword","word","nonword",NA
"vangla","huuletorn","nonword","word","nonword",NA
"valitsus","huuletorn","nonword","word","nonword",NA
"episood","lisesine","nonword","word","nonword",NA
"juustu","hõee","nonword","word","nonword",NA
"kala","ras päev","nonword","word","nonword",NA
"juhtima","prohvene","nonword","word","nonword",NA
"prototüüp","illelusõnne","nonword","word","nonword",NA
"ründaja","illupeole","nonword","word","nonword",NA
"unenägu","ilmuseid","nonword","word","nonword",NA
"orbiit","võitline","nonword","word","nonword",NA
"purjus","klõma","nonword","word","nonword",NA
"vastuolus","kiirlema","nonword","word","nonword",NA
"bioloogiline","impetööstne","nonword","word","nonword",NA
"hõbedane","invam","nonword","word","nonword",NA
"film","komplise","nonword","word","nonword",NA
"pidama","insejaks","nonword","word","nonword",NA
"näitama","ühenpektor","nonword","word","nonword",NA
"putuka","inspidusöökrima","nonword","word","nonword",NA
"vastus","insteost","nonword","word","nonword",NA
"pettumus","indaannet","nonword","word","nonword",NA
"kirjanik","intsilöök","nonword","word","nonword",NA
"minister","invarises","nonword","word","nonword",NA
"õhtu","soodnia","nonword","word","nonword",NA
"varustama","coa","nonword","word","nonword",NA
"sageli","ruand","nonword","word","nonword",NA
"liha","tutloom","nonword","word","nonword",NA
"allkiri","coik","nonword","word","nonword",NA
"maantee","nistlik","nonword","word","nonword",NA
"veoauto","asä","nonword","word","nonword",NA
"turundus","jahipidaminemuistsel","nonword","word","nonword",NA
"tappev","jäkoondus","nonword","word","nonword",NA
"õpetama","kahtgima","nonword","word","nonword",NA
"rott","jaäl","nonword","word","nonword",NA
"tehnika","duep","nonword","word","nonword",NA
"ehitama","ble","nonword","word","nonword",NA
"hämmastav","dexker","nonword","word","nonword",NA
"laiali","lasga","nonword","word","nonword",NA
"senaator","jõujja","nonword","word","nonword",NA
"ülbus","parba","nonword","word","nonword",NA
"oht","jueelistaja","nonword","word","nonword",NA
"surnud","võittima","nonword","word","nonword",NA
"vabandama","elekttimine","nonword","word","nonword",NA
"piloot","jusal","nonword","word","nonword",NA
"vaikus","julgeraat","nonword","word","nonword",NA
"saak","julval","nonword","word","nonword",NA
"rahustama","juled","nonword","word","nonword",NA
"ülikool","owst","nonword","word","nonword",NA
"täielik","juot","nonword","word","nonword",NA
"õnnelik","kõiksed","nonword","word","nonword",NA
"võid","goonis","nonword","word","nonword",NA
"hind","kaalid","nonword","word","nonword",NA
"sõdalane","kaue","nonword","word","nonword",NA
"võime","seikluma","nonword","word","nonword",NA
"boston","liikmera","nonword","word","nonword",NA
"sõber","inimaegne","nonword","word","nonword",NA
"mehaaniline","väeossamine","nonword","word","nonword",NA
"kiiresti","kaaslastlik","nonword","word","nonword",NA
"rooma","kaseim","nonword","word","nonword",NA
"töötama","kabipääs","nonword","word","nonword",NA
"maailm","kaesik","nonword","word","nonword",NA
"keelama","võitvama","nonword","word","nonword",NA
"põgenemine","kaheteistne","nonword","word","nonword",NA
"usutav","kahetsuspetentne","nonword","word","nonword",NA
"riik","teadlema","nonword","word","nonword",NA
"sobima","blone","nonword","word","nonword",NA
"pärima","võistma","nonword","word","nonword",NA
"lõpuks","proovitus","nonword","word","nonword",NA
"ujuma","proovitus","nonword","word","nonword",NA
"kohtumine","thor korda","nonword","word","nonword",NA
"ootamatult","kachowder","nonword","word","nonword",NA
"paat","kaliivias","nonword","word","nonword",NA
"koitu","piilis","nonword","word","nonword",NA
"õli","eleber","nonword","word","nonword",NA
"traagiline","kampaavust","nonword","word","nonword",NA
"ajakiri","karis","nonword","word","nonword",NA
"vennapoeg","karid","nonword","word","nonword",NA
"külmutama","kandiholm","nonword","word","nonword",NA
"poliitik","kateid","nonword","word","nonword",NA
"juhtuma","kangeseiiine","nonword","word","nonword",NA
"ding","elektgelane","nonword","word","nonword",NA
"umbes","puhtanatama","nonword","word","nonword",NA
"kommunistlik","kannataminemuistsel","nonword","word","nonword",NA
"kusagil","kantäiuslikkus","nonword","word","nonword",NA
"vastutustundetu","portsler","nonword","word","nonword",NA
"jube","egos","nonword","word","nonword",NA
"atlandi","alustaja","nonword","word","nonword",NA
"vasakule","kapitalikopteriga","nonword","word","nonword",NA
"parool","löösel","nonword","word","nonword",NA
"tõendama","kavandatama","nonword","word","nonword",NA
"saatja","kariskant","nonword","word","nonword",NA
"klooster","kardier","nonword","word","nonword",NA
"tegutsema","kawa","nonword","word","nonword",NA
"lend","karnetist","nonword","word","nonword",NA
"harmoonia","alistuli","nonword","word","nonword",NA
"poeg","kadan","nonword","word","nonword",NA
"vastik","taksi","nonword","word","nonword",NA
"võimetu","käor","nonword","word","nonword",NA
"isa","kasu sarebro","nonword","word","nonword",NA
"leitnant","kasudest","nonword","word","nonword",NA
"midagi","kakov","nonword","word","nonword",NA
"elegantne","kasumaks","nonword","word","nonword",NA
"armor","võitvaja","nonword","word","nonword",NA
"auhind","kagh","nonword","word","nonword",NA
"lisaks","rosma","nonword","word","nonword",NA
"täiuslik","kamõistliku","nonword","word","nonword",NA
"ostja","hinse","nonword","word","nonword",NA
"perimeeter","kättereid","nonword","word","nonword",NA
"kinsa","kaubanalandlik","nonword","word","nonword",NA
"eile","kaunei","nonword","word","nonword",NA
"medal","tõuss","nonword","word","nonword",NA
"teadlane","juhtitud","nonword","word","nonword",NA
"vanem","paisduma","nonword","word","nonword",NA
"investeerima","keenel","nonword","word","nonword",NA
"watson","kelrus","nonword","word","nonword",NA
"rõhk","keminyga","nonword","word","nonword",NA
"kaduma","laure","nonword","word","nonword",NA
"lume","kontkond","nonword","word","nonword",NA
"lahing","kontöö","nonword","word","nonword",NA
"vaidlustama","ketreth","nonword","word","nonword",NA
"idioot","keseksne","nonword","word","nonword",NA
"vanaema","kich","nonword","word","nonword",NA
"juliet","kilg","nonword","word","nonword",NA
"võita","kihiabi","nonword","word","nonword",NA
"ütlema","kiireloomulinemuistsel","nonword","word","nonword",NA
"tähelepanuväärne","kiilat","nonword","word","nonword",NA
"õige","kigud","nonword","word","nonword",NA
"muuseum","kilokaustter","nonword","word","nonword",NA
"viin","kivu","nonword","word","nonword",NA
"süsteem","terdel","nonword","word","nonword",NA
"tulla","kindgaks","nonword","word","nonword",NA
"teisipäev","kinni pangaksid","nonword","word","nonword",NA
"parandamine","kinni piddusöök","nonword","word","nonword",NA
"praktiliselt","kinnitaminemuistsel","nonword","word","nonword",NA
"oru","kimus","nonword","word","nonword",NA
"eksima","kisen","nonword","word","nonword",NA
"rikkus","kirpihtidama","nonword","word","nonword",NA
"hapnik","konktu","nonword","word","nonword",NA
"ülemine","kiping","nonword","word","nonword",NA
"naissoost","prisas","nonword","word","nonword",NA
"abielu","kimad","nonword","word","nonword",NA
"rätik","staas","nonword","word","nonword",NA
"vampiir","ffann","nonword","word","nonword",NA
"huvitav","guass","nonword","word","nonword",NA
"taimer","univer","nonword","word","nonword",NA
"legend","jeebi","nonword","word","nonword",NA
"lihtne","nber","nonword","word","nonword",NA
"röövimine","kogematavatsesin","nonword","word","nonword",NA
"röövima","kogereid","nonword","word","nonword",NA
"medaljon","koteadma","nonword","word","nonword",NA
"näljane","koval","nonword","word","nonword",NA
"probleem","koguplatsma","nonword","word","nonword",NA
"tulemus","vorha","nonword","word","nonword",NA
"gei","kohalpust","nonword","word","nonword",NA
"õpetaja","koay","nonword","word","nonword",NA
"seal","kohtuallutoriga","nonword","word","nonword",NA
"usaldus","kõhulahtiretkel","nonword","word","nonword",NA
"teadma","kosal","nonword","word","nonword",NA
"tõesti","kohumeel","nonword","word","nonword",NA
"mängija","kohlat","nonword","word","nonword",NA
"arukas","kodawan","nonword","word","nonword",NA
"hammaste","koza","nonword","word","nonword",NA
"ebameeldiv","kolegaal","nonword","word","nonword",NA
"talent","kollowe","nonword","word","nonword",NA
"hooldus","kollary","nonword","word","nonword",NA
"kool","varmas","nonword","word","nonword",NA
"taskurätik","kohastnia","nonword","word","nonword",NA
"loll","kombinattused","nonword","word","nonword",NA
"põhja","komisjonitasuperstaar","nonword","word","nonword",NA
"telkimine","kommenkink","nonword","word","nonword",NA
"kaste","komšees","nonword","word","nonword",NA
"sip","pähkliment","nonword","word","nonword",NA
"juhatus","viine","nonword","word","nonword",NA
"satelliit","konflows","nonword","word","nonword",NA
"kliinik","konkutiast","nonword","word","nonword",NA
"atmosfäär","koaa","nonword","word","nonword",NA
"ilmselt","konservanemaksne","nonword","word","nonword",NA
"teismeline","kongiit","nonword","word","nonword",NA
"küüniline","kontruks","nonword","word","nonword",NA
"kulutama","eemalrollima","nonword","word","nonword",NA
"meistrivõistlused","teadseptsioon","nonword","word","nonword",NA
"kohutav","konverough","nonword","word","nonword",NA
"leidma","kobo","nonword","word","nonword",NA
"kiire","koee","nonword","word","nonword",NA
"hiv","saatmus","nonword","word","nonword",NA
"võrk","kõrgat","nonword","word","nonword",NA
"samurai","viiri","nonword","word","nonword",NA
"üksildane","kortäiendama","nonword","word","nonword",NA
"summa","korratuur","nonword","word","nonword",NA
"vahistama","kõrtäiendama","nonword","word","nonword",NA
"sööma","klaupall","nonword","word","nonword",NA
"lõpetama","alandiiti","nonword","word","nonword",NA
"solvang","eemalmustama","nonword","word","nonword",NA
"janu","eemaltiline","nonword","word","nonword",NA
"tavaline","bloon","nonword","word","nonword",NA
"vale","kuberjaks","nonword","word","nonword",NA
"uudised","kuui","nonword","word","nonword",NA
"ihaldama","kujutlustuseksme","nonword","word","nonword",NA
"kaela","külahezbollahkus","nonword","word","nonword",NA
"sulge","nuwine","nonword","word","nonword",NA
"maalikunstnik","aastuur","nonword","word","nonword",NA
"sõitma","kuninkorstna","nonword","word","nonword",NA
"sissepääs","kuleidlik","nonword","word","nonword",NA
"auto","kulgt","nonword","word","nonword",NA
"aktsent","teistnik","nonword","word","nonword",NA
"tugevalt","kunä","nonword","word","nonword",NA
"tänu","kurgem","nonword","word","nonword",NA
"lukustama","küsireid","nonword","word","nonword",NA
"suhtumine","kuei","nonword","word","nonword",NA
"müüma","rku","nonword","word","nonword",NA
"reetur","haiglama","nonword","word","nonword",NA
"vesinik","kaitsus","nonword","word","nonword",NA
"tunnistama","prantsusrikas","nonword","word","nonword",NA
