"lv_cue","lv_target","type","cue_type","target_type","lv_cosine"
"loslis","uzbrukums","nonword","nonword","word",NA
"bazil","galvenā mītne","nonword","nonword","word",NA
"apkalpošanabadzîgiem","ārsts","nonword","nonword","word",NA
"uzglasmes","pārskaitījums","nonword","nonword","word",NA
"sersārds","politiķis","nonword","nonword","word",NA
"ienis","sindroms","nonword","nonword","word",NA
"zaudējiem","maltīte","nonword","nonword","word",NA
"grūtles","līdzjūtība","nonword","nonword","word",NA
"pasatraukris","ražot","nonword","nonword","word",NA
"lūpastâvođajâm","grafiks","nonword","nonword","word",NA
"nevaistam","dzīvnieks","nonword","nonword","word",NA
"laucīgs","flote","nonword","nonword","word",NA
"šonaktnas","palīdzība","nonword","nonword","word",NA
"vietis","tiešām","nonword","nonword","word",NA
"antistat","mikrofons","nonword","nonword","word",NA
"adminisspēkstacija","ienākumi","nonword","nonword","word",NA
"fedeslīd","ārstēšana","nonword","nonword","word",NA
"lauzbija","mērs","nonword","nonword","word",NA
"kanēstam","kaut kur","nonword","nonword","word",NA
"nieša","rakstnieks","nonword","nonword","word",NA
"pordzīs","brālis","nonword","nonword","word",NA
"pieaugumijlē","izmantot","nonword","nonword","word",NA
"vecvāks","negatīvs","nonword","nonword","word",NA
"muguļiem","izglītība","nonword","nonword","word",NA
"manītsja","mūziķis","nonword","nonword","word",NA
"parāgiem","mārketings","nonword","nonword","word",NA
"brīvpaņa","izraisīt","nonword","nonword","word",NA
"vēlēdzām","liberāls","nonword","nonword","word",NA
"kandilīdz","finansiāls","nonword","nonword","word",NA
"eņģestam","uz augšu","nonword","nonword","word",NA
"precizitāteņutyrrell","pīle","nonword","nonword","word",NA
"magos","atrašanās vieta","nonword","nonword","word",NA
"vālats","aprēķināt","nonword","nonword","word",NA
"striptīzmeitelegramma","nežēlīgs","nonword","nonword","word",NA
"vēģa","solīt","nonword","nonword","word",NA
"auģisks","privātums","nonword","nonword","word",NA
"ļād","motelis","nonword","nonword","word",NA
"neiespēskrien","putns","nonword","nonword","word",NA
"ženais","sāpes","nonword","nonword","word",NA
"draukārši","kovbojs","nonword","nonword","word",NA
"vienīniem","pusdienas","nonword","nonword","word",NA
"brīvmīlis","skudra","nonword","nonword","word",NA
"reģionākošmē","koks","nonword","nonword","word",NA
"lākam","novērtēšana","nonword","nonword","word",NA
"virnēs","aukstums","nonword","nonword","word",NA
"pārsteidzām","klīnika","nonword","nonword","word",NA
"kreise","nepatīkams","nonword","nonword","word",NA
"hidnis","festivāls","nonword","nonword","word",NA
"svede","turēt","nonword","nonword","word",NA
"protrots","mīlestība","nonword","nonword","word",NA
"atklāšanabadzîgiem","slava","nonword","nonword","word",NA
"šerdass","kopēt","nonword","nonword","word",NA
"piedošanabadzîgiem","bioloģija","nonword","nonword","word",NA
"bašķēs","profesionāls","nonword","nonword","word",NA
"meitenedraudzŗjas","brāļadēls","nonword","nonword","word",NA
"labdarībaterfīldas","paranormāls","nonword","nonword","word",NA
"auču","nezināms","nonword","nonword","word",NA
"vasaratiņkrēslā","draugs","nonword","nonword","word",NA
"brbûs","enerģija","nonword","nonword","word",NA
"svema","brīvprātīgi","nonword","nonword","word",NA
"atpalaiž","gudrs","nonword","nonword","word",NA
"pierekons","maisījums","nonword","nonword","word",NA
"tabes","simbols","nonword","nonword","word",NA
"parjaunoloģija","uzticība","nonword","nonword","word",NA
"ģēgāks","galaktika","nonword","nonword","word",NA
"brīdinākošne","lidojums","nonword","nonword","word",NA
"sešlis","primārs","nonword","nonword","word",NA
"haiptas","leitnants","nonword","nonword","word",NA
"fiola","auss","nonword","nonword","word",NA
"launa","pērkons","nonword","nonword","word",NA
"kristība","ciešanas","nonword","nonword","word",NA
"džeisula","saturs","nonword","nonword","word",NA
"peris","fantastisks","nonword","nonword","word",NA
"redzētstieris","helikopters","nonword","nonword","word",NA
"plpaboy","vakcīna","nonword","nonword","word",NA
"slavenībaterfīldas","restorāns","nonword","nonword","word",NA
"medīsiet","klasisks","nonword","nonword","word",NA
"lielrināt","skola","nonword","nonword","word",NA
"lēns","absolpongu","nonword","word","nonword",NA
"bite","abtruēs","nonword","word","nonword",NA
"dzejnieks","egoisredzami","nonword","word","nonword",NA
"leģions","administrabraukt","nonword","word","nonword",NA
"palikšana","adrenafordu","nonword","word","nonword",NA
"brīdinājums","adredzēs","nonword","word","nonword",NA
"koledža","kaistūra","nonword","word","nonword",NA
"dusmas","krari","nonword","word","nonword",NA
"bāze","aizdeet","nonword","word","nonword",NA
"suns","aizdešauj","nonword","word","nonword",NA
"dūmi","aizdoliek","nonword","word","nonword",NA
"paranoiķis","aizsmelt","nonword","word","nonword",NA
"banka","todžamugurē","nonword","word","nonword",NA
"disks","aizstādzas","nonword","word","nonword",NA
"sabiedrība","aizturēšanabadzîgiem","nonword","word","nonword",NA
"vērtība","aizvairies","nonword","word","nonword",NA
"kabīne","aizcelt","nonword","word","nonword",NA
"gleznot","aizvietoreļļu","nonword","word","nonword",NA
"lasagna","akdists","nonword","word","nonword",NA
"vēstnieks","akjošs","nonword","word","nonword",NA
"nolādēt","akcio","nonword","word","nonword",NA
"radīt","aktiekoùo","nonword","word","nonword",NA
"ķivere","aktivirieus","nonword","word","nonword",NA
"porno","diija","nonword","word","nonword",NA
"meita","aldei","nonword","word","nonword",NA
"drāma","sešga","nonword","word","nonword",NA
"ierakstīt","magbi","nonword","word","nonword",NA
"atraitne","alpo","nonword","word","nonword",NA
"barot","amrls","nonword","word","nonword",NA
"brīdinājums","prinrika","nonword","word","nonword",NA
"konservatīvs","dŗurs","nonword","word","nonword",NA
"moderns","kruslīze","nonword","word","nonword",NA
"jaunatne","apakšējā dnijviss","nonword","word","nonword",NA
"iegūt","apdīn","nonword","word","nonword",NA
"tievs","apelglāb","nonword","word","nonword",NA
"stūris","apgaspēj","nonword","word","nonword",NA
"attiecības","apglatijs","nonword","word","nonword",NA
"siena","apjurist","nonword","word","nonword",NA
"arēna","apziet","nonword","word","nonword",NA
"maršruts","aplauvelk","nonword","word","nonword",NA
"tukšs","apņēmībaterfīldas","nonword","word","nonword",NA
"pietiekami","aprīļdie","nonword","word","nonword",NA
"septembris","aprēķirurgs","nonword","word","nonword",NA
"klana","aplencāmrinājums","nonword","word","nonword",NA
"sūdzība","apdraudrināt","nonword","word","nonword",NA
"ģēnijs","apsūdzībaterfīldas","nonword","word","nonword",NA
"atbildība","spējs","nonword","word","nonword",NA
"gatavs","arhiviāns","nonword","word","nonword",NA
"ufo","ārslēptas","nonword","word","nonword",NA
"rums","džesmija","nonword","word","nonword",NA
"avots","džesmija","nonword","word","nonword",NA
"inženieris","ārstēšanabadzîgiem","nonword","word","nonword",NA
"nozare","ārins","nonword","word","nonword",NA
"mēģināt","pēcpatērija","nonword","word","nonword",NA
"pateicīgs","lzstāstilērija","nonword","word","nonword",NA
"cietušais","ārzemdziet","nonword","word","nonword",NA
"vakariņas","atdraudēt","nonword","word","nonword",NA
"ģenerators","atbilstībaterfīldas","nonword","word","nonword",NA
"likums","atcerēbrauc","nonword","word","nonword",NA
"nepareizi","atpukst","nonword","word","nonword",NA
"uzticība","atkuļdošanās","nonword","word","nonword",NA
"tabaka","atîstenot","nonword","word","nonword",NA
"diploms","atbilsttumi","nonword","word","nonword",NA
"atgūties","atlaišanabadzîgiem","nonword","word","nonword",NA
"spītīgs","atlantijas shaushu","nonword","word","nonword",NA
"reportieris","atladzas","nonword","word","nonword",NA
"sazināties","atlīdzībaterfīldas","nonword","word","nonword",NA
"reizēm","atmosfēratiņkrēsls","nonword","word","nonword",NA
"joga","atnaas","nonword","word","nonword",NA
"bads","atrašanās vipēmviņš","nonword","word","nonword",NA
"konflikts","atleet","nonword","word","nonword",NA
"fragments","zauri","nonword","word","nonword",NA
"plaisa","purs","nonword","word","nonword",NA
"ķirurgs","ātrdar","nonword","word","nonword",NA
"analītiķis","attaisnoziedz","nonword","word","nonword",NA
"gubernators","atslēpties","nonword","word","nonword",NA
"skaties","atklātsme","nonword","word","nonword",NA
"rīt","attīstībaterfīldas","nonword","word","nonword",NA
"nieres","atzīdzam","nonword","word","nonword",NA
"kanāls","tradi","nonword","word","nonword",NA
"liktenis","pūlkveditorija","nonword","word","nonword",NA
"populācija","vokļi","nonword","word","nonword",NA
"vārdnīca","augšēstam","nonword","word","nonword",NA
"operatīvs","vieglprātība","nonword","word","nonword",NA
"grābiens","aulįts","nonword","word","nonword",NA
"instinkts","augstley","nonword","word","nonword",NA
"klepus","augstley","nonword","word","nonword",NA
"kolēģis","aukļauts","nonword","word","nonword",NA
"pasažieris","auer","nonword","word","nonword",NA
"kritums","ausglaimi","nonword","word","nonword",NA
"mazdēls","autospēt","nonword","word","nonword",NA
"izsole","automašīnabadzîgiem","nonword","word","nonword",NA
"dvēsele","bagātībaterfīldas","nonword","word","nonword",NA
"vide","bavērs","nonword","word","nonword",NA
"lesbiete","baisam","nonword","word","nonword",NA
"zīmogs","stules","nonword","word","nonword",NA
"tagad","manhate","nonword","word","nonword",NA
"seminārs","balsoņiem","nonword","word","nonword",NA
"līgavainis","virva","nonword","word","nonword",NA
"dubļi","kanda","nonword","word","nonword",NA
"piesegt","bāma","nonword","word","nonword",NA
"pacietība","batallūdz","nonword","word","nonword",NA
"neparasts","plulis","nonword","word","nonword",NA
"jūras","bežābols","nonword","word","nonword",NA
"glābt","beļīgs","nonword","word","nonword",NA
"plīsums","bēsim","nonword","word","nonword",NA
"grēks","krisnība","nonword","word","nonword",NA
"imperiāls","bētus","nonword","word","nonword",NA
"tvertne","bez mamēņu","nonword","word","nonword",NA
"iespaids","bezatbilbraukt","nonword","word","nonword",NA
"kombinācija","bezspēsiet","nonword","word","nonword",NA
"kalendārs","gudži","nonword","word","nonword",NA
"iespēja","bitās","nonword","word","nonword",NA
"rezultāts","transloģija","nonword","word","nonword",NA
"līcis","biolosargs","nonword","word","nonword",NA
"viens","bimuts","nonword","word","nonword",NA
"apšaubīt","bīsstās","nonword","word","nonword",NA
"māsa","bizdēls","nonword","word","nonword",NA
"kosmonauts","filķēt","nonword","word","nonword",NA
"aizturēt","boxe","nonword","word","nonword",NA
"miljons","vājtons","nonword","word","nonword",NA
"trakums","brnâ","nonword","word","nonword",NA
"kuņģis","brāļaļūst","nonword","word","nonword",NA
"tabula","lablēns","nonword","word","nonword",NA
"sagraut","vinlis","nonword","word","nonword",NA
"reģionālais","brauon","nonword","word","nonword",NA
"tārps","cieđamas","nonword","word","nonword",NA
"ievadīt","briesliek","nonword","word","nonword",NA
"kustēties","dzeldiena","nonword","word","nonword",NA
"ninja","skaidprātīgi","nonword","word","nonword",NA
"nepatikšanas","meiskastis","nonword","word","nonword",NA
"bļoda","ujiņas","nonword","word","nonword",NA
"godīgs","bruņuruputekšņu","nonword","word","nonword",NA
"tumsa","bulen","nonword","word","nonword",NA
"stāvēt","mekvīgs","nonword","word","nonword",NA
"sildīt","būņos","nonword","word","nonword",NA
"nūja","ļve","nonword","word","nonword",NA
"internets","caunīts","nonword","word","nonword",NA
"baņķieris","krēgals","nonword","word","nonword",NA
"motīvs","ceeb","nonword","word","nonword",NA
"lampa","čemopiež","nonword","word","nonword",NA
"mati","čempioļiem","nonword","word","nonword",NA
"sviestmaize","raina","nonword","word","nonword",NA
"maratons","centinelji","nonword","word","nonword",NA
"treneris","cepuremontstrād","nonword","word","nonword",NA
"pienācīgs","grauzdsierceremonija","nonword","word","nonword",NA
"lūpa","sigri","nonword","word","nonword",NA
"pelnījuši","ceturklēkt","nonword","word","nonword",NA
"vērtīgs","ceturkiem","nonword","word","nonword",NA
"gaiss","cilus","nonword","word","nonword",NA
"supermens","vaiņa","nonword","word","nonword",NA
"eksplodēt","kaunīgs","nonword","word","nonword",NA
"sekretārs","brukšanas","nonword","word","nonword",NA
"tuksnesis","cienaas","nonword","word","nonword",NA
"pieredze","cigareteņutyrrell","nonword","word","nonword",NA
"krogs","citiis","nonword","word","nonword",NA
"sakārtot","drauvēki","nonword","word","nonword",NA
"gadsimtā","cilzers","nonword","word","nonword",NA
"kabelis","stiņa","nonword","word","nonword",NA
"marine","stiņa","nonword","word","nonword",NA
"kontrole","cifiksu","nonword","word","nonword",NA
"piens","cīnīšiem","nonword","word","nonword",NA
"tēvocis","yorks","nonword","word","nonword",NA
"attīstība","zesreakcivilizācija","nonword","word","nonword",NA
"ērts","crusy","nonword","word","nonword",NA
"neveiksmīgs","volka","nonword","word","nonword",NA
"pārdevējs","viika","nonword","word","nonword",NA
"rags","dolliņa","nonword","word","nonword",NA
"pavārs","dakrāšņa","nonword","word","nonword",NA
"kauss","dājām","nonword","word","nonword",NA
"pistole","elekbība","nonword","word","nonword",NA
"jurisdikcija","danes","nonword","word","nonword",NA
"bērns","dārgakstam","nonword","word","nonword",NA
"teksts","dadze","nonword","word","nonword",NA
"rīkle","dāļās","nonword","word","nonword",NA
"vienkārši","dajevs","nonword","word","nonword",NA
"nabadzīgs","dāvanabadzîgiem","nonword","word","nonword",NA
"brīvprātīgais","daüt","nonword","word","nonword",NA
"vecs","kortfīldgārdebesu","nonword","word","nonword",NA
"lasīšana","decemsarg","nonword","word","nonword",NA
"mīksts","kortfīldgārdefinīcija","nonword","word","nonword",NA
"ierosināt","dekāls","nonword","word","nonword",NA
"pieprasījums","stikviela","nonword","word","nonword",NA
"atļaut","degvelt","nonword","word","nonword",NA
"smieklīgs","kortfīldgārdeja","nonword","word","nonword",NA
"kultūra","dētī","nonword","word","nonword",NA
"valsts","kortfīldgārdemokrātija","nonword","word","nonword",NA
"kompliments","kortfīldgārdemonstrācija","nonword","word","nonword",NA
"pārdabisks","spļauresija","nonword","word","nonword",NA
"dārgums","desmitgademokrätiskäs","nonword","word","nonword",NA
"lunar","detekniek","nonword","word","nonword",NA
"klavieres","dievišciņš","nonword","word","nonword",NA
"spīdēt","dinašķēt","nonword","word","nonword",NA
"kodekss","dibs","nonword","word","nonword",NA
"iejūgt","direkliem","nonword","word","nonword",NA
"ietilpība","kurdūkusija","nonword","word","nonword",NA
"komisija","dokuļains","nonword","word","nonword",NA
"inde","dozīgs","nonword","word","nonword",NA
"playboy","dokar","nonword","word","nonword",NA
"plus","sļt","nonword","word","nonword",NA
"garantēt","steidzība","nonword","word","nonword",NA
"hobijs","drausties","nonword","word","nonword",NA
"uzmanība","čaaugs","nonword","word","nonword",NA
"ķīlnieks","spiešība","nonword","word","nonword",NA
