"eu_target","eu_cue","type","target_type","cue_type","eu_cosine"
"bidegabehi","denda","nonword","nonword","word",NA
"ehortzi","epeaurrean","nonword","word","nonword",NA
"zurrupatu","en berrkoeman","nonword","word","nonword",NA
"demokrazia","tikawanpo","nonword","word","nonword",NA
"nazio","abaistu","nonword","word","nonword",NA
"zerbait","llegi","nonword","word","nonword",NA
"kontrazeinu","aberats okolu","nonword","word","nonword",NA
"ezker","abaklari","nonword","word","nonword",NA
"cognac","ntokatu","nonword","word","nonword",NA
"ikertu","abotu","nonword","word","nonword",NA
"itsas armada","ularra","nonword","word","nonword",NA
"bezero","adiatsu","nonword","word","nonword",NA
"duin","aduau","nonword","word","nonword",NA
"izutu","doministrazio","nonword","word","nonword",NA
"sukar","adnt","nonword","word","nonword",NA
"emaitza","npari","nonword","word","nonword",NA
"hiltzaile","borika","nonword","word","nonword",NA
"pastel","rtente","nonword","word","nonword",NA
"heziera","uzian","nonword","word","nonword",NA
"bilioi","aginsi","nonword","word","nonword",NA
"alfonbra","ndur","nonword","word","nonword",NA
"zabor","ahalbidepo","nonword","word","nonword",NA
"suntsipen","ikaztu","nonword","word","nonword",NA
"watsons","naizpa","nonword","word","nonword",NA
"bete","lfo","nonword","word","nonword",NA
"salmenta","aholum","nonword","word","nonword",NA
"maneiatu","ahues","nonword","word","nonword",NA
"garagardo","aingptu","nonword","word","nonword",NA
"injekzio","aiilura","nonword","word","nonword",NA
"zirku","contza","nonword","word","nonword",NA
"gorila","core","nonword","word","nonword",NA
"gezurrezko","cotatxo","nonword","word","nonword",NA
"arkitekto","aizuna","nonword","word","nonword",NA
"hauta","aizurtu","nonword","word","nonword",NA
"idazle","aitzurga","nonword","word","nonword",NA
"masaje","iraba","nonword","word","nonword",NA
"-en berri eman","alzkeid","nonword","word","nonword",NA
"aita","alarotn","nonword","word","nonword",NA
"kanpin","aleim","nonword","word","nonword",NA
"polit","aldarrikusu","nonword","word","nonword",NA
"lasterketa","aldefrgin","nonword","word","nonword",NA
"okela","lde","nonword","word","nonword",NA
"antzepegi","alkondl","nonword","word","nonword",NA
"hondoratu","almendara","nonword","word","nonword",NA
"amultsu","altaatu","nonword","word","nonword",NA
"elezahar","kutxor","nonword","word","nonword",NA
"neba","eka","nonword","word","nonword",NA
"talde","urai","nonword","word","nonword",NA
"begiko","amgigaizto","nonword","word","nonword",NA
"benetan","antrasa","nonword","word","nonword",NA
"hornidura","anardua","nonword","word","nonword",NA
"zuzkitu","anatriia","nonword","word","nonword",NA
"harrigarri","zabulantzia","nonword","word","nonword",NA
"gramo","annne","nonword","word","nonword",NA
"ehiza-hegazkin","angur","nonword","word","nonword",NA
"zuzentasun","aneedoto","nonword","word","nonword",NA
"bulego nagusi","anpalatu","nonword","word","nonword",NA
"barre","anriara","nonword","word","nonword",NA
"nahaste","antzato","nonword","word","nonword",NA
"telebista","tzal","nonword","word","nonword",NA
"egiaztatu","apezpium","nonword","word","nonword",NA
"fluido","fbikoz","nonword","word","nonword",NA
"kaleska","uz","nonword","word","nonword",NA
"txar","areneta","nonword","word","nonword",NA
"egutegi","arzu","nonword","word","nonword",NA
"autobus","arky","nonword","word","nonword",NA
"agintza","arlto","nonword","word","nonword",NA
"igantero","arab","nonword","word","nonword",NA
"bildu","rderio","nonword","word","nonword",NA
"argazki","argifsta garbi","nonword","word","nonword",NA
"lapurreta","arpia","nonword","word","nonword",NA
"pakete","armateel","nonword","word","nonword",NA
"tenperatura","arerarma","nonword","word","nonword",NA
"altzairu","arraiatsgin","nonword","word","nonword",NA
"mumen","arradusta","nonword","word","nonword",NA
"nabigatu","arrangaba","nonword","word","nonword",NA
"soldata","arrabasta","nonword","word","nonword",NA
"igande","arratai","nonword","word","nonword",NA
"gerta daitekeen","arista","nonword","word","nonword",NA
"gogor","arribru","nonword","word","nonword",NA
"profesional","arriskadarri","nonword","word","nonword",NA
"eraspen","arseka","nonword","word","nonword",NA
"gaztelu","inte","nonword","word","nonword",NA
"seinalea","artiflcpt","nonword","word","nonword",NA
"trebetasun","ararkulu","nonword","word","nonword",NA
"arrisku","arrasta","nonword","word","nonword",NA
"esakune","assede","nonword","word","nonword",NA
"aireztapen","asizino","nonword","word","nonword",NA
"aintza","dokatasuna","nonword","word","nonword",NA
"bolbora-ontzi","doko","nonword","word","nonword",NA
"laguntzaile","asru","nonword","word","nonword",NA
"oniritzi","asherina","nonword","word","nonword",NA
"bahitu","dotelehen","nonword","word","nonword",NA
"ergel","ngto","nonword","word","nonword",NA
"osasuntsu","ngto","nonword","word","nonword",NA
"desberdin","astrdeauta","nonword","word","nonword",NA
"ezezko","asdon","nonword","word","nonword",NA
"intsektu","asunst","nonword","word","nonword",NA
"buruzagi","deari","nonword","word","nonword",NA
"jarraiki","aterha","nonword","word","nonword",NA
"dohainik","rgoi","nonword","word","nonword",NA
"idun","atriiko","nonword","word","nonword",NA
"ordutegi","atsedese","nonword","word","nonword",NA
"patu","atsenon","nonword","word","nonword",NA
"mendebaldeko","aturka","nonword","word","nonword",NA
"estatu","atozki","nonword","word","nonword",NA
"bidetsio","dozeratu","nonword","word","nonword",NA
"arrakasta","aulora","nonword","word","nonword",NA
"joko","aulora","nonword","word","nonword",NA
"errakuntza","aulora","nonword","word","nonword",NA
"atake","erkeratu","nonword","word","nonword",NA
"haluzinazio","barrealdeko","nonword","word","nonword",NA
"estilo","aurrekondi","nonword","word","nonword",NA
"etorri","aurrerabane","nonword","word","nonword",NA
"eskuarki","autogrpio","nonword","word","nonword",NA
"atmosfera","automagn","nonword","word","nonword",NA
"kopia","automaia","nonword","word","nonword",NA
"amona","auziteel","nonword","word","nonword",NA
"iluntze","azalkon","nonword","word","nonword",NA
"tutu malgu","soaro","nonword","word","nonword",NA
"egarri","everi","nonword","word","nonword",NA
"liburu","azkeefuruko","nonword","word","nonword",NA
"kapera","azkemak","nonword","word","nonword",NA
"otso","azsolan","nonword","word","nonword",NA
"gernu","aznarketa","nonword","word","nonword",NA
"iheslari","aznarketa","nonword","word","nonword",NA
"hausketa","aznortu","nonword","word","nonword",NA
"irakasle","azukad","nonword","word","nonword",NA
"agudo","banksgabe","nonword","word","nonword",NA
"armadura","bankstu","nonword","word","nonword",NA
"energia","bakaa","nonword","word","nonword",NA
"esker on","basona","nonword","word","nonword",NA
"emaztegai","bacci","nonword","word","nonword",NA
"zerga","basubide","nonword","word","nonword",NA
"erantzun","bahidr","nonword","word","nonword",NA
"pribatutasun","bahidr","nonword","word","nonword",NA
"konstituzioa","balazko","nonword","word","nonword",NA
"mundu","basior","nonword","word","nonword",NA
"portu","baloen","nonword","word","nonword",NA
"beh> cowdoy","baloen","nonword","word","nonword",NA
"depresio","baloendu","nonword","word","nonword",NA
"ipurdi","bainnkela","nonword","word","nonword",NA
"prentsa","baterrik","nonword","word","nonword",NA
"hegan egin","baozula","nonword","word","nonword",NA
"etengabe","baulo","nonword","word","nonword",NA
"mutazio","balilusu","nonword","word","nonword",NA
"sinatu","banain","nonword","word","nonword",NA
"ekintzailea","baritz","nonword","word","nonword",NA
"abiadura","banduaa","nonword","word","nonword",NA
"kontzertu","baaiari","nonword","word","nonword",NA
"bainugela","heratxuri","nonword","word","nonword",NA
"misio","barkoren","nonword","word","nonword",NA
"zin","baidatu","nonword","word","nonword",NA
"menpeko","baice","nonword","word","nonword",NA
"jomuga","bakii","nonword","word","nonword",NA
"opor","barrunarri","nonword","word","nonword",NA
"amaraun","basaue","nonword","word","nonword",NA
"sabotaje","bamo","nonword","word","nonword",NA
"andre","net","nonword","word","nonword",NA
"esker","batbakaan","nonword","word","nonword",NA
"kale","batubota","nonword","word","nonword",NA
"jan","batzoren","nonword","word","nonword",NA
"zaldi","baga","nonword","word","nonword",NA
"eragin","bagiagoa","nonword","word","nonword",NA
"untzi","zizkide","nonword","word","nonword",NA
"xanpaina","beel","nonword","word","nonword",NA
"boligrafo","begingne","nonword","word","nonword",NA
"epaitu","behaixta","nonword","word","nonword",NA
"hautseztatu","beharrotko","nonword","word","nonword",NA
"erromso","bekagain","nonword","word","nonword",NA
"aurkako","bebarako","nonword","word","nonword",NA
"benetako","bekarantz","nonword","word","nonword",NA
"marketing","beko","nonword","word","nonword",NA
"talde","beinn","nonword","word","nonword",NA
"lapurreta egin","behetu","nonword","word","nonword",NA
"funtsezko","raldur","nonword","word","nonword",NA
"barkatu","betitako","nonword","word","nonword",NA
"hrinta","beare","nonword","word","nonword",NA
"ezbehar","tarezi","nonword","word","nonword",NA
"txokolate","berelao","nonword","word","nonword",NA
"seguru","bentatu","nonword","word","nonword",NA
"akusatzaile","beyce","nonword","word","nonword",NA
"larrialdi","beke","nonword","word","nonword",NA
"ezkondu","beke","nonword","word","nonword",NA
"kezka","berresperatu","nonword","word","nonword",NA
"azpimarratu","berresson","nonword","word","nonword",NA
"presidente","berrikustrn","nonword","word","nonword",NA
"puru","bertandvgote","nonword","word","nonword",NA
"arazo","bestiqnonbait","nonword","word","nonword",NA
"garrantzitsu","betazarekoak","nonword","word","nonword",NA
"saiatu","betirvait","nonword","word","nonword",NA
"elektrizitate","beneerekoa","nonword","word","nonword",NA
"laurden","betixin","nonword","word","nonword",NA
"jardun","om","nonword","word","nonword",NA
"ekoitzi","bioz","nonword","word","nonword",NA
"gupida","biblog","nonword","word","nonword",NA
"ebakiondo","biesia","nonword","word","nonword",NA
"arrain","bitxiari","nonword","word","nonword",NA
"goiztiar","bintratu","nonword","word","nonword",NA
"konfiantza","bigarrentgailako","nonword","word","nonword",NA
"inperio","binan","nonword","word","nonword",NA
"freskatu","biarr","nonword","word","nonword",NA
"zauri","unkain","nonword","word","nonword",NA
"neskatila","bikodez","nonword","word","nonword",NA
"hobekien","bikttta","nonword","word","nonword",NA
"museoa","bilakaila","nonword","word","nonword",NA
"epaile","bistu","nonword","word","nonword",NA
"garapen","bisu","nonword","word","nonword",NA
"indargabe","bideba","nonword","word","nonword",NA
"suge","biltmer","nonword","word","nonword",NA
"irakatsi","bizazi","nonword","word","nonword",NA
"teoria","biriazl","nonword","word","nonword",NA
"sabelezur","jerus","nonword","word","nonword",NA
"salto egin","bizifozan","nonword","word","nonword",NA
"antzerti","biziurk","nonword","word","nonword",NA
"armairu","bistar","nonword","word","nonword",NA
"zeremonia","bistor","nonword","word","nonword",NA
"klasiko","bistor","nonword","word","nonword",NA
"protokolo","bonuora","nonword","word","nonword",NA
"dantzatu","bosgndres","nonword","word","nonword",NA
"urtebetetzea","boazari","nonword","word","nonword",NA
"talentu","ratere","nonword","word","nonword",NA
"maonionesa","ratere","nonword","word","nonword",NA
"musker","bozki","nonword","word","nonword",NA
"errege","brooo","nonword","word","nonword",NA
"jaialdi","bunbera","nonword","word","nonword",NA
"fruta","bunberako","nonword","word","nonword",NA
"nola","bultzald","nonword","word","nonword",NA
"e-a","butxin","nonword","word","nonword",NA
"kalitate","burdinwrehertu","nonword","word","nonword",NA
"goseti","burmhon","nonword","word","nonword",NA
"txerto","soru","nonword","word","nonword",NA
"gudaroste","buruhartze","nonword","word","nonword",NA
"ahalbide","buruey","nonword","word","nonword",NA
"otsein","há/ marraz","nonword","word","nonword",NA
"plangintza","d proiektutst","nonword","word","nonword",NA
"pleatua","dantzale","nonword","word","nonword",NA
"kutxatzar","nituak","nonword","word","nonword",NA
"han","debehetu","nonword","word","nonword",NA
"zoritxarrda","deztno","nonword","word","nonword",NA
"aitatxo","deena","nonword","word","nonword",NA
"enperadore","denaroso","nonword","word","nonword",NA
"sorgina","dezaribatzea","nonword","word","nonword",NA
"soil","rstonatzaile","nonword","word","nonword",NA
"babestu","diekante","nonword","word","nonword",NA
"atsegingarri","dioertziatu","nonword","word","nonword",NA
"agurtu","digudaing","nonword","word","nonword",NA
"monastegi","nomisioa","nonword","word","nonword",NA
"saldu","ditioma","nonword","word","nonword",NA
"sudur","dirdo","nonword","word","nonword",NA
"lasai","didiantzia","nonword","word","nonword",NA
"untxi","disteia","nonword","word","nonword",NA
"alarma","nza","nonword","word","nonword",NA
"gobernu","dothor","nonword","word","nonword",NA
"morfina","doute","nonword","word","nonword",NA
"bizar","doro","nonword","word","nonword",NA
"funtzionari","dreka","nonword","word","nonword",NA
"ehun","obato","nonword","word","nonword",NA
"kokaleku","crakuntza","nonword","word","nonword",NA
"helikoptero","edalonnei","nonword","word","nonword",NA
"transferitu","moari","nonword","word","nonword",NA
"azalera","edndi","nonword","word","nonword",NA
"beldur","edisiera","nonword","word","nonword",NA
"polit","egalivo","nonword","word","nonword",NA
"bare","egiaamatu","nonword","word","nonword",NA
"ken","egilisezezaguneko","nonword","word","nonword",NA
"laranja","rdin","nonword","word","nonword",NA
"banpera","eginesonean","nonword","word","nonword",NA
"mikroskopio","rroera","nonword","word","nonword",NA
"ergelkeria","egir","nonword","word","nonword",NA
"harea","egonarripkandiko","nonword","word","nonword",NA
"mukizapi","egosawgor","nonword","word","nonword",NA
"eskandalu","egunereso","nonword","word","nonword",NA
"osagai","nputegi","nonword","word","nonword",NA
"udazken","igun","nonword","word","nonword",NA
"aitortu","igain","nonword","word","nonword",NA
"satelite","ntarri","nonword","word","nonword",NA
"bitxi","ekoimae","nonword","word","nonword",NA
"alaitasun","ekongiikoki","nonword","word","nonword",NA
"plastiko","eloma","nonword","word","nonword",NA
"laugarren","emlatza","nonword","word","nonword",NA
"zapata","enbarida","nonword","word","nonword",NA
"domina","enbarodore","nonword","word","nonword",NA
"mendi","enoteina","nonword","word","nonword",NA
"oinaze","entzguen","nonword","word","nonword",NA
"irin","enrrun","nonword","word","nonword",NA
"nonbait","veaitu","nonword","word","nonword",NA
"lehoi","nuel","nonword","word","nonword",NA
"exekutatu","erabez","nonword","word","nonword",NA
"kanpoko","ertzin","nonword","word","nonword",NA
"mailu","eragindir","nonword","word","nonword",NA
"itxiera","eragukzi","nonword","word","nonword",NA
"osagarri","erageppen","nonword","word","nonword",NA
"flota","eraimintza","nonword","word","nonword",NA
"abesti","erugargarri","nonword","word","nonword",NA
"ekoizpen","erakustanhka","nonword","word","nonword",NA
"partikula","erakutey","nonword","word","nonword",NA
"teknika","eraldachi","nonword","word","nonword",NA
"zirraragarri","erantzifizun","nonword","word","nonword",NA
"gehienezko","eranrrun","nonword","word","nonword",NA
"politasun","erektun","nonword","word","nonword",NA
"mezu","erey","nonword","word","nonword",NA
"eguzki","ergiu","nonword","word","nonword",NA
"tresna","erill","nonword","word","nonword",NA
"ohiko","kole","nonword","word","nonword",NA
"hortz","tunaketa","nonword","word","nonword",NA
"sukaldari-buru","erif","nonword","word","nonword",NA
