"no_cue","no_target","type","cue_type","target_type","no_cosine"
"masger","militær","nonword","nonword","word",NA
"vasjonna","program","nonword","nonword","word",NA
"pasyk","negativ","nonword","nonword","word",NA
"lipell","pass","nonword","nonword","word",NA
"arse","bok","nonword","nonword","word",NA
"kachester","prins","nonword","nonword","word",NA
"prilup","våt","nonword","nonword","word",NA
"utslip","centimeter","nonword","nonword","word",NA
"nielett","ironisk","nonword","nonword","word",NA
"astrosofa","effekt","nonword","nonword","word",NA
"forberethrickse","løytnant","nonword","nonword","word",NA
"måass","noe","nonword","nonword","word",NA
"sekven","forsøk","nonword","nonword","word",NA
"forklamert","infeksjon","nonword","nonword","word",NA
"anhead","tidlig","nonword","nonword","word",NA
"minge","tygge","nonword","nonword","word",NA
"hoov","bryst","nonword","nonword","word",NA
"gamblods","innsiden","nonword","nonword","word",NA
"polinert","klem","nonword","nonword","word",NA
"fargenalistikk","lys","nonword","nonword","word",NA
"meltisk","inndeling","nonword","nonword","word",NA
"uuttal","fryse","nonword","nonword","word",NA
"stasak","dame","nonword","nonword","word",NA
"bokkrigsvelig","rustning","nonword","nonword","word",NA
"bole","tjener","nonword","nonword","word",NA
"norom","hiv","nonword","nonword","word",NA
"knirler","teppe","nonword","nonword","word",NA
"mals","lukt","nonword","nonword","word",NA
"muii","definisjon","nonword","nonword","word",NA
"charsesse","timer","nonword","nonword","word",NA
"bildi","slag","nonword","nonword","word",NA
"prostammer","betydning","nonword","nonword","word",NA
"fabkins","maksimum","nonword","nonword","word",NA
"gamke","jage","nonword","nonword","word",NA
"kolpe","funksjonell","nonword","nonword","word",NA
"leitør","juice","nonword","nonword","word",NA
"dekaplan","regissør","nonword","nonword","word",NA
"prostrek","undersøke det","nonword","nonword","word",NA
"redak","kveld","nonword","nonword","word",NA
"morets","teater","nonword","nonword","word",NA
"jordtomi","inngang","nonword","nonword","word",NA
"medistick","kake","nonword","nonword","word",NA
"publibein","offisielt","nonword","nonword","word",NA
"fyd","antagelse","nonword","nonword","word",NA
"rawell","tro","nonword","nonword","word",NA
"skriveri","godkjenning","nonword","nonword","word",NA
"sjakle","slips","nonword","nonword","word",NA
"finnlig","president","nonword","nonword","word",NA
"knene","billig","nonword","nonword","word",NA
"apote","nylig","nonword","nonword","word",NA
"generaments","skremme","nonword","nonword","word",NA
"optimiskredi","venus","nonword","nonword","word",NA
"ize","absurd","nonword","nonword","word",NA
"produbrev","forby","nonword","nonword","word",NA
"frole","faks","nonword","nonword","word",NA
"kompseudo","finansiering","nonword","nonword","word",NA
"filosobrudd","buss","nonword","nonword","word",NA
"stemsette","atmosfære","nonword","nonword","word",NA
"ibb","fjernsyn","nonword","nonword","word",NA
"heté","overdrive","nonword","nonword","word",NA
"trysel","forbrytelse","nonword","nonword","word",NA
"chare","leketøy","nonword","nonword","word",NA
"spektige","elendighet","nonword","nonword","word",NA
"skypt","politisk","nonword","nonword","word",NA
"roerl","gutt","nonword","nonword","word",NA
"feus","eksplosjon","nonword","nonword","word",NA
"atomferdig","sjåfør","nonword","nonword","word",NA
"leiele","rane","nonword","nonword","word",NA
"caestw","egentlig","nonword","nonword","word",NA
"dramasjon","distrikt","nonword","nonword","word",NA
"forutning","evaluering","nonword","nonword","word",NA
"cto","ukjent","nonword","nonword","word",NA
"raing","sol","nonword","nonword","word",NA
"iks","latter","nonword","nonword","word",NA
"nente","behandling","nonword","nonword","word",NA
"cond","nevø","nonword","nonword","word",NA
"skjone","vaksine","nonword","nonword","word",NA
"katarrder","vodka","nonword","nonword","word",NA
"livsriere","lommetørkle","nonword","nonword","word",NA
"goldnasje","depresjon","nonword","nonword","word",NA
"tynpe","høre","nonword","nonword","word",NA
"rydsjon","cowboy","nonword","nonword","word",NA
"samcans","arbeider","nonword","nonword","word",NA
"samgening","beskrivelse","nonword","nonword","word",NA
"gesja","junior","nonword","nonword","word",NA
"glle","der","nonword","nonword","word",NA
"alech","bemerkelsesverdig","nonword","nonword","word",NA
"brystsynlighet","koffert","nonword","nonword","word",NA
"kan vcans","trykk","nonword","nonword","word",NA
"raply","lommebok","nonword","nonword","word",NA
"krur","henrettelse","nonword","nonword","word",NA
"cr","injeksjon","nonword","nonword","word",NA
"antyd","anklage","nonword","nonword","word",NA
"chape","lukket","nonword","nonword","word",NA
"kanskap","stadig","nonword","nonword","word",NA
"owa","gal","nonword","nonword","word",NA
"agustinget","oberst","nonword","nonword","word",NA
"guversell","kutte opp","nonword","nonword","word",NA
"dropge","video","nonword","nonword","word",NA
"sencan","fingeravtrykk","nonword","nonword","word",NA
"soev","alpha","nonword","nonword","word",NA
"ritusjon","idiot","nonword","nonword","word",NA
"liener","snakke","nonword","nonword","word",NA
"nyd","elektrisitet","nonword","nonword","word",NA
"settoonn","hoppe","nonword","nonword","word",NA
"beslutre","begivenhet","nonword","nonword","word",NA
"røxy","tennis","nonword","nonword","word",NA
"tobone","tallerken","nonword","nonword","word",NA
"frestans","partikkel","nonword","nonword","word",NA
"skjemle","matematikk","nonword","nonword","word",NA
"sikkerspil","leder","nonword","nonword","word",NA
"velker","væpne","nonword","nonword","word",NA
"koplu","ledsage","nonword","nonword","word",NA
"dyredant","ulykke","nonword","nonword","word",NA
"earst","skyldig","nonword","nonword","word",NA
"gfå","lett","nonword","nonword","word",NA
"fagtur","stein","nonword","nonword","word",NA
"passatatt","dokument","nonword","nonword","word",NA
"attrakbeid","episode","nonword","nonword","word",NA
"sjok","bedrageri","nonword","nonword","word",NA
"encog til","svak","nonword","nonword","word",NA
"skapsfølende","skjebne","nonword","nonword","word",NA
"hamker","vinne","nonword","nonword","word",NA
"gullrøver","uniform","nonword","nonword","word",NA
"clr","makt","nonword","nonword","word",NA
"klynder","kreativitet","nonword","nonword","word",NA
"kabisarr","global","nonword","nonword","word",NA
"åndster","alternativ","nonword","nonword","word",NA
"ludgl","diskusjon","nonword","nonword","word",NA
"foså","visste det","nonword","nonword","word",NA
"lekeskap","lastebil","nonword","nonword","word",NA
"eksak","utvendig","nonword","nonword","word",NA
"vaje","sønn","nonword","nonword","word",NA
"skulpne","syk","nonword","nonword","word",NA
"jær","desember","nonword","nonword","word",NA
"blarm","spektakulær","nonword","nonword","word",NA
"fikvel","gjerde","nonword","nonword","word",NA
"gasgel","hæren","nonword","nonword","word",NA
"feltse","beløp","nonword","nonword","word",NA
"startme","tillit","nonword","nonword","word",NA
"esse","perspektiv","nonword","nonword","word",NA
"camning","mekanisk","nonword","nonword","word",NA
"foreninter","preken","nonword","nonword","word",NA
"banderaskelse","la","nonword","nonword","word",NA
"lapke","sigarett","nonword","nonword","word",NA
"skumteam","hengivenhet","nonword","nonword","word",NA
"skulpdig","assistere","nonword","nonword","word",NA
"vaudd","finansiering","nonword","nonword","word",NA
"oiig","tradisjonell","nonword","nonword","word",NA
"hadna","snikskytter","nonword","nonword","word",NA
"metpe","fetter","nonword","nonword","word",NA
"mame","djevel","nonword","nonword","word",NA
"kape","satellitt","nonword","nonword","word",NA
"pege","sølv","nonword","nonword","word",NA
"fyrde","låne","nonword","nonword","word",NA
"litikkse","biologisk","nonword","nonword","word",NA
"tjening","grusomhet","nonword","nonword","word",NA
"sveike","arbeid","nonword","nonword","word",NA
"kaffespill","ukentlig","nonword","nonword","word",NA
"rema","kyst","nonword","nonword","word",NA
"bestemonade","belønning","nonword","nonword","word",NA
"plne","far","nonword","nonword","word",NA
"lufel","ta bort","nonword","nonword","word",NA
"solnedslak","sigar","nonword","nonword","word",NA
"hauden","farlig","nonword","nonword","word",NA
"nabøyelig","bacon","nonword","nonword","word",NA
"brådag","kommunikasjon","nonword","nonword","word",NA
"skisel","kopiere","nonword","nonword","word",NA
"omkledde","ultimat","nonword","nonword","word",NA
"bufter","fortelle","nonword","nonword","word",NA
"søpmos","ødeleggelse","nonword","nonword","word",NA
"glt","gorilla","nonword","nonword","word",NA
"kaule","perfekt","nonword","nonword","word",NA
"imm","realistisk","nonword","nonword","word",NA
"lahjørne","limousine","nonword","nonword","word",NA
"jær","avis","nonword","nonword","word",NA
"gjestbilde","garasje","nonword","nonword","word",NA
"oppsiktsvekmathilde","salat","nonword","nonword","word",NA
"stdot","prest","nonword","nonword","word",NA
"eksrell","tortur","nonword","nonword","word",NA
"åpenle","watson","nonword","nonword","word",NA
"tredob","roma","nonword","nonword","word",NA
"kete","aktivitet","nonword","nonword","word",NA
"salgsmål","lyd","nonword","nonword","word",NA
"honny","fortsette","nonword","nonword","word",NA
"etl","utpressing","nonword","nonword","word",NA
"derstand","øgle","nonword","nonword","word",NA
"begyntdig","flyplassen","nonword","nonword","word",NA
"behand","mel","nonword","nonword","word",NA
"akuttform","kjole","nonword","nonword","word",NA
"fødenist","skap","nonword","nonword","word",NA
"monuerer","vev","nonword","nonword","word",NA
"winpe","medfølelse","nonword","nonword","word",NA
"sttan","kvalitet","nonword","nonword","word",NA
"snortall","skole","nonword","nonword","word",NA
"ldst","alibi","nonword","nonword","word",NA
"aste","øre","nonword","nonword","word",NA
"gafme","danse","nonword","nonword","word",NA
"leiele","teknikk","nonword","nonword","word",NA
"kjennan","organisere","nonword","nonword","word",NA
"omrd","spesialist","nonword","nonword","word",NA
"forbløfre","spent","nonword","nonword","word",NA
"viks","barn","nonword","nonword","word",NA
"asma","sjelden","nonword","nonword","word",NA
"lanten","urettferdig","nonword","nonword","word",NA
"forfruktning","rakett","nonword","nonword","word",NA
"nean","lagre","nonword","nonword","word",NA
"boulfet","å fange","nonword","nonword","word",NA
"pyrasvarsde","svømme","nonword","nonword","word",NA
"undersøførsteser","film","nonword","nonword","word",NA
"vicksting","ulv","nonword","nonword","word",NA
"grenment","kaptein","nonword","nonword","word",NA
"alett","ding","nonword","nonword","word",NA
"stusk","beskjed","nonword","nonword","word",NA
"detsel","etternavn","nonword","nonword","word",NA
"svit","drepe","nonword","nonword","word",NA
"pyit","ekte","nonword","nonword","word",NA
"æresne","journalist","nonword","nonword","word",NA
"jegwill","ha det","nonword","nonword","word",NA
"instinkensa","kokk","nonword","nonword","word",NA
"flopg","batman","nonword","nonword","word",NA
"flambaring","hull","nonword","nonword","word",NA
"symperb","dollar","nonword","nonword","word",NA
"ta i betraegoire","konge","nonword","nonword","word",NA
"birlett","forvirring","nonword","nonword","word",NA
"nettlett","studere","nonword","nonword","word",NA
"skyteminere","angriperen","nonword","nonword","word",NA
"vay","dør","nonword","nonword","word",NA
"hoffnemlig","mord","nonword","nonword","word",NA
"homsefrihet","skuffelse","nonword","nonword","word",NA
"potensigurur","enhet","nonword","nonword","word",NA
"faile","låse","nonword","nonword","word",NA
"belker","verdig","nonword","nonword","word",NA
"surde","kald","nonword","nonword","word",NA
"lifi","rovdyret","nonword","nonword","word",NA
"kidé","fortsatt","nonword","nonword","word",NA
"matikk","væske","nonword","nonword","word",NA
"memengde","kunstig","nonword","nonword","word",NA
"anart","modig","nonword","nonword","word",NA
"tisme","stykke","nonword","nonword","word",NA
"tentrekk","båt","nonword","nonword","word",NA
"sulf","last","nonword","nonword","word",NA
"ézé","lik","nonword","nonword","word",NA
"guyr","nervøs","nonword","nonword","word",NA
"eksperikards","foreldre","nonword","nonword","word",NA
"årsøstre","fengsel","nonword","nonword","word",NA
"jont","lære bort","nonword","nonword","word",NA
"retrikt","fantastisk","nonword","nonword","word",NA
"inngullme","forbli","nonword","nonword","word",NA
"awk","servitør","nonword","nonword","word",NA
"spion følgende","nippe","nonword","nonword","word",NA
"detonazepam","synke","nonword","nonword","word",NA
"mankow","fisk","nonword","nonword","word",NA
"nalv","stemme","nonword","nonword","word",NA
"yndve","dårlig","nonword","nonword","word",NA
"polis","måltid","nonword","nonword","word",NA
"karger","våpen","nonword","nonword","word",NA
"pun","spaser","nonword","nonword","word",NA
"ornoe","tomat","nonword","nonword","word",NA
"succ","hoved","nonword","nonword","word",NA
"gyne","overføre","nonword","nonword","word",NA
"mokratne","bortføre","nonword","nonword","word",NA
"lewsseg","bånd","nonword","nonword","word",NA
"hosk","lykkelig","nonword","nonword","word",NA
"cr","jagerfly","nonword","nonword","word",NA
"sykevendig","test","nonword","nonword","word",NA
"øvehik","sport","nonword","nonword","word",NA
"donkel","fysisk","nonword","nonword","word",NA
"dobborg","fort","nonword","nonword","word",NA
"ørp","strategi","nonword","nonword","word",NA
"tilmad","paranormal","nonword","nonword","word",NA
"lorix","tittel","nonword","nonword","word",NA
"sukne","syndrom","nonword","nonword","word",NA
"dorpp","direkte","nonword","nonword","word",NA
"tupe","poker","nonword","nonword","word",NA
"lfo","valg","nonword","nonword","word",NA
"konskikk","gå","nonword","nonword","word",NA
"skroge","unnskyldning","nonword","nonword","word",NA
"tyss","forbi","nonword","nonword","word",NA
"nanling","fiske","nonword","nonword","word",NA
"svarmelig","fantastisk","nonword","nonword","word",NA
"transhagelig","rådgi","nonword","nonword","word",NA
"måmit","detektiv","nonword","nonword","word",NA
"ordlig","uke","nonword","nonword","word",NA
"anoloy","forræder","nonword","nonword","word",NA
"enderens","gjøre","nonword","nonword","word",NA
"ddørn","skip","nonword","nonword","word",NA
"hensynsse","arr","nonword","nonword","word",NA
"flekdig","sprøyte","nonword","nonword","word",NA
"manglendecover","demokrati","nonword","nonword","word",NA
"unskyldsøke","sende","nonword","nonword","word",NA
"undersøalphonse","kapell","nonword","nonword","word",NA
"lovmel","passord","nonword","nonword","word",NA
"skett","trippel","nonword","nonword","word",NA
"spesigang","vanilje","nonword","nonword","word",NA
"blodskole","forstå","nonword","nonword","word",NA
"lergi","litteratur","nonword","nonword","word",NA
