"hu_target","hu_cue","type","target_type","cue_type","hu_cosine"
"jóváhagyás","csnéke","nonword","word","nonword",NA
"klasszikus","csodni","nonword","word","nonword",NA
"elektromos","cstnálatos","nonword","word","nonword",NA
"útlevél","cson","nonword","word","nonword",NA
"vicces","csomaglártó","nonword","word","nonword",NA
"műanyag","cszet","nonword","word","nonword",NA
"drog","csguya","nonword","word","nonword",NA
"csatatér","átkor","nonword","word","nonword",NA
"meghitt","dagma","nonword","word","nonword",NA
"vastag","dénan","nonword","word","nonword",NA
"fantasztikus","máli","nonword","word","nonword",NA
"vitorla","máli","nonword","word","nonword",NA
"bizonyság","rasszert","nonword","word","nonword",NA
"örökké","fotonátor","nonword","word","nonword",NA
"politika","zzák","nonword","word","nonword",NA
"ruha","diödő","nonword","word","nonword",NA
"harc","diálsztia","nonword","word","nonword",NA
"kérdez","divargs","nonword","word","nonword",NA
"parfüm","mˇa","nonword","word","nonword",NA
"nyomja meg","doysz","nonword","word","nonword",NA
"szervez","doktny","nonword","word","nonword",NA
"dokumentum","zszis","nonword","word","nonword",NA
"hulla","drlla","nonword","word","nonword",NA
"kellemetlen","drula","nonword","word","nonword",NA
"megsérti","drámró","nonword","word","nonword",NA
"tegye","mjd","nonword","word","nonword",NA
"méltó","éksessz","nonword","word","nonword",NA
"szék","dzöpp","nonword","word","nonword",NA
"különböző","éksungel","nonword","word","nonword",NA
"szándék","leer","nonword","word","nonword",NA
"hadnagy","woes","nonword","word","nonword",NA
"amerika","woesem","nonword","word","nonword",NA
"világ","ór","nonword","word","nonword",NA
"központ","egts","nonword","word","nonword",NA
"elvár","egésbeég","nonword","word","nonword",NA
"önző","egésbeéges","nonword","word","nonword",NA
"igazságszolgáltatás","ály","nonword","word","nonword",NA
"gőg","egyekél","nonword","word","nonword",NA
"gyógyít","egyenszky","nonword","word","nonword",NA
"botrány","egyerten","nonword","word","nonword",NA
"kápolna","egyszeiden","nonword","word","nonword",NA
"dél","egség","nonword","word","nonword",NA
"adomány","éjzul","nonword","word","nonword",NA
"eper","éjszvja","nonword","word","nonword",NA
"mosás","elkaó","nonword","word","nonword",NA
"sport","elvé","nonword","word","nonword",NA
"múzeum","elvéedett","nonword","word","nonword",NA
"súlyosan","elemin","nonword","word","nonword",NA
"adó","elfeleha","nonword","word","nonword",NA
"hajó","elhasd","nonword","word","nonword",NA
"szépség","elítmerik","nonword","word","nonword",NA
"járőr","elkötelezeyiség","nonword","word","nonword",NA
"bátor","ellenállrt","nonword","word","nonword",NA
"elegendő","elleopéreg","nonword","word","nonword",NA
"mentség","ellepör","nonword","word","nonword",NA
"születésnap","elletörzés","nonword","word","nonword",NA
"esemény","ellensök","nonword","word","nonword",NA
"fegyver","rtő","nonword","word","nonword",NA
"cowboy","rtő","nonword","word","nonword",NA
"termék","eljödás","nonword","word","nonword",NA
"szemét","elülordul","nonword","word","nonword",NA
"szünet","elglehalad","nonword","word","nonword",NA
"ugrás","ograbol","nonword","word","nonword",NA
"lehetőség","eldy","nonword","word","nonword",NA
"folyadék","elültr","nonword","word","nonword",NA
"darab","emberrpuló","nonword","word","nonword",NA
"bájos","emlégsű","nonword","word","nonword",NA
"egyetemi","énrges","nonword","word","nonword",NA
"tengerész","enződély","nonword","word","nonword",NA
"ősz","engedélyezto","nonword","word","nonword",NA
"eltávolít","épzakezés","nonword","word","nonword",NA
"verseny","éplon","nonword","word","nonword",NA
"elem","ráedeti","nonword","word","nonword",NA
"valószínűleg","eredméai","nonword","word","nonword",NA
"meleg","lekezés","nonword","word","nonword",NA
"artéria","ndő","nonword","word","nonword",NA
"kapu","ndő","nonword","word","nonword",NA
"feltevés","erag","nonword","word","nonword",NA
"kötelesség","hoték","nonword","word","nonword",NA
"bíró","értémás","nonword","word","nonword",NA
"elektromosság","érzékear","nonword","word","nonword",NA
"szenátus","esap","nonword","word","nonword",NA
"köszönet","esküszet","nonword","word","nonword",NA
"perspektíva","ltő","nonword","word","nonword",NA
"táska","ésszereklen","nonword","word","nonword",NA
"katonai","eszkód","nonword","word","nonword",NA
"javítás","röel","nonword","word","nonword",NA
"termel","évszrduló","nonword","word","nonword",NA
"emberek","evolúcsf","nonword","word","nonword",NA
"watson","nter","nonword","word","nonword",NA
"elegáns","gired","nonword","word","nonword",NA
"elad","fataj","nonword","word","nonword",NA
"hatóság","fábő","nonword","word","nonword",NA
"monitor","vil","nonword","word","nonword",NA
"próba","falaruzás","nonword","word","nonword",NA
"arcátlanság","húradt","nonword","word","nonword",NA
"bizalom","fános","nonword","word","nonword",NA
"térkép","fedör","nonword","word","nonword",NA
"madár","fehétre","nonword","word","nonword",NA
"tenisz","dál","nonword","word","nonword",NA
"pénztárca","felatát","nonword","word","nonword",NA
"sör","felemosség","nonword","word","nonword",NA
"országút","feönő","nonword","word","nonword",NA
"tart","feerőtt","nonword","word","nonword",NA
"átruházás","felsök","nonword","word","nonword",NA
"szerető","ferző","nonword","word","nonword",NA
"ígéret","felsőbédendű ember","nonword","word","nonword",NA
"tengerpart","felszereins","nonword","word","nonword",NA
"térd","felütát","nonword","word","nonword",NA
"finanszírozás","ldreg","nonword","word","nonword",NA
"biztos","fésci","nonword","word","nonword",NA
"ironikus","fésci","nonword","word","nonword",NA
"haditengerészet","fésú","nonword","word","nonword",NA
"vállalkozó","festoh","nonword","word","nonword",NA
"összegyűjt","olszek","nonword","word","nonword",NA
"jogi","feszújtség","nonword","word","nonword",NA
"hal","figyelfo","nonword","word","nonword",NA
"vámpír","figyelfo","nonword","word","nonword",NA
"megzavar","filmelgoetes","nonword","word","nonword",NA
"csalás","filozóóka","nonword","word","nonword",NA
"bűnügyi","fiéi","nonword","word","nonword",NA
"nyilatkozat","fireka","nonword","word","nonword",NA
"enged","főiskoid","nonword","word","nonword",NA
"kék","fokhagáca","nonword","word","nonword",NA
"bevallani","likusz","nonword","word","nonword",NA
"zárva","föók","nonword","word","nonword",NA
"jólét","földrengál","nonword","word","nonword",NA
"mikrofon","folyamel","nonword","word","nonword",NA
"erekció","folyadony","nonword","word","nonword",NA
"meghatározás","foodó","nonword","word","nonword",NA
"tehetség","folytatoa","nonword","word","nonword",NA
"kalapács","bünt","nonword","word","nonword",NA
"globális","fontolnut","nonword","word","nonword",NA
"pezsgő","fordltat","nonword","word","nonword",NA
"esküvő","forgyts","nonword","word","nonword",NA
"elhelyezkedés","fovta","nonword","word","nonword",NA
"tehetetlen","forrrt","nonword","word","nonword",NA
"sárga","fotló","nonword","word","nonword",NA
"hadsereg","főisros","nonword","word","nonword",NA
"szándékosan","frekroncia","nonword","word","nonword",NA
"cipő","frlős","nonword","word","nonword",NA
"javasol","fümlő","nonword","word","nonword",NA
"jövedelem","sass","nonword","word","nonword",NA
"meztelen","lest","nonword","word","nonword",NA
"menyasszony","galana","nonword","word","nonword",NA
"elhagyott","lorancia","nonword","word","nonword",NA
"flotta","vez","nonword","word","nonword",NA
"vevő","lozda","nonword","word","nonword",NA
"politikus","túnerátor","nonword","word","nonword",NA
"abszurd","túrinc","nonword","word","nonword",NA
"juliet","túsztus","nonword","word","nonword",NA
"agyi-","goab","nonword","word","nonword",NA
"tegnap","gotú","nonword","word","nonword",NA
"hülye","gomész","nonword","word","nonword",NA
"kapcsolat","grpaulál","nonword","word","nonword",NA
"tornádó","gyakátlat","nonword","word","nonword",NA
"általában","gyga","nonword","word","nonword",NA
"probléma","gyókánt","nonword","word","nonword",NA
"díj","gyilles","nonword","word","nonword",NA
"jelszó","gyszor","nonword","word","nonword",NA
"értéktelen","gyppelem","nonword","word","nonword",NA
"bebörtönzés","gysht","nonword","word","nonword",NA
"mostanában","gyűldy","nonword","word","nonword",NA
"tanár","gyggű","nonword","word","nonword",NA
"csapat","háboév","nonword","word","nonword",NA
"orgyilkos","haditengerésanti","nonword","word","nonword",NA
"grófnő","hadmzdeleti","nonword","word","nonword",NA
"biztosítani","zdj","nonword","word","nonword",NA
"kolostor","hajtrt","nonword","word","nonword",NA
"előadás","havül","nonword","word","nonword",NA
"videó-","halánis","nonword","word","nonword",NA
"ellentétes","galás","nonword","word","nonword",NA
"úszás","hallyet","nonword","word","nonword",NA
"apa","hálóart","nonword","word","nonword",NA
"fax","hamisíutány","nonword","word","nonword",NA
"megijeszt","haii","nonword","word","nonword",NA
"bíboros","hain","nonword","word","nonword",NA
"kommunikáció","hayog","nonword","word","nonword",NA
"morfin","hawa","nonword","word","nonword",NA
"gyermekkor","harmadju","nonword","word","nonword",NA
"felszerel","hasmenké","nonword","word","nonword",NA
"mellkas","hasoágó","nonword","word","nonword",NA
"vers","haszzis","nonword","word","nonword",NA
"zóna","határoknttan","nonword","word","nonword",NA
"bezárás","hatáens","nonword","word","nonword",NA
"ajándék","halor","nonword","word","nonword",NA
"tanít","usz","nonword","word","nonword",NA
"valószínűleg","hazuilág","nonword","word","nonword",NA
"korai","tögy","nonword","word","nonword",NA
"vakcina","rolló","nonword","word","nonword",NA
"tantárgy","hege","nonword","word","nonword",NA
"bérlés","helyettekit","nonword","word","nonword",NA
"kerület","tölyzet","nonword","word","nonword",NA
"odaadás","hercegcs","nonword","word","nonword",NA
"leírás","hépnő","nonword","word","nonword",NA
"vasárnap","lyábavaló","nonword","word","nonword",NA
"pincérnő","ndba","nonword","word","nonword",NA
"kereskedő","oyd","nonword","word","nonword",NA
"tömlő","hiepető","nonword","word","nonword",NA
"visszatérés","hírevsember","nonword","word","nonword",NA
"szörnyű","higielen","nonword","word","nonword",NA
"ünnepség","edtel","nonword","word","nonword",NA
"jutalom","hílős","nonword","word","nonword",NA
"matematika","hivatalomhn","nonword","word","nonword",NA
"épít","gazeleg","nonword","word","nonword",NA
"újságíró","űn","nonword","word","nonword",NA
"találkozik","hotai","nonword","word","nonword",NA
"tesó","hoók","nonword","word","nonword",NA
"vihar","érld","nonword","word","nonword",NA
"valahol","hogtap","nonword","word","nonword",NA
"jel","hólép","nonword","word","nonword",NA
"rab","hozaony","nonword","word","nonword",NA
"villa","hováon","nonword","word","nonword",NA
"cigaretta","rös","nonword","word","nonword",NA
"fecskendő","hokba","nonword","word","nonword",NA
"magánélet","víga","nonword","word","nonword",NA
"fényes","hurrasán","nonword","word","nonword",NA
"róma","bbség","nonword","word","nonword",NA
"dal","bbség","nonword","word","nonword",NA
"undorító","hűséros","nonword","word","nonword",NA
"becsületes","hüvene","nonword","word","nonword",NA
"zene","idoil","nonword","word","nonword",NA
"séf","saeg","nonword","word","nonword",NA
"séta","saősebb","nonword","word","nonword",NA
"író","ohjúság","nonword","word","nonword",NA
"cím","igue","nonword","word","nonword",NA
"vád","igazsánaalanság","nonword","word","nonword",NA
"női","huény","nonword","word","nonword",NA
"kötél","ijedtn","nonword","word","nonword",NA
"tanulmány","illenilis","nonword","word","nonword",NA
"örököl","iliszió","nonword","word","nonword",NA
"érem","imputmus","nonword","word","nonword",NA
"reggel","intadens","nonword","word","nonword",NA
"barátságos","inerték","nonword","word","nonword",NA
"marad","influeuga","nonword","word","nonword",NA
"ok","ösg","nonword","word","nonword",NA
"irodalom","inzetlan","nonword","word","nonword",NA
"elrabol","inspagál","nonword","word","nonword",NA
"idegen","integget","nonword","word","nonword",NA
"máj","invásló","nonword","word","nonword",NA
"bekezdés","vuar","nonword","word","nonword",NA
"keverék","irányews","nonword","word","nonword",NA
"oxigén","coányítás","nonword","word","nonword",NA
"helyettes","iránhűű","nonword","word","nonword",NA
"pálya","lligy","nonword","word","nonword",NA
"megöl","irlvia","nonword","word","nonword",NA
"gyümölcs","játen","nonword","word","nonword",NA
"fizetés","ldal","nonword","word","nonword",NA
"karbantart","yit","nonword","word","nonword",NA
"fog","rú","nonword","word","nonword",NA
"ügyfél","izetlmas","nonword","word","nonword",NA
"kamion","opletes","nonword","word","nonword",NA
"tulajdonos","jánkű","nonword","word","nonword",NA
"pénzügyi","isték","nonword","word","nonword",NA
"baleset","javaill","nonword","word","nonword",NA
"találkozó","jaítt","nonword","word","nonword",NA
"gitár","jeol","nonword","word","nonword",NA
"ezredes","jelenlpli","nonword","word","nonword",NA
"demokrácia","jelegjét","nonword","word","nonword",NA
"kegyetlen","jelensök","nonword","word","nonword",NA
"csökkent","jelentbe","nonword","word","nonword",NA
"szobor","jelentbe","nonword","word","nonword",NA
"stratégia","jelökde be","nonword","word","nonword",NA
"aktiválja","jebált","nonword","word","nonword",NA
"kő","jeskény","nonword","word","nonword",NA
"menő","nz","nonword","word","nonword",NA
"csokoládé","ügbb","nonword","word","nonword",NA
"fiú","figa","nonword","word","nonword",NA
"busz","jougsz","nonword","word","nonword",NA
"kemény","joghateaág","nonword","word","nonword",NA
"hírek","jöhe","nonword","word","nonword",NA
"nyúl","lazan","nonword","word","nonword",NA
"legenda","júplus","nonword","word","nonword",NA
"hűséges","jutappk","nonword","word","nonword",NA
"mennydörgés","kával","nonword","word","nonword",NA
"gyertya","kalén","nonword","word","nonword",NA
"fénykép","kaenber","nonword","word","nonword",NA
"nyalás","kafőz","nonword","word","nonword",NA
"eltűnés","kaidra","nonword","word","nonword",NA
"prototípus","kapaány","nonword","word","nonword",NA
"tányér","árnál","nonword","word","nonword",NA
"fa","kanaűs","nonword","word","nonword",NA
"kicsi","kaazellár","nonword","word","nonword",NA
