"bg_cue","bg_target","type","cue_type","target_type","bg_cosine"
"конлитът","кисът","nonword","nonword","nonword",NA
"възвърведливост","по дяволльонът","nonword","nonword","nonword",NA
"отгознат","въвлемасов","nonword","nonword","nonword",NA
"гъятa","стресинуван","nonword","nonword","nonword",NA
"артещoтo","маеър","nonword","nonword","nonword",NA
"инжество","писаморъчка","nonword","nonword","nonword",NA
"капредна","самунист","nonword","nonword","nonword",NA
"убима","носна кърпифелтър","nonword","nonword","nonword",NA
"отстравам","пръстов отпкелрой","nonword","nonword","nonword",NA
"подослов","пробен пертякваш","nonword","nonword","nonword",NA
"земетресераства","невегия","nonword","nonword","nonword",NA
"дунем","сикръчма","nonword","nonword","nonword",NA
"рицу","кръм","nonword","nonword","nonword",NA
"вълнумент","гомол","nonword","nonword","nonword",NA
"ръскинсал","хвърмица","nonword","nonword","nonword",NA
"баеха","газирани напиползване","nonword","nonword","nonword",NA
"рошсък","обезон","nonword","nonword","nonword",NA
"чертях","комунистичеведохме","nonword","nonword","nonword",NA
"негодна зала","салга","nonword","nonword","nonword",NA
"елитка","радиаратът","nonword","nonword","nonword",NA
"кроl","профезваш","nonword","nonword","nonword",NA
"надрастежът","хирурдане","nonword","nonword","nonword",NA
"тайла","демонстраторът","nonword","nonword","nonword",NA
"ofас","кексление","nonword","nonword","nonword",NA
"джчер","благодарствен","nonword","nonword","nonword",NA
"нещастналистика","оградание","nonword","nonword","nonword",NA
"обезмуна","опофорт","nonword","nonword","nonword",NA
"хидвиг","сънър","nonword","nonword","nonword",NA
"всичформа","опреливо","nonword","nonword","nonword",NA
"гович","микрудване","nonword","nonword","nonword",NA
"овлапо","рисуийтс","nonword","nonword","nonword",NA
"заизтънчение","гръдензуне","nonword","nonword","nonword",NA
"енернина","генехвър","nonword","nonword","nonword",NA
"малрия","ваниголд","nonword","nonword","nonword",NA
"купур","ограсание","nonword","nonword","nonword",NA
"изрудван","смахма","nonword","nonword","nonword",NA
"ковдигна","зарват","nonword","nonword","nonword",NA
"сеник","месегатряб цикъл","nonword","nonword","nonword",NA
"телебедътма","перисбърг","nonword","nonword","nonword",NA
"кампадане","олн","nonword","nonword","nonword",NA
"обпеш","джорда","nonword","nonword","nonword",NA
"стиснавал","поплю","nonword","nonword","nonword",NA
"ийк","поескортика","nonword","nonword","nonword",NA
"служничен","боликс","nonword","nonword","nonword",NA
"визов","изиност","nonword","nonword","nonword",NA
"фудир","фестимост","nonword","nonword","nonword",NA
"несвързаобикаляща среда","orия","nonword","nonword","nonword",NA
"ртърт","събибище","nonword","nonword","nonword",NA
"фанел","достигненителен","nonword","nonword","nonword",NA
"кукексче","маркенард","nonword","nonword","nonword",NA
"грal","администратисайдска","nonword","nonword","nonword",NA
"наемахване","оцебят","nonword","nonword","nonword",NA
"плясно","раздразно","nonword","nonword","nonword",NA
"типионът","мехакерътни","nonword","nonword","nonword",NA
"слудневно","гусби","nonword","nonword","nonword",NA
"затресени се","либедняш","nonword","nonword","nonword",NA
"сецът","стресиство","nonword","nonword","nonword",NA
"веристич","учебсина","nonword","nonword","nonword",NA
"шпиоцент","пах","nonword","nonword","nonword",NA
"olо","поизтънчете","nonword","nonword","nonword",NA
"мошестър","босваш","nonword","nonword","nonword",NA
"тична","страхуционален","nonword","nonword","nonword",NA
"несъгласиропиталище","влюня","nonword","nonword","nonword",NA
"екстака","церемометър","nonword","nonword","nonword",NA
"банал","оранчество","nonword","nonword","nonword",NA
"джъка","производителказване","nonword","nonword","nonword",NA
"такдо","миникват","nonword","nonword","nonword",NA
"тегле","алму","nonword","nonword","nonword",NA
"пиус","довътрешно","nonword","nonword","nonword",NA
"поескортика","чепят","nonword","nonword","nonword",NA
"двaко","седпразно","nonword","nonword","nonword",NA
"ресна","челаг","nonword","nonword","nonword",NA
"съдизумно","мрънни","nonword","nonword","nonword",NA
"финанджингво","гостенба","nonword","nonword","nonword",NA
"орфт","предаския","nonword","nonword","nonword",NA
"стурен","йея","nonword","nonword","nonword",NA
"стотия","полпленник","nonword","nonword","nonword",NA
"семифлин","осъзнапература","nonword","nonword","nonword",NA
"гес","извеност","nonword","nonword","nonword",NA
"ехт","отра объркване","nonword","nonword","nonword",NA
"blърд","мисперма","nonword","nonword","nonword",NA
"хупразник","прайт","nonword","nonword","nonword",NA
"прама","сглобургер","nonword","nonword","nonword",NA
"скаре","омъжки","nonword","nonword","nonword",NA
"прорад","смйк","nonword","nonword","nonword",NA
"погрешли","предлица","nonword","nonword","nonword",NA
"тромбота","белта","nonword","nonword","nonword",NA
"вертор","идски","nonword","nonword","nonword",NA
"метвам","крейгйна сметка","nonword","nonword","nonword",NA
"галеност","милиждай","nonword","nonword","nonword",NA
"криванени","акааз","nonword","nonword","nonword",NA
"рейло","изоблина","nonword","nonword","nonword",NA
"склюален","финансимизъм","nonword","nonword","nonword",NA
"лисистем","метастич","nonword","nonword","nonword",NA
"косбъдна","хармосфер","nonword","nonword","nonword",NA
"брела","комор","nonword","nonword","nonword",NA
"спусника","убеване","nonword","nonword","nonword",NA
"завъоръжават","орънян","nonword","nonword","nonword",NA
"реалбион","първижтряб","nonword","nonword","nonword",NA
"сь","приестят","nonword","nonword","nonword",NA
