"fr_target","fr_cue","type","target_type","cue_type","fr_cosine"
"habivert","chirurgien","nonword","nonword","word",NA
"organiserpillières","du sucre","nonword","nonword","word",NA
"bergtion","séries","nonword","nonword","word",NA
"dicrypté","grippe","nonword","nonword","word",NA
"cotra","un atterrissage","nonword","nonword","word",NA
"cocoent","faire en sorte","nonword","nonword","word",NA
"croûe","tumeur","nonword","nonword","word",NA
"prisondait","verre","nonword","nonword","word",NA
"rappellesthyle","classer","nonword","nonword","word",NA
"ght","adulte","nonword","nonword","word",NA
"torguée","vendeur","nonword","nonword","word",NA
"lomb","os","nonword","nonword","word",NA
"instrusion","tremblement de terre","nonword","nonword","word",NA
"fermedias","couche","nonword","nonword","word",NA
"fernan","le respect","nonword","nonword","word",NA
"extraterquêtes","surnaturel","nonword","nonword","word",NA
"atlanciers","préserver","nonword","nonword","word",NA
"élumage","le chaos","nonword","nonword","word",NA
"metteau","producteur","nonword","nonword","word",NA
"matro","secondaire","nonword","nonword","word",NA
"urolo","protéger","nonword","nonword","word",NA
"oisure","capsule","nonword","nonword","word",NA
"endés","gouverneur","nonword","nonword","word",NA
"iau","kilomètre","nonword","nonword","word",NA
"expuis","célébrité","nonword","nonword","word",NA
"soumeon","le dessert","nonword","nonword","word",NA
"raretour","mer","nonword","nonword","word",NA
"sérée","la pauvreté","nonword","nonword","word",NA
"parche","toilettes","nonword","nonword","word",NA
"tremdonner","mot","nonword","nonword","word",NA
"chaufnaud","entrer","nonword","nonword","word",NA
"intérestiers","voir","nonword","nonword","word",NA
"toraux","refuser","nonword","nonword","word",NA
"la compaclane","air","nonword","nonword","word",NA
"clannt","vers le bas","nonword","nonword","word",NA
"hérirais","courant","nonword","nonword","word",NA
"rieue","fabriquer","nonword","nonword","word",NA
"la criminaltrophes","nuage","nonword","nonword","word",NA
"emprisonnetoques","exceptionnel","nonword","nonword","word",NA
"dessiphon","douche","nonword","nonword","word",NA
"un svrance","klaxon","nonword","nonword","word",NA
"gadante","démarrage","nonword","nonword","word",NA
"apchester","la fenêtre","nonword","nonword","word",NA
"personnalitémoignent","aujourd'hui","nonword","nonword","word",NA
"intard","préparation","nonword","nonword","word",NA
"nenif","tatouage","nonword","nonword","word",NA
"pesey","un rein","nonword","nonword","word",NA
"probabletique","seigneur","nonword","nonword","word",NA
"point fdonn","passager","nonword","nonword","word",NA
"un événphill","prêt","nonword","nonword","word",NA
"relinuer","bouche","nonword","nonword","word",NA
"guiniée","sale","nonword","nonword","word",NA
"apgae","danseur","nonword","nonword","word",NA
"dinges","naissance","nonword","nonword","word",NA
"camlene","nounou","nonword","nonword","word",NA
"mager","ébrécher","nonword","nonword","word",NA
"argé","vagin","nonword","nonword","word",NA
"twte","pension","nonword","nonword","word",NA
"accusacrées","charge","nonword","nonword","word",NA
"stie","visiter","nonword","nonword","word",NA
"ortome","à l'extérieur","nonword","nonword","word",NA
"brontégie","bouge toi","nonword","nonword","word",NA
"gueur","stress","nonword","nonword","word",NA
"rection","ancre","nonword","nonword","word",NA
"magavoit","pyramide","nonword","nonword","word",NA
"eckger","majorité","nonword","nonword","word",NA
"grins","sucer","nonword","nonword","word",NA
"supédiait","ouest","nonword","nonword","word",NA
"porteveillés","service","nonword","nonword","word",NA
"écritois","césar","nonword","nonword","word",NA
"ladailles","changement","nonword","nonword","word",NA
"turt","véhicule","nonword","nonword","word",NA
"crecal","gâchette","nonword","nonword","word",NA
"politigeais","réseau","nonword","nonword","word",NA
"frert","peut être","nonword","nonword","word",NA
"geyau","mortel","nonword","nonword","word",NA
"gionel","officiellement","nonword","nonword","word",NA
"céluque","pousser","nonword","nonword","word",NA
"erns","estomac","nonword","nonword","word",NA
"vibede","soupe","nonword","nonword","word",NA
"fii ","cher","nonword","nonword","word",NA
"pormard","vert","nonword","nonword","word",NA
"enregisrante","papier","nonword","nonword","word",NA
"négareth","réflexion","nonword","nonword","word",NA
"chandise","opérationnel","nonword","nonword","word",NA
"tadins","cendre","nonword","nonword","word",NA
"écradale","choisir","nonword","nonword","word",NA
"dynaminable","conversation","nonword","nonword","word",NA
"dimee","la source","nonword","nonword","word",NA
"joaft","église","nonword","nonword","word",NA
"tisan","expérience","nonword","nonword","word",NA
"derline","briser","nonword","nonword","word",NA
"treprendre","saisir","nonword","nonword","word",NA
"s'inquitaya","facteur","nonword","nonword","word",NA
"planificapables","guerre","nonword","nonword","word",NA
"plin","mile","nonword","nonword","word",NA
"absille","trophée","nonword","nonword","word",NA
"chastenir","poupée","nonword","nonword","word",NA
"prépation","jeune marié","nonword","nonword","word",NA
"prlive","le sourire","nonword","nonword","word",NA
"récomviste","épée","nonword","nonword","word",NA
"prinac","interdit","nonword","nonword","word",NA
"intimitémoignent","rituel","nonword","nonword","word",NA
"verneur","chancelier","nonword","nonword","word",NA
"procarne","combinaison","nonword","nonword","word",NA
"contitles","patate","nonword","nonword","word",NA
"réalisacrées","chimique","nonword","nonword","word",NA
"la descrimauve","tomber","nonword","nonword","word",NA
"le revckait","en temps normal","nonword","nonword","word",NA
"prédaniel","radio","nonword","nonword","word",NA
"pronistes","de l'alcool","nonword","nonword","word",NA
"traîgérer","marathon","nonword","nonword","word",NA
"démestre","nom","nonword","nonword","word",NA
"vitavais","afrique","nonword","nonword","word",NA
"restaulier","tout à coup","nonword","nonword","word",NA
"tremgie","plaisir","nonword","nonword","word",NA
"arrêvant","bébé","nonword","nonword","word",NA
"burick","reine","nonword","nonword","word",NA
"déshoture","ver de terre","nonword","nonword","word",NA
"preslité","victime","nonword","nonword","word",NA
"éc","illusion","nonword","nonword","word",NA
"interroscope","four","nonword","nonword","word",NA
"partigers","novembre","nonword","nonword","word",NA
"commuteuse","souffrir","nonword","nonword","word",NA
"sateltras","examiner","nonword","nonword","word",NA
"télévivante","washington","nonword","nonword","word",NA
"caulay","inhabituel","nonword","nonword","word",NA
"informerveilleuses","soie","nonword","nonword","word",NA
"péritille","casque","nonword","nonword","word",NA
"hémaciés","bravo","nonword","nonword","word",NA
"fanréussie","génie","nonword","nonword","word",NA
"étace","carbone","nonword","nonword","word",NA
"juch","monstre","nonword","nonword","word",NA
"remerdale","frapper","nonword","nonword","word",NA
"sakabe","ketchup","nonword","nonword","word",NA
"minuéeter","brutal","nonword","nonword","word",NA
"étri","sœur","nonword","nonword","word",NA
"fugicler","artiste","nonword","nonword","word",NA
"bebccepte","aliments","nonword","nonword","word",NA
"bavaillés","réalité","nonword","nonword","word",NA
"ynne","attention","nonword","nonword","word",NA
"loqué","conseils","nonword","nonword","word",NA
"protogant","ouverture","nonword","nonword","word",NA
"nfi","mental","nonword","nonword","word",NA
"sassine","ming","nonword","nonword","word",NA
"relation amvoyions","assez","nonword","nonword","word",NA
"remplalant","confirmation","nonword","nonword","word",NA
"labar","loisir","nonword","nonword","word",NA
"réparapeute","féliciter","nonword","nonword","word",NA
"réplexe","agréable","nonword","nonword","word",NA
"joueson","kidnapper","nonword","nonword","word",NA
"thotème","liquide","nonword","nonword","word",NA
"delion","le progrès","nonword","nonword","word",NA
"ressée","voleur","nonword","nonword","word",NA
"résulvrer","rayure","nonword","nonword","word",NA
"vicher","misérable","nonword","nonword","word",NA
"conaan","punir","nonword","nonword","word",NA
"absueur","char","nonword","nonword","word",NA
"quelquechives","essayer","nonword","nonword","word",NA
"fliger","tâche","nonword","nonword","word",NA
"dangenève","câble","nonword","nonword","word",NA
"la cérémthayus","sobre","nonword","nonword","word",NA
"majoint","témoin","nonword","nonword","word",NA
"calzés","voler","nonword","nonword","word",NA
"ovaboy","fusil","nonword","nonword","word",NA
"grît","flatter","nonword","nonword","word",NA
"jucieres","commercial","nonword","nonword","word",NA
"envinées","veuve","nonword","nonword","word",NA
"javee","plus","nonword","nonword","word",NA
"parjà ","potins","nonword","nonword","word",NA
"poussiémore","pauvre","nonword","nonword","word",NA
"autodasse","fort","nonword","nonword","word",NA
"chesel","creuser","nonword","nonword","word",NA
"roécume","soupape","nonword","nonword","word",NA
"ële","laissez tomber","nonword","nonword","word",NA
"stave","lunettes","nonword","nonword","word",NA
"orditeurs","habitent","nonword","nonword","word",NA
"attraquée","légion","nonword","nonword","word",NA
"dégoûriez","tablette","nonword","nonword","word",NA
"chambre à cçaises","similaire","nonword","nonword","word",NA
"dibouche","adn","nonword","nonword","word",NA
"foncburger","triste","nonword","nonword","word",NA
"imécrasant","bol","nonword","nonword","word",NA
"éducadrer","numéro","nonword","nonword","word",NA
"coaient","chercher","nonword","nonword","word",NA
"concendées","magnétique","nonword","nonword","word",NA
"arritais","roche","nonword","nonword","word",NA
"racrir","imagination","nonword","nonword","word",NA
"mouillga","statut","nonword","nonword","word",NA
"primères","objet","nonword","nonword","word",NA
"milot ","outil","nonword","nonword","word",NA
"mysvrez","homme","nonword","nonword","word",NA
"assissiez","siècle","nonword","nonword","word",NA
"parageants","horreur","nonword","nonword","word",NA
"sécuritémoignent","meugler","nonword","nonword","word",NA
"dagé","preuve","nonword","nonword","word",NA
"confédrons","sergent","nonword","nonword","word",NA
"julors","technique","nonword","nonword","word",NA
"spectacufield","lune","nonword","nonword","word",NA
"ocpître","sain","nonword","nonword","word",NA
"hamptenant","conclusion","nonword","nonword","word",NA
"épitèle","la diarrhée","nonword","nonword","word",NA
"serpelle","relation amoureuse","nonword","nonword","word",NA
"mainteniens","général","nonword","nonword","word",NA
"solinique","hôtel","nonword","nonword","word",NA
"vassique","peinture","nonword","nonword","word",NA
"mague","remplacer","nonword","nonword","word",NA
"gooson","royal","nonword","nonword","word",NA
"dégoutnie","piano","nonword","nonword","word",NA
"córner","peine","nonword","nonword","word",NA
"imporphone","inquiet","nonword","nonword","word",NA
"rhumer","capteur","nonword","nonword","word",NA
"sidents","observation","nonword","nonword","word",NA
"diffétère","dire","nonword","nonword","word",NA
"facées","considérer","nonword","nonword","word",NA
"gosulte","griller","nonword","nonword","word",NA
"crgne","raison","nonword","nonword","word",NA
"dére","supplémentaire","nonword","nonword","word",NA
"commuexempté","bruit","nonword","nonword","word",NA
"frrge","la tombe","nonword","nonword","word",NA
"oot","adolescent","nonword","nonword","word",NA
"coléo","gang","nonword","nonword","word",NA
"talem","alerte","nonword","nonword","word",NA
"anesrier","discours","nonword","nonword","word",NA
"agenrô","décès","nonword","nonword","word",NA
"fectant","l'été","nonword","nonword","word",NA
"engoue","inspecteur","nonword","nonword","word",NA
"balleur","anarchie","nonword","nonword","word",NA
"mougné","fissure","nonword","nonword","word",NA
"ventilaporte","perdant","nonword","nonword","word",NA
"sanise","serveur","nonword","nonword","word",NA
"oot","avenir","nonword","nonword","word",NA
"prosgérer","boue","nonword","nonword","word",NA
"baties","ligue","nonword","nonword","word",NA
"ungeue","reconnaître","nonword","nonword","word",NA
"romandante","amateur","nonword","nonword","word",NA
"abdomitoire","en retard","nonword","nonword","word",NA
"drine","juin","nonword","nonword","word",NA
"basechis","jolie","nonword","nonword","word",NA
"posigner","incapacité","nonword","nonword","word",NA
"décharsion","cours","nonword","nonword","word",NA
"écaic","maquette","nonword","nonword","word",NA
"légées","œil","nonword","nonword","word",NA
"midien","original","nonword","nonword","word",NA
"nobi","conduire","nonword","nonword","word",NA
"menétre","illégal","nonword","nonword","word",NA
"exisser","jouer","nonword","nonword","word",NA
"homme chauvesophonent","régiment","nonword","nonword","word",NA
"addicalesnel","la personne","nonword","nonword","word",NA
"assisrette","analyste","nonword","nonword","word",NA
"asserte","dynastie","nonword","nonword","word",NA
"sécubain","contrat","nonword","nonword","word",NA
"paranormalveillantes","péché","nonword","nonword","word",NA
