"vi_cue","vi_target","type","cue_type","target_type","vi_cosine"
"thếmđược","trường đại học","nonword","nonword","word",NA
"thángchaun","biến mất","nonword","nonword","word",NA
"quảnnão","biểu thị","nonword","nonword","word",NA
"hildthời trang","nền dân chủ","nonword","nonword","word",NA
"thủ nf","lựa chọn","nonword","nonword","word",NA
"cuộc hộistroms","xây dựng","nonword","nonword","word",NA
"thế ẻn","ống tiêm","nonword","nonword","word",NA
"akac ra","giảm bớt","nonword","nonword","word",NA
"nilàmạc nhiên","timer","nonword","nonword","word",NA
"thay hàn","người anh em","nonword","nonword","word",NA
"movn","đội","nonword","nonword","word",NA
"feec hành","phẩm chất","nonword","nonword","word",NA
"quốccốế","tượng","nonword","nonword","word",NA
"diễnorõ","chuẩn bị các","nonword","nonword","word",NA
"lẻnthích","tinh thần","nonword","nonword","word",NA
"thâì","số fax","nonword","nonword","word",NA
"bêkoung","máy tính","nonword","nonword","word",NA
"cảnh sáhảotưởng","trình diễn","nonword","nonword","word",NA
"xốu trời","yêu và quý","nonword","nonword","word",NA
"chhú","nhân tạo","nonword","nonword","word",NA
"twel teen","thị trưởng","nonword","nonword","word",NA
"thịthoẻo","sản phẩm","nonword","nonword","word",NA
"lỗớng","tôn kính","nonword","nonword","word",NA
"xãchạytrốn","cognac","nonword","nonword","word",NA
"choi trốn","bài giảng","nonword","nonword","word",NA
"guild niên","số lượng","nonword","nonword","word",NA
"báothio","bảo tàng","nonword","nonword","word",NA
"gón","phía trên","nonword","nonword","word",NA
"thôngphing","thỏa thuận cạnh tranh","nonword","nonword","word",NA
"mạnh nens","sứ mệnh","nonword","nonword","word",NA
"dữplish","thân thiện","nonword","nonword","word",NA
"ngtân","đầu bếp","nonword","nonword","word",NA
"thứhàđi","tin","nonword","nonword","word",NA
"khôngquêngì","đồng hồ đeo tay","nonword","nonword","word",NA
"cháyý","cha","nonword","nonword","word",NA
"thẫylỗi","phù thủy","nonword","nonword","word",NA
"trinnhuận","kích hoạt","nonword","nonword","word",NA
"ngày thnaal","sự cải tiến","nonword","nonword","word",NA
"quy trugh","tính cách","nonword","nonword","word",NA
"quái snó","thần thánh","nonword","nonword","word",NA
"hứng noj","quận","nonword","nonword","word",NA
"dingản","sai","nonword","nonword","word",NA
"hupthuật","bộ trưởng, mục sư","nonword","nonword","word",NA
"thướ","tầm nhìn","nonword","nonword","word",NA
"lạhquanh","hiệu ứng","nonword","nonword","word",NA
"theo đúng nđườngđến","nhạy cảm","nonword","nonword","word",NA
"thnx","mồi","nonword","nonword","word",NA
"sa mẹt","juliet","nonword","nonword","word",NA
"thuốconh","ban nhạc","nonword","nonword","word",NA
"thuốnósáng","điều tra","nonword","nonword","word",NA
"dalh dục","tàn ác","nonword","nonword","word",NA
"rưdó","không công bằng","nonword","nonword","word",NA
"bình hëuñng","giấu","nonword","nonword","word",NA
"xessh thoảng","vụ bê bối","nonword","nonword","word",NA
"kiên books","nặng nề","nonword","nonword","word",NA
"thống vóc","viên thuốc","nonword","nonword","word",NA
"cầuc hội","liếm","nonword","nonword","word",NA
"thậtngthường","thương hại","nonword","nonword","word",NA
"chén biển","áp lực","nonword","nonword","word",NA
"tiềncrat","bơi","nonword","nonword","word",NA
"quảngacts","mũ lưỡi trai","nonword","nonword","word",NA
"tiếpstuf","tivi","nonword","nonword","word",NA
"giải choèn","vận dụng","nonword","nonword","word",NA
"biệ kiếm","nhân loại","nonword","nonword","word",NA
"nguư nổ","chết","nonword","nonword","word",NA
"lòngnoir","nhiếp ảnh gia","nonword","nonword","word",NA
"sath báo","chấp nhận","nonword","nonword","word",NA
"kênh truyềnahmet","săn bắt","nonword","nonword","word",NA
"nhânkott","địa phương","nonword","nonword","word",NA
"terh hồn","trận đánh","nonword","nonword","word",NA
"tnm","khóa","nonword","nonword","word",NA
"liênpears","kim loại","nonword","nonword","word",NA
"ysi","tuần","nonword","nonword","word",NA
"sắvìxúc","sự công bằng","nonword","nonword","word",NA
"adop luật","ví tiền","nonword","nonword","word",NA
"tohứớn","ôxy","nonword","nonword","word",NA
"cònttháp","gấu mèo - gấu mèo","nonword","nonword","word",NA
"κenc gia","limousine","nonword","nonword","word",NA
"vậtfes","thẩm quyền","nonword","nonword","word",NA
"dhoond cách","đứa trẻ","nonword","nonword","word",NA
"ảnng","đánh bắt cá","nonword","nonword","word",NA
"sưm","doanh thu","nonword","nonword","word",NA
"ggi","cục đá","nonword","nonword","word",NA
"uy nexi","hoàn hảo","nonword","nonword","word",NA
"piz thiểu","tổ chức","nonword","nonword","word",NA
"cass cùng","thân mật","nonword","nonword","word",NA
"thtif","báo","nonword","nonword","word",NA
"obt","tập phim","nonword","nonword","word",NA
"cá ndạ","liên tục","nonword","nonword","word",NA
"stric học","tu viện","nonword","nonword","word",NA
"đặhtruyền","watson","nonword","nonword","word",NA
"muachuyến","động mạch","nonword","nonword","word",NA
"bằnghcób","bông","nonword","nonword","word",NA
"hét vặt","chủ nhân","nonword","nonword","word",NA
"chukxanh lá","ở đó","nonword","nonword","word",NA
"swa diện","hài hòa","nonword","nonword","word",NA
"taa tảng","tụ họp","nonword","nonword","word",NA
"chiếnvelanh","hệ mặt trời","nonword","nonword","word",NA
"trang thiếphet","thanh lịch","nonword","nonword","word",NA
"sesc xung đột","ling","nonword","nonword","word",NA
"người lớnetrin","adrenaline","nonword","nonword","word",NA
"hv","nền văn minh","nonword","nonword","word",NA
"jem quyết","tennis","nonword","nonword","word",NA
"chuô","sự đánh giá","nonword","nonword","word",NA
"thư 學校","bóng đá","nonword","nonword","word",NA
"treolại","kẻ bắn tỉa","nonword","nonword","word",NA
"dóa án","sự riêng tư","nonword","nonword","word",NA
"cơexở","người chơi","nonword","nonword","word",NA
"bảnuđang","bốn","nonword","nonword","word",NA
"trổn tiếp","tự do","nonword","nonword","word",NA
"iế","thứ tư","nonword","nonword","word",NA
"giải đảm","khép kín","nonword","nonword","word",NA
"thắngnthành","vô giá trị","nonword","nonword","word",NA
"park trung thành","cá nhân","nonword","nonword","word",NA
"tửbop","tuần tra","nonword","nonword","word",NA
"trung iụ","ông chủ","nonword","nonword","word",NA
"trường đạishly","kính hiển vi","nonword","nonword","word",NA
"hiệnìlại","ngu ngốc","nonword","nonword","word",NA
"huyền chcởi","chào hỏi","nonword","nonword","word",NA
"lỗi chào","tranh chấp","nonword","nonword","word",NA
"bushg","mét","nonword","nonword","word",NA
"đấyn trọng","tồi tệ","nonword","nonword","word",NA
"åi","cuộc họp","nonword","nonword","word",NA
"ttu tầm","chiều cao","nonword","nonword","word",NA
"fourfnguyện viên","bữa sáng","nonword","nonword","word",NA
"congenn","vô trách nhiệm","nonword","nonword","word",NA
"thẩthể người","không thể","nonword","nonword","word",NA
"cô nhtickin","poker","nonword","nonword","word",NA
"ngôi đop","chủ nhật","nonword","nonword","word",NA
"iđáng","bi thảm","nonword","nonword","word",NA
"bảoefm","hiv","nonword","nonword","word",NA
"khai tị","rừng","nonword","nonword","word",NA
"đừngkỷ niệm","cứu người","nonword","nonword","word",NA
"thựcđiế","miễn phí","nonword","nonword","word",NA
"trận xét","tấm thảm","nonword","nonword","word",NA
"mđề","cổ điển","nonword","nonword","word",NA
"kib mưa","mát xa","nonword","nonword","word",NA
"thôngphing","tệ hại","nonword","nonword","word",NA
"tuyệtcvik","xảy ra","nonword","nonword","word",NA
"trượu","gợi ý","nonword","nonword","word",NA
"khốivf","trực giác","nonword","nonword","word",NA
"đêô","cánh tay","nonword","nonword","word",NA
"uỷplar","cuộc khủng hoảng","nonword","nonword","word",NA
"thanhtroy","tối hậu","nonword","nonword","word",NA
"va li cônahlee","hiệp định","nonword","nonword","word",NA
"giải đậu","đói bụng","nonword","nonword","word",NA
"đoạn phim gihitôiđến","hồng y","nonword","nonword","word",NA
"rắcurds","cắm trại","nonword","nonword","word",NA
"điều chcon","tù giam","nonword","nonword","word",NA
"nghệ tokđã","huy chương","nonword","nonword","word",NA
"số lyon","hoàn thành","nonword","nonword","word",NA
"efn","thai kỳ","nonword","nonword","word",NA
"đượcscme","đánh nhau","nonword","nonword","word",NA
"sự cterất","giết chết","nonword","nonword","word",NA
"uyế","cử tri","nonword","nonword","word",NA
"iun","hình chụp","nonword","nonword","word",NA
"racom","một hớp","nonword","nonword","word",NA
"wwoom","máy bay trực thăng","nonword","nonword","word",NA
"lịi","rất có thể","nonword","nonword","word",NA
"sôa điểm","lâu đài","nonword","nonword","word",NA
"ngành công o việt","bóng chày","nonword","nonword","word",NA
"quanggiành","alibi","nonword","nonword","word",NA
"tha cương","sự hoang mang","nonword","nonword","word",NA
"viên chiếm","bữa ăn","nonword","nonword","word",NA
"đọchđiều","hữu nghị","nonword","nonword","word",NA
"tệc","màn hình","nonword","nonword","word",NA
"seih quang","tập đoàn","nonword","nonword","word",NA
"ticse","nhân từ","nonword","nonword","word",NA
"iset đạm","phần thưởng","nonword","nonword","word",NA
"choág","gần","nonword","nonword","word",NA
"vôkênh","trùng khớp","nonword","nonword","word",NA
"không hnaylà","thật sự","nonword","nonword","word",NA
"àđm","đặt","nonword","nonword","word",NA
"nhxi","thể thao","nonword","nonword","word",NA
"macheroo","thiếu niên","nonword","nonword","word",NA
"súngcnic","mơ","nonword","nonword","word",NA
"tươngnait","đoạn văn","nonword","nonword","word",NA
"díhdập","con chuột","nonword","nonword","word",NA
"thỏa mầu","chuộc","nonword","nonword","word",NA
"aik vực","giáp","nonword","nonword","word",NA
"hoàngprin","bơ","nonword","nonword","word",NA
"sherport","vũ khí","nonword","nonword","word",NA
"interland","mũi","nonword","nonword","word",NA
"cfn","đại tá","nonword","nonword","word",NA
"cãp","khăn tắm","nonword","nonword","word",NA
"đườngcno","có khả năng","nonword","nonword","word",NA
"kiểmzuha","ăn","nonword","nonword","word",NA
"xác đóđã","môn học","nonword","nonword","word",NA
"digushers","cộng đồng","nonword","nonword","word",NA
"mệy dựng","bắt giữ","nonword","nonword","word",NA
"xảyalm","thay thế","nonword","nonword","word",NA
"xeslau","nước ngọt","nonword","nonword","word",NA
"phương tiện giahữngđám","sinh học","nonword","nonword","word",NA
"xehseen","phong cách","nonword","nonword","word",NA
"enra bách thú","vanilla","nonword","nonword","word",NA
"ïmá","cái cổ","nonword","nonword","word",NA
"sự sỉcnước","có lẽ","nonword","nonword","word",NA
"thừa hyên","bình minh","nonword","nonword","word",NA
"àang đáng","cô gái","nonword","nonword","word",NA
"ngtại","nỗi sợ","nonword","nonword","word",NA
"ồing","định nghĩa","nonword","nonword","word",NA
"eonh","núi","nonword","nonword","word",NA
"nhuslau","cao","nonword","nonword","word",NA
"tộ số","bộ","nonword","nonword","word",NA
"ghoa","tối","nonword","nonword","word",NA
"đổ bộ","ác qél","nonword","word","nonword",NA
"bom","tườngnaline","nonword","word","nonword",NA
"sân vận động","làmbi","nonword","word","nonword",NA
"bơm","algon","nonword","word","nonword",NA
"hàng loạt","altuỳ","nonword","word","nonword",NA
"thật","uhdnhạc","nonword","word","nonword",NA
"mì nướng kiểu ý","ơikthanh","nonword","word","nonword",NA
"tiêu điểm","lắ","nonword","word","nonword",NA
"kế hoạch","ẩnhđẹp","nonword","word","nonword",NA
"đẩy vào","anh enông","nonword","word","nonword",NA
"chip","ánhchẳng","nonword","word","nonword",NA
"góc","anhaurói","nonword","word","nonword",NA
"âm lịch","ảohscác","nonword","word","nonword",NA
"nhận xét","tuếkhoác","nonword","word","nonword",NA
"chiến thắng","mº lực","nonword","word","nonword",NA
"ở lại","armowitz","nonword","word","nonword",NA
"công giáo","atlanford","nonword","word","nonword",NA
"hợp đồng","ie","nonword","word","nonword",NA
"cốc thủy tinh","ie","nonword","word","nonword",NA
"dí dỏm","xipngoại","nonword","word","nonword",NA
"động đất","ogc","nonword","word","nonword",NA
"viên con nhộng","ivc","nonword","word","nonword",NA
"ghét","bácsñn","nonword","word","nonword",NA
"nền tảng","haa giảng","nonword","word","nonword",NA
"trực tiếp","bàigott","nonword","word","nonword",NA
"nông dân","jul học","nonword","word","nonword",NA
"mục đích","bốntthơ","nonword","word","nonword",NA
"gần biển","yax tím","nonword","word","nonword",NA
"nuốt","ryn","nonword","word","nonword",NA
"quán quân","uin","nonword","word","nonword",NA
"muộn","bạnjek","nonword","word","nonword",NA
"mở","bản fc","nonword","word","nonword",NA
"quản lý","ban chặt","nonword","word","nonword",NA
"thuê","bẩn chìm","nonword","word","nonword",NA
"tà ác","land chứng","nonword","word","nonword",NA
"bờ biển","bols hình","nonword","word","nonword",NA
"monk","íanh","nonword","word","nonword",NA
"săn bắn","bánh hambuhoops","nonword","word","nonword",NA
"chỉ","oco","nonword","word","nonword",NA
"cột sống","ieo","nonword","word","nonword",NA
"tình hình","baohụđề","nonword","word","nonword",NA
"cố gắng","bảo vằng","nonword","word","nonword",NA
"giải đấu","mrolthức","nonword","word","nonword",NA
"chậm rãi","hmo trì","nonword","word","nonword",NA
"chú chó","bắp trưa","nonword","word","nonword",NA
"gầy","bắtbrén","nonword","word","nonword",NA
"cầu hôn","bắttôic","nonword","word","nonword",NA
"tín dụng","lời hạnh","nonword","word","nonword",NA
"ngây thơ","bấtbliu","nonword","word","nonword",NA
"tan chảy","bấrộngờ","nonword","word","nonword",NA
"cuộc xung đột","posman","nonword","word","nonword",NA
"kịch","chungtalion","nonword","word","nonword",NA
"dàn nhạc","bên nóith","nonword","word","nonword",NA
"quận","gcnh","nonword","word","nonword",NA
"huyền thoại","mych dịch","nonword","word","nonword",NA
"rủi ro","dnp","nonword","word","nonword",NA
"tên lửa","bíiận","nonword","word","nonword",NA
"chết chìm","bị kíchhữuích","nonword","word","nonword",NA
"giật gân","bítolt","nonword","word","nonword",NA
"nhìn nhận","bị phạgýõi","nonword","word","nonword",NA
