"ro_cue","ro_target","type","cue_type","target_type","ro_cosine"
"digunting","copilăneşti","nonword","word","nonword",NA
"puşcă","cokeri","nonword","word","nonword",NA
"odihnă","transporație","nonword","word","nonword",NA
"natural","coset","nonword","word","nonword",NA
"poreclă","cowppe","nonword","word","nonword",NA
"curaj","musniu","nonword","word","nonword",NA
"pedepsi","nicovată","nonword","word","nonword",NA
"ac","nemţoaiativitate","nonword","word","nonword",NA
"conversaţie","denţiatură","nonword","word","nonword",NA
"curte","şoed","nonword","word","nonword",NA
"blocat","credinzati","nonword","word","nonword",NA
"busolă","cregenţi","nonword","word","nonword",NA
"golf","creşcări","nonword","word","nonword",NA
"miere","hărmă","nonword","word","nonword",NA
"conflict","hărmă","nonword","word","nonword",NA
"rundă","crimiteţi","nonword","word","nonword",NA
"distanţă","idoză","nonword","word","nonword",NA
"apuca","croa","nonword","word","nonword",NA
"liber","blânzime","nonword","word","nonword",NA
"fulger","cunox","nonword","word","nonword",NA
"prinţesă","cumpărăsești","nonword","word","nonword",NA
"ritm","cunoştrebi","nonword","word","nonword",NA
"bancher","jector","nonword","word","nonword",NA
"mișcare","curafred","nonword","word","nonword",NA
"fragment","cursor","nonword","word","nonword",NA
"sabie","cubus","nonword","word","nonword",NA
"artist","gă","nonword","word","nonword",NA
"cerere","gă","nonword","word","nonword",NA
"planetă","daol","nonword","word","nonword",NA
"frumos","datotati","nonword","word","nonword",NA
"rechin","daval","nonword","word","nonword",NA
"putere","de multcrând","nonword","word","nonword",NA
"ignoranţă","de obtowoc","nonword","word","nonword",NA
"trist","de urgeritmi","nonword","word","nonword",NA
"nimic","decemnţat","nonword","word","nonword",NA
"sarcină","decelati","nonword","word","nonword",NA
"dovezi","definitowoc","nonword","word","nonword",NA
"buna ziua","deprind mare","nonword","word","nonword",NA
"washington","delipari","nonword","word","nonword",NA
"gresit","atracnitate","nonword","word","nonword",NA
"porc","demomeştiţie","nonword","word","nonword",NA
"neplăcut","demonobiecție","nonword","word","nonword",NA
"dicţionar","debleste","nonword","word","nonword",NA
"iartă","dedrii","nonword","word","nonword",NA
"sâmbătă","depretesc","nonword","word","nonword",NA
"joaca","schimcriere","nonword","word","nonword",NA
"galerie","desing","nonword","word","nonword",NA
"opinie","desrez","nonword","word","nonword",NA
"gâscă","desportiv","nonword","word","nonword",NA
"critic","declanşaminare","nonword","word","nonword",NA
"riscant","devotaclism","nonword","word","nonword",NA
"nume","stanţiamăgire","nonword","word","nonword",NA
"al treilea","dezdreaptător","nonword","word","nonword",NA
"record","emoţiotare","nonword","word","nonword",NA
"prost","diarunt","nonword","word","nonword",NA
"vânt","difetezi","nonword","word","nonword",NA
"modern","dimidomniţă","nonword","word","nonword",NA
"murdar","ano timp","nonword","word","nonword",NA
"bebelus","dimulţumită","nonword","word","nonword",NA
"întuneric","diff","nonword","word","nonword",NA
"ochi","irate","nonword","word","nonword",NA
"vest","dipost","nonword","word","nonword",NA
"tuse","diopritor","nonword","word","nonword",NA
"progresul","disculoşi","nonword","word","nonword",NA
"politică","dispariseşti","nonword","word","nonword",NA
"fază","dispozicanţi","nonword","word","nonword",NA
"agăţat","scruputa","nonword","word","nonword",NA
"linguriţă","dissaint","nonword","word","nonword",NA
"septembrie","discâștigere","nonword","word","nonword",NA
"probabilitate","ditam","nonword","word","nonword",NA
"agent","divitati","nonword","word","nonword",NA
"a suge","ță","nonword","word","nonword",NA
"biserică","inalnă","nonword","word","nonword",NA
"fier","rcător","nonword","word","nonword",NA
"industrie","doculoși","nonword","word","nonword",NA
"neajutorat","donia","nonword","word","nonword",NA
"extrem","atârnare","nonword","word","nonword",NA
"secțiune","doen","nonword","word","nonword",NA
"cască","dogsi","nonword","word","nonword",NA
"nobel","dorminati","nonword","word","nonword",NA
"moale","echivada","nonword","word","nonword",NA
"flee","draodette","nonword","word","nonword",NA
"alerta","drămân","nonword","word","nonword",NA
"deşeuri","dugly","nonword","word","nonword",NA
"speranţă","duleţulnică","nonword","word","nonword",NA
"text","duretlic","nonword","word","nonword",NA
"admira","rotty","nonword","word","nonword",NA
"mormânt","elecpa","nonword","word","nonword",NA
"portal","înţepă","nonword","word","nonword",NA
"medical","strecaţie","nonword","word","nonword",NA
"vânzător","efhot","nonword","word","nonword",NA
"sărăcie","trictiv","nonword","word","nonword",NA
"pasager","egonţa","nonword","word","nonword",NA
"aranja","elecriți","nonword","word","nonword",NA
"sticlă","răzgântricitate","nonword","word","nonword",NA
"diplomă","elegler","nonword","word","nonword",NA
"greu","inoment","nonword","word","nonword",NA
"va felicit","elishelter","nonword","word","nonword",NA
"student","stramina","nonword","word","nonword",NA
"asculta","porţional","nonword","word","nonword",NA
"orchestră","enervân","nonword","word","nonword",NA
"catolic","epidetari","nonword","word","nonword",NA
"cameră","epinzi","nonword","word","nonword",NA
"fierbinte","trănție","nonword","word","nonword",NA
"fluture","ttec","nonword","word","nonword",NA
"mile","şit","nonword","word","nonword",NA
"concurență","blindare","nonword","word","nonword",NA
"pui de somn","monteluare","nonword","word","nonword",NA
"rezistenţă","evenicuri","nonword","word","nonword",NA
"regină","eviteam","nonword","word","nonword",NA
"încet","chelgera","nonword","word","nonword",NA
"materie","excipien","nonword","word","nonword",NA
"ce","scricuţie","nonword","word","nonword",NA
"influență","princițiu","nonword","word","nonword",NA
"cheie","exthilda","nonword","word","nonword",NA
"ambulanță","exploturi","nonword","word","nonword",NA
"noroi","explotham","nonword","word","nonword",NA
"comision","expoziceati","nonword","word","nonword",NA
"naiv","expeți","nonword","word","nonword",NA
"ocazional","extria","nonword","word","nonword",NA
"conspiraţie","faigal","nonword","word","nonword",NA
"pod","aproină","nonword","word","nonword",NA
"cancelar","fapy","nonword","word","nonword",NA
"terapie","faminesc","nonword","word","nonword",NA
"ploaie","fansceptic","nonword","word","nonword",NA
"coroană","fantecuri","nonword","word","nonword",NA
"societate","fără putvanţii","nonword","word","nonword",NA
"doza","fără valogewood","nonword","word","nonword",NA
"a inghiti","farfumand","nonword","word","nonword",NA
"nefericit","farei","nonword","word","nonword",NA
"mie","anx","nonword","word","nonword",NA
"băutură","feval","nonword","word","nonword",NA
"a lua legatura","federaswati","nonword","word","nonword",NA
"bun","femerang","nonword","word","nonword",NA
"fate","femerang","nonword","word","nonword",NA
"regal","ferinari","nonword","word","nonword",NA
"viitor","mulþimecător","nonword","word","nonword",NA
"incapacitatea","festitric","nonword","word","nonword",NA
"merita","felor","nonword","word","nonword",NA
"capsulă","fiţie","nonword","word","nonword",NA
"bulevard","firu","nonword","word","nonword",NA
"picnic","filie","nonword","word","nonword",NA
"nedreptate","finalizatôichi","nonword","word","nonword",NA
"usturoi","fifloriciar","nonword","word","nonword",NA
"pistol","fireştițare","nonword","word","nonword",NA
"strat","fireştițarea","nonword","word","nonword",NA
"popular","nău","nonword","word","nonword",NA
"lampă","filul","nonword","word","nonword",NA
"libertate","săzicără","nonword","word","nonword",NA
"a picta","odrare","nonword","word","nonword",NA
"comercial","teata","nonword","word","nonword",NA
"trăi","flmud","nonword","word","nonword",NA
"penalizare","flufan","nonword","word","nonword",NA
"absolut","căpme","nonword","word","nonword",NA
"putere","flicte","nonword","word","nonword",NA
"închiriere","treta","nonword","word","nonword",NA
"apăsați","foleam","nonword","word","nonword",NA
"alege","fotovers","nonword","word","nonword",NA
"paranoid","fotograteşti","nonword","word","nonword",NA
"unchiul","tracghie","nonword","word","nonword",NA
"fişier","bește","nonword","word","nonword",NA
"practică","bește","nonword","word","nonword",NA
"analist","niciudă","nonword","word","nonword",NA
"etern","opoza","nonword","word","nonword",NA
"proaspăt","mercă","nonword","word","nonword",NA
"atenţie","croate","nonword","word","nonword",NA
"comoară","fruprinsa","nonword","word","nonword",NA
"dinastie","frumutbal","nonword","word","nonword",NA
"puls","futro","nonword","word","nonword",NA
"cereale","funtămânal","nonword","word","nonword",NA
"drum","yond","nonword","word","nonword",NA
"cărbune","yond","nonword","word","nonword",NA
"senzaţional","furgheaţă","nonword","word","nonword",NA
"tren","fuzat","nonword","word","nonword",NA
"ciment","furizezi","nonword","word","nonword",NA
"vânătoare","înţenică","nonword","word","nonword",NA
"timbru","schimnizare","nonword","word","nonword",NA
"gunoi","spriun","nonword","word","nonword",NA
"examinare","ajusună","nonword","word","nonword",NA
"echipamente","galaplat","nonword","word","nonword",NA
"patrimoniu","galzor","nonword","word","nonword",NA
"rachetă","pesdi","nonword","word","nonword",NA
"spectacol","galin","nonword","word","nonword",NA
"hotel","gați","nonword","word","nonword",NA
"oficial","tensi","nonword","word","nonword",NA
"gustare","ilt","nonword","word","nonword",NA
"regional","gaugati","nonword","word","nonword",NA
"decan","genebuni","nonword","word","nonword",NA
"baza","genenţei","nonword","word","nonword",NA
"vagina","frenion","nonword","word","nonword",NA
"județ","glorui","nonword","word","nonword",NA
"ostatic","glriţ","nonword","word","nonword",NA
"chimie","edirie","nonword","word","nonword",NA
"contaminare","asamă","nonword","word","nonword",NA
"îngrijorare","âul","nonword","word","nonword",NA
"virus","gorizati","nonword","word","nonword",NA
"frasin","swam","nonword","word","nonword",NA
"avocat","junctuit","nonword","word","nonword",NA
"turn","brusţă","nonword","word","nonword",NA
"supraom","grjo","nonword","word","nonword",NA
"victimă","appleală","nonword","word","nonword",NA
"vorbi","graj","nonword","word","nonword",NA
"deschis","chivă","nonword","word","nonword",NA
"producător","grvui","nonword","word","nonword",NA
"pui","graj","nonword","word","nonword",NA
"mare","grogdo","nonword","word","nonword",NA
"comprimat","grix","nonword","word","nonword",NA
"observare","grix","nonword","word","nonword",NA
"scump","ean","nonword","word","nonword",NA
"brusc","guvic","nonword","word","nonword",NA
"motiv","guphin","nonword","word","nonword",NA
"robot","halucinastanţă","nonword","word","nonword",NA
"adevărat","obiecburger","nonword","word","nonword",NA
"răpi","pultă","nonword","word","nonword",NA
"biblie","heffleyina","nonword","word","nonword",NA
"echipaj","hidrovici","nonword","word","nonword",NA
"încăpăţânat","nov","nonword","word","nonword",NA
"turneu","houli","nonword","word","nonword",NA
"fair","homosestanţial","nonword","word","nonword",NA
"impresionant","erd","nonword","word","nonword",NA
"perete","neşnă","nonword","word","nonword",NA
"rabdator","sălot","nonword","word","nonword",NA
"mătase","iețiin","nonword","word","nonword",NA
"erou","iepunând","nonword","word","nonword",NA
"minciună","xuri","nonword","word","nonword",NA
"imposibil","îmclanşaţişare","nonword","word","nonword",NA
"telescop","îmbunătăţirevanşezi","nonword","word","nonword",NA
"incomod","imvas","nonword","word","nonword",NA
"nud","împătezi","nonword","word","nonword",NA
"tutun","împărăceşti","nonword","word","nonword",NA
"alcool","impetați","nonword","word","nonword",NA
"in cele din urma","impornesc","nonword","word","nonword",NA
"cizme","importrați","nonword","word","nonword",NA
"sherlock","impretenţina","nonword","word","nonword",NA
"minim","împrunism","nonword","word","nonword",NA
"ruj","în cele dinrienţei","nonword","word","nonword",NA
"lângă","în genminãm","nonword","word","nonword",NA
"simptom","în jrşti","nonword","word","nonword",NA
"traseu","în mod clansoar","nonword","word","nonword",NA
"fusta","în mod voltorcând","nonword","word","nonword",NA
"întrerupe","acult","nonword","word","nonword",NA
"clar","aranlţime","nonword","word","nonword",NA
"baschet","reţițime","nonword","word","nonword",NA
"lasagna","îngri","nonword","word","nonword",NA
"primă","incapaseste","nonword","word","nonword",NA
"special","înolande","nonword","word","nonword",NA
"pierzător","înofrandere","nonword","word","nonword",NA
"balaur","înluim","nonword","word","nonword",NA
"topi","închitanţere","nonword","word","nonword",NA
"părăsi","îndeshidere","nonword","word","nonword",NA
"limonadă","instruca","nonword","word","nonword",NA
"nevinovat","indivistanţial","nonword","word","nonword",NA
"model","inferiți","nonword","word","nonword",NA
"broască","înfiorăcţiuni","nonword","word","nonword",NA
"echilibru","inspecma","nonword","word","nonword",NA
"subestima","informareşal","nonword","word","nonword",NA
"măgar","informareşal","nonword","word","nonword",NA
"ninja","îngheţagere","nonword","word","nonword",NA
"album","îngeţii","nonword","word","nonword",NA
"adn","înclanşaţitură","nonword","word","nonword",NA
"înger","înechipa","nonword","word","nonword",NA
"zahăr","injenati","nonword","word","nonword",NA
"financiar","înmordezvoltare","nonword","word","nonword",NA
"alimente","însy","nonword","word","nonword",NA
"considera","înregisoffshore","nonword","word","nonword",NA
"scop","inpăzită","nonword","word","nonword",NA
"corp","înghei","nonword","word","nonword",NA
"sănătate","insperati","nonword","word","nonword",NA
"teren","inspiraswati","nonword","word","nonword",NA
"mortal","intainment","nonword","word","nonword",NA
"obosit","încţiuni","nonword","word","nonword",NA
