ro_cue,ro_target,type,cue_type,target_type,ro_cosine
singur,poin,nonword,word,nonword,
cămașă,furtură,nonword,word,nonword,
conferinţă,als,nonword,word,nonword,
lega,legadu id frumbe,nonword,word,nonword,
propune,autoptrugere,nonword,word,nonword,
bază,împrublic,nonword,word,nonword,
coleg,nețiu,nonword,word,nonword,
jurisdicție,polibrat,nonword,word,nonword,
zombie,putili,nonword,word,nonword,
perete,oton,nonword,word,nonword,
mit,civilizastanţă,nonword,word,nonword,
melc,catah,nonword,word,nonword,
guvernator,prinţetricitate,nonword,word,nonword,
pistol,conţijitoare,nonword,word,nonword,
imperial,adormică,nonword,word,nonword,
urca,săppţional,nonword,word,nonword,
verde,daol,nonword,word,nonword,
celebritate,lutoamnă,nonword,word,nonword,
suferinţă,informatenţă,nonword,word,nonword,
ținere,reu,nonword,word,nonword,
management,farin,nonword,word,nonword,
păcat,profetrul,nonword,word,nonword,
avocat,atlanpariție,nonword,word,nonword,
de ajuns,sindus,nonword,word,nonword,
ninja,agresibil,nonword,word,nonword,
dulce,prire,nonword,word,nonword,
formular,broasprimare,nonword,word,nonword,
accidental,comle,nonword,word,nonword,
stadion,aceanic,nonword,word,nonword,
manager,doen,nonword,word,nonword,
singur,binua,nonword,word,nonword,
reţea,tosu,nonword,word,nonword,
lanţ,prinţeporizator,nonword,word,nonword,
noapte,bijutetenţă,nonword,word,nonword,
superman,brusţă,nonword,word,nonword,
ridicol,sindrommă,nonword,word,nonword,
ucigaş,în jurpa,nonword,word,nonword,
cabină,urej,nonword,word,nonword,
poet,mud duntar,nonword,word,nonword,
internaţional,absolniți,nonword,word,nonword,
sud,dipost,nonword,word,nonword,
telescop,broasgustător,nonword,word,nonword,
foame,viprinză,nonword,word,nonword,
alcool,căsnitenţă,nonword,word,nonword,
scăpa,aminaltă,nonword,word,nonword,
sumă,picearcă,nonword,word,nonword,
toamna,jucămeut,nonword,word,nonword,
software,bul,nonword,word,nonword,
interzis,injenati,nonword,word,nonword,
ochi,trique,nonword,word,nonword,
zahăr,anopect,nonword,word,nonword,
tipic,mua,nonword,word,nonword,
vârf,dău,nonword,word,nonword,
măgar,cometept,nonword,word,nonword,
washington,romanners,nonword,word,nonword,
cameră,unode,nonword,word,nonword,
față,specbare,nonword,word,nonword,
încet,înghiițua dorf,nonword,word,nonword,
cutie,însy,nonword,word,nonword,
fragment,umfu,nonword,word,nonword,
univers,surte,nonword,word,nonword,
africa,vivil,nonword,word,nonword,
victimă,impegent,nonword,word,nonword,
lunar,externzie,nonword,word,nonword,
flata,stramina,nonword,word,nonword,
uită,echivevu,nonword,word,nonword,
inspector,midamenterul,nonword,word,nonword,
aduce,dedrii,nonword,word,nonword,
cinema,schimnizare,nonword,word,nonword,
număr,fiden,nonword,word,nonword,
pensie,adverdezi,nonword,word,nonword,
ac,tuetă,nonword,word,nonword,
porunci,arhigiți,nonword,word,nonword,
libertate,simpceză,nonword,word,nonword,
extrem,suficanţi,nonword,word,nonword,
calibru,spege,nonword,word,nonword,
internet,paratine,nonword,word,nonword,
băieți,paceau,nonword,word,nonword,
atractiv,a tăialo,nonword,word,nonword,
construcție,chelpa,nonword,word,nonword,
experiment,appleală,nonword,word,nonword,
explicaţie,însant,nonword,word,nonword,
noiembrie,sabolent,nonword,word,nonword,
bravo,pondru totdeineredo,nonword,word,nonword,
instanță,echivada,nonword,word,nonword,
încearcă,stândiro,nonword,word,nonword,
biblie,mutament,nonword,word,nonword,
seminar,inspelist,nonword,word,nonword,
baschet,instructiga,nonword,word,nonword,
încet,grogdo,nonword,word,nonword,
civil,ramarcutandu,nonword,word,nonword,
răbdare,interecurgi,nonword,word,nonword,
politicos,inspecre,nonword,word,nonword,
privește,iețiin,nonword,word,nonword,
refuza,cunoștrabu,nonword,word,nonword,
artefact,teță,nonword,word,nonword,
ilegal,speciabrie,nonword,word,nonword,
nefericit,menţiuzibil,nonword,word,nonword,
gelos,elecționev,nonword,word,nonword,
târziu,flicte,nonword,word,nonword,
masă de birou,buachu,nonword,word,nonword,
ospitalitate,inoment,nonword,word,nonword,
ping,prostredian,nonword,word,nonword,
fura,rezonatanţă,nonword,word,nonword,
ketchup,fack,nonword,word,nonword,
punct,codame,nonword,word,nonword,
credit,asiscitor,nonword,word,nonword,
soț,elegler,nonword,word,nonword,
în mod normal,desrez,nonword,word,nonword,
corect,reat,nonword,word,nonword,
rasist,opeca,nonword,word,nonword,
întrebare,devotaclism,nonword,word,nonword,
adn,docucţie,nonword,word,nonword,
imposibil,ultaf,nonword,word,nonword,
contaminare,în cauf dinpadierd,nonword,word,nonword,
a-și da seama,inpracti,nonword,word,nonword,
naștere,transnanțare,nonword,word,nonword,
unchi,delef mtență,nonword,word,nonword,
corp,străcără,nonword,word,nonword,
materie,oaenţie,nonword,word,nonword,
tutun,du puzendo,nonword,word,nonword,
adult,ultiință,nonword,word,nonword,
excepţional,reparasuati,nonword,word,nonword,
uneori,simviş,nonword,word,nonword,
ustensilă,imprezenţăna,nonword,word,nonword,
activ,săpdu,nonword,word,nonword,
cip,coraj,nonword,word,nonword,
rinichi,sdăfă,nonword,word,nonword,
căldură,concendenţiițivă,nonword,word,nonword,
comun,urmapanzere,nonword,word,nonword,
fereastră,tinsă,nonword,word,nonword,
coșmar,sălot,nonword,word,nonword,
lege,inoglinzice,nonword,word,nonword,
rodeo,tine miplist,nonword,word,nonword,
etern,croză,nonword,word,nonword,
dumnezeu,misul,nonword,word,nonword,
rachetă,seaf,nonword,word,nonword,
cultură,iefloadeu,nonword,word,nonword,
sens,seascată,nonword,word,nonword,
piramidă,demomeştiţie,nonword,word,nonword,
original,junctuit,nonword,word,nonword,
progres,garnal,nonword,word,nonword,
clar,reîmprosdezvolta,nonword,word,nonword,
şansă,şoşcoală,nonword,word,nonword,
câine,brite,nonword,word,nonword,
capcană,noscut,nonword,word,nonword,
jeep,scortorie,nonword,word,nonword,
spectacol,expoziceati,nonword,word,nonword,
acoperire,porau,nonword,word,nonword,
limonadă,groe,nonword,word,nonword,
imaginație,banpă,nonword,word,nonword,
incomod,com de știbil,nonword,word,nonword,
ciment,colotist,nonword,word,nonword,
parlament,reaccent,nonword,word,nonword,
societate,am de știtrict,nonword,word,nonword,
minciună,rot,nonword,word,nonword,
obosit,bui dep,nonword,word,nonword,
la modă,stinay,nonword,word,nonword,
răzbunare,cavon,nonword,word,nonword,
recunoscător,edirie,nonword,word,nonword,
înger,ditam,nonword,word,nonword,
septembrie,arnoît,nonword,word,nonword,
inspira,tenuv,nonword,word,nonword,
fizică,juu,nonword,word,nonword,
proprietate,rudeo,nonword,word,nonword,
risc,scangle,nonword,word,nonword,
sergent,senament,nonword,word,nonword,
radio,spânde,nonword,word,nonword,
spital,aproină,nonword,word,nonword,
ambulanță,odihnica,nonword,word,nonword,
lampă,cadef,nonword,word,nonword,
picnic,broasțumire,nonword,word,nonword,
conversa,cimipeam,nonword,word,nonword,
privat,transtocale,nonword,word,nonword,
influență,miscrisă,nonword,word,nonword,
telegramă,promimenţine,nonword,word,nonword,
privilegiu,parohialare,nonword,word,nonword,
apuca,transnamită,nonword,word,nonword,
conservare,zâmbă,nonword,word,nonword,
autograf,dyert,nonword,word,nonword,
arenă,jaaţ,nonword,word,nonword,
şerif,scârcuţie,nonword,word,nonword,
minim,drastrate,nonword,word,nonword,
amator,otracaţie,nonword,word,nonword,
luni,piamal,nonword,word,nonword,
felicitare,proput,nonword,word,nonword,
colecta,farscaperatura,nonword,word,nonword,
zgâria,cu greutnunchi,nonword,word,nonword,
fată,ță,nonword,word,nonword,
suplimentar,pălăment,nonword,word,nonword,
masă,sponta,nonword,word,nonword,
faringe,furu putrămend,nonword,word,nonword,
în siguranță,maslo,nonword,word,nonword,
mutare,abanteni,nonword,word,nonword,
sosi,prinvator,nonword,word,nonword,
majoritate,vârte,nonword,word,nonword,
doi,dezvolchiriere,nonword,word,nonword,
fiică,perte,nonword,word,nonword,
miezul nopţii,reort,nonword,word,nonword,
doză,julitrare,nonword,word,nonword,
planetă,şiu,nonword,word,nonword,
pur şi simplu,cretinct,nonword,word,nonword,
protest,transalindiu,nonword,word,nonword,
conspiraţie,flufan,nonword,word,nonword,
ostatic,mercă,nonword,word,nonword,
isteț,amesnică,nonword,word,nonword,
niciodată,recunoștude sorf,nonword,word,nonword,
greu,atlanzonier,nonword,word,nonword,
pușcaș marin,rezul,nonword,word,nonword,
bebeluș,monit,nonword,word,nonword,
cârciumă,echitament,nonword,word,nonword,
mâine,mosimt,nonword,word,nonword,
comprimat,tante,nonword,word,nonword,
mascul,francuit,nonword,word,nonword,
rock,whisadă,nonword,word,nonword,
curaj,souri,nonword,word,nonword,
cer,teoteci,nonword,word,nonword,
arsenal,pernţat,nonword,word,nonword,
cabinet,itaganţă,nonword,word,nonword,
necesar,boltăi,nonword,word,nonword,
rotund,lecha,nonword,word,nonword,
bunic,halucinanunchi,nonword,word,nonword,
groază,nemţoaiativitate,nonword,word,nonword,
ciumă,împăcţie,nonword,word,nonword,
agricultor,râor,nonword,word,nonword,
inel,sentitori,nonword,word,nonword,
mercenar,uiminal,nonword,word,nonword,
truc,incapaseste,nonword,word,nonword,
gâscă,accicţie,nonword,word,nonword,
îndoială,recţioce,nonword,word,nonword,
critic,smoceri,nonword,word,nonword,
delicat,efhot,nonword,word,nonword,
fabrică,nepotriunghi,nonword,word,nonword,
încăpăţânat,vinorând,nonword,word,nonword,
ochelari,magne,nonword,word,nonword,
pleca,comirect,nonword,word,nonword,
experienţă,insduravadu,nonword,word,nonword,
echipamente,infeldţie,nonword,word,nonword,
gata,mâgni,nonword,word,nonword,
fenomen,extria,nonword,word,nonword,
dvd,lusul,nonword,word,nonword,
milă,năb,nonword,word,nonword,
brutal,porspecbu,nonword,word,nonword,
zgomot,ziac,nonword,word,nonword,
respect,meții,nonword,word,nonword,
sfat,ginnic,nonword,word,nonword,
mortal,mudeasnă,nonword,word,nonword,
riscant,furicțio,nonword,word,nonword,
sănătos,cachin,nonword,word,nonword,
numărare,atecă,nonword,word,nonword,
naiv,poatractică,nonword,word,nonword,
sicriu,iudai,nonword,word,nonword,
rezolvare,păeroare,nonword,word,nonword,
mizerabil,emoţiotoritate,nonword,word,nonword,
golf,recuti,nonword,word,nonword,
speria,ulrineză,nonword,word,nonword,
țară,larif,nonword,word,nonword,
încălzit,umb,nonword,word,nonword,
a opera,emoţiocumpărare,nonword,word,nonword,
farmec,fiden,nonword,word,nonword,
logodnă,alerminal,nonword,word,nonword,
profit,suam,nonword,word,nonword,
război,menie,nonword,word,nonword,
plan,îmclanşaţişare,nonword,word,nonword,
portal,transmânare,nonword,word,nonword,
pacific,nior,nonword,word,nonword,
martor,vuor,nonword,word,nonword,
submarin,spafructe,nonword,word,nonword,
vulpe,duv tunf,nonword,word,nonword,
nobel,contracttuţie,nonword,word,nonword,
kilometru,procuduci,nonword,word,nonword,
maraton,subiectfaţă,nonword,word,nonword,
spinal,înţuvu,nonword,word,nonword,
nobil,rubdu,nonword,word,nonword,
greșit,abanafo,nonword,word,nonword,
putere,arprentă,nonword,word,nonword,
spânzurare,sipul,nonword,word,nonword,
carbon,hufusestanţial,nonword,word,nonword,
dramă,mulut,nonword,word,nonword,
balaur,minciteau,nonword,word,nonword,
măr,tulăm,nonword,word,nonword,
probabilitate,diraz,nonword,word,nonword,
whisky,pardeț,nonword,word,nonword,
tehnic,fluuf,nonword,word,nonword,
scăzut,audo,nonword,word,nonword,
special,atratic,nonword,word,nonword,
lord,fuc,nonword,word,nonword,
sărac,supravitress,nonword,word,nonword,
expert,dezgo,nonword,word,nonword,
astăzi,înluim,nonword,word,nonword,
motiv,cesă,nonword,word,nonword,
antidot,inalnă,nonword,word,nonword,
iunie,broastigător,nonword,word,nonword,
direct,acult,nonword,word,nonword,
incident,superiseste,nonword,word,nonword,
refugiu,credinzati,nonword,word,nonword,
rom,dezvolstitate,nonword,word,nonword,
primăvară,sonii,nonword,word,nonword,
cenușă,neastie,nonword,word,nonword,
orchestră,carpie,nonword,word,nonword,
odihni,wiborn,nonword,word,nonword,
catolic,elucriți,nonword,word,nonword,
potenţial,lux,nonword,word,nonword,
prezenţă,reţițime,nonword,word,nonword,
milionar,zit,nonword,word,nonword,
frecvență,pradufe,nonword,word,nonword,
ierta,femerang,nonword,word,nonword,
ozn,iean,nonword,word,nonword,
suferi,autopușire,nonword,word,nonword,
optimist,administradenţei,nonword,word,nonword,
buget,șodiri,nonword,word,nonword,
inamic,rariu,nonword,word,nonword,
tumoare,naplă,nonword,word,nonword,
autopsie,vemez,nonword,word,nonword,
recupera,de știculă,nonword,word,nonword,
album,probanezi,nonword,word,nonword,
permite,impor urmă,nonword,word,nonword,
persoană,transhologic,nonword,word,nonword,
săpa,înganţă,nonword,word,nonword,
drăguț,lirus,nonword,word,nonword,
plăcere,scorţinal,nonword,word,nonword,
bonus,messin,nonword,word,nonword,
sabie,scannică,nonword,word,nonword,
sarcină,chelodi,nonword,word,nonword,
platformă,proastimetru,nonword,word,nonword,
domeniu,asc,nonword,word,nonword,
supranatural,miliucte,nonword,word,nonword,
demisie,antrepreghiți,nonword,word,nonword,
util,lidă,nonword,word,nonword,
pâine,macoş,nonword,word,nonword,
pod,domnic,nonword,word,nonword,
tăcut,iumar,nonword,word,nonword,
bancher,protojări,nonword,word,nonword,
nerezonabil,menţidiţional,nonword,word,nonword,
text,mapar,nonword,word,nonword,
contrafăcut,disot,nonword,word,nonword,
împușcătură,gorizati,nonword,word,nonword,
statut,oglinatură,nonword,word,nonword,
definitiv,săpsplină,nonword,word,nonword,
dur,prostuie,nonword,word,nonword,
zâmbet,caure,nonword,word,nonword,
mare,tarea,nonword,word,nonword,
pacient,lumbi,nonword,word,nonword,
monstru,şoboford,nonword,word,nonword,
conține,ers,nonword,word,nonword,
motiv,transgit,nonword,word,nonword,
conservator,niţat,nonword,word,nonword,
cablu,leacordă,nonword,word,nonword,
contact,difse,nonword,word,nonword,
porno,ciați,nonword,word,nonword,
pirat,prago,nonword,word,nonword,
compliment,tilye,nonword,word,nonword,
urma,serviziunire,nonword,word,nonword,
regal,specbaru,nonword,word,nonword,
topi,laib,nonword,word,nonword,
capsulă,jepil,nonword,word,nonword,
diamant,glorui,nonword,word,nonword,
tabără,artifimontreal,nonword,word,nonword,
moale,în genminãm,nonword,word,nonword,
mândrie,teata,nonword,word,nonword,
succes,comunicarevanşezi,nonword,word,nonword,
lesbiană,debleste,nonword,word,nonword,
kilogram,nestraie,nonword,word,nonword,
minunat,sezinţi,nonword,word,nonword,
secundă,muicot,nonword,word,nonword,
sclav,ux,nonword,word,nonword,
colţ,sisdia,nonword,word,nonword,
nimic,chiudată,nonword,word,nonword,
duș,minuclea,nonword,word,nonword,
lapte,obișnume de familie,nonword,word,nonword,
gest,egoră,nonword,word,nonword,
relaţie,ams,nonword,word,nonword,
instinct,samuciun,nonword,word,nonword,
comandă,prekon,nonword,word,nonword,
confirmare,curafred,nonword,word,nonword,
monument,sural,nonword,word,nonword,
hormon,du obatui,nonword,word,nonword,
vedere,celes,nonword,word,nonword,
natural,decemnţat,nonword,word,nonword,
bârfă,ștoa,nonword,word,nonword,
aici,âul,nonword,word,nonword,
canal,chandare,nonword,word,nonword,
ocazional,subrist,nonword,word,nonword,
mătase,strucluare,nonword,word,nonword,
tuse,menţivocare,nonword,word,nonword,
vechi,raresley,nonword,word,nonword,
rază,întâmmont,nonword,word,nonword,
vehicul,ho,nonword,word,nonword,
radar,brâncial,nonword,word,nonword,
vânt,ho,nonword,word,nonword,
virus,târul,nonword,word,nonword,
autor,trul,nonword,word,nonword,
tehnologie,înolande,nonword,word,nonword,
decent,înofrandere,nonword,word,nonword,
refugiat,printruvandie chirordufalu,nonword,word,nonword,
milion,funtămânal,nonword,word,nonword,
secret,preşetudine,nonword,word,nonword,
izbucni,conpret,nonword,word,nonword,
voluntar,reatori,nonword,word,nonword,
engleză,gașdu,nonword,word,nonword,
ceașcă,cu di ostrans,nonword,word,nonword,
jurnalism,trănție,nonword,word,nonword,
banană,covoa,nonword,word,nonword,
pradă,măatlantire,nonword,word,nonword,
ambasador,desing,nonword,word,nonword,
înlocui,furtuntru,nonword,word,nonword,
pâine prăjită,jector,nonword,word,nonword,
insignă,oglintic,nonword,word,nonword,
găti,duanesena,nonword,word,nonword,
capitală,răztel,nonword,word,nonword,
deștept,cax,nonword,word,nonword,
decan,erd,nonword,word,nonword,
valoare,nepaj,nonword,word,nonword,
păianjen,selec,nonword,word,nonword,
unghie,șoclă,nonword,word,nonword,
descriere,compamenţine,nonword,word,nonword,
amestecându-se,clilah,nonword,word,nonword,
casă,orchescarcerare,nonword,word,nonword,
haos,salatați,nonword,word,nonword,
regional,treabare,nonword,word,nonword,
buză,indivistanţial,nonword,word,nonword,
anonim,inmei,nonword,word,nonword,
cu fermitate,perioakfuod,nonword,word,nonword,
coroană,evenicuri,nonword,word,nonword,
răpitor,relituri,nonword,word,nonword,
îngust,matenenţiitică,nonword,word,nonword,
râu,atentară,nonword,word,nonword,
proiect,bruping,nonword,word,nonword,
înghiți,fotogratanţă,nonword,word,nonword,
loc,diff,nonword,word,nonword,
deget,marităti,nonword,word,nonword,
pasager,arţie,nonword,word,nonword,
artist,locaturi,nonword,word,nonword,
bolnav,epidecent,nonword,word,nonword,
încurcătură,noastegie,nonword,word,nonword,
paradis,orbiblie,nonword,word,nonword,
trăgător,odrare,nonword,word,nonword,
lună,rantie,nonword,word,nonword,
sărăcie,tuc,nonword,word,nonword,
prost,reamantă,nonword,word,nonword,
yoga,bucuvânt,nonword,word,nonword,
detonator,miţân,nonword,word,nonword,
valoros,portomări,nonword,word,nonword,
poreclă,elecitor,nonword,word,nonword,
chin,instruca,nonword,word,nonword,
distanţă,prede,nonword,word,nonword,
afară,polititenţă,nonword,word,nonword,
rudă,prietelepti,nonword,word,nonword,
