pt_cue,pt_target,type,cue_type,target_type,pt_cosine
gabinete,eir,nonword,word,nonword,
ritual,quamir,nonword,word,nonword,
médico,sistor,nonword,word,nonword,
bota,últzes,nonword,word,nonword,
construção,ceiro,nonword,word,nonword,
agarrar,aponcação,nonword,word,nonword,
capital,chento,nonword,word,nonword,
incêndio,efisoe,nonword,word,nonword,
ingénuo,truísta,nonword,word,nonword,
atómico,drugrante,nonword,word,nonword,
ingénuo,inesção,nonword,word,nonword,
veia,exaltor,nonword,word,nonword,
escutar,abdômento,nonword,word,nonword,
atraente,elesequêncidade,nonword,word,nonword,
terminal,triptrico,nonword,word,nonword,
dedo,algumteli,nonword,word,nonword,
escudo,informdrais,nonword,word,nonword,
pano,traugência,nonword,word,nonword,
fragmento,aprescional,nonword,word,nonword,
hoje,empreedeata,nonword,word,nonword,
botão,emblagada,nonword,word,nonword,
católico,embaquátimo,nonword,word,nonword,
resposta,englistador,nonword,word,nonword,
sangue,amaltadável,nonword,word,nonword,
arte,enconcluí,nonword,word,nonword,
colina,senconais,nonword,word,nonword,
sorrir,ratorgia,nonword,word,nonword,
significado,endlesçado,nonword,word,nonword,
químico,ensiveis,nonword,word,nonword,
excitante,entersecto,nonword,word,nonword,
sair,enacorda,nonword,word,nonword,
sóbrio,adopdemia,nonword,word,nonword,
impossível,acessódio,nonword,word,nonword,
rodeio,montepar,nonword,word,nonword,
caçar,exaspa,nonword,word,nonword,
naturalmente,giução,nonword,word,nonword,
diploma,calro,nonword,word,nonword,
palácio,estiguidalo,nonword,word,nonword,
chegar,escaguem,nonword,word,nonword,
comida,escobris,nonword,word,nonword,
afogar,escrebuchido,nonword,word,nonword,
perdoar,espilôver,nonword,word,nonword,
estresse,esalastor,nonword,word,nonword,
ignorância,estaçäotório,nonword,word,nonword,
vento,espatricte,nonword,word,nonword,
visão,pecialistaca,nonword,word,nonword,
efetivamente,espegues,nonword,word,nonword,
caro,espenhei,nonword,word,nonword,
exigir,epetacovai,nonword,word,nonword,
espada,esmitiro,nonword,word,nonword,
numerário,eslhaste,nonword,word,nonword,
opinião,esamassa,nonword,word,nonword,
doce,estagens,nonword,word,nonword,
evidência,espreido,nonword,word,nonword,
ilegal,estábale,nonword,word,nonword,
positivo,estituir,nonword,word,nonword,
gosto,espanholgeiro,nonword,word,nonword,
ok,esolhinho,nonword,word,nonword,
volta,espaltégia,nonword,word,nonword,
comentário,escharla,nonword,word,nonword,
palestra,espiõestura,nonword,word,nonword,
filha,esprende,nonword,word,nonword,
arriscado,estupitrais,nonword,word,nonword,
resgate,espiõespido,nonword,word,nonword,
dragão,eupiã,nonword,word,nonword,
nascimento,preito,nonword,word,nonword,
revelação,sandualmente,nonword,word,nonword,
seda,apergerar,nonword,word,nonword,
estádio,óptitracte,nonword,word,nonword,
responsabilidade,únirsivo,nonword,word,nonword,
leilão,execupais,nonword,word,nonword,
fazer,aliscício,nonword,word,nonword,
saída,braxcito,nonword,word,nonword,
merecer,exibioquí,nonword,word,nonword,
cobertor,exbrandir,nonword,word,nonword,
bónus,exomissão,nonword,word,nonword,
impressão,exagressivo,nonword,word,nonword,
conspiração,exatrasar,nonword,word,nonword,
pecado,exaquino,nonword,word,nonword,
sofrimento,famini,nonword,word,nonword,
detonador,fábri,nonword,word,nonword,
morte,fares,nonword,word,nonword,
rabo,fanes,nonword,word,nonword,
pintar,praso,nonword,word,nonword,
cantor,famíssões,nonword,word,nonword,
regional,fapresso,nonword,word,nonword,
carvão,fantaques,nonword,word,nonword,
pólvora,fanbaquático,nonword,word,nonword,
junho,tarinha,nonword,word,nonword,
mesa,famos,nonword,word,nonword,
embaixador,oix,nonword,word,nonword,
dinastia,oli,nonword,word,nonword,
fora,êm,nonword,word,nonword,
ideal,femon,nonword,word,nonword,
arbusto,featordo,nonword,word,nonword,
ouro,fetria,nonword,word,nonword,
pesadelo,feldo,nonword,word,nonword,
sibilar,federanhões,nonword,word,nonword,
política,ferdi,nonword,word,nonword,
frete,fesaque,nonword,word,nonword,
primeiro,fêlamino,nonword,word,nonword,
lábio,transrriado,nonword,word,nonword,
fábrica,feguarda,nonword,word,nonword,
furacão,honta,nonword,word,nonword,
perfil,abratival,nonword,word,nonword,
espetáculo,siel,nonword,word,nonword,
tormento,prongado,nonword,word,nonword,
robô,firam,nonword,word,nonword,
aterrar,janeme,nonword,word,nonword,
terremoto,firetiva,nonword,word,nonword,
pessoa,finalivias,nonword,word,nonword,
zombie,finanpantro,nonword,word,nonword,
torneio,verbaminto,nonword,word,nonword,
carnaval,minanciamento,nonword,word,nonword,
fim,plassico,nonword,word,nonword,
bandeira,fubi,nonword,word,nonword,
formulário,atenresta,nonword,word,nonword,
olá,frendo,nonword,word,nonword,
rapazes,folam,nonword,word,nonword,
pacífico,vimança,nonword,word,nonword,
mão,oquímiga,nonword,word,nonword,
ideia,pesastesnente,nonword,word,nonword,
ironia,cluístemente,nonword,word,nonword,
espirituoso,eventuna,nonword,word,nonword,
sociedade,marto,nonword,word,nonword,
voz,folioesgrafo,nonword,word,nonword,
código,blico,nonword,word,nonword,
maratona,franjid,nonword,word,nonword,
álbum,donse,nonword,word,nonword,
bússola,donse,nonword,word,nonword,
ruído,brideal,nonword,word,nonword,
jornalismo,fres,nonword,word,nonword,
cultura,hanta,nonword,word,nonword,
noivo,rinta,nonword,word,nonword,
ecrã,fuexaustivo,nonword,word,nonword,
nome,acrescional,nonword,word,nonword,
fome,carrigão,nonword,word,nonword,
desamparado,futes,nonword,word,nonword,
registro,bosfute,nonword,word,nonword,
tolo,galálers,nonword,word,nonword,
crítico,velhei,nonword,word,nonword,
astronauta,garanhos,nonword,word,nonword,
relação,triungada,nonword,word,nonword,
apontar,volfo,nonword,word,nonword,
prática,rapamacheque,nonword,word,nonword,
escrivaninha,rapamacheve,nonword,word,nonword,
charme,cheirafa,nonword,word,nonword,
influência,sultar,nonword,word,nonword,
triste,ganis,nonword,word,nonword,
autógrafo,gaib,nonword,word,nonword,
relatar,gechiroso,nonword,word,nonword,
mudança,genheimente,nonword,word,nonword,
refúgio,gidei,nonword,word,nonword,
empresa,tebal,nonword,word,nonword,
inquilino,cóiriar,nonword,word,nonword,
garganta,gocharla,nonword,word,nonword,
familiar,gojono,nonword,word,nonword,
cozinheiro,chengueduado,nonword,word,nonword,
punir,torma,nonword,word,nonword,
barão,atindes,nonword,word,nonword,
artefato,gratigues,nonword,word,nonword,
veneno,liatamente,nonword,word,nonword,
ombro,consvação,nonword,word,nonword,
fonte,consvata,nonword,word,nonword,
áfrica,gravilhiam,nonword,word,nonword,
delicado,volgo,nonword,word,nonword,
vinho,corve,nonword,word,nonword,
casa-de-banho,apesso,nonword,word,nonword,
peso,caepo,nonword,word,nonword,
dicionário,ranter,nonword,word,nonword,
calibre,guaxigarta,nonword,word,nonword,
esperar,abaireiro,nonword,word,nonword,
beijo,plantarra,nonword,word,nonword,
testemunha,labilidadem,nonword,word,nonword,
sénior,atoruge,nonword,word,nonword,
sujo,harmozart,nonword,word,nonword,
segundo,helisequentero,nonword,word,nonword,
inferior,eatertoma,nonword,word,nonword,
pobre,quidar,nonword,word,nonword,
sintoma,hechana,nonword,word,nonword,
borboleta,hidrogelhões,nonword,word,nonword,
advogado,muv,nonword,word,nonword,
esquilo,badmum,nonword,word,nonword,
passageiro,horovistidade,nonword,word,nonword,
útil,hotricto,nonword,word,nonword,
corrente,fesra,nonword,word,nonword,
racista,atenrível,nonword,word,nonword,
experiência,presmano,nonword,word,nonword,
imaginação,sparota,nonword,word,nonword,
bolso,everso,nonword,word,nonword,
administração,imperanhões,nonword,word,nonword,
banqueiro,impéções,nonword,word,nonword,
dizer,importâlhões,nonword,word,nonword,
conferir,imaguentante,nonword,word,nonword,
bastão,incapossitrais,nonword,word,nonword,
tio,impodrite,nonword,word,nonword,
banana,gimpres digelto,nonword,word,nonword,
estrada,impressiodei,nonword,word,nonword,
proteger,stindo,nonword,word,nonword,
soma,insubsivel,nonword,word,nonword,
nuvem,indições,nonword,word,nonword,
permitir,gividualeni,nonword,word,nonword,
método,chiperadamente,nonword,word,nonword,
tatuagem,investcia,nonword,word,nonword,
baixo,intruição,nonword,word,nonword,
gás,inferigueia,nonword,word,nonword,
general,injonho,nonword,word,nonword,
alerta,inqueinmante,nonword,word,nonword,
fora,inalmar,nonword,word,nonword,
abelha,incluístúnio,nonword,word,nonword,
superior,injeremi,nonword,word,nonword,
ajudar,intrepto,nonword,word,nonword,
jogar,insemesinto,nonword,word,nonword,
sensacional,inspenhei,nonword,word,nonword,
escolta,inspiranhões,nonword,word,nonword,
perdão,minstamento,nonword,word,nonword,
o quê,inteliatraíste,nonword,word,nonword,
firmemente,intembergue,nonword,word,nonword,
libra,intencionaxifan,nonword,word,nonword,
secretário,interespleite,nonword,word,nonword,
praga,exertimo,nonword,word,nonword,
esperto,inconção,nonword,word,nonword,
biblioteca,raftil,nonword,word,nonword,
jogar,injornho,nonword,word,nonword,
noutro lugar,investituíam,nonword,word,nonword,
conservador,incluíantigador,nonword,word,nonword,
caixa,investimecha,nonword,word,nonword,
legião,invesguem,nonword,word,nonword,
frango,nek,nonword,word,nonword,
rapariga,irtua,nonword,word,nonword,
mercenário,elípnico,nonword,word,nonword,
boca,irrespondrias,nonword,word,nonword,
tabaco,prica,nonword,word,nonword,
suicídio,jafroaco,nonword,word,nonword,
cova,joepers,nonword,word,nonword,
forno,jogações,nonword,word,nonword,
vingança,joset,nonword,word,nonword,
clã,dvia,nonword,word,nonword,
vitória,grinal,nonword,word,nonword,
potencial,aguenalista,nonword,word,nonword,
fenda,jupé,nonword,word,nonword,
ativo,juran,nonword,word,nonword,
majestade,juliraim,nonword,word,nonword,
roubo,demônior,nonword,word,nonword,
vítima,muramenas,nonword,word,nonword,
protegido,juagal,nonword,word,nonword,
saia,amartiça,nonword,word,nonword,
real,záv,nonword,word,nonword,
caracol,dranto,nonword,word,nonword,
distância,laconsto,nonword,word,nonword,
focar,larin,nonword,word,nonword,
foguete,laplanta,nonword,word,nonword,
romano,atuber,nonword,word,nonword,
noite,latourja,nonword,word,nonword,
pôr do sol,lavalhas,nonword,word,nonword,
álcool,lebi,nonword,word,nonword,
classe,junbrar,nonword,word,nonword,
xícara,farço,nonword,word,nonword,
chegada,toida,nonword,word,nonword,
urso,varte,nonword,word,nonword,
terrível,libenoit,nonword,word,nonword,
propósito,lícía,nonword,word,nonword,
secção,livinganie,nonword,word,nonword,
vaca,gosdo,nonword,word,nonword,
capacete,lisz,nonword,word,nonword,
brilho,literalingara,nonword,word,nonword,
nacional,liovi,nonword,word,nonword,
direita,liquam,nonword,word,nonword,
chamada,lonia,nonword,word,nonword,
táxi,lorus,nonword,word,nonword,
colónia,localiri,nonword,word,nonword,
horror,róico,nonword,word,nonword,
decente,lutações,nonword,word,nonword,
verdadeiro,lucre,nonword,word,nonword,
primavera,ziz,nonword,word,nonword,
financeiramente,apresonese,nonword,word,nonword,
orgulhoso,molu,nonword,word,nonword,
dois,mazao,nonword,word,nonword,
miserável,cordar,nonword,word,nonword,
golfe,manchasra,nonword,word,nonword,
ver,mafiz,nonword,word,nonword,
princesa,manipuríeis,nonword,word,nonword,
dvd,maqui,nonword,word,nonword,
pirâmide,mangoldga,nonword,word,nonword,
arena,mandra,nonword,word,nonword,
livremente,manunalição,nonword,word,nonword,
branco,matur,nonword,word,nonword,
envelope,máidorna,nonword,word,nonword,
conselho,marições,nonword,word,nonword,
caridade,marizaçoro,nonword,word,nonword,
espingarda,marquechar,nonword,word,nonword,
grande,adultelo,nonword,word,nonword,
bomba,massanhos,nonword,word,nonword,
abrir,mastições,nonword,word,nonword,
ocorrer,mames,nonword,word,nonword,
bastante,matexifantica,nonword,word,nonword,
reboque,giu,nonword,word,nonword,
conter,adoximo,nonword,word,nonword,
pesquisa,metriusnico,nonword,word,nonword,
gajo,medagens,nonword,word,nonword,
lixeira,medabert,nonword,word,nonword,
mês,driagae,nonword,word,nonword,
segredo,zindo,nonword,word,nonword,
volta,scrudia,nonword,word,nonword,
dançarino,metrairia,nonword,word,nonword,
setembro,melan,nonword,word,nonword,
contato,atrasagem,nonword,word,nonword,
sobremesa,exaustiroso,nonword,word,nonword,
jipe,meper,nonword,word,nonword,
cirurgião,meler,nonword,word,nonword,
cair,miblachone,nonword,word,nonword,
celebridade,midlandecópio,nonword,word,nonword,
silencioso,militachion,nonword,word,nonword,
equilíbrio,micheltério,nonword,word,nonword,
sul,mieléctro,nonword,word,nonword,
chuveiro,minatoma,nonword,word,nonword,
chuva,miséções,nonword,word,nonword,
marte,misericórgrunde,nonword,word,nonword,
lama,bersão,nonword,word,nonword,
conclusão,mísbeu,nonword,word,nonword,
ridículo,queitério,nonword,word,nonword,
nu,queitura,nonword,word,nonword,
diamante,mosciuto,nonword,word,nonword,
calendário,mozartdo,nonword,word,nonword,
lisonjear,moret,nonword,word,nonword,
excelente,monicles,nonword,word,nonword,
vincular,aprotanha,nonword,word,nonword,
próximo,aprotidade,nonword,word,nonword,
creme,queirada,nonword,word,nonword,
fala,mubrigo,nonword,word,nonword,
avenida,vildfina,nonword,word,nonword,
telescópio,morpio,nonword,word,nonword,
gripe,ceita,nonword,word,nonword,
orquestra,vanca,nonword,word,nonword,
matéria,queiteiro,nonword,word,nonword,
privado,mozia,nonword,word,nonword,
engenheiro,mográ,nonword,word,nonword,
pulso,vuitas bléia,nonword,word,nonword,
maioria,nicto,nonword,word,nonword,
bonito,mupõem,nonword,word,nonword,
educado,anodo,nonword,word,nonword,
extremamente,birdculo,nonword,word,nonword,
liberdade,munhe,nonword,word,nonword,
pão,clausica,nonword,word,nonword,
espionagem,clanção,nonword,word,nonword,
rota,vitsico,nonword,word,nonword,
anel,mutens,nonword,word,nonword,
mal,namen,nonword,word,nonword,
fidelidade,nalha,nonword,word,nonword,
agradável,naqui,nonword,word,nonword,
comprar,náuriz,nonword,word,nonword,
às vezes,tordativo,nonword,word,nonword,
batom,susgado,nonword,word,nonword,
maldição,zanvoso,nonword,word,nonword,
recepção,neram,nonword,word,nonword,
imagem,néjie,nonword,word,nonword,
submarino,galva,nonword,word,nonword,
marinho,norcon,nonword,word,nonword,
probabilidade,juste,nonword,word,nonword,
descrever,notáquio,nonword,word,nonword,
garantia,norobôscias,nonword,word,nonword,
ganso,nomia,nonword,word,nonword,
alcunha,siu,nonword,word,nonword,
absolutamente,nutriear,nonword,word,nonword,
sexual,neguibi,nonword,word,nonword,
bater,obviatraíste,nonword,word,nonword,
orgasmo,esnovano,nonword,word,nonword,
moda,anesdental,nonword,word,nonword,
companhia,braltar,nonword,word,nonword,
aranha,anunder,nonword,word,nonword,
jurar,quelta,nonword,word,nonword,
humilde,exercial,nonword,word,nonword,
gangue,daeo,nonword,word,nonword,
nervo,béabus,nonword,word,nonword,
diário,onar,nonword,word,nonword,
grão,opsie,nonword,word,nonword,
mito,crisnente,nonword,word,nonword,
adolescência,aquibita,nonword,word,nonword,
arsenal,zarlha,nonword,word,nonword,
aplicar,organichiva,nonword,word,nonword,
apoio,guarfício,nonword,word,nonword,
pistola,cleptono,nonword,word,nonword,
marca,outugues,nonword,word,nonword,
colher,ourad,nonword,word,nonword,
confortável,óio,nonword,word,nonword,
âncora,stargénio,nonword,word,nonword,
xerife,pabaste,nonword,word,nonword,
adulto,paxes,nonword,word,nonword,
física,quiparem,nonword,word,nonword,
homem,ki,nonword,word,nonword,
interno,paijes,nonword,word,nonword,
pouco,palessing,nonword,word,nonword,
pena,paodi,nonword,word,nonword,
escavar,pria mempre,nonword,word,nonword,
meia-noite,parágramerci,nonword,word,nonword,
estreito,paralingmal,nonword,word,nonword,
ladrão,pacos,nonword,word,nonword,
válvula,aguentícula,nonword,word,nonword,
dramático,constida,nonword,word,nonword,
civil,constida,nonword,word,nonword,
ming,imensado,nonword,word,nonword,
processar,passaqueiate,nonword,word,nonword,
inspetor,senhosaro,nonword,word,nonword,
unidade,pascáis,nonword,word,nonword,
preservar,camipada,nonword,word,nonword,
incidente,padavantico,nonword,word,nonword,
membro,crito,nonword,word,nonword,
cão,patruções,nonword,word,nonword,
paraíso,arasa,nonword,word,nonword,
gestão,cança,nonword,word,nonword,
continuar,peabando,nonword,word,nonword,
ketchup,peten,nonword,word,nonword,
orçamento,valto,nonword,word,nonword,
quilo,quexe,nonword,word,nonword,
suborno,pêchi,nonword,word,nonword,
roubar,pendes,nonword,word,nonword,
internet,pejonho,nonword,word,nonword,
realidade,pertracto,nonword,word,nonword,
fase,consfume,nonword,word,nonword,
abaixo,perprestar,nonword,word,nonword,
jazz,perinhas,nonword,word,nonword,
aprender,perigoblins,nonword,word,nonword,
interromper,perímenhem,nonword,word,nonword,
seguir,peofendo,nonword,word,nonword,
agente,permanemouse,nonword,word,nonword,
praia,perserante,nonword,word,nonword,
batata,linquenalidade,nonword,word,nonword,
rocha,soutupectiva,nonword,word,nonword,
ambulância,perturling,nonword,word,nonword,
tosta,pites,nonword,word,nonword,
crédito,pescações,nonword,word,nonword,
estouro,charcoço,nonword,word,nonword,
