"fi_target","fi_cue","type","target_type","cue_type","fi_cosine"
"viikpakko","operatiivinen","nonword","nonword","word",NA
"tehdä vaikrancen","valkoinen","nonword","nonword","word",NA
"uneklä","lasagna","nonword","nonword","word",NA
"sumpi","palkkasoturi","nonword","nonword","word",NA
"auschwitzistavallinen","koe","nonword","nonword","word",NA
"pikdä","jazz","nonword","nonword","word",NA
"vamka","timantti-","nonword","nonword","word",NA
"tuohuuhto","heritage","nonword","nonword","word",NA
"kiintävä","lukea","nonword","nonword","word",NA
"teiniifalconen","tehdas","nonword","nonword","word",NA
"elekaasti","olkapää","nonword","nonword","word",NA
"gangstelijä","arsenaali","nonword","nonword","word",NA
"huode","voileipä","nonword","nonword","word",NA
"meleontninen","areena","nonword","nonword","word",NA
"conno","havainto","nonword","nonword","word",NA
"velje","myytti","nonword","nonword","word",NA
"mikrosuseampi","perse","nonword","nonword","word",NA
"kryptari","mafia","nonword","nonword","word",NA
"sarsi","mitä","nonword","nonword","word",NA
"lentorioontä","sanoa","nonword","nonword","word",NA
"päätmaali","tavallinen","nonword","nonword","word",NA
"siirlutus","luokka","nonword","nonword","word",NA
"valtaland","alkuperäinen","nonword","nonword","word",NA
"tarkkirja","määrä","nonword","nonword","word",NA
"tiesua","kuningatar","nonword","nonword","word",NA
"ylimielitauon","ketju","nonword","nonword","word",NA
"aposto","himoita","nonword","nonword","word",NA
"laiksi","reitti","nonword","nonword","word",NA
"vaami","pelästyttää","nonword","nonword","word",NA
"voimakagentti","munuainen","nonword","nonword","word",NA
"ikäitasia","aasi","nonword","nonword","word",NA
"todennäköiimplantti","tuhka","nonword","nonword","word",NA
"todislaan","kanava","nonword","nonword","word",NA
"toluette","vuosipäivä","nonword","nonword","word",NA
"leikkeet","ambulanssi","nonword","nonword","word",NA
"viranfalconen","laitteet","nonword","nonword","word",NA
"miäkisti","tutka","nonword","nonword","word",NA
"paranneet","setä","nonword","nonword","word",NA
"ensisicheyennen","kouluttaa","nonword","nonword","word",NA
"taako","punainen","nonword","nonword","word",NA
"bridmeri","varoitus","nonword","nonword","word",NA
"käsuurlä","lähellä","nonword","nonword","word",NA
"rakenloon","ulkopuolella","nonword","nonword","word",NA
"torioitlinen","meri","nonword","nonword","word",NA
"vuuttali","uhri","nonword","nonword","word",NA
"auschwitzissata","yllätys","nonword","nonword","word",NA
"itäly","koodi","nonword","nonword","word",NA
"aplk","juoda","nonword","nonword","word",NA
"menneineen","konsepti","nonword","nonword","word",NA
"hienä","yö-","nonword","nonword","word",NA
"tuomaiset","takaisin","nonword","nonword","word",NA
"hansi","sukellusvene","nonword","nonword","word",NA
"lähetkeen","omena","nonword","nonword","word",NA
"bestmari","riski","nonword","nonword","word",NA
"virkiskoin","tila","nonword","nonword","word",NA
"laistaja","vaikuttava","nonword","nonword","word",NA
"auschwitzissavuke","makea","nonword","nonword","word",NA
"työntelu","ampuja","nonword","nonword","word",NA
"turmioonlinen","rengas","nonword","nonword","word",NA
"turvallifield","maali-","nonword","nonword","word",NA
"suoriu","tuottaja","nonword","nonword","word",NA
"auschwitzissatelliitti","aikuinen","nonword","nonword","word",NA
"narkia","terveys","nonword","nonword","word",NA
"tarnioitus","kampanja","nonword","nonword","word",NA
"kiinkija","selitys","nonword","nonword","word",NA
"valkaantua","mielikuvitus","nonword","nonword","word",NA
"kurkky","rykmentti","nonword","nonword","word",NA
"kojen","aarre","nonword","nonword","word",NA
"välisyyt","kesäkuu","nonword","nonword","word",NA
"verit","likainen","nonword","nonword","word",NA
"autorioitli","hukkua","nonword","nonword","word",NA
"muoka","pysyä","nonword","nonword","word",NA
"muoka","pudota","nonword","nonword","word",NA
"atteettin","etelään","nonword","nonword","word",NA
"voinsinen","aina","nonword","nonword","word",NA
"onrizzolinen","sokea","nonword","nonword","word",NA
"ulkomaacheyennen","pistooli","nonword","nonword","word",NA
"yritkääjä","hirviö","nonword","nonword","word",NA
"sityislä","keitto","nonword","nonword","word",NA
"nopu","viini","nonword","nonword","word",NA
"sulttaa","hymy","nonword","nonword","word",NA
"velne","roomalainen","nonword","nonword","word",NA
"juhnen","liittovaltion-","nonword","nonword","word",NA
"usrizzolinen","avaaminen","nonword","nonword","word",NA
"suklaatautuminen","ansaitseva","nonword","nonword","word",NA
"rehellitauon","raamattu","nonword","nonword","word",NA
"sääsi","valehdella","nonword","nonword","word",NA
"oiliä","paikka","nonword","nonword","word",NA
"nourä","sairaala","nonword","nonword","word",NA
"ihmitaan","myötätuntoinen","nonword","nonword","word",NA
"pepeä","vihata","nonword","nonword","word",NA
"naani","kulttuuri","nonword","nonword","word",NA
"greenwickoituksellisesti","edetä","nonword","nonword","word",NA
"parkko","enkeli","nonword","nonword","word",NA
"vahkeuttaa","yliluonnollinen","nonword","nonword","word",NA
"pasuuntaa","näyttö","nonword","nonword","word",NA
"ikäijakso","lastenhoitaja","nonword","nonword","word",NA
"kyyne","rahapeli","nonword","nonword","word",NA
"suklaamästyttävä","merkitys","nonword","nonword","word",NA
"vaikulaan","mars","nonword","nonword","word",NA
"äskethers","kohteliaisuus","nonword","nonword","word",NA
"sislu","suihku","nonword","nonword","word",NA
"intuimaan","kalenteri","nonword","nonword","word",NA
"ontrauma","sianliha","nonword","nonword","word",NA
"asetsö","veri","nonword","nonword","word",NA
"auschwitzissabotoida","matala","nonword","nonword","word",NA
"asunturi","kärsimys","nonword","nonword","word",NA
"vaidioottelija","takuu","nonword","nonword","word",NA
"vaihhingto","myymälä","nonword","nonword","word",NA
"louvyt","kevät","nonword","nonword","word",NA
"vatääkse","paperi","nonword","nonword","word",NA
"muisonni","avioero","nonword","nonword","word",NA
"hirtös","ääni","nonword","nonword","word",NA
"konta","painike","nonword","nonword","word",NA
"sipumaan","julkkis","nonword","nonword","word",NA
"peräänja","syntymä","nonword","nonword","word",NA
"useimmistella","budjetti","nonword","nonword","word",NA
"maailnittelu","kysymys","nonword","nonword","word",NA
"nyhve","kunnioittaminen","nonword","nonword","word",NA
"manipuloirencen","konferenssi","nonword","nonword","word",NA
"teeri","dynastia","nonword","nonword","word",NA
"jusangri","marraskuu","nonword","nonword","word",NA
"nella","lupa","nonword","nonword","word",NA
"vapaaehtoiimplantti","sopimus","nonword","nonword","word",NA
"vavää","yksikkö","nonword","nonword","word",NA
"demokramount","yskä","nonword","nonword","word",NA
"ririzzolinen","monumentti","nonword","nonword","word",NA
"säistää","kieltäytyä","nonword","nonword","word",NA
"biima","järjestää","nonword","nonword","word",NA
"teistö","huutokauppa","nonword","nonword","word",NA
"unelti","ladata","nonword","nonword","word",NA
"parään","tuomioistuin","nonword","nonword","word",NA
"toiluotto","vuokralainen","nonword","nonword","word",NA
"sääla","teksti","nonword","nonword","word",NA
"roviette","bravo","nonword","nonword","word",NA
"etuoivastainen","juosta","nonword","nonword","word",NA
"mietaa","sankari","nonword","nonword","word",NA
"vassaattaa","perhonen","nonword","nonword","word",NA
"velvollifield","ripuli","nonword","nonword","word",NA
"juuskäinen","epäillä","nonword","nonword","word",NA
"työsnassa","kiinteistö","nonword","nonword","word",NA
"neksi","mies","nonword","nonword","word",NA
"ilmanstockto","kiireellinen","nonword","nonword","word",NA
"reitsa","väärennös","nonword","nonword","word",NA
"järjessicaamä","todistaa","nonword","nonword","word",NA
"hiuklinen","sammakko","nonword","nonword","word",NA
"viemiöistävä","prinsessa","nonword","nonword","word",NA
"kaunica","valitettava","nonword","nonword","word",NA
"kiitollifield","toinen","nonword","nonword","word",NA
"rakdaan","agentti","nonword","nonword","word",NA
"vasaloittaja","virallisesti","nonword","nonword","word",NA
"wraitsi","esine","nonword","nonword","word",NA
"tahsä","majesteettinen","nonword","nonword","word",NA
"idenpanja","idea","nonword","nonword","word",NA
"stohot","jeeppi","nonword","nonword","word",NA
"maailtekijä","hämähäkki","nonword","nonword","word",NA
"esthe","kukkula","nonword","nonword","word",NA
"videoislinen","voi olla","nonword","nonword","word",NA
"höyhe","murskata","nonword","nonword","word",NA
"innoistio","jumala","nonword","nonword","word",NA
"kurka","hyödytön","nonword","nonword","word",NA
"todennäköiimplantti","ulos","nonword","nonword","word",NA
"idiootpurilainen","käytä","nonword","nonword","word",NA
"nyrkgia","kolmas","nonword","nonword","word",NA
"tapnel","innostaa","nonword","nonword","word",NA
"tumat","ruosteinen","nonword","nonword","word",NA
"princeranantaja","toimia","nonword","nonword","word",NA
"asiarata","vihreä","nonword","nonword","word",NA
"keyttää","siviili-","nonword","nonword","word",NA
"idioottymäpäivä","aavikko","nonword","nonword","word",NA
"vuosiliconmen","mahtava","nonword","nonword","word",NA
"sauton","luonnollisesti","nonword","nonword","word",NA
"penicolas","sementti","nonword","nonword","word",NA
"semä","sensaatiomainen","nonword","nonword","word",NA
"yllätford","muodikas","nonword","nonword","word",NA
"yhteikoot","profiili","nonword","nonword","word",NA
"yhluu","ura","nonword","nonword","word",NA
"ruome","talo","nonword","nonword","word",NA
"jajaa","silkki","nonword","nonword","word",NA
"yksifalconen","mustasukkainen","nonword","nonword","word",NA
"yksinkercheyennen","selkäranka","nonword","nonword","word",NA
"naimiraclesa","lähde","nonword","nonword","word",NA
"yksityifield","nero","nonword","nonword","word",NA
"identsä","sota","nonword","nonword","word",NA
"avainti","kokaiini","nonword","nonword","word",NA
"paranorriöön","sielu","nonword","nonword","word",NA
"ylimääfalconen","hanke","nonword","nonword","word",NA
"edistymys","pehmeä","nonword","nonword","word",NA
"inkaansaan","etana","nonword","nonword","word",NA
"arvoktyyn","vieraanvaraisuus","nonword","nonword","word",NA
"ymriittää","maailmankaikkeus","nonword","nonword","word",NA
"ilmameklari","saada","nonword","nonword","word",NA
"kolpea","yhdistelmä","nonword","nonword","word",NA
"pusta","yritys","nonword","nonword","word",NA
"räyttää","navigointi","nonword","nonword","word",NA
"viluotto","laatikko","nonword","nonword","word",NA
"remme","kiertue","nonword","nonword","word",NA
"asenpyyri","tuore","nonword","nonword","word",NA
"lumi","hauni","nonword","word","nonword",NA
"laite","jeere","nonword","word","nonword",NA
"työ","leksi","nonword","word","nonword",NA
"pettymys","aakaanko","nonword","word","nonword",NA
"vaikutus","afmurska","nonword","word","nonword",NA
"siemailla","asioiti","nonword","word","nonword",NA
"ryöstö","aiei","nonword","word","nonword",NA
"luostari","aikuivuus","nonword","word","nonword",NA
"varsi","torna","nonword","word","nonword",NA
"poliittinen","menti","nonword","word","nonword",NA
"hiv","aimea","nonword","word","nonword",NA
"aikakauslehti","seaa","nonword","word","nonword",NA
"armo","ihasneuvo","nonword","word","nonword",NA
"voimakkaasti","aktiiviloway","nonword","word","nonword",NA
"maailmanlaajuinen","caa","nonword","word","nonword",NA
"unelma","albe","nonword","word","nonword",NA
"ruumis","eläiton","nonword","word","nonword",NA
"vanki","albulens","nonword","word","nonword",NA
"vitsi","ilonpi","nonword","word","nonword",NA
"avustaa","tuplavioida","nonword","word","nonword",NA
"säteily","alkoaseelli","nonword","word","nonword",NA
"ohjus","alkupecheyennen","nonword","word","nonword",NA
"asiakirja","alon","nonword","word","nonword",NA
"päättäminen","alurizzolinen","nonword","word","nonword",NA
"juniori","amapriori","nonword","word","nonword",NA
"kaulakoru","ambuohueksi","nonword","word","nonword",NA
"hypätä","ampuheen","nonword","word","nonword",NA
"näkemys","anaidiootikko","nonword","word","nonword",NA
"neljäs","uraskia","nonword","word","nonword",NA
"vamma","kieltomia","nonword","word","nonword",NA
"syntymäpäivä","traakuri","nonword","word","nonword",NA
"serkku","anlän","nonword","word","nonword",NA
"ilmaista","kompnyymi","nonword","word","nonword",NA
"talvi-","puosa","nonword","word","nonword",NA
"johtaja","anelääkseva","nonword","word","nonword",NA
"leveä","antaa pomarco","nonword","word","nonword",NA
"realistinen","anklassi","nonword","word","nonword",NA
"aita","anomaissianto","nonword","word","nonword",NA
"ulkomaalainen","balna","nonword","word","nonword",NA
"veitsi","nartna","nonword","word","nonword",NA
"perustuslaki","känku","nonword","word","nonword",NA
"nuolla","arseaseelli","nonword","word","nonword",NA
"muovi-","artican","nonword","word","nonword",NA
"äskettäin","arbin","nonword","word","nonword",NA
"ministeri","arvolään","nonword","word","nonword",NA
"viedä loppuun","asvo","nonword","word","nonword",NA
"kauneus","elekttuntija","nonword","word","nonword",NA
"sijainti","aspihaqqani","nonword","word","nonword",NA
"toimittaja","astrosewooti","nonword","word","nonword",NA
"demokratia","winmi","nonword","word","nonword",NA
"oikeudenkäynti","auringonlaskurepliik","nonword","word","nonword",NA
"antaa","goita","nonword","word","nonword",NA
"tarjoilija","aupacabrafi","nonword","word","nonword",NA
"senaattori","ylisminen","nonword","word","nonword",NA
"uida","weain","nonword","word","nonword",NA
"huono","venta","nonword","word","nonword",NA
"matto","pihnue","nonword","word","nonword",NA
"ajanjakso","aviosäe","nonword","word","nonword",NA
"katu","omismies","nonword","word","nonword",NA
"sisällä","hipton","nonword","word","nonword",NA
"ampua","bakliini","nonword","word","nonword",NA
"ihmisen","borot","nonword","word","nonword",NA
"lahja","eväidi","nonword","word","nonword",NA
"tekniikka","ohivo","nonword","word","nonword",NA
"sabotoida","synkjetti","nonword","word","nonword",NA
"työntekijä","digsar","nonword","word","nonword",NA
"ylempi","hauslege","nonword","word","nonword",NA
"pidätys","crunk","nonword","word","nonword",NA
"kuningas","derickni","nonword","word","nonword",NA
"pilleri","iba","nonword","word","nonword",NA
"kirjoittaminen","rankma","nonword","word","nonword",NA
"lompakko","drachristinen","nonword","word","nonword",NA
"poika","sqd","nonword","word","nonword",NA
"sähkö","dypulttia","nonword","word","nonword",NA
"lunnaita","teeltä","nonword","word","nonword",NA
"pyyhe","fistä","nonword","word","nonword",NA
"liekki","ikääntyminen","nonword","word","nonword",NA
"asento","ehdolään","nonword","word","nonword",NA
"kenkä","ehplantaa","nonword","word","nonword",NA
"jalkapallo","ehprincetomasti","nonword","word","nonword",NA
"valtakunta","ei kosäiiä","nonword","word","nonword",NA
"laiva","ei mliöön","nonword","word","nonword",NA
"kolme","äiää","nonword","word","nonword",NA
"mennä","flirttarha","nonword","word","nonword",NA
"tehdä","nokke","nonword","word","nonword",NA
"kakku","aze","nonword","word","nonword",NA
"legenda","hyökkuva","nonword","word","nonword",NA
"naimisissa","erääsa","nonword","word","nonword",NA
"emotionaalinen","ihantä","nonword","word","nonword",NA
"minuutti","osoilanti","nonword","word","nonword",NA
"kaula","poikkeli","nonword","word","nonword",NA
"passi","ennäkään","nonword","word","nonword",NA
"rotu","ensimfalconen","nonword","word","nonword",NA
"suklaa","chrislä","nonword","word","nonword",NA
"paketti","epämielericistävä","nonword","word","nonword",NA
