"hr_target","hr_cue","type","target_type","cue_type","hr_cosine"
"proučitelj, nastavnik, profesor","raditi","nonword","nonword","word",NA
"skretica","otvor","nonword","nonword","word",NA
"razarastvom","kupa","nonword","nonword","word",NA
"oprostazija","niz","nonword","nonword","word",NA
"proasgarditi","marinac","nonword","nonword","word",NA
"negluplja","lov","nonword","nonword","word",NA
"suprotti","budala","nonword","nonword","word",NA
"privbina","toplina","nonword","nonword","word",NA
"haonalna","strijelac","nonword","nonword","word",NA
"spra","klan","nonword","nonword","word",NA
"slavnjičen","pravo","nonword","nonword","word",NA
"velikodufreyja","staklo","nonword","nonword","word",NA
"suslično","okidač","nonword","nonword","word",NA
"svina","status","nonword","nonword","word",NA
"prijaljiv","čekati","nonword","nonword","word",NA
"titeljna","samoubistvo","nonword","nonword","word",NA
"jućom","promijeniti","nonword","nonword","word",NA
"spywarezati","drugi","nonword","nonword","word",NA
"šižar","atomski","nonword","nonword","word",NA
"gaautopsija","biblija","nonword","nonword","word",NA
"pahot","beskoristan","nonword","nonword","word",NA
"meane","stvarnost","nonword","nonword","word",NA
"upravdočanstvo","dječaka","nonword","nonword","word",NA
"predjeća","vjernost","nonword","nonword","word",NA
"osvjeinvesti","nlo","nonword","nonword","word",NA
"nastvara","odanost","nonword","nonword","word",NA
"pigrizla","izbor","nonword","nonword","word",NA
"ukljuterija","radio","nonword","nonword","word",NA
"poglednik","pećnica","nonword","nonword","word",NA
"limuziegler","ljeto","nonword","nonword","word",NA
"zatvoresford","dva","nonword","nonword","word",NA
"svjepre","razbiti","nonword","nonword","word",NA
"guče","zemljište","nonword","nonword","word",NA
"ljima","kabinet","nonword","nonword","word",NA
"mehaskellki","nevin","nonword","nonword","word",NA
"lačnost","vino","nonword","nonword","word",NA
"pjeđim","vječni","nonword","nonword","word",NA
"eusida","poseban","nonword","nonword","word",NA
"pibri","wc","nonword","nonword","word",NA
"mikroryju","rat","nonword","nonword","word",NA
"mokao","natjecanje","nonword","nonword","word",NA
"liječestvom","zaslužiti","nonword","nonword","word",NA
"sportna luka","ritual","nonword","nonword","word",NA
"pakljak","trik","nonword","nonword","word",NA
"tičko","rana","nonword","nonword","word",NA
"viupozna","oporavak","nonword","nonword","word",NA
"drš","pauk","nonword","nonword","word",NA
"tinejljih","dvd","nonword","nonword","word",NA
"klasinjor","washington","nonword","nonword","word",NA
"praktina","patiti","nonword","nonword","word",NA
"knečić","prodavač","nonword","nonword","word",NA
"prekzati","odabrati","nonword","nonword","word",NA
"zaključnuti","zaključak","nonword","nonword","word",NA
"graysoperatura","uspjeh","nonword","nonword","word",NA
"sundan","može biti","nonword","nonword","word",NA
"udarditi","baza","nonword","nonword","word",NA
"osvada","gomila","nonword","nonword","word",NA
"premnina","star","nonword","nonword","word",NA
"skanbus","prirodan","nonword","nonword","word",NA
"onalnaći","malo","nonword","nonword","word",NA
"prvos","ninja","nonword","nonword","word",NA
"skandati","obrazloženje","nonword","nonword","word",NA
"četatlanti","rog","nonword","nonword","word",NA
"urrač","puž","nonword","nonword","word",NA
"babysittrična energija","koža","nonword","nonword","word",NA
"trgoogle","navigacija","nonword","nonword","word",NA
"juc","jazz","nonword","nonword","word",NA
"medanost","čitati","nonword","nonword","word",NA
"ulk","potencijal","nonword","nonword","word",NA
"osetog","dućan","nonword","nonword","word",NA
"odgocrowderati","društvo","nonword","nonword","word",NA
"kupadawanca","lisica","nonword","nonword","word",NA
"traginjem","milijunaš","nonword","nonword","word",NA
"prostražnja","platforma","nonword","nonword","word",NA
"teine","poljubac","nonword","nonword","word",NA
"sebiljež","pati","nonword","nonword","word",NA
"kr","lik","nonword","nonword","word",NA
"privjica","plesač","nonword","nonword","word",NA
"oštezati","osobni","nonword","nonword","word",NA
"vindan","kiša","nonword","nonword","word",NA
"svina","pogled","nonword","nonword","word",NA
"puje","značenje","nonword","nonword","word",NA
"vobeo","vlak","nonword","nonword","word",NA
"sporaglas","inženjer","nonword","nonword","word",NA
"vjeta","ponuda","nonword","nonword","word",NA
"opspletkati","rječnik","nonword","nonword","word",NA
"zavrinvesti","zaboraviti","nonword","nonword","word",NA
"mićom","angažman","nonword","nonword","word",NA
"skonno","rijeka","nonword","nonword","word",NA
"puumjetnica","klub","nonword","nonword","word",NA
"gljiviti","slatko","nonword","nonword","word",NA
"sliđem","veličina","nonword","nonword","word",NA
"uhvaževnost","pravedan","nonword","nonword","word",NA
"sredan","atraktivan","nonword","nonword","word",NA
"љti","proračun","nonword","nonword","word",NA
"nolje","katolik","nonword","nonword","word",NA
"neuns","postupak","nonword","nonword","word",NA
"snažski","stručnjak","nonword","nonword","word",NA
"strešiti","bomba","nonword","nonword","word",NA
"soarm","usporiti","nonword","nonword","word",NA
"poljačka","želja","nonword","nonword","word",NA
"perda","tetovaža","nonword","nonword","word",NA
"knjižni","pacifički","nonword","nonword","word",NA
"usslasti","špijun","nonword","nonword","word",NA
"željnado","upozorenje","nonword","nonword","word",NA
"coraz","otvorena","nonword","nonword","word",NA
"neuslest","ukusan","nonword","nonword","word",NA
"skzo","servis","nonword","nonword","word",NA
"brnat","svježe","nonword","nonword","word",NA
"koncenssom","držati","nonword","nonword","word",NA
"lms","oglašavanje","nonword","nonword","word",NA
"posljedicassidyja","astronaut","nonword","nonword","word",NA
"idenvati","koncept","nonword","nonword","word",NA
"objasjediti","džip","nonword","nonword","word",NA
"ferah","autor","nonword","nonword","word",NA
"štajno","usta","nonword","nonword","word",NA
"zanimnost","osušiti","nonword","nonword","word",NA
"prežiatlanti","radionica","nonword","nonword","word",NA
"peket","kletva","nonword","nonword","word",NA
"iso","područje","nonword","nonword","word",NA
"hw","crkva","nonword","nonword","word",NA
"plapit","odbiti","nonword","nonword","word",NA
"ðeš","stijena","nonword","nonword","word",NA
"doruling","raj","nonword","nonword","word",NA
"glasaobra","točka","nonword","nonword","word",NA
"ministarryjem","kapital","nonword","nonword","word",NA
"terva","popraviti","nonword","nonword","word",NA
"vidva","zapušten","nonword","nonword","word",NA
"duvjerna","ispitati, pregledati","nonword","nonword","word",NA
"eureman","čovjek","nonword","nonword","word",NA
"lynetterija","kanal","nonword","nonword","word",NA
"uniątitilacija","kraj","nonword","nonword","word",NA
"pljuvata","lažan","nonword","nonword","word",NA
"sushop","hram","nonword","nonword","word",NA
"šampasist","krug","nonword","nonword","word",NA
"incroftcija","dobiti","nonword","nonword","word",NA
"nalka","nesretan","nonword","nonword","word",NA
"zauvimont","turnir","nonword","nonword","word",NA
"triran","riječ","nonword","nonword","word",NA
"pobožskom","potpora","nonword","nonword","word",NA
"vjerootrovno","profil","nonword","nonword","word",NA
"izvršestvom","lunarni","nonword","nonword","word",NA
"žurja","sloboda","nonword","nonword","word",NA
"rapea","okrug","nonword","nonword","word",NA
"autodži","otrov","nonword","nonword","word",NA
"skragija","niži","nonword","nonword","word",NA
"desnik","kalendar","nonword","nonword","word",NA
"dobroadwayno","rastući","nonword","nonword","word",NA
"osramobil","što","nonword","nonword","word",NA
"tutnja","mail","nonword","nonword","word",NA
"kho","hormon","nonword","nonword","word",NA
"robno","ponos","nonword","nonword","word",NA
"ciupozna","žrtva","nonword","nonword","word",NA
"ototon","diviti se","nonword","nonword","word",NA
"umivaglom","kolonija","nonword","nonword","word",NA
"gusses","povremeno","nonword","nonword","word",NA
"zachristiti","rasistički","nonword","nonword","word",NA
"zaumjetniti","ugljen","nonword","nonword","word",NA
"služčani","zadovoljan","nonword","nonword","word",NA
"sjednuti","polako","nonword","nonword","word",NA
"fleksija","svemir","nonword","nonword","word",NA
"gantan","milion","nonword","nonword","word",NA
"rahart","dojam","nonword","nonword","word",NA
"zahesel","pravi","nonword","nonword","word",NA
"zaosmisliti","usredotočenost","nonword","nonword","word",NA
"ukljupostavka","proljeće","nonword","nonword","word",NA
"zaključreno","puls","nonword","nonword","word",NA
"usdes","član","nonword","nonword","word",NA
"berra","zaslon","nonword","nonword","word",NA
"tička","gutljaj","nonword","nonword","word",NA
"ruper","vrijednost","nonword","nonword","word",NA
"zavoljna","rezignacija","nonword","nonword","word",NA
"manos","ambulanta","nonword","nonword","word",NA
"isbiljno","slobodno","nonword","nonword","word",NA
"kapenješ","baron","nonword","nonword","word",NA
"skantno","vrh","nonword","nonword","word",NA
"izavely","limunada","nonword","nonword","word",NA
"prašagan","seminar","nonword","nonword","word",NA
"monieman","snositi","nonword","nonword","word",NA
"stratojan","dolazak","nonword","nonword","word",NA
"simćat","predložiti","nonword","nonword","word",NA
"sjedniti","pepeo","nonword","nonword","word",NA
"jemac","užasan","nonword","nonword","word",NA
"ukljujevare","mjesec","nonword","nonword","word",NA
"ulpy","tajna","nonword","nonword","word",NA
"tasfor","zadovoljstvo","nonword","nonword","word",NA
"shvamalan","dokaz","nonword","nonword","word",NA
"ukljuzovanje","traži","nonword","nonword","word",NA
"došgom","lanac","nonword","nonword","word",NA
"naodječa","opraštanje","nonword","nonword","word",NA
"ženos","artefakt","nonword","nonword","word",NA
"mecea","odgovornost","nonword","nonword","word",NA
"nacar","mjesto","nonword","nonword","word",NA
"leprosti","trčanje","nonword","nonword","word",NA
"opolda","sendvič","nonword","nonword","word",NA
"prično","bog","nonword","nonword","word",NA
"mrbre","faktor","nonword","nonword","word",NA
"mijež","proizvođač","nonword","nonword","word",NA
"srepoj","tehnički","nonword","nonword","word",NA
"viosjeca","umjetnost","nonword","nonword","word",NA
"ljantnost","pozitivan","nonword","nonword","word",NA
"drv","barut","nonword","nonword","word",NA
"ovonost","seksualan","nonword","nonword","word",NA
"vamreo","viski","nonword","nonword","word",NA
"utekus","biljka","nonword","nonword","word",NA
"kičov","proljev","nonword","nonword","word",NA
"napaonom","fragment","nonword","nonword","word",NA
"životikrist","pregledan","nonword","nonword","word",NA
"film","azijka","nonword","word","nonword",NA
"bitka","whent","nonword","word","nonword",NA
"jagoda","aktiskim","nonword","word","nonword",NA
"kupaonica","aksvitka","nonword","word","nonword",NA
"sindrom","wyat","nonword","word","nonword",NA
"autocesta","alkit","nonword","word","nonword",NA
"direktno","alkovist","nonword","word","nonword",NA
"eksplozivno","povter","nonword","word","nonword",NA
"listopad","ambasavjest","nonword","word","nonword",NA
"rak","ambusmjesta","nonword","word","nonword",NA
"pobijediti","ukljulitičar","nonword","word","nonword",NA
"helikopter","monshija","nonword","word","nonword",NA
"kornjača","ukljutomija","nonword","word","nonword",NA
"gust","anuke","nonword","word","nonword",NA
"zatvor","angadrim","nonword","word","nonword",NA
"mučnina","anomantno","nonword","word","nonword",NA
"električni","apsodjeljno","nonword","word","nonword",NA
"prihod","rovna","nonword","word","nonword",NA
"odgovor","arseling","nonword","word","nonword",NA
"ići","arterowe","nonword","word","nonword",NA
"mrtav","aspivost","nonword","word","nonword",NA
"veza","asdjeljnaut","nonword","word","nonword",NA
"nedjelja","štinski","nonword","word","nonword",NA
"baka","augustivan","nonword","word","nonword",NA
"propovijed","voyacija","nonword","word","nonword",NA
"obitelj","autoljat","nonword","word","nonword",NA
"jedinstven","aunar","nonword","word","nonword",NA
"glasanje","clifnija","nonword","word","nonword",NA
"tkivo","baspozna","nonword","word","nonword",NA
"tužilac","ljeda","nonword","word","nonword",NA
"bolestan","banron","nonword","word","nonword",NA
"minus","bankarlajl","nonword","word","nonword",NA
"vjerovati","bakie","nonword","word","nonword",NA
"pobožnost","bašje","nonword","word","nonword",NA
"hrabar","bakljana","nonword","word","nonword",NA
"strast","batis","nonword","word","nonword",NA
"poruka","bebb","nonword","word","nonword",NA
"ransoma","beskotlandtan","nonword","word","nonword",NA
"koljeno","bespomoonlig","nonword","word","nonword",NA
"vuci","bezum","nonword","word","nonword",NA
"glup","bivjerja","nonword","word","nonword",NA
"ljubavnik","bijevrej","nonword","word","nonword",NA
"grofica","biprivla","nonword","word","nonword",NA
"četvrti","bičit","nonword","word","nonword",NA
"kuhar","olimka","nonword","word","nonword",NA
"ocean","bioska","nonword","word","nonword",NA
"pogreb","umigo","nonword","word","nonword",NA
"skandal","truto","nonword","word","nonword",NA
"tragičan","cenzu","nonword","word","nonword",NA
"lijep","erg","nonword","word","nonword",NA
"simbol","traja","nonword","word","nonword",NA
"mali","bookrutan","nonword","word","nonword",NA
"konjak","strinica","nonword","word","nonword",NA
"smiješan","kurba","nonword","word","nonword",NA
"komunist","bokom","nonword","word","nonword",NA
"signal","borament","nonword","word","nonword",NA
"snijeg","nidba","nonword","word","nonword",NA
"satelit","boant","nonword","word","nonword",NA
"sir","quand","nonword","word","nonword",NA
"pauza","zlovo","nonword","word","nonword",NA
"oženjen","svido","nonword","word","nonword",NA
"uho","čuoj","nonword","word","nonword",NA
"velikodušan","sklotalan","nonword","word","nonword",NA
"žena","bubach","nonword","word","nonword",NA
"otkaz","zvezdala","nonword","word","nonword",NA
"opasnost","budućskom","nonword","word","nonword",NA
"dugačak","tivka","nonword","word","nonword",NA
"ucjena","čanim","nonword","word","nonword",NA
"usamljen","onk","nonword","word","nonword",NA
"infekcija","čeidenti","nonword","word","nonword",NA
"istočno","celand","nonword","word","nonword",NA
"dovoljan","rotnjak","nonword","word","nonword",NA
"živčani","fanta","nonword","word","nonword",NA
"posljednji","stvartitati","nonword","word","nonword",NA
"urin","cetvi","nonword","word","nonword",NA
"jezero","cione","nonword","word","nonword",NA
"odaberi","lop","nonword","word","nonword",NA
"jutro","rost","nonword","word","nonword",NA
"maslac","čitajans","nonword","word","nonword",NA
"pranje","stratati","nonword","word","nonword",NA
"liječenje","kovma","nonword","word","nonword",NA
"loviti","tdan","nonword","word","nonword",NA
"priznati","aminak","nonword","word","nonword",NA
"groblje","čouskače","nonword","word","nonword",NA
"karta","čotler","nonword","word","nonword",NA
"gay","crkford","nonword","word","nonword",NA
"watson","xov","nonword","word","nonword",NA
